trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status
0,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,78.40270629740407,78.40270629740407,8,8,8,722,45,572,174,178,15,11,1,5.0,1,2829,0,2410,46660,8712,890,1520,1636,774,0.2494488188976378,241.0,77.4,collision_intent:890;pi_clear_path:184;pi_entry:590;state:746,0.7166666666666666,0.1742424242424241,1594,2380.3682,3.6752,1503.6926,2.1865,1861,876.6756,0.8407,completed
1,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,63.64129401174391,63.64129401174391,8,8,8,549,34,490,83,85,20,18,1,5.0,1,2345,0,1629,31691,5757,642,987,1215,414,0.25380240708900936,162.9,41.4,collision_intent:642;pi_clear_path:100;pi_entry:314;state:573,0.7166666666666666,0.23129251700680276,1389,2548.0155,4.2032,1648.8562,2.5326,1507,899.1593,0.9799,completed
2,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,65.28219854509874,65.28219854509874,4,4,4,592,38,538,78,103,12,10,1,5.0,1,2376,0,1819,35288,6524,693,1126,1309,510,0.25215475592316317,181.9,51.0,collision_intent:693;pi_clear_path:114;pi_entry:396;state:616,0.7166666666666666,0.2520136307311027,1332,2834.689,3.9179,1839.6974,2.5291,1496,994.9916,0.9315,completed
3,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,76.73989699176059,76.73989699176059,9,9,9,550,44,454,120,59,21,15,3,15.0,1,2970,0,1623,31708,5606,637,986,1211,412,0.2473635441027225,162.3,41.2,collision_intent:637;pi_clear_path:95;pi_entry:317;state:574,0.7166666666666666,0.3236049926578559,1987,3331.9514,3.913,2074.0555,2.4439,2120,1257.8959,0.9589,completed
4,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,65.64044553747345,65.64044553747345,6,6,6,588,38,528,84,121,12,8,2,10.0,1,2393,0,1880,36377,6847,705,1175,1317,563,0.25350808989596063,188.0,56.3,collision_intent:705;pi_clear_path:137;pi_entry:426;state:612,0.7749999999999999,0.17566287878787867,1406,2705.1415,4.4278,1728.329,2.5832,1587,976.8125,0.9626,completed
5,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,62.31838812099711,62.31838812099711,10,10,10,540,35,494,70,140,26,18,4,20.0,1,2295,0,1868,36073,6876,680,1188,1244,624,0.251785125782709,186.8,62.4,collision_intent:680;pi_clear_path:153;pi_entry:471;state:564,0.7166666666666666,0.19433198380566785,1419,2906.0972,4.1171,1837.4687,2.5375,1642,1068.6285,0.9361,completed
6,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,74.62481350291742,74.62481350291742,10,10,10,595,43,506,113,91,28,15,6,40.0,2,2814,0,1783,34701,6290,683,1100,1302,481,0.24879360810062495,178.3,48.1,collision_intent:683;pi_clear_path:115;pi_entry:366;state:619,0.7166666666666666,0.27124505928853737,1759,3192.2574,4.4299,2020.1883,2.7333,1921,1172.0691,1.0437,completed
7,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,66.02337746955504,66.02337746955504,8,8,8,581,36,473,132,132,19,14,2,20.0,2,2421,0,1897,36572,7037,697,1200,1302,595,0.25516716223076363,189.7,59.5,collision_intent:697;pi_clear_path:135;pi_entry:460;state:605,0.6583333333333332,0.20322410147991543,1442,2625.3204,4.3541,1638.5805,2.6637,1654,986.7399,0.8861,completed
8,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,90.63986738815676,90.63986738815676,9,9,9,641,49,551,114,84,38,15,9,145.0,3,3524,0,1907,37104,6721,746,1161,1411,496,0.25181715998501314,190.7,49.6,collision_intent:746;pi_clear_path:119;pi_entry:377;state:665,0.7166666666666666,0.25703266787658796,2391,4272.8477,4.1418,2703.6068,3.8291,2559,1569.2409,0.9199,completed
9,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,94.12864740965844,94.12864740965844,8,8,8,673,55,542,155,72,49,20,11,175.0,3,3641,0,1869,36535,6438,748,1121,1445,424,0.2498350731499088,186.9,42.4,collision_intent:748;pi_clear_path:107;pi_entry:317;state:697,0.6583333333333332,0.2773677736777367,2427,3945.5889,4.0548,2466.8822,2.6158,2572,1478.7067,0.9983,completed
10,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,56.565046569425334,56.565046569425334,6,6,6,523,33,490,57,84,11,8,2,10.0,1,2035,0,1571,30539,5580,602,969,1149,422,0.2505275445606788,157.1,42.2,collision_intent:602;pi_clear_path:95;pi_entry:327;state:547,0.7583333333333333,0.20561224489795915,1128,2242.7127,4.5298,1449.5997,2.8423,1258,793.113,0.9028,completed
11,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,53.111423903794645,53.111423903794645,7,7,7,388,32,352,60,41,5,3,1,5.0,1,2055,0,1214,23652,4253,461,753,873,341,0.24580973297884637,121.4,34.1,collision_intent:461;pi_clear_path:80;pi_entry:261;state:412,0.825,0.3148674242424241,1395,2540.5728,3.7253,1634.3403,2.312,1477,906.2325,0.8562,completed
12,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,65.91302982417352,65.91302982417352,11,11,11,610,36,514,120,117,15,15,0,0.0,0,2384,0,1956,38021,6940,746,1210,1380,576,0.24961335107722188,195.6,57.6,collision_intent:746;pi_clear_path:142;pi_entry:434;state:634,0.7583333333333333,0.15985732814526576,1335,2567.593,4.1051,1633.0765,2.5208,1518,934.5165,1.2112,completed
13,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,68.54391498413523,68.54391498413523,8,8,8,597,37,566,55,128,16,14,1,5.0,1,2507,0,1978,38287,7188,733,1245,1354,624,0.2511881464914733,197.8,62.4,collision_intent:733;pi_clear_path:150;pi_entry:474;state:621,0.7749999999999999,0.21731448763250882,1536,3089.8952,4.0335,1982.2171,2.5228,1735,1107.6781,0.8994,completed
14,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,67.91830999765122,67.91830999765122,2,2,2,642,40,583,83,138,20,13,3,25.0,2,2422,0,1980,38532,6990,751,1229,1417,563,0.24744238734114482,198.0,56.3,collision_intent:751;pi_clear_path:131;pi_entry:432;state:666,0.7166666666666666,0.25478845054316746,1330,2707.7892,4.0898,1759.7167,2.4973,1528,948.0725,2.3616,completed
15,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,76.30942305886288,76.30942305886288,7,7,7,676,44,562,138,146,22,16,4,20.0,1,2788,0,2163,42040,7690,817,1346,1517,646,0.24855360548175442,216.3,64.6,collision_intent:817;pi_clear_path:152;pi_entry:494;state:700,0.7166666666666666,0.23354092526690384,1645,3010.4096,3.9779,1888.1401,2.3144,1863,1122.2695,1.046,completed
16,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,56.961657503845245,56.961657503845245,6,6,6,450,34,434,40,90,11,7,2,10.0,1,2148,0,1461,28185,5401,533,928,1007,454,0.2532470577202607,146.1,45.4,collision_intent:533;pi_clear_path:104;pi_entry:350;state:474,0.7583333333333333,0.26708909370199696,1410,2788.0287,3.8461,1813.2241,2.3166,1553,974.8046,1.3469,completed
17,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,69.42437269029166,69.42437269029166,10,10,10,615,37,566,73,197,6,6,0,0.0,0,2527,0,2192,42122,8280,768,1424,1407,785,0.25291709939519824,219.2,78.5,collision_intent:768;pi_clear_path:178;pi_entry:607;state:639,0.8083333333333333,0.15591872791519434,1575,2837.1117,4.0643,1761.297,2.4426,1863,1075.8147,0.9819,completed
18,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,66.90679342753585,66.90679342753585,5,5,5,614,39,570,68,79,6,6,0,0.0,0,2401,0,1744,34070,6012,685,1059,1323,421,0.24707187769695474,174.4,42.1,collision_intent:685;pi_clear_path:84;pi_entry:337;state:638,0.7749999999999999,0.20409356725146188,1322,2390.3326,4.0389,1574.9592,2.4869,1444,815.3734,0.9119,completed
19,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,80.4905263953824,80.4905263953824,7,7,7,595,48,509,110,47,26,11,7,55.0,2,3100,0,1582,31079,5291,659,923,1278,304,0.24942252392400885,158.2,30.4,collision_intent:659;pi_clear_path:77;pi_entry:227;state:619,0.6583333333333332,0.32964963981663375,1988,3101.0899,3.5978,1964.4946,2.2805,2070,1136.5953,0.8725,completed
20,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,66.63374022782261,66.63374022782261,9,9,9,559,37,480,103,119,23,14,5,25.0,1,2479,0,1787,34649,6437,671,1116,1254,533,0.25092581764316063,178.7,53.3,collision_intent:671;pi_clear_path:128;pi_entry:405;state:583,0.7833333333333332,0.21510416666666665,1531,2286.5301,3.7751,1459.6489,2.2621,1708,826.8812,0.8552,completed
21,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,55.88648578047121,55.88648578047121,10,10,10,436,32,365,95,63,16,13,1,5.0,1,2125,0,1315,25557,4645,504,811,964,351,0.24928889604465196,131.5,35.1,collision_intent:504;pi_clear_path:79;pi_entry:272;state:460,0.7166666666666666,0.275228310502283,1357,1997.238,3.8556,1239.2322,2.4383,1461,758.0058,0.8287,completed
22,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,98.65185519924778,98.65185519924778,14,14,14,727,56,597,154,125,11,9,1,5.0,1,3781,0,2347,45598,8344,900,1447,1651,696,0.25083421013076806,234.7,69.6,collision_intent:900;pi_clear_path:181;pi_entry:515;state:751,0.7166666666666666,0.20665829145728631,2547,4220.6785,3.6259,2595.6125,2.154,2792,1625.066,0.8551,completed
23,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,68.24388546649143,68.24388546649143,8,8,8,610,39,497,137,111,16,13,1,5.0,1,2495,0,1866,36134,6743,714,1152,1348,518,0.2546642495656772,186.6,51.8,collision_intent:714;pi_clear_path:117;pi_entry:401;state:634,0.7166666666666666,0.2542756539235411,1424,2525.151,3.6173,1611.0096,2.2687,1594,914.1414,0.8501,completed
24,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,95.53197506854818,95.53197506854818,7,7,7,662,51,587,99,95,23,12,5,35.0,2,3732,0,1993,38815,6988,791,1202,1477,516,0.2528860420511707,199.3,51.6,collision_intent:791;pi_clear_path:135;pi_entry:381;state:686,0.8083333333333333,0.2888273708120386,2548,4201.7,3.9245,2667.113,2.3469,2712,1534.587,0.9648,completed
25,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,88.12584224434065,88.12584224434065,13,13,13,751,50,623,152,175,16,12,2,10.0,1,3237,0,2525,48808,9252,921,1604,1696,829,0.25088808742576674,252.5,82.9,collision_intent:921;pi_clear_path:190;pi_entry:639;state:775,0.7166666666666666,0.16044676297485272,2010,3439.4894,3.7635,2156.4921,2.3471,2284,1282.9973,0.8346,completed
26,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,78.29586463232646,78.29586463232646,9,9,9,664,41,568,120,137,10,6,2,10.0,1,2887,0,2123,41143,7640,804,1319,1492,631,0.251970581445203,212.3,63.1,collision_intent:804;pi_clear_path:150;pi_entry:481;state:688,0.7583333333333333,0.2099471830985915,1776,3158.9232,3.9777,1967.9944,2.4981,1981,1190.9288,0.8311,completed
27,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,56.8983072919744,56.8983072919744,8,8,8,446,34,382,88,46,38,18,9,65.0,2,2167,0,1305,25399,4602,512,793,982,323,0.25251028806584364,130.5,32.3,collision_intent:512;pi_clear_path:90;pi_entry:233;state:470,0.7166666666666666,0.3455497382198953,1368,2196.7926,3.7469,1421.7444,2.378,1468,775.0482,0.8976,completed
28,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,62.45638225515261,62.45638225515261,6,6,6,575,34,512,87,109,13,8,3,15.0,1,2255,0,1853,35812,6716,700,1153,1299,554,0.2536828586537735,185.3,55.4,collision_intent:700;pi_clear_path:133;pi_entry:421;state:599,0.7166666666666666,0.20963541666666652,1288,2257.2323,3.748,1465.9339,2.3796,1462,791.2984,1.0293,completed
29,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,33.22504434222481,33.22504434222481,5,5,5,332,19,297,59,72,7,5,1,5.0,1,1185,0,1145,22055,4258,412,733,768,377,0.2528353423193397,114.5,37.7,collision_intent:412;pi_clear_path:89;pi_entry:288;state:356,0.825,0.21506734006733996,655,926.5303,3.5885,589.6114,2.2788,789,336.9189,0.8306,completed
30,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,67.61456492264355,67.61456492264355,7,7,7,630,35,580,74,183,13,10,2,10.0,1,2414,0,2203,42448,8186,798,1405,1452,751,0.25358570056689694,220.3,75.1,collision_intent:798;pi_clear_path:180;pi_entry:571;state:654,0.7583333333333333,0.17974137931034484,1428,2421.4561,3.7829,1561.4073,2.4319,1694,860.0488,0.8836,completed
31,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,70.04981793404124,70.04981793404124,9,9,9,616,40,578,62,79,17,9,4,30.0,2,2552,0,1769,34563,6093,705,1064,1345,424,0.24929421873082117,176.9,42.4,collision_intent:705;pi_clear_path:101;pi_entry:323;state:640,0.8083333333333333,0.19045559400230672,1452,2447.5922,3.8253,1574.3574,2.4093,1568,873.2348,0.847,completed
32,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,73.3743516897001,73.3743516897001,9,9,9,601,43,528,97,82,20,14,3,25.0,2,2739,0,1758,34364,6054,702,1056,1327,431,0.24942320369149637,175.8,43.1,collision_intent:702;pi_clear_path:106;pi_entry:325;state:625,0.7249999999999999,0.21590909090909083,1655,2875.4699,3.6731,1818.1118,2.2,1775,1057.3581,0.9408,completed
33,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,68.21645063155066,68.21645063155066,10,10,10,564,37,482,106,162,11,8,2,10.0,1,2534,0,1998,38494,7442,711,1287,1299,699,0.2515633978974411,199.8,69.9,collision_intent:711;pi_clear_path:164;pi_entry:535;state:588,0.7583333333333333,0.22423928077455035,1645,3036.2304,3.8354,1896.2006,2.5864,1888,1140.0298,0.9531,completed
34,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,76.54677552445433,76.54677552445433,8,8,8,673,45,561,136,97,23,16,3,25.0,2,2801,0,1961,38325,6759,780,1181,1477,484,0.2490053050397878,196.1,48.4,collision_intent:780;pi_clear_path:117;pi_entry:367;state:697,0.7749999999999999,0.23596256684491967,1606,2697.2845,3.8376,1737.9147,2.3975,1773,959.3698,0.9619,completed
35,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,86.54741375602023,86.54741375602023,12,12,12,684,50,574,134,106,23,12,4,30.0,2,3254,0,2078,40517,7259,817,1261,1525,553,0.2504398826979472,207.8,55.3,collision_intent:817;pi_clear_path:148;pi_entry:405;state:708,0.7749999999999999,0.2536295005807201,2055,3808.8811,3.824,2399.3521,2.4224,2227,1409.529,0.9777,completed
36,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,60.09495669373808,60.09495669373808,4,4,4,506,34,466,64,76,21,8,5,75.0,3,2223,0,1540,29938,5445,590,950,1120,420,0.24962178517397882,154.0,42.0,collision_intent:590;pi_clear_path:107;pi_entry:313;state:530,0.7749999999999999,0.24928469241773965,1356,2622.9172,4.1086,1685.4799,2.6097,1471,937.4373,0.8608,completed
37,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,63.74471451711453,63.74471451711453,10,10,10,538,35,429,133,134,20,16,2,10.0,1,2371,0,1818,35279,6502,658,1160,1220,598,0.2440049536533193,181.8,59.8,collision_intent:658;pi_clear_path:134;pi_entry:464;state:562,0.7749999999999999,0.24407536907536898,1493,2660.5724,4.1958,1656.2285,2.8502,1701,1004.3439,0.9103,completed
38,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,62.39588348437206,62.39588348437206,4,4,4,522,38,482,64,64,15,9,4,20.0,1,2317,0,1467,28540,5182,575,892,1121,346,0.25281748548568084,146.7,34.6,collision_intent:575;pi_clear_path:77;pi_entry:269;state:546,0.7583333333333333,0.3084370677731674,1414,2596.6043,3.7258,1681.0195,2.3095,1505,915.5848,0.78,completed
39,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,68.8039308728555,68.8039308728555,10,10,10,649,40,559,114,167,12,12,0,0.0,0,2449,0,2206,42389,8330,791,1415,1464,742,0.2561028100596446,220.6,74.2,collision_intent:791;pi_clear_path:164;pi_entry:578;state:673,0.8416666666666666,0.15958556946929026,1389,2749.5588,3.779,1767.7452,2.3434,1634,981.8136,0.967,completed
40,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,65.48076605610348,65.48076605610348,6,6,6,495,39,462,57,83,17,9,4,20.0,1,2502,0,1544,29885,5610,588,956,1107,437,0.2553365800373219,154.4,43.7,collision_intent:588;pi_clear_path:111;pi_entry:326;state:519,0.7166666666666666,0.30627705627705626,1664,2912.3144,3.8558,1854.3469,2.2901,1792,1057.9675,0.9585,completed
41,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,73.14115513639702,73.14115513639702,7,7,7,626,43,516,134,59,6,6,0,0.0,0,2687,0,1750,34106,6097,704,1046,1354,396,0.2538195745389451,175.0,39.6,collision_intent:704;pi_clear_path:100;pi_entry:296;state:650,0.7583333333333333,0.28246124031007747,1590,2798.9619,3.7657,1771.2535,2.2315,1707,1027.7084,0.9616,completed
