trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
10,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,19);(15,13);(2,29);(13,8);(25,22);(16,8);(33,10);(18,14);(21,31);(22,25)",10,True,56.565046569425334,56.565046569425334,00:0;01:0;02:0;03:0;04:0;05:2;06:0;07:1;08:0;09:2;10:0;11:0;12:0;13:2;14:0;15:0;16:0;17:0;18:0;19:1;20:1;21:0;22:0;23:1,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(19,3);(24,7);(13,6);(15,6);(14,8);(18,8);(17,8);(33,10);(2,29);(19,14);(15,12);(13,16);(13,17);(25,17);(21,21);(13,22);(18,13);(15,13);(17,18);(22,25);(5,29);(23,25);(2,17);(21,30)",2035,0,completed
11,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(8,17);(25,27);(1,25);(17,1);(15,15);(3,19);(24,17);(16,12);(29,24);(1,26)",10,True,53.111423903794645,53.111423903794645,00:0;01:1;02:0;03:0;04:0;05:0;06:2;07:0;08:0;09:0;10:0;11:0;12:0;13:3;14:0;15:0;16:0;17:0;18:2;19:2;20:0;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(16,5);(18,4);(18,0);(7,4);(7,13);(15,12);(15,15);(11,15);(8,11);(14,13);(7,14);(4,25);(3,17);(24,17);(6,19);(12,22);(7,20);(12,16);(2,18);(29,24);(25,27);(4,30);(1,25);(18,33)",2055,0,completed
12,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(14,20);(19,27);(26,11);(31,30);(14,13);(20,1);(19,12);(15,5);(9,27);(20,0)",10,True,65.91302982417352,65.91302982417352,00:0;01:2;02:0;03:0;04:1;05:0;06:0;07:0;08:0;09:0;10:0;11:2;12:1;13:0;14:0;15:0;16:1;17:0;18:1;19:0;20:2;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(20,0);(21,2);(15,6);(20,8);(19,2);(21,7);(18,13);(23,12);(16,1);(15,8);(14,20);(26,11);(16,14);(20,16);(26,17);(13,30);(20,11);(11,23);(13,20);(8,20);(31,30);(19,29);(13,23);(13,28)",2384,0,completed
13,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,7);(10,3);(25,1);(19,9);(30,19);(5,13);(33,25);(27,18);(14,17);(22,31)",10,True,68.54391498413523,68.54391498413523,00:1;01:0;02:1;03:0;04:0;05:0;06:0;07:2;08:0;09:1;10:3;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:1;21:0;22:1;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(25,4);(18,7);(23,8);(21,4);(24,9);(8,8);(9,5);(26,2);(27,18);(20,14);(30,19);(13,12);(28,15);(17,17);(21,17);(12,20);(7,12);(23,26);(23,31);(18,27);(33,25);(30,24);(33,30);(9,33)",2507,0,completed
14,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(26,21);(19,17);(30,30);(23,1);(28,33);(8,20);(30,13);(19,15);(2,18);(33,8)",10,True,67.91830999765122,67.91830999765122,00:0;01:1;02:1;03:0;04:0;05:1;06:0;07:0;08:0;09:0;10:1;11:0;12:0;13:2;14:1;15:0;16:0;17:0;18:1;19:0;20:2;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(16,0);(25,1);(33,8);(29,2);(29,11);(28,14);(8,9);(23,13);(20,12);(21,16);(8,16);(18,13);(9,17);(20,14);(30,16);(12,15);(5,21);(22,24);(26,19);(25,23);(30,29);(18,20);(27,25);(22,32)",2422,0,completed
15,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,18);(21,0);(3,27);(7,8);(33,29);(20,7);(6,0);(20,31);(24,30);(16,32)",10,True,76.30942305886288,76.30942305886288,00:1;01:1;02:1;03:0;04:0;05:1;06:0;07:0;08:0;09:0;10:0;11:0;12:1;13:0;14:0;15:0;16:0;17:0;18:0;19:2;20:0;21:0;22:1;23:2,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(7,9);(25,0);(20,12);(11,6);(13,20);(15,12);(11,25);(21,0);(19,25);(21,13);(15,7);(20,32);(32,18);(13,11);(25,21);(7,27);(13,22);(19,18);(2,27);(29,30);(16,23);(12,30);(19,32);(17,22)",2788,0,completed
16,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(16,14);(9,22);(26,13);(4,24);(11,9);(20,7);(27,16);(21,13);(22,30);(32,17)",10,True,56.961657503845245,56.961657503845245,00:0;01:0;02:0;03:0;04:0;05:1;06:1;07:2;08:0;09:0;10:1;11:0;12:2;13:0;14:0;15:0;16:0;17:2;18:0;19:0;20:0;21:0;22:1;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(7,0);(19,4);(10,3);(21,5);(20,6);(20,7);(17,9);(27,16);(8,25);(16,13);(10,23);(9,17);(32,17);(16,15);(21,27);(7,22);(18,22);(13,9);(5,26);(3,22);(9,28);(8,29);(22,30);(15,30)",2148,0,completed
17,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,0);(19,24);(12,18);(21,27);(17,8);(5,23);(14,25);(33,9);(29,21);(16,3)",10,True,69.42437269029166,69.42437269029166,00:0;01:0;02:0;03:2;04:0;05:0;06:0;07:0;08:2;09:0;10:0;11:0;12:0;13:1;14:0;15:1;16:3;17:1;18:0;19:0;20:0;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(13,1);(16,9);(15,15);(21,0);(29,8);(20,0);(20,10);(20,9);(33,9);(19,10);(18,12);(22,17);(18,21);(17,16);(16,17);(29,21);(28,27);(25,21);(14,25);(17,13);(16,29);(17,30);(21,27);(17,33)",2527,0,completed
18,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(24,8);(28,25);(26,24);(29,0);(11,25);(24,19);(20,9);(22,16);(12,3);(25,17)",10,True,66.90679342753585,66.90679342753585,00:0;01:1;02:1;03:0;04:0;05:0;06:0;07:0;08:2;09:0;10:0;11:3;12:1;13:1;14:0;15:0;16:0;17:0;18:1;19:0;20:0;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(13,0);(30,0);(21,21);(24,11);(19,9);(15,7);(12,2);(19,1);(26,16);(24,15);(13,10);(28,25);(26,18);(26,19);(15,20);(25,18);(19,22);(24,23);(20,20);(8,27);(19,26);(9,30);(18,30);(24,25)",2401,0,completed
19,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,5);(13,19);(29,20);(27,28);(8,21);(15,14);(16,1);(3,33);(31,23);(17,0)",10,True,80.4905263953824,80.4905263953824,00:1;01:1;02:1;03:0;04:1;05:0;06:0;07:0;08:0;09:0;10:2;11:0;12:0;13:1;14:0;15:0;16:1;17:0;18:0;19:0;20:1;21:0;22:0;23:1,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(9,11);(23,4);(23,5);(18,4);(31,23);(8,21);(22,1);(15,14);(27,23);(17,22);(23,18);(3,33);(10,19);(13,18);(11,21);(2,22);(6,25);(5,24);(11,26);(18,5);(28,23);(5,30);(10,31);(3,29)",3100,0,completed
20,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(25,17);(12,20);(15,28);(23,12);(29,15);(14,15);(22,2);(8,23);(8,5);(6,15)",10,True,66.63374022782261,66.63374022782261,00:0;01:0;02:1;03:1;04:0;05:0;06:1;07:0;08:0;09:0;10:0;11:4;12:0;13:0;14:1;15:0;16:1;17:0;18:0;19:0;20:1;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(12,6);(11,10);(24,11);(22,8);(17,17);(15,13);(23,12);(10,13);(17,18);(10,20);(13,10);(29,15);(11,9);(13,15);(13,21);(10,17);(17,23);(14,22);(17,19);(8,23);(25,17);(15,26);(16,32);(9,33)",2479,0,completed
21,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,8);(23,31);(2,2);(6,23);(14,22);(4,6);(4,29);(11,19);(21,7);(12,20)",10,True,55.88648578047121,55.88648578047121,00:0;01:1;02:0;03:0;04:1;05:1;06:1;07:0;08:0;09:0;10:0;11:0;12:0;13:2;14:0;15:1;16:1;17:0;18:0;19:0;20:2;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(4,0);(11,8);(14,1);(4,5);(9,19);(21,7);(18,12);(3,10);(2,2);(12,15);(10,15);(3,17);(6,21);(11,21);(5,6);(16,30);(14,22);(20,24);(11,19);(9,20);(23,31);(8,28);(4,32);(13,28)",2125,0,completed
22,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(4,33);(25,14);(3,12);(29,19);(27,15);(23,6);(8,32);(20,20);(1,3);(11,6)",10,True,98.65185519924778,98.65185519924778,00:0;01:0;02:2;03:0;04:1;05:0;06:0;07:1;08:0;09:1;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:1;19:2;20:0;21:0;22:1;23:1,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(29,14);(23,4);(17,7);(19,5);(29,18);(4,32);(17,6);(25,14);(22,13);(15,11);(26,13);(17,3);(8,27);(14,17);(17,28);(20,19);(17,19);(25,16);(29,19);(28,5);(21,22);(9,33);(21,32);(19,13)",3781,0,completed
23,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,9);(25,12);(25,5);(9,33);(21,9);(1,11);(15,22);(32,25);(21,17);(8,30)",10,True,68.24388546649143,68.24388546649143,00:0;01:0;02:0;03:1;04:1;05:0;06:1;07:0;08:1;09:0;10:0;11:2;12:0;13:1;14:0;15:0;16:0;17:1;18:0;19:0;20:0;21:0;22:0;23:2,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(18,8);(10,9);(19,11);(25,5);(22,12);(14,7);(1,17);(22,11);(13,9);(16,12);(5,11);(25,12);(12,10);(24,15);(25,20);(19,25);(9,32);(32,25);(15,19);(9,19);(19,22);(11,30);(16,31);(23,30)",2495,0,completed
24,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,33);(33,23);(1,17);(21,0);(25,13);(27,31);(18,4);(27,17);(32,19);(3,31)",10,True,95.53197506854818,95.53197506854818,00:0;01:0;02:0;03:2;04:0;05:0;06:0;07:1;08:0;09:0;10:0;11:0;12:3;13:1;14:0;15:0;16:0;17:1;18:0;19:0;20:0;21:2;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(13,0);(14,1);(31,16);(23,0);(33,22);(17,7);(23,14);(27,17);(14,18);(9,13);(23,19);(13,16);(32,19);(23,33);(20,0);(10,24);(13,26);(33,23);(22,13);(5,21);(3,15);(32,30);(21,31);(9,31)",3732,0,completed
25,known_visit,PI,bernoulli,drop_0.25,34,1156,24,10,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,21);(8,16);(30,7);(5,9);(22,7);(18,25);(29,31);(27,12);(19,0);(24,26)",10,True,88.12584224434065,88.12584224434065,00:2;01:0;02:0;03:0;04:2;05:0;06:1;07:0;08:0;09:0;10:0;11:1;12:0;13:1;14:0;15:0;16:0;17:0;18:1;19:1;20:0;21:1;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(30,7);(22,10);(19,11);(19,0);(27,15);(18,16);(22,9);(23,7);(27,12);(18,15);(19,15);(23,16);(22,26);(32,21);(23,25);(23,20);(30,30);(20,19);(23,22);(29,31);(24,26);(32,29);(5,11);(17,33)",3237,0,completed
