trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
10,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,24,10,acbba_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,19);(15,13);(2,29);(13,8);(25,22);(16,8);(33,10);(18,14);(21,31);(22,25)",10,True,82.12704872776473,82.12704872776473,00:0;01:2;02:1;03:0;04:0;05:0;06:1;07:0;08:2;09:0;10:0;11:0;12:0;13:0;14:0;15:1;16:0;17:0;18:0;19:1;20:1;21:0;22:1;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(16,8);(20,19);(15,10);(12,15);(22,13);(16,7);(33,14);(19,12);(20,18);(15,14);(9,14);(9,16);(18,17);(9,19);(19,20);(25,22);(12,23);(21,10);(4,27);(22,25);(8,29);(17,25);(21,27);(1,31)",3284,0,completed
11,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,24,10,acbba_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(8,17);(25,27);(1,25);(17,1);(15,15);(3,19);(24,17);(16,12);(29,24);(1,26)",10,True,58.9690052983591,58.9690052983591,00:1;01:1;02:0;03:1;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:1;13:2;14:0;15:0;16:0;17:0;18:2;19:2;20:0;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(24,10);(15,15);(10,8);(16,12);(9,6);(17,1);(13,9);(9,10);(15,11);(16,13);(11,14);(10,16);(24,17);(12,15);(6,17);(10,23);(15,18);(3,19);(6,22);(29,24);(8,23);(6,24);(2,24);(8,17)",2299,0,completed
12,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,24,10,acbba_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(14,20);(19,27);(26,11);(31,30);(14,13);(20,1);(19,12);(15,5);(9,27);(20,0)",10,True,84.90115690810876,84.90115690810876,00:1;01:2;02:0;03:0;04:1;05:1;06:0;07:0;08:2;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:2;21:1;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(20,3);(26,11);(20,0);(9,17);(17,5);(18,14);(17,10);(5,10);(26,8);(18,13);(11,14);(4,16);(10,20);(15,5);(19,23);(11,22);(16,23);(3,24);(4,26);(2,27);(22,27);(31,30);(10,31);(14,20)",3465,0,completed
13,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,24,10,acbba_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,7);(10,3);(25,1);(19,9);(30,19);(5,13);(33,25);(27,18);(14,17);(22,31)",10,True,89.57957228719518,89.57957228719518,00:0;01:0;02:1;03:0;04:0;05:3;06:1;07:0;08:1;09:1;10:0;11:0;12:0;13:0;14:2;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:1;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(9,0);(25,2);(16,3);(20,11);(17,5);(27,18);(26,14);(19,17);(23,18);(11,17);(19,12);(6,13);(5,12);(11,16);(27,21);(19,22);(23,28);(10,24);(7,26);(6,27);(22,31);(10,29);(22,29);(10,33)",3591,0,completed
14,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,24,10,acbba_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(26,21);(19,17);(30,30);(23,1);(28,33);(8,20);(30,13);(19,15);(2,18);(33,8)",10,True,88.97420949195788,88.97420949195788,00:1;01:0;02:0;03:0;04:1;05:2;06:0;07:0;08:0;09:0;10:0;11:1;12:1;13:1;14:0;15:0;16:1;17:0;18:0;19:0;20:0;21:1;22:0;23:1,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(31,12);(23,1);(10,3);(6,4);(19,17);(30,13);(11,9);(24,15);(2,12);(6,16);(2,18);(23,13);(22,17);(9,17);(7,20);(26,21);(30,30);(19,19);(10,26);(7,24);(13,29);(30,26);(9,20);(28,33)",3517,0,completed
15,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,24,10,acbba_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,18);(21,0);(3,27);(7,8);(33,29);(20,7);(6,0);(20,31);(24,30);(16,32)",10,True,86.24182733265012,86.24182733265012,00:2;01:1;02:0;03:0;04:0;05:1;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:2;19:0;20:0;21:3;22:0;23:1,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(21,0);(22,12);(9,1);(7,8);(19,8);(20,29);(16,9);(18,10);(16,11);(11,15);(11,12);(24,21);(14,18);(16,19);(20,8);(13,22);(20,32);(14,28);(20,31);(11,30);(12,29);(32,18);(6,0);(18,29)",3368,0,completed
16,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,24,10,acbba_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(16,14);(9,22);(26,13);(4,24);(11,9);(20,7);(27,16);(21,13);(22,30);(32,17)",10,True,58.419836549445066,58.419836549445066,00:1;01:0;02:0;03:0;04:1;05:0;06:0;07:0;08:2;09:0;10:3;11:0;12:0;13:0;14:0;15:0;16:1;17:1;18:0;19:0;20:0;21:0;22:1;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(11,12);(6,1);(20,3);(22,6);(22,12);(5,8);(12,9);(4,10);(27,16);(5,13);(32,17);(5,16);(9,21);(13,23);(11,20);(10,18);(9,22);(16,14);(3,26);(13,27);(6,24);(9,24);(22,23);(7,33)",2312,0,completed
17,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,24,10,acbba_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,0);(19,24);(12,18);(21,27);(17,8);(5,23);(14,25);(33,9);(29,21);(16,3)",10,True,86.80733973871396,86.80733973871396,00:2;01:2;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:2;13:0;14:1;15:0;16:1;17:1;18:0;19:0;20:0;21:1;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(33,9);(6,23);(12,3);(10,4);(8,6);(12,18);(17,10);(11,10);(14,14);(28,13);(19,14);(19,25);(15,24);(5,23);(29,23);(14,24);(30,22);(16,28);(17,26);(15,5);(12,19);(19,24);(14,25);(14,33)",3411,0,completed
18,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,24,10,acbba_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(24,8);(28,25);(26,24);(29,0);(11,25);(24,19);(20,9);(22,16);(12,3);(25,17)",10,True,98.60443025742711,98.60443025742711,00:0;01:1;02:1;03:0;04:0;05:1;06:1;07:1;08:0;09:0;10:0;11:0;12:1;13:1;14:1;15:0;16:0;17:0;18:2;19:0;20:0;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(22,10);(29,0);(14,3);(13,1);(6,6);(23,16);(26,17);(22,8);(24,19);(24,18);(19,14);(8,16);(28,21);(25,18);(27,24);(16,22);(12,3);(14,24);(28,25);(26,20);(26,24);(11,18);(10,5);(6,33)",3924,0,completed
19,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,24,10,acbba_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,5);(13,19);(29,20);(27,28);(8,21);(15,14);(16,1);(3,33);(31,23);(17,0)",10,True,116.86397417584332,116.86397417584332,00:2;01:0;02:0;03:1;04:0;05:0;06:0;07:0;08:0;09:1;10:1;11:0;12:1;13:0;14:0;15:0;16:1;17:1;18:0;19:0;20:1;21:0;22:0;23:1,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(17,0);(14,22);(16,0);(13,19);(8,6);(30,15);(5,9);(7,10);(7,21);(29,20);(22,0);(8,20);(20,14);(23,5);(27,28);(8,22);(31,22);(9,21);(30,23);(11,27);(32,23);(3,30);(9,32);(6,33)",4821,0,completed
20,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,24,10,acbba_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(25,17);(12,20);(15,28);(23,12);(29,15);(14,15);(22,2);(8,23);(8,5);(6,15)",10,True,58.61811019437851,58.61811019437851,00:0;01:0;02:1;03:0;04:0;05:0;06:0;07:1;08:0;09:2;10:0;11:1;12:2;13:1;14:0;15:0;16:0;17:1;18:0;19:0;20:0;21:1;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(8,9);(7,7);(9,6);(6,10);(14,7);(14,13);(8,12);(23,15);(9,11);(22,2);(6,17);(7,25);(29,15);(12,23);(15,14);(15,18);(9,15);(9,23);(16,26);(10,14);(7,19);(15,10);(9,32);(15,28)",2241,0,completed
21,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,24,10,acbba_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,8);(23,31);(2,2);(6,23);(14,22);(4,6);(4,29);(11,19);(21,7);(12,20)",10,True,50.495927066440984,50.495927066440984,00:0;01:1;02:1;03:0;04:2;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:1;13:0;14:1;15:1;16:1;17:0;18:0;19:0;20:1;21:0;22:1;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(3,7);(9,7);(21,7);(11,4);(13,21);(2,2);(16,7);(11,8);(6,6);(12,17);(8,17);(7,22);(12,20);(12,19);(12,10);(20,22);(10,23);(11,24);(8,26);(4,24);(11,21);(6,23);(23,31);(11,33)",1938,0,completed
22,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,24,10,acbba_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(4,33);(25,14);(3,12);(29,19);(27,15);(23,6);(8,32);(20,20);(1,3);(11,6)",10,True,63.100494641174166,63.100494641174166,00:0;01:0;02:1;03:2;04:0;05:0;06:0;07:0;08:1;09:1;10:0;11:0;12:0;13:3;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:1;23:1,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(4,5);(2,12);(11,22);(27,9);(15,8);(4,15);(8,3);(8,10);(11,14);(26,9);(9,27);(11,6);(3,12);(27,15);(8,12);(10,22);(13,27);(6,17);(8,26);(10,20);(1,21);(5,33);(8,21);(6,33)",2513,0,completed
23,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,24,10,acbba_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,9);(25,12);(25,5);(9,33);(21,9);(1,11);(15,22);(32,25);(21,17);(8,30)",10,True,93.9990530286198,93.9990530286198,00:0;01:1;02:1;03:1;04:2;05:0;06:0;07:0;08:1;09:0;10:1;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:1;19:0;20:0;21:0;22:1;23:1,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(21,9);(18,22);(25,5);(21,14);(32,25);(10,7);(6,13);(9,10);(10,14);(28,26);(26,13);(6,11);(12,8);(15,18);(14,22);(10,32);(12,23);(10,26);(21,33);(8,30);(16,26);(2,24);(8,25);(9,30)",3775,0,completed
24,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,24,10,acbba_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,33);(33,23);(1,17);(21,0);(25,13);(27,31);(18,4);(27,17);(32,19);(3,31)",10,True,89.66133755114029,89.66133755114029,00:1;01:1;02:1;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:1;12:1;13:2;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:1;22:2;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(26,12);(24,0);(24,14);(19,4);(21,2);(25,17);(11,9);(8,10);(11,11);(19,8);(2,33);(27,21);(4,17);(33,23);(23,33);(7,22);(27,23);(6,25);(4,26);(9,33);(20,29);(4,32);(27,31);(9,16)",3627,0,completed
25,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,24,10,acbba_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,21);(8,16);(30,7);(5,9);(22,7);(18,25);(29,31);(27,12);(19,0);(24,26)",10,True,90.99979878346025,90.99979878346025,00:2;01:0;02:1;03:1;04:0;05:0;06:1;07:2;08:0;09:0;10:0;11:1;12:0;13:0;14:0;15:0;16:0;17:0;18:1;19:0;20:0;21:0;22:1;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(30,7);(27,5);(23,9);(19,25);(22,18);(14,25);(13,23);(32,21);(22,7);(30,13);(10,12);(14,16);(7,14);(7,8);(24,31);(9,24);(10,15);(10,21);(25,26);(19,26);(15,29);(11,30);(29,28);(13,26)",3528,0,completed
