trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,sensitivity_suite,sensitivity_parameter,sensitivity_value,sensitivity_label,num_targets,num_robots
0,known_visit,DGA,bernoulli,0.25,19,361,4,10,dga_h3_bernoulli_025,known_visit_10target_300.csv,00,3,1,0,4,0,0,0,0,0,74,8,66,220,45,known_visit_horizon,commitment_horizon,3,h3,10,4
0,known_visit,DGA,bernoulli,0.25,19,361,4,10,dga_h3_bernoulli_025,known_visit_10target_300.csv,01,24,4,0,25,0,3,0,0,0,93,49,44,200,46,known_visit_horizon,commitment_horizon,3,h3,10,4
0,known_visit,DGA,bernoulli,0.25,19,361,4,10,dga_h3_bernoulli_025,known_visit_10target_300.csv,02,22,3,0,23,0,0,4,2,0,78,47,31,204,57,known_visit_horizon,commitment_horizon,3,h3,10,4
0,known_visit,DGA,bernoulli,0.25,19,361,4,10,dga_h3_bernoulli_025,known_visit_10target_300.csv,03,23,2,2,19,5,1,0,0,0,94,48,46,197,47,known_visit_horizon,commitment_horizon,3,h3,10,4
1,known_visit,DGA,bernoulli,0.25,19,361,4,10,dga_h3_bernoulli_025,known_visit_10target_300.csv,00,20,2,0,21,0,0,0,0,0,78,42,36,192,40,known_visit_horizon,commitment_horizon,3,h3,10,4
1,known_visit,DGA,bernoulli,0.25,19,361,4,10,dga_h3_bernoulli_025,known_visit_10target_300.csv,01,20,3,0,21,0,3,0,0,0,81,42,39,188,41,known_visit_horizon,commitment_horizon,3,h3,10,4
1,known_visit,DGA,bernoulli,0.25,19,361,4,10,dga_h3_bernoulli_025,known_visit_10target_300.csv,02,18,1,1,16,3,0,0,0,0,67,38,29,203,39,known_visit_horizon,commitment_horizon,3,h3,10,4
1,known_visit,DGA,bernoulli,0.25,19,361,4,10,dga_h3_bernoulli_025,known_visit_10target_300.csv,03,23,4,0,24,0,1,0,0,0,84,47,37,180,46,known_visit_horizon,commitment_horizon,3,h3,10,4
2,known_visit,DGA,bernoulli,0.25,19,361,4,10,dga_h3_bernoulli_025,known_visit_10target_300.csv,00,27,4,0,27,1,0,1,1,0,85,56,29,236,49,known_visit_horizon,commitment_horizon,3,h3,10,4
2,known_visit,DGA,bernoulli,0.25,19,361,4,10,dga_h3_bernoulli_025,known_visit_10target_300.csv,01,25,1,2,19,7,1,0,0,0,86,52,34,234,50,known_visit_horizon,commitment_horizon,3,h3,10,4
