trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
10,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,50.406373298691754,50.406373298691754,2,2,2,108,30,97,15,2,0,0,265,0,346,626,410,110,236,222,124,0.5807365439093485,34.6,12.4,collision_intent:110;pi_clear_path:2;pi_entry:122;state:112,0.30000000000000004,0.13659793814432986,known_visit_core_500,10,4,8
11,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,37.24844361101841,37.24844361101841,0,0,0,84,22,87,1,3,1,1,194,0,276,458,370,86,190,174,102,0.6491228070175439,27.6,10.2,collision_intent:86;pi_clear_path:1;pi_entry:101;state:88,0.10000000000000009,0.03735632183908044,known_visit_core_500,10,4,8
12,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,83.6858779164062,83.6858779164062,6,6,6,151,49,121,34,3,5,5,481,0,457,943,428,159,298,314,143,0.47874720357941836,45.7,14.3,collision_intent:159;pi_clear_path:5;pi_entry:138;state:155,0.44999999999999996,0.2004132231404958,known_visit_core_500,10,4,8
13,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,62.76327457785375,62.76327457785375,7,7,7,129,36,109,24,3,4,4,340,0,385,694,460,134,251,267,118,0.6117021276595744,38.5,11.8,collision_intent:134;pi_clear_path:2;pi_entry:116;state:133,0.25,0.1353211009174311,known_visit_core_500,10,4,8
14,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,46.11482826731888,46.11482826731888,2,2,2,102,27,95,11,3,4,4,242,0,345,600,434,106,239,212,133,0.6061452513966481,34.5,13.3,collision_intent:106;pi_clear_path:1;pi_entry:132;state:106,0.25,0.08157894736842097,known_visit_core_500,10,4,8
15,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,45.35206676858596,45.35206676858596,1,1,1,105,27,96,13,1,3,3,235,0,321,607,355,109,212,218,103,0.5590551181102362,32.1,10.3,collision_intent:109;pi_entry:103;state:109,0.25,0.08854166666666674,known_visit_core_500,10,4,8
16,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,53.86492746350773,53.86492746350773,4,4,4,125,32,105,24,1,0,0,271,0,421,687,575,125,296,254,167,0.6482525366403608,42.1,16.7,collision_intent:125;pi_entry:167;state:129,0.1499999999999999,0.10238095238095246,known_visit_core_500,10,4,8
17,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,40.4109922307392,40.4109922307392,1,1,1,94,24,95,3,2,0,0,207,0,286,482,375,95,191,193,93,0.6555944055944056,28.6,9.3,collision_intent:95;pi_clear_path:1;pi_entry:92;state:98,0.1499999999999999,0.03947368421052633,known_visit_core_500,10,4,8
18,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,90.16564947327711,90.16564947327711,9,9,9,157,52,126,35,1,1,1,516,0,442,865,460,162,280,323,119,0.5482717520858165,44.2,11.9,collision_intent:162;pi_clear_path:3;pi_entry:116;state:161,0.44999999999999996,0.2579365079365079,known_visit_core_500,10,4,8
19,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,80.2781530430926,80.2781530430926,5,5,5,158,46,136,26,2,0,0,446,0,481,943,497,163,318,325,156,0.5226077812828601,48.1,15.6,collision_intent:163;pi_clear_path:4;pi_entry:152;state:162,0.25,0.03308823529411775,known_visit_core_500,10,4,8
20,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,98.66589878832356,98.66589878832356,6,6,6,130,57,106,28,2,0,0,622,0,409,744,482,137,272,271,138,0.5914110429447853,40.9,13.8,collision_intent:137;pi_clear_path:6;pi_entry:132;state:134,0.44999999999999996,0.14622641509433953,known_visit_core_500,10,4,8
21,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,50.85481085381684,50.85481085381684,6,6,6,102,30,95,11,0,0,0,280,0,323,599,370,105,218,211,112,0.5657492354740061,32.3,11.2,collision_intent:105;pi_clear_path:3;pi_entry:109;state:106,0.44999999999999996,0.1289473684210527,known_visit_core_500,10,4,8
22,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,76.58279670941023,76.58279670941023,8,8,8,118,45,100,22,4,1,1,461,0,393,788,389,125,268,247,146,0.4850374064837905,39.3,14.6,collision_intent:125;pi_clear_path:6;pi_entry:140;state:122,0.1499999999999999,0.16999999999999993,known_visit_core_500,10,4,8
23,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,48.71348275881548,48.71348275881548,4,4,4,104,29,84,24,1,0,0,256,0,326,542,436,107,219,215,111,0.6636225266362252,32.6,11.1,collision_intent:107;pi_clear_path:2;pi_entry:109;state:108,0.3999999999999999,0.20238095238095233,known_visit_core_500,10,4,8
24,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,57.59709532398417,57.59709532398417,5,5,5,103,34,86,21,0,0,0,327,0,339,580,437,106,233,213,126,0.6251788268955651,33.9,12.6,collision_intent:106;pi_clear_path:2;pi_entry:124;state:107,0.1499999999999999,0.18023255813953498,known_visit_core_500,10,4,8
25,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,197.3717652745542,197.3717652745542,6,6,6,151,47,128,27,3,145,6,1249,3,699,1290,807,162,537,317,382,0.5009310986964618,69.9,38.2,collision_intent:162;pi_clear_path:6;pi_entry:376;state:155,0.3999999999999999,0.125,known_visit_core_500,10,4,8
26,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,78.77812690532578,78.77812690532578,10,10,10,155,46,125,34,3,12,1,423,0,465,883,510,159,306,318,147,0.5567685589519651,46.5,14.7,collision_intent:159;pi_clear_path:2;pi_entry:145;state:159,0.30000000000000004,0.1140000000000001,known_visit_core_500,10,4,8
27,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,34.31092419463605,34.31092419463605,2,2,2,77,20,75,6,2,2,2,183,0,284,486,365,80,204,161,123,0.5973813420621932,28.4,12.3,collision_intent:80;pi_clear_path:3;pi_entry:120;state:81,0.10000000000000009,0.05666666666666664,known_visit_core_500,10,4,8
28,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,69.84068270041703,69.84068270041703,4,4,4,118,41,105,17,1,33,1,376,0,400,640,558,120,280,242,158,0.665871121718377,40.0,15.8,collision_intent:120;pi_clear_path:1;pi_entry:157;state:122,0.10000000000000009,0.21666666666666656,known_visit_core_500,10,4,8
29,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,56.22745094513761,56.22745094513761,4,4,4,132,33,108,28,0,0,0,282,0,386,641,516,132,254,268,118,0.6780551905387647,38.6,11.8,collision_intent:132;pi_entry:118;state:136,0.30000000000000004,0.12962962962962954,known_visit_core_500,10,4,8
30,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,203.3843648402566,203.3843648402566,14,14,14,177,56,129,52,1,111,3,1257,2,723,1160,1004,186,537,367,356,0.6239900559353636,72.3,35.6,collision_intent:186;pi_clear_path:5;pi_entry:351;state:181,0.10000000000000009,0.14922480620155043,known_visit_core_500,10,4,8
31,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,72.02526538000814,72.02526538000814,6,6,6,123,41,100,27,3,4,4,422,0,449,939,406,131,318,258,191,0.4264705882352941,44.9,19.1,collision_intent:131;pi_clear_path:4;pi_entry:187;state:127,0.30000000000000004,0.11499999999999999,known_visit_core_500,10,4,8
32,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,113.14025515091956,113.14025515091956,7,7,7,145,62,122,27,0,3,1,708,0,446,768,569,151,295,300,146,0.6436651583710408,44.6,14.6,collision_intent:151;pi_clear_path:5;pi_entry:141;state:149,0.3500000000000001,0.1680327868852458,known_visit_core_500,10,4,8
33,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,101.4125430934778,101.4125430934778,6,6,6,126,59,116,14,2,1,1,652,0,399,837,360,133,266,263,136,0.45112781954887216,39.9,13.6,collision_intent:133;pi_clear_path:5;pi_entry:131;state:130,0.3500000000000001,0.26724137931034475,known_visit_core_500,10,4,8
34,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,38.24838399022401,38.24838399022401,3,3,3,80,22,76,8,2,0,0,212,0,289,502,362,81,208,165,124,0.5829307568438004,28.9,12.4,collision_intent:81;pi_clear_path:1;pi_entry:123;state:84,0.30000000000000004,0.09868421052631571,known_visit_core_500,10,4,8
35,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,68.86529282434283,68.86529282434283,6,6,6,144,40,123,25,0,5,3,361,0,400,730,470,149,251,297,103,0.6241699867197875,40.0,10.3,collision_intent:149;pi_clear_path:2;pi_entry:101;state:148,0.5,0.15243902439024382,known_visit_core_500,10,4,8
36,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,85.76277490773232,85.76277490773232,9,9,9,159,50,120,43,4,10,5,489,0,492,1046,429,170,322,333,159,0.44455958549222796,49.2,15.9,collision_intent:170;pi_clear_path:7;pi_entry:152;state:163,0.30000000000000004,0.08749999999999991,known_visit_core_500,10,4,8
37,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,111.96674988349245,111.96674988349245,6,6,6,164,63,141,27,3,14,14,694,0,458,951,422,174,284,342,116,0.49588719153936545,45.8,11.6,collision_intent:174;pi_clear_path:3;pi_entry:113;state:168,0.25,0.30673758865248235,known_visit_core_500,10,4,8
38,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,53.73014193897929,53.73014193897929,3,3,3,115,32,110,9,3,0,0,279,0,363,656,431,117,246,236,127,0.5855978260869565,36.3,12.7,collision_intent:117;pi_clear_path:2;pi_entry:125;state:119,0.3999999999999999,0.07727272727272738,known_visit_core_500,10,4,8
39,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,51.01969780216787,51.01969780216787,3,3,3,112,30,106,10,4,0,0,264,0,388,624,539,115,273,231,157,0.6589242053789731,38.8,15.7,collision_intent:115;pi_clear_path:2;pi_entry:155;state:116,0.25,0.09905660377358494,known_visit_core_500,10,4,8
40,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,47.74083691579385,47.74083691579385,0,0,0,102,28,103,3,3,3,3,256,0,346,572,465,107,239,213,133,0.6494413407821229,34.6,13.3,collision_intent:107;pi_clear_path:1;pi_entry:132;state:106,0.25,0.07038834951456319,known_visit_core_500,10,4,8
41,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,47.165044136949895,47.165044136949895,2,2,2,101,28,93,12,1,1,1,252,0,325,589,383,103,222,208,117,0.5776772247360482,32.5,11.7,collision_intent:103;pi_clear_path:1;pi_entry:116;state:105,0.25,0.10483870967741926,known_visit_core_500,10,4,8
42,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,63.37788034233564,63.37788034233564,5,5,5,125,37,113,16,5,1,1,345,0,399,737,460,128,271,257,142,0.5658056580565806,39.9,14.2,collision_intent:128;pi_clear_path:2;pi_entry:140;state:129,0.25,0.13495575221238942,known_visit_core_500,10,4,8
43,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,54.638922557311886,54.638922557311886,2,2,2,104,32,102,6,0,2,2,307,0,350,551,498,108,242,216,134,0.6868965517241379,35.0,13.4,collision_intent:108;pi_clear_path:1;pi_entry:133;state:108,0.25,0.18627450980392157,known_visit_core_500,10,4,8
44,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,54.06011398612204,54.06011398612204,2,2,2,108,32,103,9,2,0,0,300,0,375,645,479,113,262,225,150,0.6101910828025477,37.5,15.0,collision_intent:113;pi_clear_path:3;pi_entry:147;state:112,0.3500000000000001,0.11893203883495151,known_visit_core_500,10,4,8
45,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,58.342577601831216,58.342577601831216,7,7,7,109,34,95,18,0,0,0,333,0,360,590,488,113,247,226,134,0.6603518267929634,36.0,13.4,collision_intent:113;pi_clear_path:2;pi_entry:132;state:113,0.30000000000000004,0.22894736842105257,known_visit_core_500,10,4,8
46,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,54.385532401752904,54.385532401752904,4,4,4,116,32,98,22,2,0,0,291,0,354,584,477,119,235,239,115,0.6775568181818182,35.4,11.5,collision_intent:119;pi_clear_path:2;pi_entry:113;state:120,0.44999999999999996,0.12755102040816335,known_visit_core_500,10,4,8
47,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,61.7564970324823,61.7564970324823,4,4,4,122,36,98,28,1,2,2,342,0,372,668,446,125,247,251,121,0.6035182679296346,37.2,12.1,collision_intent:125;pi_clear_path:2;pi_entry:119;state:126,0.55,0.1479591836734695,known_visit_core_500,10,4,8
48,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,69.32650952286869,69.32650952286869,5,5,5,131,40,110,25,2,4,3,385,0,420,760,499,138,282,273,147,0.5905325443786982,42.0,14.7,collision_intent:138;pi_clear_path:2;pi_entry:145;state:135,0.44999999999999996,0.09545454545454546,known_visit_core_500,10,4,8
49,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,61.735561012845295,61.735561012845295,5,5,5,134,36,109,29,4,4,4,329,0,412,870,363,141,271,279,133,0.44814814814814813,41.2,13.3,collision_intent:141;pi_clear_path:2;pi_entry:131;state:138,0.44999999999999996,0.12155963302752304,known_visit_core_500,10,4,8
50,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,48.047092468911664,48.047092468911664,5,5,5,107,28,98,13,3,0,0,246,0,320,556,403,109,211,220,100,0.6376582278481012,32.0,10.0,collision_intent:109;pi_clear_path:2;pi_entry:98;state:111,0.3500000000000001,0.05612244897959173,known_visit_core_500,10,4,8
51,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,68.30673708448703,68.30673708448703,4,4,4,112,40,112,4,0,1,1,409,0,346,609,429,116,230,232,114,0.6217391304347826,34.6,11.4,collision_intent:116;pi_clear_path:3;pi_entry:111;state:116,0.25,0.21875,known_visit_core_500,10,4,8
52,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,84.30270119580166,84.30270119580166,4,4,4,116,49,103,17,4,0,0,525,0,378,730,404,119,259,239,139,0.51994851994852,37.8,13.9,collision_intent:119;pi_clear_path:3;pi_entry:136;state:120,0.44999999999999996,0.2354368932038835,known_visit_core_500,10,4,8
53,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,45.537955581360734,45.537955581360734,2,2,2,104,27,104,4,2,0,0,231,0,368,598,505,107,261,215,153,0.6457800511508951,36.8,15.3,collision_intent:107;pi_clear_path:1;pi_entry:152;state:108,0.10000000000000009,0.028846153846153744,known_visit_core_500,10,4,8
54,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,81.20646405015816,81.20646405015816,6,6,6,174,47,146,32,2,2,2,421,0,529,1044,542,179,350,357,172,0.5166825548141086,52.9,17.2,collision_intent:179;pi_clear_path:2;pi_entry:170;state:178,0.30000000000000004,0.1095890410958904,known_visit_core_500,10,4,8
55,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,72.33257941508501,72.33257941508501,9,9,9,125,42,105,24,1,2,2,423,0,414,864,376,131,283,260,154,0.44391971664698937,41.4,15.4,collision_intent:131;pi_clear_path:4;pi_entry:150;state:129,0.3999999999999999,0.1166666666666667,known_visit_core_500,10,4,8
56,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,44.71805522717945,44.71805522717945,2,2,2,94,26,93,5,2,4,4,243,0,306,589,326,97,209,195,111,0.5224358974358975,30.6,11.1,collision_intent:97;pi_clear_path:3;pi_entry:108;state:98,0.44999999999999996,0.08333333333333326,known_visit_core_500,10,4,8
57,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,87.69837060408962,87.69837060408962,5,5,5,125,51,102,27,4,31,2,520,0,438,805,508,130,308,259,179,0.5503791982665223,43.8,17.9,collision_intent:130;pi_clear_path:3;pi_entry:176;state:129,0.30000000000000004,0.3431372549019607,known_visit_core_500,10,4,8
58,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,49.41345435954261,49.41345435954261,2,2,2,115,29,110,9,3,0,0,251,0,379,612,522,115,264,234,145,0.6615969581749049,37.9,14.5,collision_intent:115;pi_entry:145;state:119,0.25,0.045454545454545414,known_visit_core_500,10,4,8
59,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,63.76834672245748,63.76834672245748,5,5,5,118,37,102,20,0,0,0,361,0,392,674,501,120,272,242,150,0.6147239263803681,39.2,15.0,collision_intent:120;pi_clear_path:2;pi_entry:148;state:122,0.44999999999999996,0.23529411764705888,known_visit_core_500,10,4,8
60,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,49.0071904701449,49.0071904701449,3,3,3,111,29,106,9,0,0,0,249,0,336,582,426,113,223,228,108,0.6367713004484304,33.6,10.8,collision_intent:113;pi_clear_path:1;pi_entry:107;state:115,0.3999999999999999,0.0660377358490567,known_visit_core_500,10,4,8
61,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,82.34706383075515,82.34706383075515,9,9,9,132,47,103,33,1,0,0,488,0,414,812,429,137,277,273,141,0.516867469879518,41.4,14.1,collision_intent:137;pi_clear_path:5;pi_entry:136;state:136,0.6499999999999999,0.2936893203883495,known_visit_core_500,10,4,8
62,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,67.63064285435355,67.63064285435355,4,4,4,119,39,112,11,0,2,2,391,0,385,726,428,125,260,248,137,0.5494223363286265,38.5,13.7,collision_intent:125;pi_clear_path:3;pi_entry:134;state:123,0.6000000000000001,0.2008928571428572,known_visit_core_500,10,4,8
63,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,47.39646698710252,47.39646698710252,3,3,3,106,28,94,16,0,0,0,242,0,341,586,437,108,233,218,123,0.6251788268955651,34.1,12.3,collision_intent:108;pi_clear_path:1;pi_entry:122;state:110,0.3500000000000001,0.11170212765957444,known_visit_core_500,10,4,8
64,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,10,True,76.94420993063572,76.94420993063572,8,8,8,145,44,117,32,6,0,0,431,0,454,912,450,151,303,300,154,0.49504950495049505,45.4,15.4,collision_intent:151;pi_clear_path:6;pi_entry:148;state:149,0.5,0.11752136752136755,known_visit_core_500,10,4,8
