trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,ACBBA,ideal,1.0,19,361,4,10,acbba_ideal_1_0,known_visit_g19_t10_n500.csv,00,20,2,0,21,0,1,0,0,0,159,43,116,490,0,known_visit_core_500,10,4,8
0,known_visit,ACBBA,ideal,1.0,19,361,4,10,acbba_ideal_1_0,known_visit_g19_t10_n500.csv,01,17,3,0,18,0,1,0,0,0,147,37,110,502,0,known_visit_core_500,10,4,8
0,known_visit,ACBBA,ideal,1.0,19,361,4,10,acbba_ideal_1_0,known_visit_g19_t10_n500.csv,02,35,5,0,36,0,4,0,0,0,187,73,114,463,0,known_visit_core_500,10,4,8
0,known_visit,ACBBA,ideal,1.0,19,361,4,10,acbba_ideal_1_0,known_visit_g19_t10_n500.csv,03,13,0,0,13,1,7,0,0,0,157,33,124,492,0,known_visit_core_500,10,4,8
1,known_visit,ACBBA,ideal,1.0,19,361,4,10,acbba_ideal_1_0,known_visit_g19_t10_n500.csv,00,40,8,0,41,0,0,0,0,0,137,81,56,115,0,known_visit_core_500,10,4,8
1,known_visit,ACBBA,ideal,1.0,19,361,4,10,acbba_ideal_1_0,known_visit_g19_t10_n500.csv,01,3,1,0,4,0,0,0,0,0,42,8,34,209,0,known_visit_core_500,10,4,8
1,known_visit,ACBBA,ideal,1.0,19,361,4,10,acbba_ideal_1_0,known_visit_g19_t10_n500.csv,02,1,0,0,2,0,0,0,0,0,35,4,31,216,0,known_visit_core_500,10,4,8
1,known_visit,ACBBA,ideal,1.0,19,361,4,10,acbba_ideal_1_0,known_visit_g19_t10_n500.csv,03,3,1,0,4,0,0,0,0,0,38,8,30,213,0,known_visit_core_500,10,4,8
2,known_visit,ACBBA,ideal,1.0,19,361,4,10,acbba_ideal_1_0,known_visit_g19_t10_n500.csv,00,14,2,0,15,0,1,0,0,0,83,30,53,244,0,known_visit_core_500,10,4,8
2,known_visit,ACBBA,ideal,1.0,19,361,4,10,acbba_ideal_1_0,known_visit_g19_t10_n500.csv,01,7,1,0,8,0,1,0,0,0,63,17,46,264,0,known_visit_core_500,10,4,8
