trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,"(18,9);(8,12);(16,10);(4,10);(6,1);(4,8);(17,1);(3,4);(12,1);(11,9)",10,True,83.39089422327024,83.39089422327024,00:5;01:2;02:3;03:0,"(0,0);(0,6);(0,12);(0,18)","(17,1);(12,1);(16,10);(3,3)",490,0,known_visit_core_500,10,4,8
1,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,"(9,9);(9,6);(3,18);(9,5);(14,0);(8,5);(8,9);(11,12);(11,1);(0,9)",10,True,81.0161699099252,81.0161699099252,00:5;01:0;02:4;03:1,"(0,0);(0,6);(0,12);(0,18)","(14,0);(3,18);(8,5);(0,9)",499,0,known_visit_core_500,10,4,8
2,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,"(4,17);(10,16);(9,5);(17,17);(3,8);(18,18);(16,13);(15,11);(7,16);(6,5)",10,True,96.91709761087138,96.91709761087138,00:3;01:2;02:3;03:2,"(0,0);(0,6);(0,12);(0,18)","(18,18);(7,8);(6,5);(10,16)",542,0,known_visit_core_500,10,4,8
3,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,"(14,6);(10,1);(4,2);(3,12);(6,14);(13,16);(7,14);(4,7);(11,5);(18,16)",10,True,47.82923224733488,47.82923224733488,00:4;01:0;02:4;03:2,"(0,0);(0,6);(0,12);(0,18)","(11,5);(6,14);(12,5);(18,16)",255,0,known_visit_core_500,10,4,8
4,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,"(18,13);(16,5);(9,7);(2,8);(11,6);(18,6);(16,7);(11,8);(3,7);(2,7)",10,True,63.814874629064114,63.814874629064114,00:5;01:4;02:1;03:0,"(0,0);(0,6);(0,12);(0,18)","(18,13);(16,7);(13,7);(16,5)",369,0,known_visit_core_500,10,4,8
5,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,"(10,6);(13,12);(1,6);(8,16);(7,4);(16,7);(3,7);(2,7);(1,0);(9,17)",10,True,34.90458537239013,34.90458537239013,00:3;01:3;02:1;03:3,"(0,0);(0,6);(0,12);(0,18)","(10,4);(16,11);(1,0);(13,12)",184,0,known_visit_core_500,10,4,8
6,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,"(13,16);(16,8);(6,0);(18,13);(2,8);(6,2);(15,9);(6,3);(1,6);(0,16)",10,True,89.13745113161349,89.13745113161349,00:4;01:0;02:4;03:2,"(0,0);(0,6);(0,12);(0,18)","(13,9);(18,9);(18,13);(15,9)",471,0,known_visit_core_500,10,4,8
7,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,"(13,3);(4,14);(15,5);(10,5);(4,7);(4,3);(3,5);(9,17);(7,4);(6,14)",10,True,58.0866486985921,58.0866486985921,00:5;01:1;02:1;03:3,"(0,0);(0,6);(0,12);(0,18)","(3,5);(15,5);(9,10);(7,4)",299,0,known_visit_core_500,10,4,8
8,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,"(6,4);(7,3);(10,13);(4,15);(1,10);(17,18);(17,9);(8,0);(15,14);(10,16)",10,True,65.62255730071979,65.62255730071979,00:3;01:3;02:3;03:1,"(0,0);(0,6);(0,12);(0,18)","(10,15);(4,16);(10,16);(15,14)",341,0,known_visit_core_500,10,4,8
9,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,"(13,4);(6,17);(10,7);(11,10);(2,3);(18,12);(7,12);(18,3);(16,6);(6,2)",10,True,69.46203599616453,69.46203599616453,00:4;01:4;02:0;03:2,"(0,0);(0,6);(0,12);(0,18)","(11,10);(15,13);(14,10);(7,12)",367,0,known_visit_core_500,10,4,8
