trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,83.39089422327024,83.39089422327024,8,8,8,139,48,118,25,3,0,0,490,0,442,735,591,144,298,287,155,0.6610738255033557,44.2,15.5,collision_intent:144;pi_clear_path:6;pi_entry:149;state:143,0.3999999999999999,0.18644067796610164,known_visit_core_500,10,4,8
1,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,81.0161699099252,81.0161699099252,10,10,10,119,46,97,26,2,2,2,499,0,380,641,499,126,254,249,131,0.6548556430446194,38.0,13.1,collision_intent:126;pi_clear_path:4;pi_entry:127;state:123,0.44999999999999996,0.14175257731958757,known_visit_core_500,10,4,8
2,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,96.91709761087138,96.91709761087138,11,11,11,180,56,131,53,2,1,1,542,0,545,779,853,185,360,369,176,0.7898148148148149,54.5,17.6,collision_intent:185;pi_clear_path:4;pi_entry:172;state:184,0.10000000000000009,0.11641221374045796,known_visit_core_500,10,4,8
3,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,47.82923224733488,47.82923224733488,2,2,2,101,28,95,10,0,3,2,255,0,322,510,455,105,217,210,112,0.7,32.2,11.2,collision_intent:105;pi_clear_path:1;pi_entry:111;state:105,0.3500000000000001,0.10263157894736841,known_visit_core_500,10,4,8
4,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,63.814874629064114,63.814874629064114,9,9,9,105,37,78,31,3,15,1,369,0,408,747,476,113,295,222,186,0.5384615384615384,40.8,18.6,collision_intent:113;pi_clear_path:7;pi_entry:179;state:109,0.44999999999999996,0.2564102564102564,known_visit_core_500,10,4,8
5,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,34.90458537239013,34.90458537239013,3,3,3,77,21,76,5,1,0,0,184,0,279,322,515,78,201,159,120,0.8540630182421227,27.9,12.0,collision_intent:78;pi_clear_path:1;pi_entry:119;state:81,0.1499999999999999,0.09210526315789469,known_visit_core_500,10,4,8
6,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,89.13745113161349,89.13745113161349,11,11,11,190,51,153,41,2,2,2,471,0,589,947,819,195,394,389,200,0.6934801016088061,58.9,20.0,collision_intent:195;pi_clear_path:3;pi_entry:197;state:194,0.3500000000000001,0.044117647058823595,known_visit_core_500,10,4,8
7,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,58.0866486985921,58.0866486985921,7,7,7,130,34,107,27,4,0,0,299,0,414,603,639,133,281,267,147,0.7580071174377224,41.4,14.7,collision_intent:133;pi_clear_path:1;pi_entry:146;state:134,0.3500000000000001,0.07710280373831768,known_visit_core_500,10,4,8
8,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,65.62255730071979,65.62255730071979,4,4,4,146,39,125,25,2,0,0,341,0,455,687,676,149,306,299,156,0.7379912663755459,45.5,15.6,collision_intent:149;pi_clear_path:2;pi_entry:154;state:150,0.1499999999999999,0.06600000000000006,known_visit_core_500,10,4,8
9,known_visit,PI,rayleigh_style,-32.58,19,361,4,10,pi_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,69.46203599616453,69.46203599616453,5,5,5,148,41,119,33,1,0,0,367,0,477,715,715,149,328,301,176,0.7273652085452695,47.7,17.6,collision_intent:149;pi_clear_path:1;pi_entry:175;state:152,0.3500000000000001,0.10294117647058831,known_visit_core_500,10,4,8
