trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status,stage,environment,algorithm_key,commitment_horizon,dga_iterations,comm_label,out_dir,run_id,failure_type,failure_message
10,dcta_parity_v1,custom,15fa9fa5875bd61c24f36bb1e913aef60bd3d3e1969832b4422adfd9ff2b4216,1a3167c2e86052e1d9feb3f8ef286a1af2673479c60fab2d5278fb966ca758bb,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_021_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0001_g14_d220_ideal_cbaa_t00_24.csv,clue_search,3,10,"(8,11);(2,1);(7,12);(4,10)",,,,"00:(0,6)","00:(3,10)",00:0,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
11,dcta_parity_v1,custom,15fa9fa5875bd61c24f36bb1e913aef60bd3d3e1969832b4422adfd9ff2b4216,1a3167c2e86052e1d9feb3f8ef286a1af2673479c60fab2d5278fb966ca758bb,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_021_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0001_g14_d220_ideal_cbaa_t00_24.csv,clue_search,11,1,"(12,0);(11,10);(3,12);(7,2)",00,11,10,"00:(0,6)","00:(11,1)",00:3,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
12,dcta_parity_v1,custom,15fa9fa5875bd61c24f36bb1e913aef60bd3d3e1969832b4422adfd9ff2b4216,1a3167c2e86052e1d9feb3f8ef286a1af2673479c60fab2d5278fb966ca758bb,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_021_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0001_g14_d220_ideal_cbaa_t00_24.csv,clue_search,10,3,"(11,4);(2,8);(10,11);(6,5)",00,2,8,"00:(0,6)","00:(10,3)",00:3,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
13,dcta_parity_v1,custom,15fa9fa5875bd61c24f36bb1e913aef60bd3d3e1969832b4422adfd9ff2b4216,1a3167c2e86052e1d9feb3f8ef286a1af2673479c60fab2d5278fb966ca758bb,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_021_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0001_g14_d220_ideal_cbaa_t00_24.csv,clue_search,11,9,"(11,5);(8,12);(4,9);(4,5)",,,,"00:(0,6)","00:(11,9)",00:0,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
14,dcta_parity_v1,custom,15fa9fa5875bd61c24f36bb1e913aef60bd3d3e1969832b4422adfd9ff2b4216,1a3167c2e86052e1d9feb3f8ef286a1af2673479c60fab2d5278fb966ca758bb,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_021_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0001_g14_d220_ideal_cbaa_t00_24.csv,clue_search,7,9,"(11,13);(2,11);(3,11);(9,5)",,,,"00:(0,6)","00:(7,9)",00:0,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
15,dcta_parity_v1,custom,15fa9fa5875bd61c24f36bb1e913aef60bd3d3e1969832b4422adfd9ff2b4216,1a3167c2e86052e1d9feb3f8ef286a1af2673479c60fab2d5278fb966ca758bb,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_021_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0001_g14_d220_ideal_cbaa_t00_24.csv,clue_search,2,9,"(6,8);(4,8);(11,12);(7,4)",00,4,8,"00:(0,6)","00:(2,9)",00:2,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
16,dcta_parity_v1,custom,15fa9fa5875bd61c24f36bb1e913aef60bd3d3e1969832b4422adfd9ff2b4216,1a3167c2e86052e1d9feb3f8ef286a1af2673479c60fab2d5278fb966ca758bb,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_021_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0001_g14_d220_ideal_cbaa_t00_24.csv,clue_search,6,5,"(0,10);(9,13);(13,2);(5,8)",00,5,8,"00:(0,6)","00:(6,5)",00:3,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
17,dcta_parity_v1,custom,15fa9fa5875bd61c24f36bb1e913aef60bd3d3e1969832b4422adfd9ff2b4216,1a3167c2e86052e1d9feb3f8ef286a1af2673479c60fab2d5278fb966ca758bb,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_021_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0001_g14_d220_ideal_cbaa_t00_24.csv,clue_search,12,11,"(11,12);(11,11);(10,10);(12,12)",00,10,10,"00:(0,6)","00:(12,11)",00:2,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
18,dcta_parity_v1,custom,15fa9fa5875bd61c24f36bb1e913aef60bd3d3e1969832b4422adfd9ff2b4216,1a3167c2e86052e1d9feb3f8ef286a1af2673479c60fab2d5278fb966ca758bb,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_021_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0001_g14_d220_ideal_cbaa_t00_24.csv,clue_search,6,13,"(11,12);(12,13);(12,10);(2,10)",00,2,10,"00:(0,6)","00:(6,13)",00:1,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
19,dcta_parity_v1,custom,15fa9fa5875bd61c24f36bb1e913aef60bd3d3e1969832b4422adfd9ff2b4216,1a3167c2e86052e1d9feb3f8ef286a1af2673479c60fab2d5278fb966ca758bb,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_021_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0001_g14_d220_ideal_cbaa_t00_24.csv,clue_search,7,13,"(8,13);(3,5);(5,4);(11,11)",00,11,11,"00:(0,6)","00:(7,13)",00:2,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
20,dcta_parity_v1,custom,15fa9fa5875bd61c24f36bb1e913aef60bd3d3e1969832b4422adfd9ff2b4216,1a3167c2e86052e1d9feb3f8ef286a1af2673479c60fab2d5278fb966ca758bb,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_021_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0001_g14_d220_ideal_cbaa_t00_24.csv,clue_search,9,5,"(10,9);(9,6);(6,5);(0,11)",00,9,6,"00:(0,6)","00:(9,5)",00:1,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
21,dcta_parity_v1,custom,15fa9fa5875bd61c24f36bb1e913aef60bd3d3e1969832b4422adfd9ff2b4216,1a3167c2e86052e1d9feb3f8ef286a1af2673479c60fab2d5278fb966ca758bb,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_021_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0001_g14_d220_ideal_cbaa_t00_24.csv,clue_search,3,1,"(12,8);(3,4);(3,3);(7,1)",00,12,8,"00:(0,6)","00:(3,1)",00:3,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
22,dcta_parity_v1,custom,15fa9fa5875bd61c24f36bb1e913aef60bd3d3e1969832b4422adfd9ff2b4216,1a3167c2e86052e1d9feb3f8ef286a1af2673479c60fab2d5278fb966ca758bb,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_021_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0001_g14_d220_ideal_cbaa_t00_24.csv,clue_search,4,13,"(1,12);(6,7);(4,8);(13,10)",00,6,7,"00:(0,6)","00:(4,13)",00:2,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
23,dcta_parity_v1,custom,15fa9fa5875bd61c24f36bb1e913aef60bd3d3e1969832b4422adfd9ff2b4216,1a3167c2e86052e1d9feb3f8ef286a1af2673479c60fab2d5278fb966ca758bb,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_021_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0001_g14_d220_ideal_cbaa_t00_24.csv,clue_search,8,3,"(7,8);(8,5);(6,9);(8,2)",00,7,8,"00:(0,6)","00:(8,3)",00:3,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
24,dcta_parity_v1,custom,15fa9fa5875bd61c24f36bb1e913aef60bd3d3e1969832b4422adfd9ff2b4216,1a3167c2e86052e1d9feb3f8ef286a1af2673479c60fab2d5278fb966ca758bb,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_021_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0001_g14_d220_ideal_cbaa_t00_24.csv,clue_search,3,5,"(1,2);(3,4);(5,12);(6,2)",00,5,12,"00:(0,6)","00:(3,5)",00:1,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
25,dcta_parity_v1,custom,20a9e06d7fb62d6b174aa5b033cfd684b14ffb0bd9041778ca16560cecf39a12,6fc85a6f13feb0436d009eebf4718b248029fd5c1fd01bbea3771654c0b5e91b,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_022_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0002_g14_d220_ideal_cbaa_t25_49.csv,clue_search,5,6,"(1,6);(8,5);(8,2);(3,10)",00,1,6,"00:(0,6)","00:(5,6)",00:1,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
26,dcta_parity_v1,custom,20a9e06d7fb62d6b174aa5b033cfd684b14ffb0bd9041778ca16560cecf39a12,6fc85a6f13feb0436d009eebf4718b248029fd5c1fd01bbea3771654c0b5e91b,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_022_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0002_g14_d220_ideal_cbaa_t25_49.csv,clue_search,12,7,"(4,4);(2,2);(0,5);(1,2)",,,,"00:(0,6)","00:(12,7)",00:0,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
27,dcta_parity_v1,custom,20a9e06d7fb62d6b174aa5b033cfd684b14ffb0bd9041778ca16560cecf39a12,6fc85a6f13feb0436d009eebf4718b248029fd5c1fd01bbea3771654c0b5e91b,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_022_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0002_g14_d220_ideal_cbaa_t25_49.csv,clue_search,4,5,"(5,12);(13,7);(5,3);(4,6)",00,4,6,"00:(0,6)","00:(4,5)",00:1,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
28,dcta_parity_v1,custom,20a9e06d7fb62d6b174aa5b033cfd684b14ffb0bd9041778ca16560cecf39a12,6fc85a6f13feb0436d009eebf4718b248029fd5c1fd01bbea3771654c0b5e91b,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_022_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0002_g14_d220_ideal_cbaa_t25_49.csv,clue_search,11,3,"(4,9);(9,6);(6,4);(3,3)",00,9,6,"00:(0,6)","00:(11,3)",00:2,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
29,dcta_parity_v1,custom,20a9e06d7fb62d6b174aa5b033cfd684b14ffb0bd9041778ca16560cecf39a12,6fc85a6f13feb0436d009eebf4718b248029fd5c1fd01bbea3771654c0b5e91b,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_022_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0002_g14_d220_ideal_cbaa_t25_49.csv,clue_search,1,12,"(2,13);(3,11);(1,0);(13,13)",00,3,11,"00:(0,6)","00:(1,12)",00:2,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
30,dcta_parity_v1,custom,20a9e06d7fb62d6b174aa5b033cfd684b14ffb0bd9041778ca16560cecf39a12,6fc85a6f13feb0436d009eebf4718b248029fd5c1fd01bbea3771654c0b5e91b,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_022_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0002_g14_d220_ideal_cbaa_t25_49.csv,clue_search,2,7,"(12,8);(0,8);(8,11);(5,2)",,,,"00:(0,6)","00:(2,7)",00:0,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
31,dcta_parity_v1,custom,20a9e06d7fb62d6b174aa5b033cfd684b14ffb0bd9041778ca16560cecf39a12,6fc85a6f13feb0436d009eebf4718b248029fd5c1fd01bbea3771654c0b5e91b,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_022_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0002_g14_d220_ideal_cbaa_t25_49.csv,clue_search,3,5,"(12,4);(4,10);(5,8);(2,8)",00,2,8,"00:(0,6)","00:(3,5)",00:3,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
32,dcta_parity_v1,custom,20a9e06d7fb62d6b174aa5b033cfd684b14ffb0bd9041778ca16560cecf39a12,6fc85a6f13feb0436d009eebf4718b248029fd5c1fd01bbea3771654c0b5e91b,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_022_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0002_g14_d220_ideal_cbaa_t25_49.csv,clue_search,0,2,"(6,10);(12,0);(1,10);(2,5)",00,1,10,"00:(0,6)","00:(0,2)",00:3,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
33,dcta_parity_v1,custom,20a9e06d7fb62d6b174aa5b033cfd684b14ffb0bd9041778ca16560cecf39a12,6fc85a6f13feb0436d009eebf4718b248029fd5c1fd01bbea3771654c0b5e91b,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_022_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0002_g14_d220_ideal_cbaa_t25_49.csv,clue_search,9,11,"(9,10);(10,12);(4,1);(9,12)",00,9,10,"00:(0,6)","00:(9,11)",00:1,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
34,dcta_parity_v1,custom,20a9e06d7fb62d6b174aa5b033cfd684b14ffb0bd9041778ca16560cecf39a12,6fc85a6f13feb0436d009eebf4718b248029fd5c1fd01bbea3771654c0b5e91b,CBAA,ideal,1.0,14,196,1,220.0,196.0,g14_d220_ideal_cbaa,T:\DCTA_GRID_SHARDS_20260801_153110_JLOTT\shards\shard_022_10c_5h\scenarios\grid_clue\g14_d220_ideal_cbaa\task_0002_g14_d220_ideal_cbaa_t25_49.csv,clue_search,4,4,"(3,4);(8,4);(3,10);(9,9)",00,9,9,"00:(0,6)","00:(4,4)",00:3,00,completed,grid_clue,clue,cbaa,,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,,
