stage,environment,algorithm_key,algorithm,commitment_horizon,dga_iterations,comm_label,comm_model,comm_level,grid_size,target_cells_per_robot,robot_count,scenario_file,out_dir,run_id,expected_trials,command
grid_clue,clue,cbaa,CBAA,,,ideal,ideal,1.0,14,220,1,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa,g14_d220_ideal_cbaa,50,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""14"", ""--num-robots"", ""1"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""g14_d220_ideal_cbaa"", ""--seed"", ""700000"", ""--out-dir"", ""runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/cbaa"", ""--no-parquet"", ""--scenario-file"", ""/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv"", ""--max-trials"", ""50"", ""--target-cells-per-robot"", ""220"", ""--actual-cells-per-robot"", ""196.000000"", ""--target-decay-exp"", ""1.0"", ""--comm-model"", ""ideal""]"
grid_clue,clue,acbba,ACBBA,8,,ideal,ideal,1.0,14,220,1,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/acbba,g14_d220_ideal_acbba,50,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""14"", ""--num-robots"", ""1"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""g14_d220_ideal_acbba"", ""--seed"", ""700000"", ""--out-dir"", ""runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/acbba"", ""--no-parquet"", ""--scenario-file"", ""/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv"", ""--max-trials"", ""50"", ""--commitment-horizon"", ""8"", ""--target-cells-per-robot"", ""220"", ""--actual-cells-per-robot"", ""196.000000"", ""--target-decay-exp"", ""1.0"", ""--comm-model"", ""ideal""]"
grid_clue,clue,dmchba,DMCHBA,5,,ideal,ideal,1.0,14,220,1,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dmchba,g14_d220_ideal_dmchba,50,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--grid-size"", ""14"", ""--num-robots"", ""1"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""g14_d220_ideal_dmchba"", ""--seed"", ""700000"", ""--out-dir"", ""runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dmchba"", ""--no-parquet"", ""--scenario-file"", ""/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv"", ""--max-trials"", ""50"", ""--commitment-horizon"", ""5"", ""--target-cells-per-robot"", ""220"", ""--actual-cells-per-robot"", ""196.000000"", ""--target-decay-exp"", ""1.0"", ""--comm-model"", ""ideal""]"
grid_clue,clue,hipc,HIPC,5,,ideal,ideal,1.0,14,220,1,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/hipc,g14_d220_ideal_hipc,50,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""14"", ""--num-robots"", ""1"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""g14_d220_ideal_hipc"", ""--seed"", ""700000"", ""--out-dir"", ""runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/hipc"", ""--no-parquet"", ""--scenario-file"", ""/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv"", ""--max-trials"", ""50"", ""--commitment-horizon"", ""5"", ""--target-cells-per-robot"", ""220"", ""--actual-cells-per-robot"", ""196.000000"", ""--target-decay-exp"", ""1.0"", ""--comm-model"", ""ideal""]"
grid_clue,clue,pi,PI,3,,ideal,ideal,1.0,14,220,1,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/pi,g14_d220_ideal_pi,50,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""14"", ""--num-robots"", ""1"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""g14_d220_ideal_pi"", ""--seed"", ""700000"", ""--out-dir"", ""runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/pi"", ""--no-parquet"", ""--scenario-file"", ""/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv"", ""--max-trials"", ""50"", ""--commitment-horizon"", ""3"", ""--target-cells-per-robot"", ""220"", ""--actual-cells-per-robot"", ""196.000000"", ""--target-decay-exp"", ""1.0"", ""--comm-model"", ""ideal""]"
grid_clue,clue,dga,DGA,3,,ideal,ideal,1.0,14,220,1,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga,50,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--grid-size"", ""14"", ""--num-robots"", ""1"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""g14_d220_ideal_dga"", ""--seed"", ""700000"", ""--out-dir"", ""runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga"", ""--no-parquet"", ""--scenario-file"", ""/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv"", ""--max-trials"", ""50"", ""--commitment-horizon"", ""3"", ""--target-cells-per-robot"", ""220"", ""--actual-cells-per-robot"", ""196.000000"", ""--target-decay-exp"", ""1.0"", ""--comm-model"", ""ideal""]"
grid_clue,clue,cbaa,CBAA,,,bernoulli_025,bernoulli,0.25,14,220,1,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/cbaa,g14_d220_bernoulli_025_cbaa,50,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""14"", ""--num-robots"", ""1"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""g14_d220_bernoulli_025_cbaa"", ""--seed"", ""700100"", ""--out-dir"", ""runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/cbaa"", ""--no-parquet"", ""--scenario-file"", ""/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv"", ""--max-trials"", ""50"", ""--target-cells-per-robot"", ""220"", ""--actual-cells-per-robot"", ""196.000000"", ""--target-decay-exp"", ""1.0"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
grid_clue,clue,acbba,ACBBA,8,,bernoulli_025,bernoulli,0.25,14,220,1,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/acbba,g14_d220_bernoulli_025_acbba,50,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""14"", ""--num-robots"", ""1"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""g14_d220_bernoulli_025_acbba"", ""--seed"", ""700100"", ""--out-dir"", ""runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/acbba"", ""--no-parquet"", ""--scenario-file"", ""/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv"", ""--max-trials"", ""50"", ""--commitment-horizon"", ""8"", ""--target-cells-per-robot"", ""220"", ""--actual-cells-per-robot"", ""196.000000"", ""--target-decay-exp"", ""1.0"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
grid_clue,clue,dmchba,DMCHBA,5,,bernoulli_025,bernoulli,0.25,14,220,1,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dmchba,g14_d220_bernoulli_025_dmchba,50,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--grid-size"", ""14"", ""--num-robots"", ""1"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""g14_d220_bernoulli_025_dmchba"", ""--seed"", ""700100"", ""--out-dir"", ""runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dmchba"", ""--no-parquet"", ""--scenario-file"", ""/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv"", ""--max-trials"", ""50"", ""--commitment-horizon"", ""5"", ""--target-cells-per-robot"", ""220"", ""--actual-cells-per-robot"", ""196.000000"", ""--target-decay-exp"", ""1.0"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
grid_clue,clue,hipc,HIPC,5,,bernoulli_025,bernoulli,0.25,14,220,1,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/hipc,g14_d220_bernoulli_025_hipc,50,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""14"", ""--num-robots"", ""1"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""g14_d220_bernoulli_025_hipc"", ""--seed"", ""700100"", ""--out-dir"", ""runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/hipc"", ""--no-parquet"", ""--scenario-file"", ""/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv"", ""--max-trials"", ""50"", ""--commitment-horizon"", ""5"", ""--target-cells-per-robot"", ""220"", ""--actual-cells-per-robot"", ""196.000000"", ""--target-decay-exp"", ""1.0"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
grid_clue,clue,pi,PI,3,,bernoulli_025,bernoulli,0.25,14,220,1,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/pi,g14_d220_bernoulli_025_pi,50,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""14"", ""--num-robots"", ""1"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""g14_d220_bernoulli_025_pi"", ""--seed"", ""700100"", ""--out-dir"", ""runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/pi"", ""--no-parquet"", ""--scenario-file"", ""/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv"", ""--max-trials"", ""50"", ""--commitment-horizon"", ""3"", ""--target-cells-per-robot"", ""220"", ""--actual-cells-per-robot"", ""196.000000"", ""--target-decay-exp"", ""1.0"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
grid_clue,clue,dga,DGA,3,,bernoulli_025,bernoulli,0.25,14,220,1,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga,50,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--grid-size"", ""14"", ""--num-robots"", ""1"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""g14_d220_bernoulli_025_dga"", ""--seed"", ""700100"", ""--out-dir"", ""runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga"", ""--no-parquet"", ""--scenario-file"", ""/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv"", ""--max-trials"", ""50"", ""--commitment-horizon"", ""3"", ""--target-cells-per-robot"", ""220"", ""--actual-cells-per-robot"", ""196.000000"", ""--target-decay-exp"", ""1.0"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
grid_clue,clue,cbaa,CBAA,,,ideal,ideal,1.0,14,140,2,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/cbaa,g14_d140_ideal_cbaa,50,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""14"", ""--num-robots"", ""2"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""g14_d140_ideal_cbaa"", ""--seed"", ""701000"", ""--out-dir"", ""runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/cbaa"", ""--no-parquet"", ""--scenario-file"", ""/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv"", ""--max-trials"", ""50"", ""--target-cells-per-robot"", ""140"", ""--actual-cells-per-robot"", ""98.000000"", ""--target-decay-exp"", ""1.0"", ""--comm-model"", ""ideal""]"
grid_clue,clue,acbba,ACBBA,8,,ideal,ideal,1.0,14,140,2,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/acbba,g14_d140_ideal_acbba,50,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""14"", ""--num-robots"", ""2"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""g14_d140_ideal_acbba"", ""--seed"", ""701000"", ""--out-dir"", ""runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/acbba"", ""--no-parquet"", ""--scenario-file"", ""/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv"", ""--max-trials"", ""50"", ""--commitment-horizon"", ""8"", ""--target-cells-per-robot"", ""140"", ""--actual-cells-per-robot"", ""98.000000"", ""--target-decay-exp"", ""1.0"", ""--comm-model"", ""ideal""]"
grid_clue,clue,dmchba,DMCHBA,5,,ideal,ideal,1.0,14,140,2,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/dmchba,g14_d140_ideal_dmchba,50,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--grid-size"", ""14"", ""--num-robots"", ""2"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""g14_d140_ideal_dmchba"", ""--seed"", ""701000"", ""--out-dir"", ""runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/dmchba"", ""--no-parquet"", ""--scenario-file"", ""/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv"", ""--max-trials"", ""50"", ""--commitment-horizon"", ""5"", ""--target-cells-per-robot"", ""140"", ""--actual-cells-per-robot"", ""98.000000"", ""--target-decay-exp"", ""1.0"", ""--comm-model"", ""ideal""]"
grid_clue,clue,hipc,HIPC,5,,ideal,ideal,1.0,14,140,2,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/hipc,g14_d140_ideal_hipc,50,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""14"", ""--num-robots"", ""2"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""g14_d140_ideal_hipc"", ""--seed"", ""701000"", ""--out-dir"", ""runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/hipc"", ""--no-parquet"", ""--scenario-file"", ""/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv"", ""--max-trials"", ""50"", ""--commitment-horizon"", ""5"", ""--target-cells-per-robot"", ""140"", ""--actual-cells-per-robot"", ""98.000000"", ""--target-decay-exp"", ""1.0"", ""--comm-model"", ""ideal""]"
grid_clue,clue,pi,PI,3,,ideal,ideal,1.0,14,140,2,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/pi,g14_d140_ideal_pi,50,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""14"", ""--num-robots"", ""2"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""g14_d140_ideal_pi"", ""--seed"", ""701000"", ""--out-dir"", ""runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/pi"", ""--no-parquet"", ""--scenario-file"", ""/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv"", ""--max-trials"", ""50"", ""--commitment-horizon"", ""3"", ""--target-cells-per-robot"", ""140"", ""--actual-cells-per-robot"", ""98.000000"", ""--target-decay-exp"", ""1.0"", ""--comm-model"", ""ideal""]"
grid_clue,clue,dga,DGA,3,,ideal,ideal,1.0,14,140,2,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/dga,g14_d140_ideal_dga,50,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--grid-size"", ""14"", ""--num-robots"", ""2"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""g14_d140_ideal_dga"", ""--seed"", ""701000"", ""--out-dir"", ""runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/dga"", ""--no-parquet"", ""--scenario-file"", ""/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv"", ""--max-trials"", ""50"", ""--commitment-horizon"", ""3"", ""--target-cells-per-robot"", ""140"", ""--actual-cells-per-robot"", ""98.000000"", ""--target-decay-exp"", ""1.0"", ""--comm-model"", ""ideal""]"
grid_clue,clue,cbaa,CBAA,,,bernoulli_025,bernoulli,0.25,14,140,2,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,runs/sensitivity_grid_density_50/raw/grid14/density140/bernoulli_025/cbaa,g14_d140_bernoulli_025_cbaa,50,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""14"", ""--num-robots"", ""2"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""g14_d140_bernoulli_025_cbaa"", ""--seed"", ""701100"", ""--out-dir"", ""runs/sensitivity_grid_density_50/raw/grid14/density140/bernoulli_025/cbaa"", ""--no-parquet"", ""--scenario-file"", ""/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv"", ""--max-trials"", ""50"", ""--target-cells-per-robot"", ""140"", ""--actual-cells-per-robot"", ""98.000000"", ""--target-decay-exp"", ""1.0"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
