stage,condition_id,grid_size,target_cells_per_robot,robot_count,comm_label,algorithm_key,expected_trials,completed_trials,failed_trials,reported_failures,incomplete_trials,missing_trials,failure_types,failed_trial_ids
grid_clue,g14_d220_ideal_cbaa,14,220,1,ideal,cbaa,50,50,0,0,0,0,{},
grid_clue,g14_d220_ideal_acbba,14,220,1,ideal,acbba,50,50,0,0,0,0,{},
grid_clue,g14_d220_ideal_dmchba,14,220,1,ideal,dmchba,50,50,0,0,0,0,{},
grid_clue,g14_d220_ideal_hipc,14,220,1,ideal,hipc,50,50,0,0,0,0,{},
grid_clue,g14_d220_ideal_pi,14,220,1,ideal,pi,50,50,0,0,0,0,{},
grid_clue,g14_d220_ideal_dga,14,220,1,ideal,dga,50,50,0,0,0,0,{},
grid_clue,g14_d220_bernoulli_025_cbaa,14,220,1,bernoulli_025,cbaa,50,50,0,0,0,0,{},
grid_clue,g14_d220_bernoulli_025_acbba,14,220,1,bernoulli_025,acbba,50,50,0,0,0,0,{},
grid_clue,g14_d220_bernoulli_025_dmchba,14,220,1,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_clue,g14_d220_bernoulli_025_hipc,14,220,1,bernoulli_025,hipc,50,50,0,0,0,0,{},
grid_clue,g14_d220_bernoulli_025_pi,14,220,1,bernoulli_025,pi,50,50,0,0,0,0,{},
grid_clue,g14_d220_bernoulli_025_dga,14,220,1,bernoulli_025,dga,50,50,0,0,0,0,{},
grid_clue,g14_d140_ideal_cbaa,14,140,2,ideal,cbaa,50,49,1,1,0,0,"{""RuntimeError"": 1}",48
grid_clue,g14_d140_ideal_acbba,14,140,2,ideal,acbba,50,50,0,0,0,0,{},
grid_clue,g14_d140_ideal_dmchba,14,140,2,ideal,dmchba,50,50,0,0,0,0,{},
grid_clue,g14_d140_ideal_hipc,14,140,2,ideal,hipc,50,49,1,1,0,0,"{""RuntimeError"": 1}",2
grid_clue,g14_d140_ideal_pi,14,140,2,ideal,pi,50,50,0,0,0,0,{},
grid_clue,g14_d140_ideal_dga,14,140,2,ideal,dga,50,50,0,0,0,0,{},
grid_clue,g14_d140_bernoulli_025_cbaa,14,140,2,bernoulli_025,cbaa,50,47,3,3,0,0,"{""RuntimeError"": 3}",2 47 48
grid_clue,g14_d140_bernoulli_025_acbba,14,140,2,bernoulli_025,acbba,50,50,0,0,0,0,{},
grid_clue,g14_d140_bernoulli_025_dmchba,14,140,2,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_clue,g14_d140_bernoulli_025_hipc,14,140,2,bernoulli_025,hipc,50,50,0,0,0,0,{},
grid_clue,g14_d140_bernoulli_025_pi,14,140,2,bernoulli_025,pi,50,50,0,0,0,0,{},
grid_clue,g14_d140_bernoulli_025_dga,14,140,2,bernoulli_025,dga,50,50,0,0,0,0,{},
grid_clue,g14_d85_ideal_cbaa,14,85,3,ideal,cbaa,50,50,0,0,0,0,{},
grid_clue,g14_d85_ideal_acbba,14,85,3,ideal,acbba,50,50,0,0,0,0,{},
grid_clue,g14_d85_ideal_dmchba,14,85,3,ideal,dmchba,50,50,0,0,0,0,{},
grid_clue,g14_d85_ideal_hipc,14,85,3,ideal,hipc,50,50,0,0,0,0,{},
grid_clue,g14_d85_ideal_pi,14,85,3,ideal,pi,50,50,0,0,0,0,{},
grid_clue,g14_d85_ideal_dga,14,85,3,ideal,dga,50,50,0,0,0,0,{},
grid_clue,g14_d85_bernoulli_025_cbaa,14,85,3,bernoulli_025,cbaa,50,50,0,0,0,0,{},
grid_clue,g14_d85_bernoulli_025_acbba,14,85,3,bernoulli_025,acbba,50,50,0,0,0,0,{},
grid_clue,g14_d85_bernoulli_025_dmchba,14,85,3,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_clue,g14_d85_bernoulli_025_hipc,14,85,3,bernoulli_025,hipc,50,50,0,0,0,0,{},
grid_clue,g14_d85_bernoulli_025_pi,14,85,3,bernoulli_025,pi,50,50,0,0,0,0,{},
grid_clue,g14_d85_bernoulli_025_dga,14,85,3,bernoulli_025,dga,50,50,0,0,0,0,{},
grid_clue,g14_d50_ideal_cbaa,14,50,4,ideal,cbaa,50,50,0,0,0,0,{},
grid_clue,g14_d50_ideal_acbba,14,50,4,ideal,acbba,50,50,0,0,0,0,{},
grid_clue,g14_d50_ideal_dmchba,14,50,4,ideal,dmchba,50,50,0,0,0,0,{},
grid_clue,g14_d50_ideal_hipc,14,50,4,ideal,hipc,50,50,0,0,0,0,{},
grid_clue,g14_d50_ideal_pi,14,50,4,ideal,pi,50,50,0,0,0,0,{},
grid_clue,g14_d50_ideal_dga,14,50,4,ideal,dga,50,50,0,0,0,0,{},
grid_clue,g14_d50_bernoulli_025_cbaa,14,50,4,bernoulli_025,cbaa,50,50,0,0,0,0,{},
grid_clue,g14_d50_bernoulli_025_acbba,14,50,4,bernoulli_025,acbba,50,50,0,0,0,0,{},
grid_clue,g14_d50_bernoulli_025_dmchba,14,50,4,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_clue,g14_d50_bernoulli_025_hipc,14,50,4,bernoulli_025,hipc,50,50,0,0,0,0,{},
grid_clue,g14_d50_bernoulli_025_pi,14,50,4,bernoulli_025,pi,50,50,0,0,0,0,{},
grid_clue,g14_d50_bernoulli_025_dga,14,50,4,bernoulli_025,dga,50,50,0,0,0,0,{},
grid_clue,g19_d220_ideal_cbaa,19,220,2,ideal,cbaa,50,50,0,0,0,0,{},
grid_clue,g19_d220_ideal_acbba,19,220,2,ideal,acbba,50,50,0,0,0,0,{},
grid_clue,g19_d220_ideal_dmchba,19,220,2,ideal,dmchba,50,50,0,0,0,0,{},
grid_clue,g19_d220_ideal_hipc,19,220,2,ideal,hipc,50,50,0,0,0,0,{},
grid_clue,g19_d220_ideal_pi,19,220,2,ideal,pi,50,50,0,0,0,0,{},
grid_clue,g19_d220_ideal_dga,19,220,2,ideal,dga,50,50,0,0,0,0,{},
grid_clue,g19_d220_bernoulli_025_cbaa,19,220,2,bernoulli_025,cbaa,50,50,0,0,0,0,{},
grid_clue,g19_d220_bernoulli_025_acbba,19,220,2,bernoulli_025,acbba,50,50,0,0,0,0,{},
grid_clue,g19_d220_bernoulli_025_dmchba,19,220,2,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_clue,g19_d220_bernoulli_025_hipc,19,220,2,bernoulli_025,hipc,50,49,1,1,0,0,"{""RuntimeError"": 1}",40
grid_clue,g19_d220_bernoulli_025_pi,19,220,2,bernoulli_025,pi,50,50,0,0,0,0,{},
grid_clue,g19_d220_bernoulli_025_dga,19,220,2,bernoulli_025,dga,50,50,0,0,0,0,{},
grid_clue,g19_d140_ideal_cbaa,19,140,3,ideal,cbaa,50,50,0,0,0,0,{},
grid_clue,g19_d140_ideal_acbba,19,140,3,ideal,acbba,50,50,0,0,0,0,{},
grid_clue,g19_d140_ideal_dmchba,19,140,3,ideal,dmchba,50,50,0,0,0,0,{},
grid_clue,g19_d140_ideal_hipc,19,140,3,ideal,hipc,50,50,0,0,0,0,{},
grid_clue,g19_d140_ideal_pi,19,140,3,ideal,pi,50,50,0,0,0,0,{},
grid_clue,g19_d140_ideal_dga,19,140,3,ideal,dga,50,50,0,0,0,0,{},
grid_clue,g19_d140_bernoulli_025_cbaa,19,140,3,bernoulli_025,cbaa,50,50,0,0,0,0,{},
grid_clue,g19_d140_bernoulli_025_acbba,19,140,3,bernoulli_025,acbba,50,50,0,0,0,0,{},
grid_clue,g19_d140_bernoulli_025_dmchba,19,140,3,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_clue,g19_d140_bernoulli_025_hipc,19,140,3,bernoulli_025,hipc,50,50,0,0,0,0,{},
grid_clue,g19_d140_bernoulli_025_pi,19,140,3,bernoulli_025,pi,50,50,0,0,0,0,{},
grid_clue,g19_d140_bernoulli_025_dga,19,140,3,bernoulli_025,dga,50,50,0,0,0,0,{},
