trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status,stage,environment,algorithm_key,commitment_horizon,dga_iterations,comm_label,out_dir,run_id
17,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,10,48,40,26,23,5,4,3,280,52,228,103,177,264,clue:3;collision_intent:51;dga_entry:177;state:48;target:1,2525,629,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
17,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,11,51,43,41,11,6,0,0,279,51,228,105,174,263,clue:3;collision_intent:51;dga_entry:174;state:51,2517,637,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
17,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,12,53,45,48,6,2,0,0,253,53,200,109,144,237,clue:3;collision_intent:53;dga_entry:144;state:53,2548,632,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
18,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,00,82,63,34,49,3,6,4,327,86,241,171,156,289,clue:3;collision_intent:86;dga_entry:156;state:82,3233,788,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
18,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,01,83,63,52,32,3,6,3,304,86,218,172,132,264,clue:3;collision_intent:86;dga_entry:132;state:83,3289,754,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
18,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,02,87,67,39,49,4,4,3,308,92,216,182,126,268,clue:3;collision_intent:91;dga_entry:126;state:87;target:1,3312,728,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
18,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,03,83,64,48,36,6,7,5,322,86,236,172,150,283,clue:3;collision_intent:86;dga_entry:150;state:83,3282,742,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
18,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,04,85,66,33,53,10,4,4,393,89,304,177,216,355,clue:3;collision_intent:89;dga_entry:216;state:85,3259,696,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
18,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,05,86,67,54,33,2,2,2,286,86,200,175,111,247,clue:3;collision_intent:86;dga_entry:111;state:86,3308,754,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
18,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,06,87,68,65,23,3,1,1,320,89,231,179,141,281,clue:3;collision_intent:89;dga_entry:141;state:87,3274,754,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
18,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,07,85,65,42,44,5,0,0,326,85,241,173,153,286,clue:3;collision_intent:85;dga_entry:153;state:85,3251,770,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
18,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,08,83,64,44,40,10,6,4,394,86,308,172,222,356,clue:3;collision_intent:86;dga_entry:222;state:83,3244,710,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
18,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,09,84,65,34,51,6,1,1,336,84,252,171,165,298,clue:3;collision_intent:84;dga_entry:165;state:84,3295,716,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
18,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,10,84,65,45,40,10,5,5,413,89,324,176,237,375,clue:3;collision_intent:89;dga_entry:237;state:84,3202,734,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
18,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,11,84,65,48,37,3,2,2,338,86,252,173,165,299,clue:3;collision_intent:86;dga_entry:165;state:84,3255,753,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
18,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,12,86,67,47,40,2,1,1,282,88,194,177,105,244,clue:3;collision_intent:88;dga_entry:105;state:86,3305,762,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
19,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,00,20,16,20,1,4,0,0,193,21,172,43,150,185,clue:2;collision_intent:20;dga_entry:150;state:20;target:1,1481,419,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
19,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,01,19,15,17,3,2,0,0,163,19,144,40,123,155,clue:2;collision_intent:19;dga_entry:123;state:19,1518,411,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
19,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,02,19,15,17,3,1,2,1,137,20,117,41,96,129,clue:2;collision_intent:20;dga_entry:96;state:19,1494,462,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
19,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,03,18,13,18,1,2,2,1,154,20,134,40,114,144,clue:2;collision_intent:20;dga_entry:114;state:18,1520,419,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
19,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,04,19,15,18,2,1,0,0,121,19,102,40,81,113,clue:2;collision_intent:19;dga_entry:81;state:19,1549,422,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
19,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,05,19,15,20,0,3,2,2,177,21,156,42,135,168,clue:2;collision_intent:21;dga_entry:135;state:19,1512,403,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
19,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,06,19,15,20,0,2,0,0,163,19,144,40,123,155,clue:2;collision_intent:19;dga_entry:123;state:19,1516,413,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
19,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,07,19,15,19,1,1,0,0,127,19,108,40,87,118,clue:2;collision_intent:19;dga_entry:87;state:19,1531,434,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
19,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,08,19,15,14,6,4,2,1,164,20,144,41,123,156,clue:2;collision_intent:20;dga_entry:123;state:19,1513,416,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
19,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,09,18,14,15,4,5,1,1,195,19,176,39,156,187,clue:2;collision_intent:19;dga_entry:156;state:18,1509,388,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
19,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,10,19,15,17,3,7,0,0,184,19,165,40,144,175,clue:2;collision_intent:19;dga_entry:144;state:19,1472,437,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
19,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,11,19,15,15,5,4,1,1,164,20,144,41,123,156,clue:2;collision_intent:20;dga_entry:123;state:19,1507,422,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
19,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,12,19,15,14,6,3,0,0,151,19,132,40,111,143,clue:2;collision_intent:19;dga_entry:111;state:19,1557,384,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
20,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,00,7,1,8,0,0,0,0,91,8,83,16,75,79,clue:1;collision_intent:8;dga_entry:75;state:7,628,157,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
20,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,01,8,2,9,0,0,0,0,56,8,48,17,39,43,clue:1;collision_intent:8;dga_entry:39;state:8,645,176,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
20,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,02,8,2,9,0,0,0,0,56,8,48,17,39,44,clue:1;collision_intent:8;dga_entry:39;state:8,629,190,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
20,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,03,8,2,9,0,0,0,0,56,8,48,17,39,43,clue:1;collision_intent:8;dga_entry:39;state:8,641,179,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
20,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,04,8,1,9,0,0,0,0,56,8,48,17,39,42,clue:1;collision_intent:8;dga_entry:39;state:8,650,171,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
20,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,05,8,2,9,0,0,0,0,56,8,48,17,39,43,clue:1;collision_intent:8;dga_entry:39;state:8,645,174,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
20,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,06,7,0,8,0,1,1,1,92,9,83,17,75,78,clue:1;collision_intent:9;dga_entry:75;state:7,620,164,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
20,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,07,8,1,9,0,0,0,0,56,8,48,17,39,42,clue:1;collision_intent:8;dga_entry:39;state:8,627,193,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
20,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,08,8,2,9,0,0,0,0,56,8,48,17,39,44,clue:1;collision_intent:8;dga_entry:39;state:8,646,174,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
20,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,09,8,1,9,0,0,0,0,56,8,48,17,39,42,clue:1;collision_intent:8;dga_entry:39;state:8,632,188,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
20,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,10,7,1,8,0,1,0,0,94,8,86,16,78,82,clue:1;collision_intent:8;dga_entry:78;state:7,589,192,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
20,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,11,8,2,9,0,1,0,0,96,9,87,18,78,84,clue:1;collision_intent:8;dga_entry:78;state:8;target:1,605,176,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
20,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,12,8,1,9,0,0,0,0,56,8,48,17,39,42,clue:1;collision_intent:8;dga_entry:39;state:8,645,175,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
21,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,00,8,6,9,0,2,0,0,116,8,108,17,99,111,clue:1;collision_intent:8;dga_entry:99;state:8,1010,321,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
21,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,01,8,5,8,1,0,0,0,65,8,57,17,48,59,clue:1;collision_intent:8;dga_entry:48;state:8,1065,316,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
21,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,02,8,6,9,0,3,0,0,149,8,141,17,132,144,clue:1;collision_intent:8;dga_entry:132;state:8,958,340,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
21,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,03,8,5,8,1,2,0,0,131,8,123,17,114,125,clue:1;collision_intent:8;dga_entry:114;state:8,1021,294,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
21,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,04,8,5,9,0,3,0,0,134,8,126,17,117,128,clue:1;collision_intent:8;dga_entry:117;state:8,992,322,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
21,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,05,8,6,8,1,0,0,0,86,8,78,17,69,82,clue:1;collision_intent:8;dga_entry:69;state:8,1006,355,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
21,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,06,8,6,8,1,0,1,1,63,8,55,17,46,58,clue:1;collision_intent:8;dga_entry:46;state:8,1074,311,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
21,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,07,8,6,7,2,0,2,1,86,11,75,20,66,82,clue:1;collision_intent:10;dga_entry:66;state:8;target:1,1018,344,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
21,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,08,8,5,9,0,0,0,0,113,8,105,17,96,107,clue:1;collision_intent:8;dga_entry:96;state:8,1029,306,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
21,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,09,8,6,9,0,2,0,0,116,8,108,17,99,111,clue:1;collision_intent:8;dga_entry:99;state:8,992,339,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
21,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,10,8,6,9,0,3,0,0,138,8,130,17,121,134,clue:1;collision_intent:8;dga_entry:121;state:8,1003,306,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
21,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,11,8,5,9,0,4,0,0,122,8,114,17,105,116,clue:1;collision_intent:8;dga_entry:105;state:8,1021,305,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
21,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,12,8,6,9,0,2,0,0,129,8,121,17,112,125,clue:1;collision_intent:8;dga_entry:112;state:8,1009,308,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
22,DGA,bernoulli,0.25,25,625,13,50,48.076923,g25_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,00,21,1,22,0,1,2,2,121,24,97,46,75,81,clue:1;collision_intent:24;dga_entry:75;state:21,1001,231,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density50/bernoulli_025/dga,g25_d50_bernoulli_025_dga
