trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status,stage,environment,algorithm_key,commitment_horizon,dga_iterations,comm_label,out_dir,run_id
39,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,11,3,12,0,0,0,0,23,12,11,23,0,7,collision_intent:11;state:11;target:1,43,7,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
39,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,01,10,2,11,0,0,0,0,30,10,20,21,9,14,clue:1;collision_intent:10;dga_entry:9;state:10,35,6,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
39,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,02,10,2,11,0,0,0,0,20,10,10,20,0,4,collision_intent:10;state:10,41,11,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
40,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,38,0,39,0,0,0,0,76,38,38,76,0,0,collision_intent:38;state:38,129,23,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
40,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,01,38,0,39,0,0,0,0,77,39,38,77,0,0,collision_intent:38;state:38;target:1,134,18,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
40,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,02,38,0,39,0,0,0,0,76,38,38,76,0,0,collision_intent:38;state:38,134,18,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
41,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,11,1,12,0,0,0,0,33,12,21,24,9,13,clue:1;collision_intent:11;dga_entry:9;state:11;target:1,35,7,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
41,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,01,10,0,11,0,0,0,0,21,10,11,21,0,1,clue:1;collision_intent:10;state:10,48,4,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
41,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,02,10,0,11,0,0,0,0,21,10,11,21,0,1,clue:1;collision_intent:10;state:10,40,14,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
42,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,35,21,35,1,0,0,0,104,35,69,71,33,76,clue:1;collision_intent:35;dga_entry:33;state:35,146,23,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
42,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,01,35,22,30,6,1,0,0,98,35,63,71,27,72,clue:1;collision_intent:35;dga_entry:27;state:35,149,27,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
42,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,02,36,23,37,0,0,0,0,73,37,36,73,0,47,collision_intent:36;state:36;target:1,172,30,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
43,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,69,52,43,27,0,0,0,171,69,102,141,30,137,clue:3;collision_intent:69;dga_entry:30;state:69,333,39,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
43,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,01,67,50,44,24,3,5,3,185,70,115,140,45,151,clue:3;collision_intent:69;dga_entry:45;state:67;target:1,316,43,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
43,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,02,70,53,51,20,0,1,1,188,70,118,143,45,154,clue:3;collision_intent:70;dga_entry:45;state:70,309,47,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
44,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,27,13,28,0,0,0,0,55,28,27,55,0,27,collision_intent:27;state:27;target:1,96,16,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
44,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,01,25,11,26,0,0,0,0,60,25,35,51,9,32,clue:1;collision_intent:25;dga_entry:9;state:25,92,15,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
44,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,02,26,13,27,0,0,0,0,52,26,26,52,0,26,collision_intent:26;state:26,99,16,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
45,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,23,15,23,1,1,0,0,68,23,45,47,21,52,clue:1;collision_intent:23;dga_entry:21;state:23,132,28,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
45,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,01,23,16,16,8,1,0,0,81,24,57,48,33,67,clue:1;collision_intent:23;dga_entry:33;state:23;target:1,124,24,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
45,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,02,23,16,23,1,0,0,0,80,23,57,47,33,66,clue:1;collision_intent:23;dga_entry:33;state:23,123,25,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
46,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,3,0,4,0,0,0,0,7,4,3,7,0,0,collision_intent:3;state:3;target:1,7,1,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
46,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,01,2,0,3,0,0,0,0,4,2,2,4,0,0,collision_intent:2;state:2,9,1,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
46,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,02,2,0,3,0,0,0,0,4,2,2,4,0,0,collision_intent:2;state:2,7,4,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
47,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,112,92,70,43,0,1,1,274,113,161,229,45,233,clue:4;collision_intent:113;dga_entry:45;state:112,504,80,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
47,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,01,113,92,49,65,0,0,0,303,114,189,231,72,261,clue:4;collision_intent:113;dga_entry:72;state:113;target:1,477,79,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
47,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,02,108,88,60,49,2,4,3,282,110,172,222,60,241,clue:4;collision_intent:110;dga_entry:60;state:108,482,93,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
48,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,108,106,78,31,3,3,1,308,109,199,221,87,304,clue:4;collision_intent:109;dga_entry:87;state:108,533,87,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
48,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,01,110,108,54,57,3,6,5,306,117,189,231,75,302,clue:4;collision_intent:116;dga_entry:75;state:110;target:1,526,97,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
48,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,02,112,110,52,61,0,1,1,315,113,202,228,87,311,clue:3;collision_intent:113;dga_entry:87;state:112,527,86,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
49,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,10,0,11,0,0,0,0,20,10,10,20,0,0,collision_intent:10;state:10,38,2,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
49,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,01,10,0,11,0,0,0,0,20,10,10,20,0,0,collision_intent:10;state:10,36,4,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
49,DGA,bernoulli,0.25,14,196,3,85,65.333333,g14_d85_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,02,10,0,11,0,0,0,0,21,11,10,21,0,0,collision_intent:10;state:10;target:1,36,4,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density85/bernoulli_025/dga,g14_d85_bernoulli_025_dga
0,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,11,6,12,0,0,0,0,23,11,12,23,0,13,clue:1;collision_intent:11;state:11,69,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
0,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,01,11,7,12,0,0,0,0,23,11,12,23,0,14,clue:1;collision_intent:11;state:11,69,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
0,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,02,11,7,12,0,0,0,0,24,12,12,24,0,16,clue:1;collision_intent:11;state:11;target:1,68,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
0,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,03,10,6,11,0,0,0,0,22,11,11,22,0,14,clue:1;collision_intent:11;state:10,70,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
1,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,46,44,36,11,0,3,3,98,49,49,98,0,94,clue:3;collision_intent:48;state:46;target:1,286,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
1,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,01,47,45,45,3,0,0,0,97,47,50,97,0,93,clue:3;collision_intent:47;state:47,285,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
1,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,02,44,43,42,3,0,0,0,92,45,47,92,0,90,clue:3;collision_intent:45;state:44,290,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
1,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,03,47,45,42,6,0,0,0,97,47,50,97,0,93,clue:3;collision_intent:47;state:47,286,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
2,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,57,48,45,13,0,0,0,117,57,60,117,0,99,clue:3;collision_intent:57;state:57,343,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
2,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,01,55,46,44,12,0,0,0,114,56,58,114,0,96,clue:3;collision_intent:55;state:55;target:1,347,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
2,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,02,56,47,41,16,0,0,0,115,56,59,115,0,97,clue:3;collision_intent:56;state:56,344,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
2,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,03,56,47,54,3,0,0,0,115,56,59,115,0,97,clue:3;collision_intent:56;state:56,345,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
3,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,28,15,29,0,0,0,0,58,28,30,58,0,31,clue:2;collision_intent:28;state:28,169,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
3,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,01,27,14,28,0,0,0,0,56,27,29,56,0,29,clue:2;collision_intent:27;state:27,171,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
3,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,02,27,13,24,4,0,0,0,57,28,29,57,0,29,clue:2;collision_intent:27;state:27;target:1,172,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
3,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,03,28,15,29,0,0,0,0,58,28,30,58,0,31,clue:2;collision_intent:28;state:28,170,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
4,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,14,10,15,0,0,0,0,29,14,15,29,0,21,clue:1;collision_intent:14;state:14,92,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
4,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,01,15,11,16,0,0,0,0,32,16,16,32,0,24,clue:1;collision_intent:15;state:15;target:1,89,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
4,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,02,14,10,15,0,0,0,0,29,14,15,29,0,21,clue:1;collision_intent:14;state:14,91,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
4,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,03,15,11,13,3,0,0,0,31,15,16,31,0,23,clue:1;collision_intent:15;state:15,90,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
5,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,43,41,34,10,0,0,0,88,43,45,88,0,84,clue:2;collision_intent:43;state:43,268,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
5,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,01,44,42,44,1,0,0,0,91,45,46,91,0,87,clue:2;collision_intent:44;state:44;target:1,267,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
5,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,02,43,42,39,5,0,0,0,88,43,45,88,0,86,clue:2;collision_intent:43;state:43,269,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
5,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,03,44,42,40,5,0,0,0,91,45,46,91,0,87,clue:2;collision_intent:45;state:44,265,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
6,DMCHBA,ideal,1.0,14,196,4,50,49.0,g14_d50_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,19,12,20,0,0,0,0,39,19,20,39,0,25,clue:1;collision_intent:19;state:19,114,0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density50/ideal/dmchba,g14_d50_ideal_dmchba
