trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,13);(13,1);(5,17);(8,3);(1,6);(12,13);(15,15);(10,3);(14,4);(17,0)",10,True,51.52628651802943,51.52628651802943,00:4;01:2;02:4,"(0,0);(0,9);(0,18)","(17,0);(14,4);(15,15)",221,0,completed
1,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(11,9);(17,15);(15,3);(11,10);(11,14);(7,15);(0,17);(7,1);(5,0);(14,3)",10,True,37.320024449744125,37.320024449744125,00:4;01:2;02:4,"(0,0);(0,9);(0,18)","(15,3);(11,13);(17,15)",156,0,completed
2,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(12,16);(18,6);(17,7);(6,13);(2,15);(12,0);(15,2);(4,14);(9,11);(5,3)",10,True,50.97643081319412,50.97643081319412,00:3;01:2;02:5,"(0,0);(0,9);(0,18)","(15,2);(12,16);(18,6)",213,0,completed
3,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,13);(13,13);(12,3);(17,18);(16,3);(14,6);(7,15);(10,1);(13,15);(10,10)",10,True,45.82954529246469,45.82954529246469,00:4;01:2;02:4,"(0,0);(0,9);(0,18)","(14,6);(10,10);(17,18)",188,0,completed
4,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(8,9);(4,2);(12,9);(14,3);(2,12);(12,1);(5,17);(6,1);(2,15);(8,16)",10,True,34.97166603130632,34.97166603130632,00:4;01:2;02:4,"(0,0);(0,9);(0,18)","(14,3);(3,15);(12,9)",150,0,completed
5,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(11,3);(11,15);(17,18);(6,10);(11,6);(14,0);(14,2);(2,17);(3,13);(10,13)",10,True,52.553578248268245,52.553578248268245,00:4;01:2;02:4,"(0,0);(0,9);(0,18)","(14,0);(6,7);(17,18)",227,0,completed
6,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,3);(9,7);(10,17);(18,9);(11,7);(17,18);(12,8);(4,16);(16,1);(13,15)",10,True,55.302007526501946,55.302007526501946,00:1;01:5;02:4,"(0,0);(0,9);(0,18)","(8,7);(16,1);(17,18)",241,0,completed
7,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(4,0);(9,6);(12,13);(13,18);(0,1);(2,12);(14,3);(4,2);(9,13);(8,16)",10,True,47.37136848930471,47.37136848930471,00:5;01:3;02:2,"(0,0);(0,9);(0,18)","(14,3);(12,13);(13,18)",212,0,completed
8,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(6,14);(17,0);(15,18);(5,4);(6,9);(8,0);(5,7);(2,4);(10,8);(7,0)",10,True,42.01229448669606,42.01229448669606,00:5;01:3;02:2,"(0,0);(0,9);(0,18)","(17,0);(10,8);(15,18)",173,0,completed
9,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,15);(12,3);(3,11);(13,3);(17,3);(3,0);(11,15);(7,4);(12,0);(15,11)",10,True,52.77746125963665,52.77746125963665,00:6;01:3;02:1,"(0,0);(0,9);(0,18)","(17,3);(15,15);(11,11)",228,0,completed
10,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,14);(12,11);(1,18);(18,7);(10,9);(5,13);(7,14);(16,1);(7,16);(17,2)",10,True,42.23035039336853,42.23035039336853,00:3;01:2;02:5,"(0,0);(0,9);(0,18)","(18,7);(9,16);(12,11)",172,0,completed
11,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(18,12);(18,5);(15,11);(9,10);(6,13);(6,5);(12,4);(7,9);(15,4);(9,17)",10,True,44.3848299919401,44.3848299919401,00:4;01:3;02:3,"(0,0);(0,9);(0,18)","(18,5);(6,14);(18,12)",182,0,completed
12,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(5,17);(17,17);(17,1);(12,7);(14,2);(13,7);(13,15);(9,0);(14,11);(6,12)",10,True,41.05512085567211,41.05512085567211,00:3;01:4;02:3,"(0,0);(0,9);(0,18)","(17,1);(12,7);(17,17)",163,0,completed
13,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,8);(13,1);(7,12);(7,16);(2,13);(11,9);(5,14);(1,10);(11,2);(1,12)",10,True,41.97319956704045,41.97319956704045,00:2;01:4;02:4,"(0,0);(0,9);(0,18)","(13,1);(5,14);(15,8)",188,0,completed
14,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(13,9);(11,15);(4,1);(14,14);(18,7);(9,0);(15,17);(12,12);(5,15);(4,10)",10,True,44.12532023612089,44.12532023612089,00:2;01:4;02:4,"(0,0);(0,9);(0,18)","(12,0);(18,7);(15,17)",188,0,completed
15,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(7,5);(5,4);(8,4);(18,17);(2,16);(5,8);(7,14);(2,3);(15,0);(15,8)",10,True,56.941085510921134,56.941085510921134,00:5;01:2;02:3,"(0,0);(0,9);(0,18)","(15,8);(8,5);(18,17)",253,0,completed
16,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(9,7);(1,5);(15,1);(0,17);(9,0);(10,11);(5,16);(1,9);(1,14);(18,18)",10,True,43.34730493245549,43.34730493245549,00:3;01:3;02:4,"(0,0);(0,9);(0,18)","(10,11);(15,1);(18,18)",172,0,completed
17,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(3,4);(5,2);(4,8);(6,0);(14,5);(17,18);(8,8);(13,1);(3,15);(10,3)",10,True,44.2790919848802,44.2790919848802,00:3;01:5;02:2,"(0,0);(0,9);(0,18)","(4,5);(14,5);(17,18)",187,0,completed
18,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,16);(18,10);(12,4);(15,17);(7,15);(4,14);(4,18);(15,8);(8,18);(15,3)",10,True,54.835311417017856,54.835311417017856,00:4;01:2;02:4,"(0,0);(0,9);(0,18)","(18,10);(15,17);(8,18)",243,0,completed
19,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,5);(11,12);(17,13);(12,2);(2,8);(18,9);(5,0);(10,9);(2,15);(14,4)",10,True,44.871453990954734,44.871453990954734,00:4;01:3;02:3,"(0,0);(0,9);(0,18)","(15,5);(11,12);(18,9)",190,0,completed
20,known_visit,HIPC,ideal,1.0,19,361,3,10,hipc_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(3,9);(17,15);(11,16);(16,5);(18,18);(18,1);(8,5);(10,0);(5,5);(11,15)",10,True,41.835524472126444,41.835524472126444,00:3;01:3;02:4,"(0,0);(0,9);(0,18)","(16,5);(9,5);(18,18)",170,0,completed
