trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status
0,known_visit,HIPC,bernoulli,drop_0.25,19,361,2,10,hipc_g19_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,61.04062684791534,61.04062684791534,0,0,0,70,35,72,0,0,0,0,0,0.0,0,157,0,165,133,30,71,94,143,22,0.32608695652173914,16.5,2.2,collision_intent:71;hipc_clear_bundle:1;hipc_entry:21;state:72,0.10000000000000009,0.0,18,8.6179,0.836,5.1561,0.5809,18,3.4618,0.3078,completed
1,known_visit,HIPC,bernoulli,drop_0.25,19,361,2,10,hipc_g19_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,54.35754310855342,54.35754310855342,0,0,0,51,32,53,0,1,0,0,0,0.0,0,152,0,129,105,23,53,76,106,23,0.30666666666666664,12.9,2.3,collision_intent:53;hipc_clear_bundle:1;hipc_entry:22;state:53,0.10000000000000009,0.12264150943396235,60,23.3853,0.8973,11.3342,0.6477,60,12.0511,0.3299,completed
2,known_visit,HIPC,bernoulli,drop_0.25,19,361,2,10,hipc_g19_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,55.23385642085863,55.23385642085863,0,0,0,56,32,58,0,0,0,0,0,0.0,0,152,0,139,121,17,57,82,115,24,0.20987654320987653,13.9,2.4,collision_intent:57;hipc_clear_bundle:1;hipc_entry:23;state:58,0.0,0.06896551724137923,43,13.4704,0.5743,6.3548,0.3865,43,7.1156,0.2408,completed
3,known_visit,HIPC,bernoulli,drop_0.25,19,361,2,10,hipc_g19_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,66.80869640420846,66.80869640420846,0,0,0,74,39,76,0,0,0,0,0,0.0,0,173,0,176,148,27,75,101,151,25,0.27,17.6,2.5,collision_intent:75;hipc_clear_bundle:1;hipc_entry:24;state:76,0.0,0.026315789473684292,27,13.2892,0.9124,7.5346,0.6714,27,5.7546,0.27,completed
4,known_visit,HIPC,bernoulli,drop_0.25,19,361,2,10,hipc_g19_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,48.49064821722788,48.49064821722788,0,0,0,55,28,57,0,1,0,0,0,0.0,0,127,0,136,116,19,56,80,113,23,0.24050632911392406,13.6,2.3,collision_intent:56;hipc_clear_bundle:1;hipc_entry:22;state:57,0.0,0.00877192982456143,22,11.8037,0.8455,6.8677,0.5875,22,4.936,0.2736,completed
5,known_visit,HIPC,bernoulli,drop_0.25,19,361,2,10,hipc_g19_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,56.28986213577585,56.28986213577585,0,0,0,59,33,61,0,0,0,0,0,0.0,0,151,0,140,114,25,60,80,121,19,0.31645569620253167,14.0,1.9,collision_intent:60;hipc_clear_bundle:1;hipc_entry:18;state:61,0.10000000000000009,0.05737704918032782,39,15.0566,0.7431,7.2717,0.4964,39,7.7849,0.2827,completed
6,known_visit,HIPC,bernoulli,drop_0.25,19,361,2,10,hipc_g19_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,62.97687259417503,62.97687259417503,1,1,1,73,37,73,2,0,0,0,0,0.0,0,161,0,170,146,23,73,97,148,22,0.23958333333333334,17.0,2.2,collision_intent:73;hipc_entry:22;state:75,0.10000000000000009,0.020547945205479534,17,8.4758,0.8199,5.2042,0.5779,17,3.2716,0.2638,completed
7,known_visit,HIPC,bernoulli,drop_0.25,19,361,2,10,hipc_g19_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,55.07966589997614,55.07966589997614,0,0,0,59,32,61,0,0,0,0,0,0.0,0,147,0,140,120,19,60,80,121,19,0.24050632911392406,14.0,1.9,collision_intent:60;hipc_clear_bundle:1;hipc_entry:18;state:61,0.0,0.040983606557376984,29,11.9369,0.809,6.7919,0.5657,29,5.145,0.3086,completed
8,known_visit,HIPC,bernoulli,drop_0.25,19,361,2,10,hipc_g19_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,67.86841026668881,67.86841026668881,1,1,1,74,39,73,3,2,1,1,0,0.0,0,178,0,180,156,23,76,104,152,28,0.22330097087378642,18.0,2.8,collision_intent:76;hipc_clear_bundle:1;hipc_entry:27;state:76,0.10000000000000009,0.006849315068493178,36,14.3979,0.7646,7.4476,0.4868,36,6.9503,0.3379,completed
9,known_visit,HIPC,bernoulli,drop_0.25,19,361,2,10,hipc_g19_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,52.37109339732773,52.37109339732773,0,0,0,60,30,61,1,0,0,0,0,0.0,0,134,0,140,115,24,60,80,122,18,0.3037974683544304,14.0,1.8,collision_intent:60;hipc_entry:18;state:62,0.10000000000000009,0.008196721311475308,16,9.2276,0.7897,5.5695,0.5352,16,3.6581,0.3221,completed
