trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
10,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,50.23129184229065,50.23129184229065,3,3,3,109,30,106,7,2,0,0,264,0,365,630,464,111,254,224,141,0.6097240473061761,36.5,14.1,collision_intent:111;pi_clear_path:2;pi_entry:139;state:113,0.3500000000000001,0.0660377358490567,known_visit_core_500,10,4,8
11,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,71.03688983823758,71.03688983823758,7,7,7,149,42,128,25,3,1,1,378,0,465,856,539,152,313,305,160,0.5740149094781682,46.5,16.0,collision_intent:152;pi_clear_path:1;pi_entry:159;state:153,0.3500000000000001,0.140625,known_visit_core_500,10,4,8
12,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,67.58857486298294,67.58857486298294,7,7,7,155,39,132,27,3,1,1,349,0,470,843,567,156,314,315,155,0.6019108280254777,47.0,15.5,collision_intent:156;pi_entry:155;state:159,0.55,0.11363636363636354,known_visit_core_500,10,4,8
13,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,66.89520096010573,66.89520096010573,5,5,5,128,37,114,18,4,10,10,379,0,421,753,508,137,284,269,152,0.5976470588235294,42.1,15.2,collision_intent:137;pi_clear_path:5;pi_entry:147;state:132,0.44999999999999996,0.06578947368421062,known_visit_core_500,10,4,8
14,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,70.61888172436828,70.61888172436828,5,5,5,161,41,129,36,1,0,0,357,0,481,873,568,163,318,328,153,0.5966386554621849,48.1,15.3,collision_intent:163;pi_clear_path:2;pi_entry:151;state:165,0.1499999999999999,0.06007751937984507,known_visit_core_500,10,4,8
15,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,108.7518652236726,108.7518652236726,11,11,11,205,63,149,60,5,2,2,603,0,574,1106,615,213,361,422,152,0.5683918669131238,57.4,15.2,collision_intent:213;pi_clear_path:6;pi_entry:146;state:209,0.25,0.03523489932885915,known_visit_core_500,10,4,8
16,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,45.129440042747326,45.129440042747326,5,5,5,88,26,74,18,2,8,4,245,0,350,606,443,94,256,186,164,0.5775749674054759,35.0,16.4,collision_intent:94;pi_clear_path:2;pi_entry:162;state:92,0.25,0.17567567567567566,known_visit_core_500,10,4,8
17,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,72.58845338444895,72.58845338444895,9,9,9,146,42,122,28,2,12,10,390,0,449,817,529,154,295,304,145,0.5984162895927602,44.9,14.5,collision_intent:154;pi_clear_path:2;pi_entry:143;state:150,0.6000000000000001,0.12295081967213117,known_visit_core_500,10,4,8
18,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,57.91806300647731,57.91806300647731,7,7,7,129,34,98,35,3,0,0,299,0,406,712,502,132,274,265,141,0.6114494518879415,40.6,14.1,collision_intent:132;pi_clear_path:2;pi_entry:139;state:133,0.25,0.18367346938775508,known_visit_core_500,10,4,8
19,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,79.21213954509768,79.21213954509768,8,8,8,170,45,131,43,1,8,8,420,0,489,883,583,174,315,348,141,0.6175847457627118,48.9,14.1,collision_intent:174;pi_clear_path:2;pi_entry:139;state:174,0.25,0.03244274809160297,known_visit_core_500,10,4,8
20,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,60.6467089343492,60.6467089343492,4,4,4,129,35,112,21,7,7,7,320,0,421,753,510,135,286,268,153,0.5944055944055944,42.1,15.3,collision_intent:135;pi_clear_path:3;pi_entry:150;state:133,0.30000000000000004,0.0714285714285714,known_visit_core_500,10,4,8
21,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,62.231279884004465,62.231279884004465,7,7,7,121,36,107,18,3,5,3,334,0,363,689,400,127,236,252,111,0.5649717514124294,36.3,11.1,collision_intent:127;pi_clear_path:1;pi_entry:110;state:125,0.25,0.09579439252336441,known_visit_core_500,10,4,8
22,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,66.87916541862313,66.87916541862313,10,10,10,131,39,109,26,1,15,2,348,0,454,785,575,138,316,273,181,0.6078224101479915,45.4,18.1,collision_intent:138;pi_clear_path:4;pi_entry:177;state:135,0.1499999999999999,0.09403669724770647,known_visit_core_500,10,4,8
23,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,65.25765167628296,65.25765167628296,5,5,5,140,38,112,32,1,2,2,348,0,395,717,468,144,251,288,107,0.6215139442231076,39.5,10.7,collision_intent:144;pi_clear_path:3;pi_entry:104;state:144,0.3999999999999999,0.125,known_visit_core_500,10,4,8
24,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,91.14960432428086,91.14960432428086,9,9,9,174,46,138,40,1,13,2,494,0,538,963,649,181,357,359,179,0.6071094480823199,53.8,17.9,collision_intent:181;pi_clear_path:6;pi_entry:173;state:178,0.30000000000000004,0.12318840579710155,known_visit_core_500,10,4,8
25,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,73.09633015165866,73.09633015165866,12,12,12,162,43,120,46,5,2,2,376,0,468,890,512,164,304,330,138,0.5626373626373626,46.8,13.8,collision_intent:164;pi_clear_path:1;pi_entry:137;state:166,0.44999999999999996,0.19999999999999996,known_visit_core_500,10,4,8
26,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,87.74772360538638,87.74772360538638,8,8,8,166,51,123,47,2,7,4,479,0,511,951,582,178,333,348,163,0.5825825825825826,51.1,16.3,collision_intent:178;pi_clear_path:7;pi_entry:156;state:170,0.3500000000000001,0.04674796747967469,known_visit_core_500,10,4,8
27,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,92.10849180985555,92.10849180985555,9,9,9,119,49,96,27,1,4,3,581,0,395,719,466,127,268,250,145,0.5796019900497512,39.5,14.5,collision_intent:127;pi_clear_path:4;pi_entry:141;state:123,0.3500000000000001,0.19270833333333326,known_visit_core_500,10,4,8
28,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,72.68434803057812,72.68434803057812,7,7,7,164,42,133,35,1,9,9,371,0,467,877,524,168,299,336,131,0.5841694537346711,46.7,13.1,collision_intent:168;pi_clear_path:1;pi_entry:130;state:168,0.10000000000000009,0.1221804511278195,known_visit_core_500,10,4,8
29,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,62.54906875526151,62.54906875526151,5,5,5,137,37,115,26,1,1,1,328,0,397,746,444,138,259,279,118,0.5721649484536082,39.7,11.8,collision_intent:138;pi_clear_path:2;pi_entry:116;state:141,0.25,0.11521739130434772,known_visit_core_500,10,4,8
30,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,113.87316040588259,113.87316040588259,10,10,10,173,58,124,53,1,55,8,644,0,538,952,661,181,357,358,180,0.6177570093457944,53.8,18.0,collision_intent:181;pi_clear_path:4;pi_entry:176;state:177,0.1499999999999999,0.125,known_visit_core_500,10,4,8
31,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,88.99766060170343,88.99766060170343,7,7,7,162,52,128,38,1,7,7,504,0,466,889,505,168,298,334,132,0.5655095184770437,46.6,13.2,collision_intent:168;pi_clear_path:2;pi_entry:130;state:166,0.10000000000000009,0.1015625,known_visit_core_500,10,4,8
32,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,106.9176556847068,106.9176556847068,8,8,8,177,62,149,32,5,0,0,622,0,486,905,547,184,302,365,121,0.6057585825027686,48.6,12.1,collision_intent:184;pi_clear_path:6;pi_entry:115;state:181,0.5,0.14932885906040272,known_visit_core_500,10,4,8
33,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,90.08159758764006,90.08159758764006,13,13,13,171,51,123,52,3,8,5,499,0,500,932,567,179,321,354,146,0.5893970893970893,50.0,14.6,collision_intent:179;pi_clear_path:4;pi_entry:142;state:175,0.3500000000000001,0.1727642276422765,known_visit_core_500,10,4,8
34,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,43.42181427678527,43.42181427678527,2,2,2,99,26,96,7,1,4,3,227,0,334,615,384,103,231,206,128,0.5565217391304348,33.4,12.8,collision_intent:103;pi_clear_path:1;pi_entry:127;state:103,0.25,0.04166666666666674,known_visit_core_500,10,4,8
35,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,65.84379208588607,65.84379208588607,5,5,5,152,38,134,22,2,7,5,332,0,452,816,539,156,296,312,140,0.6076662908680946,45.2,14.0,collision_intent:156;pi_entry:140;state:156,0.25,0.05597014925373145,known_visit_core_500,10,4,8
36,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,68.84390655512878,68.84390655512878,4,4,4,101,40,88,17,1,44,5,386,0,429,698,587,109,320,214,215,0.6127348643006263,42.9,21.5,collision_intent:109;pi_clear_path:4;pi_entry:211;state:105,0.3999999999999999,0.17045454545454541,known_visit_core_500,10,4,8
37,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,70.60894100995037,70.60894100995037,7,7,7,117,41,102,19,1,6,6,419,0,358,645,427,121,237,242,116,0.6022566995768688,35.8,11.6,collision_intent:121;pi_clear_path:3;pi_entry:113;state:121,0.3500000000000001,0.16176470588235303,known_visit_core_500,10,4,8
38,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,97.42641788143351,97.42641788143351,9,9,9,150,56,117,37,5,5,3,590,0,490,879,589,156,334,310,180,0.589,49.0,18.0,collision_intent:156;pi_clear_path:3;pi_entry:177;state:154,0.44999999999999996,0.16880341880341887,known_visit_core_500,10,4,8
39,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,95.99853861221824,95.99853861221824,8,8,8,154,56,134,24,3,25,2,553,0,463,842,547,159,304,317,146,0.5997807017543859,46.3,14.6,collision_intent:159;pi_clear_path:4;pi_entry:142;state:158,0.10000000000000009,0.13805970149253732,known_visit_core_500,10,4,8
40,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,89.7786949788334,89.7786949788334,8,8,8,190,52,150,44,3,13,12,470,0,558,1014,658,199,359,393,165,0.6120930232558139,55.8,16.5,collision_intent:199;pi_clear_path:4;pi_entry:161;state:194,0.25,0.10000000000000009,known_visit_core_500,10,4,8
41,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,62.57198904664317,62.57198904664317,3,3,3,130,36,108,26,5,11,11,346,0,427,773,507,137,290,271,156,0.5834292289988493,42.7,15.6,collision_intent:137;pi_clear_path:2;pi_entry:154;state:134,0.30000000000000004,0.1435185185185186,known_visit_core_500,10,4,8
42,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,67.11754143659701,67.11754143659701,6,6,6,145,39,132,17,1,4,2,351,0,416,765,483,149,267,298,118,0.602996254681648,41.6,11.8,collision_intent:149;pi_clear_path:2;pi_entry:116;state:149,0.30000000000000004,0.06439393939393945,known_visit_core_500,10,4,8
43,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,77.16907245012597,77.16907245012597,9,9,9,167,45,146,25,2,0,0,405,0,484,902,550,169,315,340,144,0.582010582010582,48.4,14.4,collision_intent:169;pi_clear_path:2;pi_entry:142;state:171,0.25,0.08904109589041087,known_visit_core_500,10,4,8
44,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,47.99066231555151,47.99066231555151,4,4,4,102,28,96,10,3,6,4,263,0,347,622,419,105,242,211,136,0.5771349862258953,34.7,13.6,collision_intent:105;pi_clear_path:1;pi_entry:135;state:106,0.44999999999999996,0.09895833333333326,known_visit_core_500,10,4,8
45,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,58.088063492951264,58.088063492951264,5,5,5,123,34,106,21,1,2,2,311,0,366,705,391,129,237,256,110,0.5514809590973202,36.6,11.0,collision_intent:129;pi_clear_path:3;pi_entry:107;state:127,0.44999999999999996,0.08490566037735858,known_visit_core_500,10,4,8
46,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,70.02435283019486,70.02435283019486,8,8,8,157,40,124,37,4,10,7,367,0,475,873,552,165,310,326,149,0.5935483870967742,47.5,14.9,collision_intent:165;pi_clear_path:2;pi_entry:147;state:161,0.3500000000000001,0.10080645161290325,known_visit_core_500,10,4,8
47,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,50.83178434642713,50.83178434642713,3,3,3,114,30,105,13,4,2,2,259,0,374,634,480,117,257,235,139,0.6266318537859008,37.4,13.9,collision_intent:117;pi_clear_path:2;pi_entry:137;state:118,0.3500000000000001,0.08333333333333326,known_visit_core_500,10,4,8
48,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,100.84605805847535,100.84605805847535,10,10,10,167,53,130,41,1,31,9,583,0,536,997,610,181,355,352,184,0.5733082706766918,53.6,18.4,collision_intent:181;pi_clear_path:6;pi_entry:178;state:171,0.55,0.11153846153846159,known_visit_core_500,10,4,8
49,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,72.90478081601897,72.90478081601897,7,7,7,132,43,111,25,2,33,8,376,0,447,783,556,139,308,275,172,0.6030368763557483,44.7,17.2,collision_intent:139;pi_clear_path:2;pi_entry:170;state:136,0.25,0.10585585585585577,known_visit_core_500,10,4,8
50,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,38.37280949003471,38.37280949003471,2,2,2,89,23,88,5,4,0,0,192,0,301,522,381,89,212,182,119,0.5990566037735849,30.1,11.9,collision_intent:89;pi_entry:119;state:93,0.25,0.03977272727272729,known_visit_core_500,10,4,8
51,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,78.51921634633766,78.51921634633766,9,9,9,179,46,152,31,2,2,2,403,0,508,941,581,183,325,366,142,0.5971223021582733,50.8,14.2,collision_intent:183;pi_clear_path:1;pi_entry:141;state:183,0.5,0.09210526315789469,known_visit_core_500,10,4,8
52,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,69.53656325986684,69.53656325986684,3,3,3,102,41,88,18,1,36,2,386,0,414,677,564,107,307,213,201,0.6130434782608696,41.4,20.1,collision_intent:107;pi_clear_path:2;pi_entry:199;state:106,0.3500000000000001,0.23863636363636354,known_visit_core_500,10,4,8
53,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,104.10227173475687,104.10227173475687,8,8,8,171,60,135,40,6,16,3,598,0,513,948,587,180,333,355,158,0.5881763527054108,51.3,15.8,collision_intent:180;pi_clear_path:4;pi_entry:154;state:175,0.25,0.17592592592592582,known_visit_core_500,10,4,8
54,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,86.03106383263979,86.03106383263979,8,8,8,153,49,117,40,5,3,3,491,0,440,846,473,157,283,314,126,0.5577830188679245,44.0,12.6,collision_intent:157;pi_clear_path:3;pi_entry:123;state:157,0.25,0.05769230769230771,known_visit_core_500,10,4,8
55,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,77.10478076640854,77.10478076640854,8,8,8,134,44,110,28,2,5,4,450,0,448,811,531,146,302,284,164,0.5873893805309734,44.8,16.4,collision_intent:146;pi_clear_path:6;pi_entry:158;state:138,0.5,0.1454545454545455,known_visit_core_500,10,4,8
56,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,49.36673189021127,49.36673189021127,2,2,2,103,29,95,12,3,11,7,267,0,371,672,438,112,259,219,152,0.5658914728682171,37.1,15.2,collision_intent:112;pi_clear_path:2;pi_entry:150;state:107,0.25,0.08157894736842097,known_visit_core_500,10,4,8
57,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,116.68271360071,116.68271360071,11,11,11,207,65,159,52,3,6,2,652,0,587,1118,642,212,375,423,164,0.5711743772241993,58.7,16.4,collision_intent:212;pi_clear_path:3;pi_entry:161;state:211,0.5,0.20283018867924518,known_visit_core_500,10,4,8
58,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,60.65305280432732,60.65305280432732,6,6,6,123,35,115,12,3,0,0,334,0,395,685,500,124,271,251,144,0.6150061500615006,39.5,14.4,collision_intent:124;pi_clear_path:1;pi_entry:143;state:127,0.3500000000000001,0.12826086956521743,known_visit_core_500,10,4,8
59,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,98.12493341208567,98.12493341208567,9,9,9,197,56,141,60,4,24,8,519,0,591,1063,709,205,386,406,185,0.6127917026793431,59.1,18.5,collision_intent:205;pi_clear_path:4;pi_entry:181;state:201,0.44999999999999996,0.06914893617021267,known_visit_core_500,10,4,8
60,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,53.177801811755614,53.177801811755614,4,4,4,122,31,111,15,1,0,0,272,0,387,704,456,124,263,250,137,0.5786802030456852,38.7,13.7,collision_intent:124;pi_clear_path:2;pi_entry:135;state:126,0.10000000000000009,0.04279279279279269,known_visit_core_500,10,4,8
61,known_visit,PI,gilbert_elliot,0.4,19,361,4,10,pi_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,10,True,72.51993290269627,72.51993290269627,8,8,8,155,42,135,24,5,2,2,382,0,461,837,545,158,303,317,144,0.6002202643171806,46.1,14.4,collision_intent:158;pi_clear_path:1;pi_entry:143;state:159,0.1499999999999999,0.031481481481481444,known_visit_core_500,10,4,8
