trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status,failure_type,failure_message
0,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,00,3,0,4,0,0,0,0,333,4,329,7,326,0,cbaa_entry:326;collision_intent:4;state:3,1806,943,completed,,
0,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,01,2,0,3,0,0,0,0,310,4,306,6,304,0,cbaa_entry:304;collision_intent:4;state:2,1584,1190,completed,,
0,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,02,271,0,151,121,0,0,0,1228,276,952,547,681,0,cbaa_entry:681;collision_intent:276;state:271,1053,801,completed,,
0,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,03,276,0,203,74,0,0,0,1213,279,934,555,658,0,cbaa_entry:658;collision_intent:279;state:276,1082,789,completed,,
1,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,00,181,0,84,98,0,0,0,968,193,775,374,594,0,cbaa_entry:594;collision_intent:193;state:181,1796,1372,completed,,
1,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,01,211,0,105,107,0,0,0,1079,226,853,437,642,0,cbaa_entry:642;collision_intent:226;state:211,1874,1183,completed,,
1,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,02,222,0,106,117,0,0,0,1090,224,866,446,644,0,cbaa_entry:644;collision_intent:224;state:222,1816,1228,completed,,
1,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,03,182,0,66,117,0,0,0,999,189,810,371,628,0,cbaa_entry:628;collision_intent:189;state:182,1887,1250,completed,,
2,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,00,15,0,8,8,0,0,0,269,22,247,37,232,0,cbaa_entry:232;collision_intent:22;state:15,1163,987,completed,,
2,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,01,48,0,30,19,0,0,0,424,49,375,97,327,0,cbaa_entry:327;collision_intent:49;state:48,1242,753,completed,,
