trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,failure_type,failure_message,debug_max_events
0,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,552,552,0,361,195,0,0,0,3084,5525,3723,563,2521,1115,1969,0,0,0.49252546633152533,8.542936288088642,0.0,3.5670289855072466,0.0,5.454293628808864,cbaa_entry:1969;collision_intent:563;state:552,276,1228,0.5173130193905817,completed,,,
1,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,796,796,0,361,439,0,0,0,4136,7373,5033,832,3304,1628,2508,0,0,0.5078708375378406,11.457063711911358,0.0,3.150753768844221,0.0,6.947368421052632,cbaa_entry:2508;collision_intent:832;state:796,222,1090,0.09764542936288079,completed,,,
2,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,433,433,0,361,76,0,0,0,2419,4156,3101,443,1976,876,1543,0,0,0.523110661268556,6.700831024930748,0.0,3.5635103926097,0.0,4.274238227146815,cbaa_entry:1543;collision_intent:443;state:433,350,1427,0.6530470914127424,completed,,,
3,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,519,519,0,361,162,0,0,0,2884,5015,3632,533,2351,1052,1832,0,0,0.5153234960272418,7.988919667590028,0.0,3.529865125240848,0.0,5.074792243767313,cbaa_entry:1832;collision_intent:533;state:519,314,1358,0.4134349030470914,completed,,,
4,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,571,571,0,361,214,0,0,0,3154,5751,3707,583,2571,1154,2000,0,0,0.4808665196523544,8.736842105263158,0.0,3.502626970227671,0.0,5.54016620498615,cbaa_entry:2000;collision_intent:583;state:571,273,1227,0.4494459833795015,completed,,,
5,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,RuntimeError,Debug safety cap reached in trial 5. This usually means the allocator is stuck or returning no reachable goals.,100000
6,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,946,946,0,361,589,0,0,0,4608,8167,5653,978,3630,1924,2684,0,0,0.5192908322616204,12.76454293628809,0.0,2.8372093023255816,0.0,7.434903047091413,cbaa_entry:2684;collision_intent:978;state:946,240,1166,0.10734072022160657,completed,,,
7,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,396,396,0,361,39,0,0,0,2262,3820,2963,402,1860,798,1464,0,0,0.5312892235969159,6.265927977839335,0.0,3.696969696969697,0.0,4.055401662049862,cbaa_entry:1464;collision_intent:402;state:396,344,1398,0.6599722991689752,completed,,,
8,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,727,727,0,361,370,0,0,0,3909,7052,4671,747,3162,1474,2435,0,0,0.4926175912254799,10.828254847645429,0.0,3.3493810178817056,0.0,6.745152354570637,cbaa_entry:2435;collision_intent:747;state:727,186,1006,0.08933518005540164,completed,,,
9,CBAA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,cbaa_gilbert_elliott_drop_0_50_rho_0_8,,coverage,486,486,0,361,129,0,0,0,2791,5091,3282,503,2288,989,1802,0,0,0.4781468531468531,7.731301939058172,0.0,3.707818930041152,0.0,4.991689750692521,cbaa_entry:1802;collision_intent:503;state:486,304,1290,0.5076177285318559,completed,,,
