trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status
0,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,2,220.0,180.5,pi_g19_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,00,7,0,8,0,0,0,0,14,7,7,14,0,0,collision_intent:7;state:7,14,0,completed
0,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,2,220.0,180.5,pi_g19_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,01,7,0,8,0,0,0,0,15,8,7,15,0,0,collision_intent:7;state:7;target:1,14,0,completed
1,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,2,220.0,180.5,pi_g19_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,00,189,183,187,3,0,1,1,653,191,462,384,269,641,clue:4;collision_intent:190;pi_entry:269;state:189;target:1,616,0,completed
1,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,2,220.0,180.5,pi_g19_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,01,185,179,169,17,0,1,1,616,186,430,375,241,604,clue:4;collision_intent:186;pi_entry:241;state:185,652,0,completed
2,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,2,220.0,180.5,pi_g19_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,00,31,4,32,0,0,0,0,68,31,37,63,5,13,clue:1;collision_intent:31;pi_entry:5;state:31,66,0,completed
2,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,2,220.0,180.5,pi_g19_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,01,31,3,32,0,1,0,0,66,32,34,64,2,10,clue:1;collision_intent:31;pi_entry:2;state:31;target:1,68,0,completed
3,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,2,220.0,180.5,pi_g19_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,00,83,54,83,1,0,0,0,245,84,161,170,75,187,clue:3;collision_intent:84;pi_entry:75;state:83,237,0,completed
3,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,2,220.0,180.5,pi_g19_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,01,83,54,84,0,1,0,0,238,84,154,170,68,180,clue:3;collision_intent:83;pi_entry:68;state:83;target:1,245,0,completed
4,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,2,220.0,180.5,pi_g19_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,00,115,90,112,4,0,0,0,356,115,241,233,123,306,clue:3;collision_intent:115;pi_entry:123;state:115,356,0,completed
4,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,2,220.0,180.5,pi_g19_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,01,116,92,112,5,1,0,0,356,117,239,236,120,308,clue:3;collision_intent:116;pi_entry:120;state:116;target:1,356,0,completed
