trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,5);(28,1);(11,25);(20,24);(25,8);(3,5);(1,16);(23,30);(33,13);(24,22)",10,True,63.45793225910006,63.45793225910006,00:1;01:3;02:1;03:0;04:1;05:2;06:2;07:0;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(28,1);(24,15);(33,13);(25,9);(24,11);(24,16);(23,30);(20,24);(6,16)",763,0,completed
1,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(19,17);(14,6);(17,16);(16,15);(5,33);(11,30);(26,23);(24,33);(27,21);(19,32)",10,True,69.70249940807042,69.70249940807042,00:0;01:1;02:0;03:1;04:2;05:0;06:1;07:3;08:2,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(14,6);(18,22);(25,22);(17,16);(19,17);(26,33);(11,30);(27,21);(18,23)",857,0,completed
2,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(3,32);(26,0);(14,7);(19,20);(29,15);(24,23);(11,8);(21,32);(22,8);(10,12)",10,True,66.89183233998313,66.89183233998313,00:1;01:0;02:3;03:1;04:0;05:2;06:1;07:0;08:2,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(26,0);(18,7);(26,1);(19,30);(21,12);(29,15);(24,20);(13,15);(24,32)",825,0,completed
3,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,8);(19,29);(2,31);(11,10);(20,22);(32,21);(14,23);(9,2);(6,3);(3,22)",10,True,84.30954568408204,84.30954568408204,00:1;01:2;02:0;03:3;04:0;05:1;06:1;07:2;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(3,16);(19,23);(8,7);(32,21);(11,21);(9,2);(20,22);(24,24);(15,32)",1167,0,completed
4,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(17,0);(33,1);(26,29);(15,17);(9,10);(17,18);(23,29);(13,30);(6,0);(29,29)",10,True,56.670013684252176,56.670013684252176,00:3;01:0;02:0;03:1;04:0;05:1;06:0;07:1;08:4,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(33,1);(15,22);(25,9);(18,15);(15,9);(17,18);(24,28);(17,13);(29,29)",680,0,completed
5,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(21,6);(4,2);(16,26);(9,17);(5,0);(19,7);(31,31);(15,20);(30,27);(22,11)",10,True,104.26028903468958,104.26028903468958,00:1;01:0;02:3;03:1;04:1;05:3;06:1;07:0;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(32,29);(9,6);(30,18);(21,7);(14,16);(31,31);(19,7);(15,15);(19,25)",1436,0,completed
6,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(21,15);(1,18);(14,25);(6,19);(4,11);(20,18);(16,2);(23,22);(33,20);(23,9)",10,True,71.01216987337754,71.01216987337754,00:1;01:1;02:1;03:0;04:1;05:3;06:0;07:3;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(23,9);(23,12);(6,19);(4,11);(18,17);(22,21);(14,4);(33,20);(20,18)",866,0,completed
7,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,6);(22,28);(9,12);(33,20);(16,10);(15,3);(24,5);(9,8);(18,10);(4,26)",10,True,75.5404916898143,75.5404916898143,00:0;01:2;02:2;03:3;04:0;05:0;06:1;07:2;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(24,6);(16,3);(24,5);(11,6);(19,9);(9,12);(33,20);(33,24);(15,10)",971,0,completed
8,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,22);(29,12);(29,17);(17,15);(11,32);(24,29);(25,3);(5,8);(6,23);(18,30)",10,True,69.751832318204,69.751832318204,00:0;01:1;02:2;03:0;04:1;05:0;06:2;07:2;08:2,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(22,15);(29,6);(26,7);(15,17);(30,12);(19,9);(11,30);(29,17);(18,24)",835,0,completed
9,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,24);(6,0);(2,8);(22,15);(23,3);(22,26);(14,7);(29,27);(31,19);(17,25)",10,True,93.89854835977009,93.89854835977009,00:2;01:1;02:2;03:0;04:1;05:0;06:3;07:1;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(23,3);(24,16);(14,7);(29,23);(29,27);(13,7);(17,15);(25,0);(30,19)",1212,0,completed
10,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,19);(15,13);(2,29);(13,8);(25,22);(16,8);(33,10);(18,14);(21,31);(22,25)",10,True,84.35135196508621,84.35135196508621,00:0;01:1;02:3;03:1;04:1;05:0;06:0;07:4;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(22,10);(31,18);(17,19);(20,19);(30,19);(15,13);(19,21);(25,22);(25,23)",1073,0,completed
11,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(8,17);(25,27);(1,25);(17,1);(15,15);(3,19);(24,17);(16,12);(29,24);(1,26)",10,True,53.54253286430198,53.54253286430198,00:1;01:0;02:0;03:2;04:1;05:2;06:3;07:0;08:1,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(17,1);(8,13);(11,16);(24,18);(6,19);(17,8);(29,24);(1,25);(25,27)",669,0,completed
12,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(14,20);(19,27);(26,11);(31,30);(14,13);(20,1);(19,12);(15,5);(9,27);(20,0)",10,True,61.13960895791826,61.13960895791826,00:1;01:2;02:0;03:2;04:1;05:1;06:0;07:3;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(15,12);(19,7);(24,1);(26,11);(14,13);(15,13);(19,27);(31,30);(18,15)",733,0,completed
13,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,7);(10,3);(25,1);(19,9);(30,19);(5,13);(33,25);(27,18);(14,17);(22,31)",10,True,62.49325386494214,62.49325386494214,00:0;01:2;02:0;03:1;04:2;05:2;06:1;07:1;08:1,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(19,10);(26,3);(18,17);(13,14);(23,7);(30,19);(33,25);(22,17);(22,19)",750,0,completed
14,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(26,21);(19,17);(30,30);(23,1);(28,33);(8,20);(30,13);(19,15);(2,18);(33,8)",10,True,98.72677990214709,98.72677990214709,00:2;01:0;02:0;03:2;04:1;05:2;06:1;07:2;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(20,17);(3,11);(26,21);(7,21);(27,20);(19,17);(33,8);(20,19);(2,18)",1309,0,completed
15,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,18);(21,0);(3,27);(7,8);(33,29);(20,7);(6,0);(20,31);(24,30);(16,32)",10,True,77.74210095330143,77.74210095330143,00:2;01:1;02:1;03:0;04:1;05:0;06:1;07:2;08:2,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(21,2);(20,29);(14,7);(18,30);(32,18);(6,0);(30,27);(33,29);(24,30)",978,0,completed
16,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(16,14);(9,22);(26,13);(4,24);(11,9);(20,7);(27,16);(21,13);(22,30);(32,17)",10,True,65.46801028628893,65.46801028628893,00:0;01:0;02:1;03:1;04:5;05:0;06:2;07:0;08:1,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(11,25);(11,9);(16,14);(9,25);(32,17);(4,24);(21,20);(27,23);(22,22)",801,0,completed
17,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,0);(19,24);(12,18);(21,27);(17,8);(5,23);(14,25);(33,9);(29,21);(16,3)",10,True,59.7807039181495,59.7807039181495,00:1;01:0;02:2;03:1;04:1;05:1;06:3;07:1;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(17,8);(13,13);(33,9);(12,26);(19,0);(17,24);(29,21);(21,27);(14,25)",732,0,completed
18,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(24,8);(28,25);(26,24);(29,0);(11,25);(24,19);(20,9);(22,16);(12,3);(25,17)",10,True,69.48455122683791,69.48455122683791,00:1;01:2;02:1;03:0;04:1;05:2;06:3;07:0;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(28,5);(29,0);(24,15);(28,24);(25,17);(27,8);(28,25);(15,3);(23,25)",806,0,completed
19,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,5);(13,19);(29,20);(27,28);(8,21);(15,14);(16,1);(3,33);(31,23);(17,0)",10,True,64.80246633771381,64.80246633771381,00:2;01:1;02:1;03:0;04:0;05:4;06:1;07:0;08:1,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(15,19);(17,0);(30,14);(18,14);(27,22);(31,24);(27,28);(12,20);(14,20)",769,0,completed
20,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(25,17);(12,20);(15,28);(23,12);(29,15);(14,15);(22,2);(8,23);(8,5);(6,15)",10,True,72.05860900590523,72.05860900590523,00:2;01:0;02:1;03:2;04:0;05:2;06:0;07:3;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(30,12);(24,12);(6,15);(8,5);(2,16);(14,15);(29,14);(29,15);(8,23)",919,0,completed
21,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,8);(23,31);(2,2);(6,23);(14,22);(4,6);(4,29);(11,19);(21,7);(12,20)",10,True,47.657792383307736,47.657792383307736,00:2;01:2;02:0;03:0;04:0;05:2;06:2;07:1;08:1,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(21,7);(5,15);(11,16);(9,1);(12,17);(14,29);(12,12);(6,19);(23,28)",595,0,completed
22,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(4,33);(25,14);(3,12);(29,19);(27,15);(23,6);(8,32);(20,20);(1,3);(11,6)",10,True,72.16660661855394,72.16660661855394,00:3;01:0;02:2;03:1;04:0;05:2;06:0;07:0;08:2,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(27,15);(12,5);(23,6);(19,2);(14,6);(29,19);(25,23);(20,19);(18,20)",947,0,completed
23,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,9);(25,12);(25,5);(9,33);(21,9);(1,11);(15,22);(32,25);(21,17);(8,30)",10,True,67.8620136614127,67.8620136614127,00:1;01:2;02:0;03:2;04:0;05:0;06:2;07:1;08:2,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(25,5);(24,7);(10,9);(25,12);(12,22);(13,30);(21,17);(32,21);(20,27)",841,0,completed
24,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,33);(33,23);(1,17);(21,0);(25,13);(27,31);(18,4);(27,17);(32,19);(3,31)",10,True,67.88226540048433,67.88226540048433,00:1;01:1;02:1;03:0;04:4;05:0;06:0;07:1;08:2,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(27,0);(21,1);(25,23);(3,12);(33,23);(11,17);(23,30);(3,31);(27,20)",887,0,completed
25,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,21);(8,16);(30,7);(5,9);(22,7);(18,25);(29,31);(27,12);(19,0);(24,26)",10,True,78.88426835352855,78.88426835352855,00:0;01:0;02:3;03:2;04:1;05:1;06:1;07:1;08:1,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(19,0);(24,19);(32,21);(23,0);(8,5);(27,8);(30,31);(32,30);(28,28)",998,0,completed
26,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(14,25);(5,4);(32,8);(33,26);(24,17);(11,21);(11,7);(10,4);(2,1);(20,3)",10,True,120.70986002593087,120.70986002593087,00:1;01:3;02:0;03:1;04:3;05:1;06:1;07:0;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(11,4);(32,8);(30,3);(11,7);(33,26);(24,12);(5,4);(11,21);(2,1)",1567,0,completed
27,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(15,17);(5,32);(24,32);(22,27);(2,14);(5,15);(32,12);(8,27);(25,24);(2,19)",10,True,64.64745206815529,64.64745206815529,00:0;01:0;02:0;03:2;04:2;05:1;06:3;07:1;08:1,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(5,27);(8,12);(3,13);(15,17);(32,12);(12,17);(26,30);(22,27);(23,18)",833,0,completed
28,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(2,6);(25,6);(29,4);(10,13);(23,2);(8,33);(16,32);(26,14);(25,17);(25,7)",10,True,55.5186714904415,55.5186714904415,00:0;01:2;02:3;03:1;04:0;05:2;06:1;07:0;08:1,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(20,9);(29,4);(25,12);(10,28);(19,12);(26,14);(19,32);(25,21);(16,31)",659,0,completed
29,known_visit,PI,bernoulli,drop_0.25,34,1156,9,10,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,19);(10,33);(7,0);(1,33);(14,31);(4,1);(7,26);(14,5);(10,12);(11,32)",10,True,36.29144687452862,36.29144687452862,00:3;01:0;02:0;03:1;04:0;05:1;06:1;07:0;08:4,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(14,5);(7,1);(7,12);(14,6);(11,19);(18,19);(7,24);(11,32);(14,31)",451,0,completed
