trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,PI,bernoulli,drop_0.25,34,1156,14,10,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,5);(28,1);(11,25);(20,24);(25,8);(3,5);(1,16);(23,30);(33,13);(24,22)",10,True,59.88067951576624,59.88067951576624,00:1;01:1;02:2;03:0;04:1;05:0;06:1;07:0;08:2;09:1;10:1;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(28,2);(25,8);(27,5);(22,21);(33,13);(12,30);(4,24);(24,6);(23,28);(24,22);(12,29);(12,24);(1,22);(3,5)",1186,0,completed
1,known_visit,PI,bernoulli,drop_0.25,34,1156,14,10,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(19,17);(14,6);(17,16);(16,15);(5,33);(11,30);(26,23);(24,33);(27,21);(19,32)",10,True,51.71499259090485,51.71499259090485,00:0;01:0;02:1;03:0;04:0;05:2;06:1;07:0;08:0;09:0;10:2;11:1;12:2;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(7,0);(15,15);(14,7);(11,19);(17,12);(20,21);(17,15);(16,24);(14,20);(4,23);(27,21);(24,33);(11,33);(18,32)",1059,0,completed
2,known_visit,PI,bernoulli,drop_0.25,34,1156,14,10,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(3,32);(26,0);(14,7);(19,20);(29,15);(24,23);(11,8);(21,32);(22,8);(10,12)",10,True,68.50712096966167,68.50712096966167,00:1;01:1;02:0;03:2;04:0;05:1;06:1;07:0;08:0;09:1;10:0;11:1;12:0;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(26,0);(21,22);(5,15);(22,8);(21,8);(3,32);(26,23);(7,18);(20,9);(24,23);(17,25);(22,10);(14,12);(21,32)",1386,0,completed
3,known_visit,PI,bernoulli,drop_0.25,34,1156,14,10,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,8);(19,29);(2,31);(11,10);(20,22);(32,21);(14,23);(9,2);(6,3);(3,22)",10,True,68.79734145136035,68.79734145136035,00:0;01:2;02:0;03:1;04:1;05:0;06:0;07:0;08:1;09:2;10:1;11:1;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(17,10);(13,2);(13,15);(21,8);(15,12);(2,31);(14,1);(11,10);(6,22);(19,29);(27,30);(32,21);(5,23);(2,3)",1430,0,completed
4,known_visit,PI,bernoulli,drop_0.25,34,1156,14,10,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(17,0);(33,1);(26,29);(15,17);(9,10);(17,18);(23,29);(13,30);(6,0);(29,29)",10,True,80.0525064225351,80.0525064225351,00:1;01:1;02:1;03:0;04:1;05:0;06:0;07:2;08:0;09:1;10:0;11:0;12:3;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(24,0);(33,1);(26,16);(20,18);(13,30);(17,18);(30,12);(29,29);(23,25);(16,16);(7,0);(33,20);(26,29);(9,10)",1601,0,completed
5,known_visit,PI,bernoulli,drop_0.25,34,1156,14,10,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(21,6);(4,2);(16,26);(9,17);(5,0);(19,7);(31,31);(15,20);(30,27);(22,11)",10,True,100.75795727404022,100.75795727404022,00:1;01:1;02:1;03:2;04:1;05:0;06:0;07:1;08:0;09:0;10:2;11:1;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(22,12);(30,23);(32,22);(21,5);(31,31);(17,14);(29,22);(4,1);(5,0);(22,22);(5,11);(30,27);(17,26);(20,15)",2106,0,completed
6,known_visit,PI,bernoulli,drop_0.25,34,1156,14,10,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(21,15);(1,18);(14,25);(6,19);(4,11);(20,18);(16,2);(23,22);(33,20);(23,9)",10,True,74.68582921583945,74.68582921583945,00:1;01:1;02:0;03:0;04:1;05:3;06:0;07:2;08:1;09:0;10:1;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(21,17);(22,3);(12,23);(11,20);(21,15);(33,20);(8,10);(14,25);(17,19);(4,13);(22,11);(17,28);(8,16);(18,18)",1543,0,completed
7,known_visit,PI,bernoulli,drop_0.25,34,1156,14,10,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,6);(22,28);(9,12);(33,20);(16,10);(15,3);(24,5);(9,8);(18,10);(4,26)",10,True,87.96223189836557,87.96223189836557,00:0;01:2;02:1;03:1;04:1;05:0;06:2;07:0;08:0;09:0;10:0;11:1;12:0;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(18,8);(24,7);(9,13);(22,19);(12,27);(16,20);(11,6);(23,6);(18,10);(17,23);(27,20);(19,7);(22,28);(33,20)",1860,0,completed
8,known_visit,PI,bernoulli,drop_0.25,34,1156,14,10,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,22);(29,12);(29,17);(17,15);(11,32);(24,29);(25,3);(5,8);(6,23);(18,30)",10,True,52.257850879766416,52.257850879766416,00:0;01:1;02:0;03:1;04:1;05:0;06:2;07:0;08:0;09:1;10:1;11:0;12:2;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(10,10);(25,3);(30,5);(12,8);(29,12);(18,23);(29,17);(9,21);(5,8);(11,32);(11,19);(6,23);(24,29);(13,20)",1048,0,completed
9,known_visit,PI,bernoulli,drop_0.25,34,1156,14,10,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,24);(6,0);(2,8);(22,15);(23,3);(22,26);(14,7);(29,27);(31,19);(17,25)",10,True,67.1679026389482,67.1679026389482,00:1;01:0;02:1;03:3;04:0;05:0;06:0;07:0;08:0;09:1;10:1;11:2;12:1;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(13,0);(6,0);(24,5);(22,20);(7,16);(23,3);(18,14);(17,4);(18,24);(20,21);(22,24);(31,19);(23,15);(17,24)",1341,0,completed
