trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_index,target_x,target_y,first_completion_time_s,first_completion_sim_time_s,first_found_by_robot,first_finder_robot_id,total_visits,duplicate_visits,completed,sensitivity_suite,sensitivity_parameter,sensitivity_value,sensitivity_label,num_targets,num_robots
0,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,1,9,10,22.319803112808774,22.319803112808774,01,01,1,0,True,known_visit_horizon,commitment_horizon,8,h8,10,4
0,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,2,8,11,26.2500319995736,26.2500319995736,03,03,1,0,True,known_visit_horizon,commitment_horizon,8,h8,10,4
0,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,3,2,1,3.8850280123638163,3.8850280123638163,00,00,1,0,True,known_visit_horizon,commitment_horizon,8,h8,10,4
0,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,4,1,7,2.212495007316,2.212495007316,01,01,2,1,True,known_visit_horizon,commitment_horizon,8,h8,10,4
0,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,5,17,13,45.38593446042554,45.38593446042554,03,03,1,0,True,known_visit_horizon,commitment_horizon,8,h8,10,4
0,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,6,4,13,21.74049946106968,21.74049946106968,02,02,2,1,True,known_visit_horizon,commitment_horizon,8,h8,10,4
0,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,7,0,11,0.46946749367260543,0.46946749367260543,02,02,3,2,True,known_visit_horizon,commitment_horizon,8,h8,10,4
0,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,8,5,8,10.950111653072769,10.950111653072769,01,01,1,0,True,known_visit_horizon,commitment_horizon,8,h8,10,4
0,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,9,0,13,9.016132585261698,9.016132585261698,03,03,2,1,True,known_visit_horizon,commitment_horizon,8,h8,10,4
0,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,10,14,9,36.41690992404616,36.41690992404616,01,01,1,0,True,known_visit_horizon,commitment_horizon,8,h8,10,4
1,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,1,16,15,40.57935042141586,40.57935042141586,02,02,1,0,True,known_visit_horizon,commitment_horizon,8,h8,10,4
1,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,2,17,5,36.02728666214139,36.02728666214139,00,00,1,0,True,known_visit_horizon,commitment_horizon,8,h8,10,4
1,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,3,14,13,28.596746132177937,28.596746132177937,02,02,1,0,True,known_visit_horizon,commitment_horizon,8,h8,10,4
1,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,4,15,3,29.16419525658279,29.16419525658279,00,00,1,0,True,known_visit_horizon,commitment_horizon,8,h8,10,4
1,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,5,13,7,23.442658874239306,23.442658874239306,01,01,1,0,True,known_visit_horizon,commitment_horizon,8,h8,10,4
1,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,6,11,2,20.314535070651214,20.314535070651214,00,00,1,0,True,known_visit_horizon,commitment_horizon,8,h8,10,4
1,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,7,15,16,44.731382972057084,44.731382972057084,02,02,1,0,True,known_visit_horizon,commitment_horizon,8,h8,10,4
1,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,8,16,6,39.72060470164765,39.72060470164765,00,00,1,0,True,known_visit_horizon,commitment_horizon,8,h8,10,4
1,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,9,9,14,17.902143205060558,17.902143205060558,02,02,2,1,True,known_visit_horizon,commitment_horizon,8,h8,10,4
1,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,10,7,16,14.017075609366938,14.017075609366938,03,03,1,0,True,known_visit_horizon,commitment_horizon,8,h8,10,4
2,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,1,0,4,5.436055686605989,5.436055686605989,00,00,1,0,True,known_visit_horizon,commitment_horizon,8,h8,10,4
2,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,2,8,8,16.08968403824176,16.08968403824176,01,01,1,0,True,known_visit_horizon,commitment_horizon,8,h8,10,4
2,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h8_bernoulli_025,known_visit_10target_300.csv,3,13,2,31.53435048698167,31.53435048698167,00,00,1,0,True,known_visit_horizon,commitment_horizon,8,h8,10,4
