trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,PI,ideal,1.0,19,361,4,10,pi_ideal_1_0,known_visit_g19_t10_n500.csv,00,35,6,0,35,1,0,0,0,0,100,71,29,97,0,known_visit_core_500,10,4,8
0,known_visit,PI,ideal,1.0,19,361,4,10,pi_ideal_1_0,known_visit_g19_t10_n500.csv,01,0,0,0,1,0,0,0,0,0,2,1,1,194,0,known_visit_core_500,10,4,8
0,known_visit,PI,ideal,1.0,19,361,4,10,pi_ideal_1_0,known_visit_g19_t10_n500.csv,02,0,0,0,1,0,0,0,0,0,2,1,1,194,0,known_visit_core_500,10,4,8
0,known_visit,PI,ideal,1.0,19,361,4,10,pi_ideal_1_0,known_visit_g19_t10_n500.csv,03,34,4,0,35,0,0,0,0,0,93,70,23,103,0,known_visit_core_500,10,4,8
1,known_visit,PI,ideal,1.0,19,361,4,10,pi_ideal_1_0,known_visit_g19_t10_n500.csv,00,0,0,0,1,0,0,0,0,0,2,1,1,141,0,known_visit_core_500,10,4,8
1,known_visit,PI,ideal,1.0,19,361,4,10,pi_ideal_1_0,known_visit_g19_t10_n500.csv,01,28,8,0,29,0,0,0,0,0,101,57,44,43,0,known_visit_core_500,10,4,8
1,known_visit,PI,ideal,1.0,19,361,4,10,pi_ideal_1_0,known_visit_g19_t10_n500.csv,02,11,1,0,12,0,0,0,0,0,29,24,5,114,0,known_visit_core_500,10,4,8
1,known_visit,PI,ideal,1.0,19,361,4,10,pi_ideal_1_0,known_visit_g19_t10_n500.csv,03,3,1,0,4,0,0,0,0,0,12,8,4,131,0,known_visit_core_500,10,4,8
2,known_visit,PI,ideal,1.0,19,361,4,10,pi_ideal_1_0,known_visit_g19_t10_n500.csv,00,42,6,0,42,1,1,0,0,0,132,85,47,91,0,known_visit_core_500,10,4,8
2,known_visit,PI,ideal,1.0,19,361,4,10,pi_ideal_1_0,known_visit_g19_t10_n500.csv,01,25,3,0,26,0,1,0,0,0,74,52,22,148,0,known_visit_core_500,10,4,8
2,known_visit,PI,ideal,1.0,19,361,4,10,pi_ideal_1_0,known_visit_g19_t10_n500.csv,02,0,0,0,1,0,0,0,0,0,2,1,1,220,0,known_visit_core_500,10,4,8
2,known_visit,PI,ideal,1.0,19,361,4,10,pi_ideal_1_0,known_visit_g19_t10_n500.csv,03,5,1,0,6,0,0,0,0,0,15,12,3,207,0,known_visit_core_500,10,4,8
