trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
29,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,4,29,"(24,27);(10,23);(21,15);(10,30)",12,10,30,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(4,2);01:(10,11);02:(10,12);03:(9,16);04:(10,17);05:(10,18);06:(11,19);07:(10,21);08:(10,27);09:(12,24);10:(4,29);11:(11,26);12:(13,28);13:(10,30)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:1;09:0;10:0;11:0;12:1;13:1,10,completed
30,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,5,18,"(20,18);(14,19);(10,18);(22,27)",,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(8,0);01:(8,3);02:(6,6);03:(6,9);04:(6,12);05:(6,15);06:(5,18);07:(5,20);08:(6,22);09:(6,24);10:(6,26);11:(8,28);12:(8,30);13:(7,32)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,06,completed
31,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,20,16,"(30,8);(16,1);(14,6);(22,15)",02,14,6,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(19,2);01:(4,5);02:(11,7);03:(10,1);04:(20,0);05:(20,3);06:(21,8);07:(20,13);08:(20,16);09:(18,21);10:(9,23);11:(0,20);12:(2,31);13:(17,29)",00:1;01:0;02:1;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,08,completed
32,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,11,33,"(22,23);(1,24);(20,20);(15,10)",09,1,24,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(5,0);01:(6,3);02:(10,5);03:(12,11);04:(18,20);05:(14,14);06:(12,27);07:(14,29);08:(12,30);09:(10,29);10:(14,19);11:(11,26);12:(12,31);13:(11,33)",00:0;01:0;02:0;03:0;04:1;05:0;06:0;07:0;08:0;09:1;10:0;11:0;12:0;13:0,13,completed
33,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,17,11,"(12,11);(6,8);(20,13);(31,6)",02,31,6,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(17,2);01:(3,4);02:(6,7);03:(27,11);04:(16,11);05:(17,11);06:(14,17);07:(8,19);08:(13,13);09:(17,13);10:(9,23);11:(21,31);12:(0,26);13:(2,31)",00:0;01:0;02:1;03:0;04:0;05:1;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,05,completed
34,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,27,6,"(17,17);(25,9);(20,10);(10,2)",03,25,9,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(22,2);01:(27,9);02:(22,7);03:(27,6);04:(20,10);05:(26,11);06:(25,14);07:(26,18);08:(26,20);09:(27,20);10:(26,23);11:(20,27);12:(20,29);13:(22,33)",00:0;01:0;02:0;03:1;04:1;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,03,completed
35,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,29,2,"(28,5);(16,23);(18,17);(18,9)",03,18,9,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(32,16);01:(32,8);02:(28,1);03:(30,3);04:(33,9);05:(30,24);06:(33,17);07:(29,2);08:(32,23);09:(29,29);10:(32,21);11:(23,7);12:(30,18);13:(27,31)",00:0;01:0;02:0;03:1;04:0;05:1;06:0;07:2;08:0;09:0;10:1;11:0;12:0;13:0,07,completed
36,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,17,13,"(12,14);(14,7);(18,10);(23,18)",06,23,18,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(13,10);01:(27,7);02:(28,8);03:(28,10);04:(13,11);05:(12,12);06:(17,13);07:(29,29);08:(26,33);09:(17,17);10:(1,9);11:(3,7);12:(19,22);13:(17,25)",00:0;01:0;02:1;03:0;04:0;05:0;06:2;07:1;08:0;09:0;10:0;11:0;12:0;13:0,06,completed
37,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,15,4,"(33,3);(12,12);(3,18);(15,3)",06,3,18,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(16,0);01:(15,2);02:(17,2);03:(16,3);04:(20,3);05:(21,14);06:(18,3);07:(15,4);08:(21,10);09:(17,30);10:(11,33);11:(9,33);12:(15,32);13:(6,32)",00:0;01:1;02:0;03:0;04:0;05:0;06:2;07:0;08:0;09:0;10:0;11:0;12:0;13:0,07,completed
38,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,31,30,"(11,20);(9,23);(13,4);(32,29)",07,11,20,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(24,18);01:(23,14);02:(28,3);03:(23,20);04:(26,15);05:(30,29);06:(27,13);07:(25,20);08:(27,10);09:(31,30);10:(25,13);11:(30,33);12:(29,22);13:(25,17)",00:0;01:1;02:0;03:0;04:0;05:1;06:0;07:1;08:0;09:0;10:2;11:0;12:0;13:0,09,completed
39,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,14,2,"(13,16);(17,31);(14,3);(30,8)",01,14,3,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(14,2);01:(14,4);02:(13,5);03:(13,8);04:(11,10);05:(11,13);06:(10,16);07:(11,18);08:(12,21);09:(12,22);10:(13,25);11:(14,26);12:(13,29);13:(13,31)",00:0;01:1;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,00,completed
40,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,32,4,"(15,3);(33,2);(32,2);(5,6)",02,5,6,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(31,7);01:(32,4);02:(31,23);03:(33,31);04:(33,4);05:(31,10);06:(30,12);07:(29,9);08:(30,20);09:(31,25);10:(32,31);11:(31,18);12:(31,15);13:(30,26)",00:0;01:0;02:1;03:0;04:2;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,01,completed
41,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,2,11,"(2,7);(15,7);(22,14);(7,33)",02,15,7,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(0,5);01:(27,17);02:(21,15);03:(25,11);04:(22,13);05:(32,13);06:(4,6);07:(9,11);08:(3,6);09:(0,7);10:(5,10);11:(8,14);12:(7,15);13:(2,11)",00:1;01:0;02:1;03:0;04:1;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:1,13,completed
42,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,6,15,"(7,28);(1,31);(15,26);(11,9)",11,7,28,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(3,2);01:(7,9);02:(7,10);03:(6,15);04:(6,16);05:(6,19);06:(7,20);07:(7,21);08:(8,22);09:(8,24);10:(7,26);11:(9,29);12:(8,33);13:(6,29)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:1;12:0;13:0,03,completed
43,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,11,10,"(19,13);(14,10);(27,23);(23,7)",08,27,23,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(21,5);01:(18,10);02:(4,4);03:(20,12);04:(17,13);05:(12,11);06:(11,10);07:(11,13);08:(7,12);09:(10,14);10:(4,25);11:(0,9);12:(1,11);13:(2,12)",00:1;01:0;02:0;03:0;04:1;05:0;06:0;07:0;08:1;09:0;10:0;11:0;12:0;13:0,06,completed
44,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,10,23,"(29,28);(25,11);(33,21);(4,16)",11,29,28,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(22,2);01:(10,5);02:(24,1);03:(15,4);04:(14,17);05:(2,21);06:(4,19);07:(17,16);08:(0,21);09:(10,23);10:(5,32);11:(17,23);12:(8,29);13:(5,30)",00:0;01:0;02:0;03:0;04:0;05:1;06:0;07:1;08:0;09:0;10:0;11:1;12:0;13:0,09,completed
45,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,3,20,"(1,26);(5,25);(14,27);(4,22)",10,1,26,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(0,2);01:(0,5);02:(1,8);03:(2,10);04:(0,12);05:(0,16);06:(0,17);07:(0,20);08:(3,20);09:(1,26);10:(1,28);11:(2,23);12:(3,26);13:(2,29)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:1;10:1;11:0;12:0;13:0,08,completed
46,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,14,15,"(7,24);(13,24);(8,16);(11,15)",09,7,24,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(0,10);01:(11,13);02:(13,12);03:(14,15);04:(11,18);05:(9,21);06:(14,19);07:(13,21);08:(4,21);09:(3,19);10:(12,27);11:(13,25);12:(0,22);13:(0,30)",00:0;01:0;02:0;03:1;04:1;05:0;06:0;07:0;08:0;09:1;10:0;11:0;12:0;13:0,03,completed
47,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,2,0,"(1,3);(12,0);(9,23);(4,27)",01,1,3,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(3,4);01:(2,0);02:(3,2);03:(3,6);04:(4,4);05:(4,8);06:(3,12);07:(3,13);08:(3,15);09:(3,18);10:(3,20);11:(3,23);12:(3,25);13:(0,28)",00:0;01:1;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,01,completed
48,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,20,9,"(19,10);(3,14);(14,13);(7,14)",,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(21,0);01:(21,3);02:(20,6);03:(20,9);04:(18,12);05:(18,15);06:(18,18);07:(19,20);08:(19,22);09:(20,24);10:(19,26);11:(21,28);12:(21,30);13:(19,32)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,03,completed
49,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,14,85.0,82.571429,pi_g34_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,19,25,"(3,27);(33,18);(20,1);(9,20)",07,9,20,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(14,1);01:(16,1);02:(15,2);03:(20,23);04:(19,24);05:(20,20);06:(9,0);07:(19,25);08:(19,15);09:(19,27);10:(19,29);11:(16,25);12:(19,18);13:(17,28)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:1;08:0;09:0;10:0;11:1;12:0;13:0,07,completed
