trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_index,target_x,target_y,first_completion_time_s,first_completion_sim_time_s,first_found_by_robot,first_finder_robot_id,total_visits,duplicate_visits,completed,sensitivity_suite,sensitivity_parameter,sensitivity_value,sensitivity_label,num_targets,num_robots
0,known_visit,ACBBA,gilbert_elliot,0.75,19,361,4,10,acbba_h2_ge_075,known_visit_10target_300.csv,1,9,10,29.30728434598587,29.30728434598587,02,02,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
0,known_visit,ACBBA,gilbert_elliot,0.75,19,361,4,10,acbba_h2_ge_075,known_visit_10target_300.csv,2,8,11,17.898863302412046,17.898863302412046,02,02,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
0,known_visit,ACBBA,gilbert_elliot,0.75,19,361,4,10,acbba_h2_ge_075,known_visit_10target_300.csv,3,2,1,4.013079747809156,4.013079747809156,00,00,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
0,known_visit,ACBBA,gilbert_elliot,0.75,19,361,4,10,acbba_h2_ge_075,known_visit_10target_300.csv,4,1,7,2.1611006071497165,2.1611006071497165,01,01,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
0,known_visit,ACBBA,gilbert_elliot,0.75,19,361,4,10,acbba_h2_ge_075,known_visit_10target_300.csv,5,17,13,40.29894360698974,40.29894360698974,01,01,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
0,known_visit,ACBBA,gilbert_elliot,0.75,19,361,4,10,acbba_h2_ge_075,known_visit_10target_300.csv,6,4,13,7.702894430663531,7.702894430663531,02,02,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
0,known_visit,ACBBA,gilbert_elliot,0.75,19,361,4,10,acbba_h2_ge_075,known_visit_10target_300.csv,7,0,11,10.578727532101412,10.578727532101412,03,03,2,1,True,known_visit_horizon,commitment_horizon,2,h2,10,4
0,known_visit,ACBBA,gilbert_elliot,0.75,19,361,4,10,acbba_h2_ge_075,known_visit_10target_300.csv,8,5,8,10.95620305188499,10.95620305188499,01,01,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
0,known_visit,ACBBA,gilbert_elliot,0.75,19,361,4,10,acbba_h2_ge_075,known_visit_10target_300.csv,9,0,13,0.5319751963437173,0.5319751963437173,02,02,3,2,True,known_visit_horizon,commitment_horizon,2,h2,10,4
0,known_visit,ACBBA,gilbert_elliot,0.75,19,361,4,10,acbba_h2_ge_075,known_visit_10target_300.csv,10,14,9,28.110128850456018,28.110128850456018,01,01,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
