trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level
196,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,53.22570545463276,53.22570545463276,4,4,4,122,31,107,19,3,2,2,273,0,401,633,570,124,277,250,151,0.6859205776173285,40.1,15.1,collision_intent:124;pi_entry:151;state:126,0.3999999999999999,0.09579439252336441,known_visit_core_500,10,4,8,0,0.0,0
197,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,45.63908879877253,45.63908879877253,2,2,2,106,27,104,6,1,2,2,230,0,373,590,529,108,265,218,155,0.6654088050314465,37.3,15.5,collision_intent:108;pi_entry:155;state:110,0.30000000000000004,0.028846153846153744,known_visit_core_500,10,4,8,0,0.0,0
198,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,131.00494176115959,131.00494176115959,13,13,13,249,72,182,71,4,35,18,709,0,692,1149,926,264,428,517,175,0.7217459080280593,69.2,17.5,collision_intent:264;pi_clear_path:5;pi_entry:170;state:253,0.25,0.06593406593406592,known_visit_core_500,10,4,8,0,0.0,0
199,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,46.49050365590683,46.49050365590683,3,3,3,99,27,95,8,3,1,1,250,0,329,487,498,100,229,203,126,0.727007299270073,32.9,12.6,collision_intent:100;pi_clear_path:1;pi_entry:125;state:103,0.3500000000000001,0.10263157894736841,known_visit_core_500,10,4,8,0,0.0,0
200,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,64.89310904931118,64.89310904931118,7,7,7,147,38,129,22,0,4,3,327,0,485,732,722,150,335,301,184,0.7191235059760956,48.5,18.4,collision_intent:150;pi_entry:184;state:151,0.1499999999999999,0.04457364341085279,known_visit_core_500,10,4,8,0,0.0,0
201,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,211.35684444151238,211.35684444151238,14,14,14,256,80,201,59,0,88,4,1248,2,766,1249,1047,264,502,524,242,0.6961436170212766,76.6,24.2,collision_intent:264;pi_clear_path:3;pi_entry:239;state:260,0.1499999999999999,0.1181592039800996,known_visit_core_500,10,4,8,0,0.0,0
202,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,95.48526419406643,95.48526419406643,7,7,7,170,55,140,34,3,3,3,548,0,519,843,713,175,344,349,170,0.6915615906886518,51.9,17.0,collision_intent:175;pi_clear_path:3;pi_entry:167;state:174,0.3500000000000001,0.09285714285714275,known_visit_core_500,10,4,8,0,0.0,0
203,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,64.67237027830207,64.67237027830207,6,6,6,129,38,102,31,3,4,3,351,0,409,658,569,134,275,267,142,0.6896969696969697,40.9,14.2,collision_intent:134;pi_clear_path:2;pi_entry:140;state:133,0.30000000000000004,0.16176470588235303,known_visit_core_500,10,4,8,0,0.0,0
204,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,73.4271648434996,73.4271648434996,8,8,8,157,43,124,37,0,4,2,392,0,490,773,695,160,330,321,169,0.7034412955465587,49.0,16.9,collision_intent:160;pi_clear_path:1;pi_entry:168;state:161,0.3999999999999999,0.06854838709677424,known_visit_core_500,10,4,8,0,0.0,0
205,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,44.65867843420573,44.65867843420573,1,1,1,99,26,99,4,2,12,7,226,0,362,555,531,106,256,209,153,0.69140625,36.2,15.3,collision_intent:106;pi_entry:153;state:103,0.25,0.06313131313131315,known_visit_core_500,10,4,8,0,0.0,0
206,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,76.07040300624944,76.07040300624944,12,12,12,154,43,105,53,1,8,6,404,0,488,764,700,159,329,317,171,0.7092198581560284,48.8,17.1,collision_intent:159;pi_clear_path:4;pi_entry:167;state:158,0.3500000000000001,0.13571428571428568,known_visit_core_500,10,4,8,0,0.0,0
207,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,83.47908866361986,83.47908866361986,12,12,12,180,47,135,49,4,10,10,446,0,539,868,748,187,352,371,168,0.7090047393364929,53.9,16.8,collision_intent:187;pi_clear_path:2;pi_entry:166;state:184,0.10000000000000009,0.11296296296296293,known_visit_core_500,10,4,8,0,0.0,0
208,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,58.68746390276582,58.68746390276582,10,10,10,99,34,78,25,5,5,2,338,0,341,535,487,105,236,208,133,0.6888260254596889,34.1,13.3,collision_intent:105;pi_clear_path:4;pi_entry:129;state:103,0.55,0.25,known_visit_core_500,10,4,8,0,0.0,0
209,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,72.8295708573307,72.8295708573307,10,10,10,126,43,88,42,3,5,5,427,0,432,683,611,132,300,262,170,0.6804008908685969,43.2,17.0,collision_intent:132;pi_clear_path:2;pi_entry:168;state:130,0.10000000000000009,0.13068181818181812,known_visit_core_500,10,4,8,0,0.0,0
210,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,47.08677188706849,47.08677188706849,4,4,4,103,27,97,10,1,5,4,247,0,323,516,452,108,215,215,108,0.7018633540372671,32.3,10.8,collision_intent:108;pi_clear_path:1;pi_entry:107;state:107,0.25,0.018041237113401998,known_visit_core_500,10,4,8,0,0.0,0
211,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,86.54074136954137,86.54074136954137,8,8,8,133,51,97,40,2,2,1,511,0,429,684,603,139,290,276,153,0.6931034482758621,42.9,15.3,collision_intent:139;pi_clear_path:4;pi_entry:149;state:137,0.30000000000000004,0.29639175257731964,known_visit_core_500,10,4,8,0,0.0,0
212,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,80.75392705981322,80.75392705981322,11,11,11,167,46,122,49,0,3,2,434,0,482,787,659,173,309,344,138,0.7108953613807982,48.2,13.8,collision_intent:173;pi_clear_path:3;pi_entry:135;state:171,0.3999999999999999,0.12295081967213117,known_visit_core_500,10,4,8,0,0.0,0
213,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,82.23870833415597,82.23870833415597,10,10,10,152,47,121,35,1,3,2,460,0,458,730,644,158,300,314,144,0.7155555555555555,45.8,14.4,collision_intent:158;pi_clear_path:4;pi_entry:140;state:156,0.55,0.19214876033057848,known_visit_core_500,10,4,8,0,0.0,0
214,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,44.527291894013494,44.527291894013494,2,2,2,104,26,93,15,3,0,0,228,0,347,532,508,104,243,212,135,0.6978021978021978,34.7,13.5,collision_intent:104;pi_entry:135;state:108,0.3500000000000001,0.08870967741935476,known_visit_core_500,10,4,8,0,0.0,0
215,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,84.72280259099453,84.72280259099453,6,6,6,144,49,104,44,2,6,6,496,0,466,714,683,149,317,297,169,0.7189473684210527,46.6,16.9,collision_intent:149;pi_clear_path:3;pi_entry:166;state:148,0.30000000000000004,0.3221153846153846,known_visit_core_500,10,4,8,0,0.0,0
216,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,101.44329936288506,101.44329936288506,16,16,16,183,53,148,39,1,18,5,564,0,549,881,765,190,359,377,172,0.7109665427509294,54.9,17.2,collision_intent:190;pi_clear_path:3;pi_entry:169;state:187,0.3500000000000001,0.11486486486486491,known_visit_core_500,10,4,8,0,0.0,0
217,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,83.35607611366869,83.35607611366869,10,10,10,163,47,128,39,2,8,7,459,0,525,806,768,171,354,338,187,0.7238454288407163,52.5,18.7,collision_intent:171;pi_clear_path:3;pi_entry:184;state:167,0.3999999999999999,0.07421875,known_visit_core_500,10,4,8,0,0.0,0
218,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,72.3774015933064,72.3774015933064,10,10,10,155,42,114,45,0,6,3,375,0,514,776,766,161,353,320,194,0.7233238904627006,51.4,19.4,collision_intent:161;pi_clear_path:2;pi_entry:192;state:159,0.6000000000000001,0.1885964912280702,known_visit_core_500,10,4,8,0,0.0,0
219,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,89.46521016324036,89.46521016324036,9,9,9,129,52,104,29,0,1,1,553,0,407,655,565,136,271,269,138,0.6958128078817734,40.7,13.8,collision_intent:136;pi_clear_path:6;pi_entry:132;state:133,0.6499999999999999,0.3076923076923077,known_visit_core_500,10,4,8,0,0.0,0
220,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,82.14886354674651,82.14886354674651,12,12,12,139,48,103,40,3,3,1,482,0,430,684,604,145,285,288,142,0.7080890973036342,43.0,14.2,collision_intent:145;pi_clear_path:5;pi_entry:137;state:143,0.30000000000000004,0.133495145631068,known_visit_core_500,10,4,8,0,0.0,0
221,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,104.23340871586109,104.23340871586109,6,6,6,147,51,120,31,1,56,7,588,0,499,770,727,154,345,305,194,0.702415458937198,49.9,19.4,collision_intent:154;pi_clear_path:4;pi_entry:190;state:151,0.3500000000000001,0.12083333333333335,known_visit_core_500,10,4,8,0,0.0,0
222,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,57.34463303646085,57.34463303646085,7,7,7,127,33,103,28,3,13,11,300,0,434,673,629,134,300,265,169,0.6988888888888889,43.4,16.9,collision_intent:134;pi_entry:169;state:131,0.1499999999999999,0.11893203883495151,known_visit_core_500,10,4,8,0,0.0,0
223,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,76.44086492026665,76.44086492026665,10,10,10,148,44,114,38,2,2,2,425,0,459,734,643,155,304,307,152,0.7050438596491229,45.9,15.2,collision_intent:155;pi_clear_path:5;pi_entry:147;state:152,0.5,0.16666666666666674,known_visit_core_500,10,4,8,0,0.0,0
224,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,97.98969802489894,97.98969802489894,9,9,9,162,56,124,42,3,42,9,547,0,550,848,801,173,377,339,211,0.7088495575221239,55.0,21.1,collision_intent:173;pi_clear_path:4;pi_entry:207;state:166,0.3999999999999999,0.1411290322580645,known_visit_core_500,10,4,8,0,0.0,0
225,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,44.138193120616194,44.138193120616194,2,2,2,102,26,98,8,1,1,1,225,0,343,521,506,104,239,210,133,0.7076923076923077,34.3,13.3,collision_intent:104;pi_clear_path:1;pi_entry:132;state:106,0.25,0.030612244897959107,known_visit_core_500,10,4,8,0,0.0,0
226,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,91.7966515935285,91.7966515935285,15,15,15,191,51,127,68,4,14,5,474,0,559,916,760,197,362,392,167,0.7004608294930875,55.9,16.7,collision_intent:197;pi_clear_path:2;pi_entry:165;state:195,0.25,0.13188976377952755,known_visit_core_500,10,4,8,0,0.0,0
227,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,50.299575522147336,50.299575522147336,3,3,3,106,30,98,12,0,9,1,267,0,347,540,498,108,239,218,129,0.6974789915966386,34.7,12.9,collision_intent:108;pi_clear_path:1;pi_entry:128;state:110,0.55,0.12755102040816335,known_visit_core_500,10,4,8,0,0.0,0
228,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,74.52825289768032,74.52825289768032,7,7,7,164,43,131,37,1,1,1,388,0,477,770,659,165,312,333,144,0.7055674518201285,47.7,14.4,collision_intent:165;pi_clear_path:2;pi_entry:142;state:168,0.25,0.09732824427480913,known_visit_core_500,10,4,8,0,0.0,0
229,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,84.31043818202697,84.31043818202697,6,6,6,157,48,132,29,3,26,7,465,0,469,767,640,166,303,327,142,0.7040704070407041,46.9,14.2,collision_intent:166;pi_clear_path:2;pi_entry:140;state:161,0.3999999999999999,0.037878787878787845,known_visit_core_500,10,4,8,0,0.0,0
230,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,60.5027771643974,60.5027771643974,4,4,4,132,35,126,10,2,2,2,317,0,403,664,545,135,268,271,132,0.677860696517413,40.3,13.2,collision_intent:135;pi_clear_path:1;pi_entry:131;state:136,0.3999999999999999,0.07539682539682535,known_visit_core_500,10,4,8,0,0.0,0
231,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,83.4285656400329,83.4285656400329,7,7,7,155,48,112,47,2,27,7,446,0,477,772,656,160,317,319,158,0.6919831223628692,47.7,15.8,collision_intent:160;pi_clear_path:3;pi_entry:155;state:159,0.44999999999999996,0.2455357142857142,known_visit_core_500,10,4,8,0,0.0,0
232,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,85.35372726355241,85.35372726355241,11,11,11,181,49,143,42,3,6,3,447,0,533,839,760,185,348,370,163,0.7279693486590039,53.3,16.3,collision_intent:185;pi_clear_path:2;pi_entry:161;state:185,0.3999999999999999,0.0472027972027973,known_visit_core_500,10,4,8,0,0.0,0
233,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,56.515824846889906,56.515824846889906,7,7,7,119,33,101,22,0,0,0,301,0,377,587,542,121,256,244,133,0.7075718015665796,37.7,13.3,collision_intent:121;pi_clear_path:2;pi_entry:131;state:123,0.3999999999999999,0.13118811881188108,known_visit_core_500,10,4,8,0,0.0,0
234,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,76.58102937617558,76.58102937617558,12,12,12,173,44,128,49,4,7,6,398,0,509,824,703,179,330,356,153,0.7101010101010101,50.9,15.3,collision_intent:179;pi_entry:153;state:177,0.3999999999999999,0.05859375,known_visit_core_500,10,4,8,0,0.0,0
235,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,40.627392049225506,40.627392049225506,2,2,2,93,24,93,4,1,4,3,208,0,345,502,533,96,249,193,152,0.713520749665328,34.5,15.2,collision_intent:96;pi_entry:152;state:97,0.30000000000000004,0.029569892473118253,known_visit_core_500,10,4,8,0,0.0,0
236,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,70.58591426424101,70.58591426424101,6,6,6,135,40,120,19,2,11,11,395,0,402,662,542,140,262,279,123,0.6913265306122449,40.2,12.3,collision_intent:140;pi_clear_path:2;pi_entry:121;state:139,0.25,0.1499999999999999,known_visit_core_500,10,4,8,0,0.0,0
237,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,70.73584091464087,70.73584091464087,10,10,10,143,42,107,40,3,16,4,375,0,419,680,576,149,270,296,123,0.7119901112484549,41.9,12.3,collision_intent:149;pi_clear_path:2;pi_entry:121;state:147,0.30000000000000004,0.18925233644859807,known_visit_core_500,10,4,8,0,0.0,0
238,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,57.87806582082987,57.87806582082987,8,8,8,125,33,102,27,0,2,1,311,0,400,655,545,129,271,258,142,0.6703567035670357,40.0,14.2,collision_intent:129;pi_clear_path:2;pi_entry:140;state:129,0.44999999999999996,0.10784313725490202,known_visit_core_500,10,4,8,0,0.0,0
239,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,87.89513448488594,87.89513448488594,13,13,13,176,50,121,59,1,7,5,479,0,511,841,690,183,328,363,148,0.7026476578411406,51.1,14.8,collision_intent:183;pi_clear_path:3;pi_entry:145;state:180,0.30000000000000004,0.08884297520661155,known_visit_core_500,10,4,8,0,0.0,0
240,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,83.32280505701833,83.32280505701833,9,9,9,163,49,132,35,1,6,4,456,0,483,795,653,172,311,339,144,0.7006437768240343,48.3,14.4,collision_intent:172;pi_clear_path:2;pi_entry:142;state:167,0.3999999999999999,0.14393939393939403,known_visit_core_500,10,4,8,0,0.0,0
241,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,78.03920900669868,78.03920900669868,7,7,7,162,45,128,38,2,11,11,418,0,486,764,694,167,319,333,153,0.7251828631138976,48.6,15.3,collision_intent:167;pi_clear_path:2;pi_entry:151;state:166,0.3999999999999999,0.05859375,known_visit_core_500,10,4,8,0,0.0,0
242,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,80.50766437648892,80.50766437648892,8,8,8,170,46,130,44,1,2,2,428,0,512,858,677,175,337,349,163,0.6702970297029703,51.2,16.3,collision_intent:175;pi_clear_path:2;pi_entry:161;state:174,0.30000000000000004,0.13461538461538458,known_visit_core_500,10,4,8,0,0.0,0
243,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,61.5463690172964,61.5463690172964,2,2,2,138,36,131,11,1,9,9,319,0,415,675,569,143,272,285,130,0.698159509202454,41.5,13.0,collision_intent:143;pi_clear_path:1;pi_entry:129;state:142,0.3999999999999999,0.055343511450381744,known_visit_core_500,10,4,8,0,0.0,0
244,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,74.83796922204859,74.83796922204859,14,14,14,168,43,125,47,2,1,1,382,0,508,815,708,170,338,342,166,0.6989141164856861,50.8,16.6,collision_intent:170;pi_clear_path:2;pi_entry:164;state:172,0.25,0.09800000000000009,known_visit_core_500,10,4,8,0,0.0,0
245,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,86.65213656881879,86.65213656881879,11,11,11,188,50,149,43,2,2,2,453,0,518,870,683,192,326,384,134,0.6990788126919141,51.8,13.4,collision_intent:192;pi_clear_path:4;pi_entry:130;state:192,0.10000000000000009,0.038590604026845554,known_visit_core_500,10,4,8,0,0.0,0
246,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,55.15252478748398,55.15252478748398,8,8,8,117,32,90,31,0,10,4,288,0,381,593,549,122,259,243,138,0.7074742268041238,38.1,13.8,collision_intent:122;pi_clear_path:1;pi_entry:137;state:121,0.5,0.12222222222222223,known_visit_core_500,10,4,8,0,0.0,0
247,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,98.6246006694085,98.6246006694085,11,11,11,198,57,143,59,2,6,6,537,0,563,965,724,204,359,406,157,0.6722376973073352,56.3,15.7,collision_intent:204;pi_clear_path:3;pi_entry:154;state:202,0.25,0.04020979020979021,known_visit_core_500,10,4,8,0,0.0,0
248,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,72.40177635465814,72.40177635465814,4,4,4,138,41,111,31,4,4,2,395,0,419,674,581,143,276,285,134,0.7033898305084746,41.9,13.4,collision_intent:143;pi_clear_path:2;pi_entry:132;state:142,0.30000000000000004,0.13738738738738743,known_visit_core_500,10,4,8,0,0.0,0
249,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,65.95079913867319,65.95079913867319,8,8,8,132,38,101,35,5,7,6,362,0,433,657,641,136,297,272,161,0.7202247191011236,43.3,16.1,collision_intent:136;pi_clear_path:3;pi_entry:158;state:136,0.25,0.1608910891089108,known_visit_core_500,10,4,8,0,0.0,0
250,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,51.70828141776148,51.70828141776148,2,2,2,119,30,115,8,0,2,2,264,0,364,593,498,121,243,244,120,0.6840659340659341,36.4,12.0,collision_intent:121;pi_entry:120;state:123,0.10000000000000009,0.04130434782608705,known_visit_core_500,10,4,8,0,0.0,0
251,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,75.43123580834022,75.43123580834022,7,7,7,160,44,133,31,0,6,4,400,0,438,759,555,166,272,330,108,0.6801470588235294,43.8,10.8,collision_intent:166;pi_clear_path:3;pi_entry:105;state:164,0.3500000000000001,0.10338345864661647,known_visit_core_500,10,4,8,0,0.0,0
252,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,47.675646608410666,47.675646608410666,6,6,6,108,28,92,20,1,2,2,246,0,341,523,500,110,231,222,119,0.7215007215007215,34.1,11.9,collision_intent:110;pi_clear_path:1;pi_entry:118;state:112,0.30000000000000004,0.07065217391304346,known_visit_core_500,10,4,8,0,0.0,0
253,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,73.82103679118103,73.82103679118103,9,9,9,138,43,104,38,2,4,2,418,0,430,699,589,141,289,283,147,0.6809248554913295,43.0,14.7,collision_intent:141;pi_clear_path:1;pi_entry:146;state:142,0.10000000000000009,0.21153846153846145,known_visit_core_500,10,4,8,0,0.0,0
254,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,69.40442168827848,69.40442168827848,6,6,6,129,40,104,29,1,3,1,385,0,412,624,609,132,280,265,147,0.7275985663082437,41.2,14.7,collision_intent:132;pi_clear_path:2;pi_entry:145;state:133,0.44999999999999996,0.2596153846153846,known_visit_core_500,10,4,8,0,0.0,0
255,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,72.57025711653262,72.57025711653262,4,4,4,155,42,130,29,7,5,3,377,0,490,780,688,160,330,319,171,0.6963562753036437,49.0,17.1,collision_intent:160;pi_clear_path:3;pi_entry:168;state:159,0.30000000000000004,0.1499999999999999,known_visit_core_500,10,4,8,0,0.0,0
256,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,50.95287468843167,50.95287468843167,4,4,4,112,30,99,17,2,1,1,271,0,356,569,497,114,242,230,126,0.68646408839779,35.6,12.6,collision_intent:114;pi_clear_path:2;pi_entry:124;state:116,0.1499999999999999,0.06818181818181812,known_visit_core_500,10,4,8,0,0.0,0
257,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,84.54533152914634,84.54533152914634,10,10,10,167,48,136,35,0,1,1,460,0,512,790,745,171,341,342,170,0.7289628180039139,51.2,17.0,collision_intent:171;pi_clear_path:3;pi_entry:167;state:171,0.1499999999999999,0.07352941176470584,known_visit_core_500,10,4,8,0,0.0,0
258,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,65.71595298803105,65.71595298803105,9,9,9,151,38,125,30,3,3,1,330,0,470,754,655,152,318,307,163,0.6873032528856243,47.0,16.3,collision_intent:152;pi_entry:163;state:155,0.30000000000000004,0.08600000000000008,known_visit_core_500,10,4,8,0,0.0,0
259,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,83.5135297273816,83.5135297273816,12,12,12,170,46,127,47,2,19,9,444,0,514,801,740,178,336,352,162,0.7348560079443893,51.4,16.2,collision_intent:178;pi_clear_path:2;pi_entry:160;state:174,0.3500000000000001,0.057086614173228245,known_visit_core_500,10,4,8,0,0.0,0
260,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,68.18965622757692,68.18965622757692,6,6,6,146,39,128,22,4,5,5,360,0,428,716,564,153,275,303,125,0.6852976913730255,42.8,12.5,collision_intent:153;pi_clear_path:3;pi_entry:122;state:150,0.3999999999999999,0.08984375,known_visit_core_500,10,4,8,0,0.0,0
261,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,51.76804917803694,51.76804917803694,7,7,7,118,30,99,23,2,4,3,265,0,390,617,551,120,270,242,148,0.681930693069307,39.0,14.8,collision_intent:120;pi_entry:148;state:122,0.3999999999999999,0.08838383838383845,known_visit_core_500,10,4,8,0,0.0,0
