trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,benchmark_suite,num_targets,num_robots,commitment_horizon,blocked_task_quarantines,blocked_task_quarantine_time_s,maximum_quarantine_level
246,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,28,0,4,17,12,0,9,3,0,104,60,44,150,127,known_visit_core_500,10,4,8,0,0.0,0
247,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,57,4,4,35,23,0,0,0,0,166,115,51,237,160,known_visit_core_500,10,4,8,0,0.0,0
247,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,57,1,3,37,21,1,3,3,0,145,115,30,227,191,known_visit_core_500,10,4,8,0,0.0,0
247,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,33,3,1,32,2,0,1,1,0,108,69,39,265,190,known_visit_core_500,10,4,8,0,0.0,0
247,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,51,2,3,39,13,1,2,2,0,144,107,37,236,183,known_visit_core_500,10,4,8,0,0.0,0
248,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,41,2,3,27,15,1,0,0,0,118,84,34,166,135,known_visit_core_500,10,4,8,0,0.0,0
248,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,17,2,0,17,1,1,0,0,0,59,36,23,195,164,known_visit_core_500,10,4,8,0,0.0,0
248,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,39,1,0,31,9,2,4,2,0,119,81,38,158,142,known_visit_core_500,10,4,8,0,0.0,0
248,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,41,5,1,36,6,0,0,0,0,123,84,39,155,140,known_visit_core_500,10,4,8,0,0.0,0
249,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,38,4,2,34,5,1,2,1,0,150,78,72,153,130,known_visit_core_500,10,4,8,0,0.0,0
249,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,20,3,2,18,3,1,0,0,0,71,43,28,183,179,known_visit_core_500,10,4,8,0,0.0,0
249,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,36,1,3,17,20,2,0,0,0,102,74,28,163,167,known_visit_core_500,10,4,8,0,0.0,0
249,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,38,2,1,32,7,1,5,5,0,110,77,33,158,165,known_visit_core_500,10,4,8,0,0.0,0
250,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,29,3,0,30,0,0,1,1,0,97,60,37,145,122,known_visit_core_500,10,4,8,0,0.0,0
250,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,30,2,1,25,6,0,1,1,0,90,62,28,148,125,known_visit_core_500,10,4,8,0,0.0,0
250,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,30,3,0,31,0,0,0,0,0,85,61,24,147,132,known_visit_core_500,10,4,8,0,0.0,0
250,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,30,2,1,29,2,0,0,0,0,92,61,31,153,119,known_visit_core_500,10,4,8,0,0.0,0
251,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,38,4,2,33,6,0,0,0,0,104,78,26,204,130,known_visit_core_500,10,4,8,0,0.0,0
251,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,44,4,1,42,3,0,0,0,0,123,89,34,183,132,known_visit_core_500,10,4,8,0,0.0,0
251,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,36,0,3,24,13,0,4,2,0,98,75,23,184,156,known_visit_core_500,10,4,8,0,0.0,0
251,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,42,2,1,34,9,0,2,2,0,113,88,25,188,137,known_visit_core_500,10,4,8,0,0.0,0
252,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,27,3,1,24,4,0,0,0,0,91,55,36,134,116,known_visit_core_500,10,4,8,0,0.0,0
252,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,27,3,2,22,6,0,1,1,0,88,56,32,124,129,known_visit_core_500,10,4,8,0,0.0,0
252,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,26,0,2,19,8,0,0,0,0,81,54,27,134,126,known_visit_core_500,10,4,8,0,0.0,0
252,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,28,4,1,27,2,1,1,1,0,81,57,24,131,129,known_visit_core_500,10,4,8,0,0.0,0
253,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,43,3,2,28,16,1,0,0,0,124,87,37,169,136,known_visit_core_500,10,4,8,0,0.0,0
253,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,42,2,5,29,14,0,3,1,0,133,86,47,162,135,known_visit_core_500,10,4,8,0,0.0,0
253,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,42,2,2,38,5,1,1,1,0,123,86,37,159,148,known_visit_core_500,10,4,8,0,0.0,0
253,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,11,3,0,9,3,0,0,0,0,50,24,26,209,170,known_visit_core_500,10,4,8,0,0.0,0
254,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,40,6,0,41,0,0,0,0,0,110,81,29,141,161,known_visit_core_500,10,4,8,0,0.0,0
254,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,22,2,2,9,14,0,3,1,0,83,47,36,168,160,known_visit_core_500,10,4,8,0,0.0,0
254,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,40,2,2,33,8,0,0,0,0,127,81,46,145,139,known_visit_core_500,10,4,8,0,0.0,0
254,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,27,0,2,21,7,1,0,0,0,92,56,36,170,149,known_visit_core_500,10,4,8,0,0.0,0
255,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,42,5,0,43,0,1,1,1,0,150,85,65,186,154,known_visit_core_500,10,4,8,0,0.0,0
255,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,41,1,1,37,5,2,1,1,0,114,85,29,189,186,known_visit_core_500,10,4,8,0,0.0,0
255,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,33,2,2,19,15,2,0,0,0,99,69,30,195,196,known_visit_core_500,10,4,8,0,0.0,0
255,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,39,2,1,31,9,2,3,1,0,127,80,47,210,152,known_visit_core_500,10,4,8,0,0.0,0
256,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,29,2,1,24,6,1,1,1,0,100,60,40,140,116,known_visit_core_500,10,4,8,0,0.0,0
256,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,30,2,1,30,1,0,0,0,0,96,61,35,133,126,known_visit_core_500,10,4,8,0,0.0,0
256,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,23,4,0,24,0,1,0,0,0,68,48,20,148,139,known_visit_core_500,10,4,8,0,0.0,0
256,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,30,2,2,21,10,0,0,0,0,92,61,31,148,116,known_visit_core_500,10,4,8,0,0.0,0
257,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,48,2,4,38,11,0,0,0,0,154,97,57,183,174,known_visit_core_500,10,4,8,0,0.0,0
257,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,36,4,0,37,0,0,0,0,0,103,75,28,214,195,known_visit_core_500,10,4,8,0,0.0,0
257,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,48,2,3,36,13,0,1,1,0,143,98,45,191,178,known_visit_core_500,10,4,8,0,0.0,0
257,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,35,2,3,25,11,0,0,0,0,112,72,40,202,198,known_visit_core_500,10,4,8,0,0.0,0
258,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,37,5,1,37,1,0,3,1,0,137,76,61,169,164,known_visit_core_500,10,4,8,0,0.0,0
258,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,38,2,3,30,9,2,0,0,0,106,77,29,202,162,known_visit_core_500,10,4,8,0,0.0,0
258,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,38,1,4,24,15,1,0,0,0,123,77,46,188,158,known_visit_core_500,10,4,8,0,0.0,0
258,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,38,2,1,34,5,0,0,0,0,104,77,27,195,171,known_visit_core_500,10,4,8,0,0.0,0
259,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,46,4,4,35,12,0,3,1,0,143,94,49,194,177,known_visit_core_500,10,4,8,0,0.0,0
259,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,37,2,2,26,12,0,4,2,0,111,78,33,216,187,known_visit_core_500,10,4,8,0,0.0,0
259,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,45,0,3,32,14,1,12,6,0,145,94,51,194,175,known_visit_core_500,10,4,8,0,0.0,0
259,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,42,4,3,34,9,1,0,0,0,115,86,29,197,201,known_visit_core_500,10,4,8,0,0.0,0
260,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,38,5,0,37,2,0,2,2,0,108,79,29,183,137,known_visit_core_500,10,4,8,0,0.0,0
260,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,34,3,2,30,5,0,0,0,0,116,71,45,177,134,known_visit_core_500,10,4,8,0,0.0,0
260,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,35,0,3,24,12,2,3,3,0,90,73,17,187,149,known_visit_core_500,10,4,8,0,0.0,0
260,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,39,2,1,37,3,2,0,0,0,114,80,34,169,144,known_visit_core_500,10,4,8,0,0.0,0
261,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,29,5,0,30,0,0,0,0,0,105,59,46,158,127,known_visit_core_500,10,4,8,0,0.0,0
261,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,30,3,2,24,7,1,0,0,0,81,61,20,173,136,known_visit_core_500,10,4,8,0,0.0,0
261,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,29,0,3,19,11,1,4,3,0,114,61,53,145,130,known_visit_core_500,10,4,8,0,0.0,0
261,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,30,2,2,26,5,0,0,0,0,90,61,29,141,158,known_visit_core_500,10,4,8,0,0.0,0
262,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,33,3,0,34,0,0,0,0,0,113,68,45,190,161,known_visit_core_500,10,4,8,0,0.0,0
262,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,33,1,4,19,15,0,1,1,0,112,67,45,160,191,known_visit_core_500,10,4,8,0,0.0,0
262,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,32,3,1,31,2,0,5,1,0,127,67,60,164,172,known_visit_core_500,10,4,8,0,0.0,0
262,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,33,3,3,29,5,1,1,1,0,112,68,44,164,187,known_visit_core_500,10,4,8,0,0.0,0
263,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,36,2,3,22,15,0,1,1,0,139,73,66,199,167,known_visit_core_500,10,4,8,0,0.0,0
263,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,37,4,1,35,3,0,1,1,0,139,76,63,180,186,known_visit_core_500,10,4,8,0,0.0,0
263,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,36,2,2,30,7,1,0,0,0,116,73,43,191,197,known_visit_core_500,10,4,8,0,0.0,0
263,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,35,2,2,28,8,1,0,0,0,111,72,39,179,215,known_visit_core_500,10,4,8,0,0.0,0
264,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,24,1,3,22,3,0,0,0,0,85,49,36,115,99,known_visit_core_500,10,4,8,0,0.0,0
264,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,22,5,0,23,0,1,0,0,0,78,46,32,114,107,known_visit_core_500,10,4,8,0,0.0,0
264,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,15,1,1,11,5,0,3,2,0,57,35,22,117,124,known_visit_core_500,10,4,8,0,0.0,0
264,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,23,3,0,22,2,1,0,0,0,79,47,32,119,101,known_visit_core_500,10,4,8,0,0.0,0
265,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,24,5,0,25,0,0,0,0,0,102,49,53,125,106,known_visit_core_500,10,4,8,0,0.0,0
265,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,25,2,0,26,0,1,0,0,0,87,51,36,124,123,known_visit_core_500,10,4,8,0,0.0,0
265,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,24,1,0,23,2,1,2,2,0,70,51,19,129,134,known_visit_core_500,10,4,8,0,0.0,0
265,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,24,2,0,25,0,2,5,5,0,75,50,25,132,126,known_visit_core_500,10,4,8,0,0.0,0
266,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,43,4,3,31,13,0,0,0,0,132,87,45,180,147,known_visit_core_500,10,4,8,0,0.0,0
266,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,43,2,3,27,17,0,2,2,0,129,87,42,191,139,known_visit_core_500,10,4,8,0,0.0,0
266,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,36,3,1,36,1,0,0,0,0,93,74,19,218,148,known_visit_core_500,10,4,8,0,0.0,0
266,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,40,1,3,29,12,0,0,0,0,105,83,22,188,166,known_visit_core_500,10,4,8,0,0.0,0
267,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,43,6,1,43,1,0,0,0,0,129,88,41,213,180,known_visit_core_500,10,4,8,0,0.0,0
267,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,43,3,3,32,12,0,0,0,0,116,88,28,213,194,known_visit_core_500,10,4,8,0,0.0,0
267,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,38,0,6,23,16,0,1,1,0,111,81,30,232,180,known_visit_core_500,10,4,8,0,0.0,0
267,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,53,1,4,32,22,1,1,1,0,167,107,60,202,154,known_visit_core_500,10,4,8,0,0.0,0
268,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,32,3,2,29,4,0,0,0,0,97,65,32,145,133,known_visit_core_500,10,4,8,0,0.0,0
268,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,33,5,0,34,0,0,0,0,0,102,67,35,160,113,known_visit_core_500,10,4,8,0,0.0,0
268,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,32,0,2,22,11,0,0,0,0,81,66,15,155,139,known_visit_core_500,10,4,8,0,0.0,0
268,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,32,2,0,31,2,0,1,1,0,95,65,30,158,122,known_visit_core_500,10,4,8,0,0.0,0
269,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,61,2,5,44,18,1,106,2,0,367,124,243,232,179,known_visit_core_500,10,4,8,0,0.0,0
269,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,66,2,6,39,28,1,3,3,0,164,135,29,276,338,known_visit_core_500,10,4,8,0,0.0,0
269,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,42,2,2,31,12,1,6,4,1,131,89,42,295,352,known_visit_core_500,10,4,8,0,0.0,0
269,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,38,4,1,34,5,1,0,0,1,116,79,37,324,337,known_visit_core_500,10,4,8,0,0.0,0
270,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,31,2,1,28,4,0,0,0,0,103,63,40,128,126,known_visit_core_500,10,4,8,0,0.0,0
270,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,30,4,0,30,1,0,0,0,0,96,62,34,139,122,known_visit_core_500,10,4,8,0,0.0,0
270,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,18,4,0,19,0,1,0,0,0,70,38,32,153,134,known_visit_core_500,10,4,8,0,0.0,0
270,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,30,0,4,19,12,1,0,0,0,88,61,27,130,139,known_visit_core_500,10,4,8,0,0.0,0
271,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,31,6,0,32,0,0,2,1,0,121,65,56,149,107,known_visit_core_500,10,4,8,0,0.0,0
271,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,29,1,2,21,9,0,3,2,0,84,61,23,148,145,known_visit_core_500,10,4,8,0,0.0,0
271,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,29,2,1,24,6,1,0,0,0,82,61,21,159,135,known_visit_core_500,10,4,8,0,0.0,0
271,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,32,1,2,26,7,1,0,0,0,90,65,25,143,144,known_visit_core_500,10,4,8,0,0.0,0
272,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,33,1,4,20,14,0,0,0,0,125,67,58,150,124,known_visit_core_500,10,4,8,0,0.0,0
272,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,34,6,0,35,0,1,0,0,0,98,69,29,165,137,known_visit_core_500,10,4,8,0,0.0,0
272,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,31,2,2,27,5,0,3,1,0,96,64,32,153,150,known_visit_core_500,10,4,8,0,0.0,0
272,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,29,1,3,17,13,1,0,0,0,81,61,20,166,153,known_visit_core_500,10,4,8,0,0.0,0
273,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,31,0,3,21,11,0,5,2,0,117,66,51,139,131,known_visit_core_500,10,4,8,0,0.0,0
273,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,25,3,1,21,5,1,0,0,0,85,53,32,166,135,known_visit_core_500,10,4,8,0,0.0,0
273,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,33,3,1,33,1,1,3,1,0,99,69,30,145,143,known_visit_core_500,10,4,8,0,0.0,0
273,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,29,4,0,29,1,0,0,0,0,86,60,26,168,133,known_visit_core_500,10,4,8,0,0.0,0
274,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,28,3,2,23,6,0,0,0,0,112,57,55,147,139,known_visit_core_500,10,4,8,0,0.0,0
274,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,28,4,2,26,3,1,1,1,0,103,58,45,141,154,known_visit_core_500,10,4,8,0,0.0,0
274,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,27,0,4,19,9,0,4,4,0,94,58,36,152,152,known_visit_core_500,10,4,8,0,0.0,0
274,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,28,3,0,29,0,3,0,0,0,89,58,31,153,156,known_visit_core_500,10,4,8,0,0.0,0
275,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,54,2,4,41,14,0,1,1,0,147,110,37,237,175,known_visit_core_500,10,4,8,0,0.0,0
275,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,53,4,2,43,11,0,6,6,0,141,110,31,229,188,known_visit_core_500,10,4,8,0,0.0,0
275,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,35,1,2,21,15,1,6,6,0,110,76,34,249,200,known_visit_core_500,10,4,8,0,0.0,0
275,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,52,3,5,37,16,2,3,2,0,161,107,54,225,173,known_visit_core_500,10,4,8,0,0.0,0
276,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,54,2,7,33,22,0,3,2,0,171,112,59,145,129,known_visit_core_500,10,4,8,0,0.0,0
276,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,34,5,1,31,4,0,0,0,0,93,70,23,167,185,known_visit_core_500,10,4,8,0,0.0,0
276,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,22,2,2,15,8,1,2,2,0,83,49,34,198,164,known_visit_core_500,10,4,8,0,0.0,0
