experiment,algorithm,task_load,outcome,unit_of_analysis,terminal_jobs,completed_jobs,failed_jobs,timeout_jobs,completion_rate,n,mean,median,std,p95,minimum,maximum
experiment2,DMCHBA,10,cumulative_team_allocator_time_ms,scenario_trial,100,100,0,0,1.0,100,25.154035,24.12995,9.435272381837724,39.601425,8.7114,56.9471
experiment2,DMCHBA,10,maximum_cumulative_robot_allocator_time_ms,scenario_trial,100,100,0,0,1.0,100,11.017676,10.451450000000001,5.277859186119794,19.375519999999984,3.0971,27.9538
experiment2,DMCHBA,10,allocator_calls_total,scenario_trial,100,100,0,0,1.0,100,66.61,65.5,21.606160270074867,105.19999999999999,29.0,131.0
experiment2,DMCHBA,10,maximum_robot_allocator_calls,scenario_trial,100,100,0,0,1.0,100,26.18,26.0,9.78803639989434,40.099999999999994,8.0,57.0
experiment2,DMCHBA,10,median_of_robot_call_medians_ms,scenario_trial,100,100,0,0,1.0,100,0.13834475,0.12515,0.070460591938693,0.25528124999999996,0.032525,0.34457499999999996
experiment2,DMCHBA,10,maximum_robot_call_p95_ms,scenario_trial,100,100,0,0,1.0,100,1.843221,1.8956499999999998,0.32042670518065325,2.223385,1.0748,2.4324
experiment2,DGA,10,cumulative_team_allocator_time_ms,scenario_trial,100,100,0,0,1.0,100,9602.328727,7794.730949999999,6344.061968061624,19857.46495,2357.3717,48359.6195
experiment2,DGA,10,maximum_cumulative_robot_allocator_time_ms,scenario_trial,100,100,0,0,1.0,100,4989.8938880000005,3693.5151,3979.9913487840604,12991.887009999999,766.7112,20733.5819
experiment2,DGA,10,allocator_calls_total,scenario_trial,100,100,0,0,1.0,100,91.76,78.0,105.52630195378025,146.1,37.0,1100.0
experiment2,DGA,10,maximum_robot_allocator_calls,scenario_trial,100,100,0,0,1.0,100,37.95,31.0,31.508977396381123,68.1,11.0,300.0
experiment2,DGA,10,median_of_robot_call_medians_ms,scenario_trial,100,100,0,0,1.0,100,75.0905205,76.817575,41.09005383571629,155.97785,0.058399999999999994,204.517525
experiment2,DGA,10,maximum_robot_call_p95_ms,scenario_trial,100,100,0,0,1.0,100,277.822688,279.05764999999997,39.18625653410933,334.865095,115.9633,375.3623
