trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status
0,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,102,18,84,80,26,0,3,3,307,770,147,106,201,216,91,270,91,0.24459234608985025,3.8375,3.2142857142857144,0.8921568627450981,1.0833333333333333,1.1375,clue:8;collision_intent:105;pi_clear_path:1;pi_entry:90;state:102;target:1,26,83,0.11874999999999991,completed
1,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,182,6,176,118,68,3,16,9,583,1438,309,201,382,395,188,570,188,0.2698689956331878,4.940677966101695,3.2386363636363638,1.032967032967033,1.0681818181818181,1.5932203389830508,clue:12;collision_intent:200;pi_entry:188;state:182;target:1,47,154,0.06779661016949157,completed
2,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,283,36,247,158,129,1,7,4,799,2029,365,292,507,587,212,727,212,0.24013157894736842,5.056962025316456,2.9433198380566803,0.7491166077738516,0.8582995951417004,1.3417721518987342,clue:12;collision_intent:291;pi_entry:212;state:283;target:1,73,206,0.053797468354430444,completed
3,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,83,55,28,80,7,2,6,2,215,567,75,90,125,181,34,104,34,0.20107238605898123,2.6875,3.7142857142857144,0.40963855421686746,1.2142857142857142,0.425,clue:8;collision_intent:89;pi_entry:34;state:83;target:1,21,56,0.03750000000000009,completed
4,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,74,16,58,57,21,1,2,2,218,541,110,77,141,155,63,186,63,0.26066350710900477,3.824561403508772,3.206896551724138,0.8513513513513513,1.0862068965517242,1.105263157894737,clue:4;collision_intent:76;pi_entry:63;state:74;target:1,19,63,0.09210526315789469,completed
5,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,300,7,293,170,134,0,30,13,918,2331,420,333,585,641,277,904,277,0.23958927552766685,5.4,3.0853242320819114,0.9233333333333333,0.9453924914675768,1.6294117647058823,clue:8;collision_intent:332;pi_entry:277;state:300;target:1,77,254,0.15294117647058814,completed
6,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,143,28,115,98,49,1,9,7,396,1011,173,156,240,303,93,340,93,0.24094707520891365,4.040816326530612,2.9565217391304346,0.6503496503496503,0.808695652173913,0.9489795918367347,clue:4;collision_intent:155;pi_entry:93;state:143;target:1,37,104,0.05102040816326525,completed
7,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,162,15,147,115,51,0,6,5,492,1230,242,169,323,339,153,462,153,0.250258531540848,4.278260869565218,3.142857142857143,0.9444444444444444,1.0408163265306123,1.3304347826086957,clue:8;collision_intent:168;pi_entry:153;state:162;target:1,41,128,0.06304347826086953,completed
8,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,140,35,105,111,33,0,2,2,407,1033,185,143,264,291,116,337,116,0.23388116308470291,3.6666666666666665,3.2095238095238097,0.8285714285714286,1.1047619047619048,1.045045045045045,clue:8;collision_intent:142;pi_entry:116;state:140;target:1,35,108,0.03378378378378377,completed
9,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,72,42,30,72,4,1,0,0,191,480,90,74,117,150,41,107,41,0.2571428571428571,2.6527777777777777,3.566666666666667,0.5694444444444444,1.3666666666666667,0.5694444444444444,clue:4;collision_intent:73;pi_clear_path:1;pi_entry:40;state:72;target:1,19,53,0.02777777777777768,completed
10,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,16,16,0,20,0,0,0,0,33,80,15,17,16,33,0,0,0,0.32608695652173914,1.65,0.0,0.0,0.0,0.0,collision_intent:16;state:16;target:1,4,9,0.0,completed
11,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,63,47,16,67,0,0,1,1,153,384,72,65,88,132,21,59,21,0.27586206896551724,2.283582089552239,3.6875,0.3333333333333333,1.3125,0.31343283582089554,clue:4;collision_intent:64;pi_entry:21;state:63;target:1,16,41,0.011194029850746245,completed
12,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,67,43,24,69,2,1,0,0,170,444,62,69,101,140,30,84,30,0.2052980132450331,2.463768115942029,3.5,0.44776119402985076,1.25,0.43478260869565216,clue:4;collision_intent:68;pi_clear_path:1;pi_entry:29;state:67;target:1,17,43,0.010869565217391353,completed
13,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,136,61,75,106,34,2,4,3,344,864,166,141,203,281,63,219,63,0.2730263157894737,3.2452830188679247,2.92,0.4632352941176471,0.84,0.5943396226415094,clue:4;collision_intent:140;pi_clear_path:1;pi_entry:62;state:136;target:1,35,92,0.05660377358490565,completed
14,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,161,41,120,113,52,0,2,1,467,1154,244,164,303,337,130,385,130,0.2684268426842684,4.132743362831858,3.2083333333333335,0.8074534161490683,1.0833333333333333,1.1504424778761062,clue:12;collision_intent:163;pi_entry:130;state:161;target:1,41,126,0.1084070796460177,completed
15,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,115,26,89,86,33,0,7,5,336,851,154,124,212,251,85,283,85,0.24290220820189273,3.9069767441860463,3.1797752808988764,0.7391304347826086,0.9550561797752809,0.9883720930232558,clue:12;collision_intent:123;pi_clear_path:1;pi_entry:84;state:115;target:1,30,93,0.058139534883721034,completed
16,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,155,4,151,101,58,0,16,8,492,1247,228,175,317,338,154,484,154,0.23974763406940064,4.871287128712871,3.205298013245033,0.9935483870967742,1.0198675496688743,1.5247524752475248,clue:8;collision_intent:174;pi_entry:154;state:155;target:1,41,136,0.17079207920792072,completed
17,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,63,44,19,64,3,0,0,0,162,403,80,64,98,139,23,74,23,0.27491408934707906,2.53125,3.8947368421052633,0.36507936507936506,1.2105263157894737,0.359375,clue:12;collision_intent:63;pi_entry:23;state:63;target:1,16,43,0.0390625,completed
18,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,112,12,100,71,45,0,3,3,328,808,172,116,212,232,96,304,96,0.2717219589257504,4.619718309859155,3.04,0.8571428571428571,0.96,1.352112676056338,clue:4;collision_intent:115;pi_entry:96;state:112;target:1,29,86,0.1443661971830985,completed
19,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,242,18,224,139,107,0,10,6,714,1773,367,254,460,504,210,678,210,0.2663280116110305,5.136690647482014,3.0267857142857144,0.8677685950413223,0.9375,1.5107913669064748,clue:8;collision_intent:253;pi_entry:210;state:242;target:1,61,189,0.04856115107913661,completed
20,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,70,70,0,74,0,0,0,0,141,372,47,71,70,141,0,0,0,0.22596153846153846,1.9054054054054055,0.0,0.0,0.0,0.0,collision_intent:70;state:70;target:1,18,37,0.013513513513513598,completed
21,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,15,9,6,19,0,0,0,0,44,109,21,16,28,35,9,25,9,0.25301204819277107,2.3157894736842106,4.166666666666667,0.6,1.5,0.47368421052631576,clue:4;collision_intent:15;pi_entry:9;state:15;target:1,4,12,0.03947368421052633,completed
22,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,14,14,0,18,0,0,0,0,29,73,11,15,14,29,0,0,0,0.2682926829268293,1.6111111111111112,0.0,0.0,0.0,0.0,collision_intent:14;state:14;target:1,4,9,0.05555555555555558,completed
23,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,81,74,7,85,0,2,0,0,181,474,65,83,98,172,9,32,9,0.22336769759450173,2.1294117647058823,4.571428571428571,0.1111111111111111,1.2857142857142858,0.10588235294117647,clue:8;collision_intent:82;pi_entry:9;state:81;target:1,21,47,0.008823529411764675,completed
24,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,bernoulli,drop_0.25,14,196,4,50.0,49.0,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,15,11,4,19,0,0,0,0,44,99,31,16,28,35,9,22,9,0.36904761904761907,2.3157894736842106,5.5,0.6,2.25,0.47368421052631576,clue:4;collision_intent:15;pi_entry:9;state:15;target:1,4,12,0.03947368421052633,completed
