trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status,stage,environment,algorithm_key,commitment_horizon,comm_label,out_dir,run_id
0,CBAA,ideal,,19,361,4,,,cbaa_ideal_1_0,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(6,4);01:(16,16);02:(18,18);03:(17,18)",00:0;01:0;02:0;03:0,,completed,coverage_core,coverage,cbaa,,ideal_1_0,runs/coverage_core_100/raw/cbaa/ideal_1_0,cbaa_ideal_1_0
1,CBAA,ideal,,19,361,4,,,cbaa_ideal_1_0,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(16,5);01:(17,2);02:(18,0);03:(18,1)",00:0;01:0;02:0;03:0,,completed,coverage_core,coverage,cbaa,,ideal_1_0,runs/coverage_core_100/raw/cbaa/ideal_1_0,cbaa_ideal_1_0
2,CBAA,ideal,,19,361,4,,,cbaa_ideal_1_0,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,16);01:(16,17);02:(18,18);03:(16,16)",00:0;01:0;02:0;03:0,,completed,coverage_core,coverage,cbaa,,ideal_1_0,runs/coverage_core_100/raw/cbaa/ideal_1_0,cbaa_ideal_1_0
3,CBAA,ideal,,19,361,4,,,cbaa_ideal_1_0,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,1);01:(16,17);02:(18,2);03:(17,15)",00:0;01:0;02:0;03:0,,completed,coverage_core,coverage,cbaa,,ideal_1_0,runs/coverage_core_100/raw/cbaa/ideal_1_0,cbaa_ideal_1_0
4,CBAA,ideal,,19,361,4,,,cbaa_ideal_1_0,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(15,15);01:(18,18);02:(18,17);03:(18,16)",00:0;01:0;02:0;03:0,,completed,coverage_core,coverage,cbaa,,ideal_1_0,runs/coverage_core_100/raw/cbaa/ideal_1_0,cbaa_ideal_1_0
5,CBAA,ideal,,19,361,4,,,cbaa_ideal_1_0,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,1);01:(0,0);02:(0,8);03:(0,3)",00:0;01:0;02:0;03:0,,completed,coverage_core,coverage,cbaa,,ideal_1_0,runs/coverage_core_100/raw/cbaa/ideal_1_0,cbaa_ideal_1_0
6,CBAA,ideal,,19,361,4,,,cbaa_ideal_1_0,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,9);01:(17,12);02:(16,13);03:(18,18)",00:0;01:0;02:0;03:0,,completed,coverage_core,coverage,cbaa,,ideal_1_0,runs/coverage_core_100/raw/cbaa/ideal_1_0,cbaa_ideal_1_0
7,CBAA,ideal,,19,361,4,,,cbaa_ideal_1_0,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,11);01:(18,16);02:(18,17);03:(16,16)",00:0;01:0;02:0;03:0,,completed,coverage_core,coverage,cbaa,,ideal_1_0,runs/coverage_core_100/raw/cbaa/ideal_1_0,cbaa_ideal_1_0
8,CBAA,ideal,,19,361,4,,,cbaa_ideal_1_0,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,15);01:(18,16);02:(18,18);03:(16,18)",00:0;01:0;02:0;03:0,,completed,coverage_core,coverage,cbaa,,ideal_1_0,runs/coverage_core_100/raw/cbaa/ideal_1_0,cbaa_ideal_1_0
9,CBAA,ideal,,19,361,4,,,cbaa_ideal_1_0,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(13,4);01:(17,16);02:(13,5);03:(18,18)",00:0;01:0;02:0;03:0,,completed,coverage_core,coverage,cbaa,,ideal_1_0,runs/coverage_core_100/raw/cbaa/ideal_1_0,cbaa_ideal_1_0
