trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,failure_type,failure_message,debug_max_events
0,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,573,573,0,361,216,0,0,0,1148,2700,743,575,573,1148,0,0,0,0.43247962747380675,3.1800554016620497,0.0,0.0,0.0,0.0,collision_intent:575;state:573,146,292,0.08518005540166196,completed,,,
1,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,781,781,0,361,424,0,0,0,1566,3426,1270,785,781,1566,0,0,0,0.5425032037590773,4.337950138504155,0.0,0.0,0.0,0.0,collision_intent:785;state:781,197,394,0.06301939058171735,completed,,,
2,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,738,738,0,361,381,0,0,0,1485,3329,1126,747,738,1485,0,0,0,0.5085817524841915,4.113573407202216,0.0,0.0,0.0,0.0,collision_intent:747;state:738,188,378,0.09487534626038774,completed,,,
3,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,695,695,0,361,338,0,0,0,1406,3209,1008,711,695,1406,0,0,0,0.4836852207293666,3.8947368421052633,0.0,0.0,0.0,0.0,collision_intent:711;state:695,179,364,0.17659279778393344,completed,,,
4,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,690,690,0,361,333,0,0,0,1387,3091,1069,697,690,1387,0,0,0,0.5166747220879652,3.8421052631578947,0.0,0.0,0.0,0.0,collision_intent:697;state:690,176,353,0.1461218836565097,completed,,,
5,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,690,690,0,361,333,0,0,0,1397,3149,1041,707,690,1397,0,0,0,0.5031416143064282,3.8698060941828256,0.0,0.0,0.0,0.0,collision_intent:707;state:690,196,394,0.06301939058171735,completed,,,
6,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,602,602,0,361,245,0,0,0,1213,2739,898,611,602,1213,0,0,0,0.4977827050997783,3.3601108033241,0.0,0.0,0.0,0.0,collision_intent:611;state:602,228,456,0.35664819944598336,completed,,,
7,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,949,949,0,361,592,0,0,0,1909,4228,1495,960,949,1909,0,0,0,0.5258529722124516,5.28808864265928,0.0,0.0,0.0,0.0,collision_intent:960;state:949,241,483,0.15443213296398883,completed,,,
8,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,656,656,0,361,299,0,0,0,1327,3013,965,671,656,1327,0,0,0,0.4910941475826972,3.6759002770083105,0.0,0.0,0.0,0.0,collision_intent:671;state:656,166,336,0.06301939058171735,completed,,,
9,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,RuntimeError,Debug safety cap reached in trial 9. This usually means the allocator is stuck or returning no reachable goals.,20000
10,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,795,795,0,361,438,0,0,0,1600,3528,1270,805,795,1600,0,0,0,0.5329416701636592,4.43213296398892,0.0,0.0,0.0,0.0,collision_intent:805;state:795,200,401,0.14196675900277,completed,,,
11,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,721,721,0,361,364,0,0,0,1449,3306,1039,728,721,1449,0,0,0,0.4807959278111985,4.013850415512465,0.0,0.0,0.0,0.0,collision_intent:728;state:721,183,366,0.15858725761772852,completed,,,
12,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,560,560,0,361,203,0,0,0,1131,2686,705,571,560,1131,0,0,0,0.4201430274135876,3.1329639889196677,0.0,0.0,0.0,0.0,collision_intent:571;state:560,258,516,0.4729916897506925,completed,,,
13,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,738,738,0,361,381,0,0,0,1490,3291,1177,752,738,1490,0,0,0,0.5320976491862568,4.127423822714682,0.0,0.0,0.0,0.0,collision_intent:752;state:738,291,583,0.37880886426592797,completed,,,
14,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,745,745,0,361,388,0,0,0,1502,3379,1125,757,745,1502,0,0,0,0.5038065382892969,4.160664819944598,0.0,0.0,0.0,0.0,collision_intent:757;state:745,340,685,0.5256232686980609,completed,,,
15,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,799,799,0,361,442,0,0,0,1607,3500,1316,808,799,1607,0,0,0,0.5494780793319416,4.4515235457063715,0.0,0.0,0.0,0.0,collision_intent:808;state:799,218,437,0.14889196675900274,completed,,,
16,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,784,784,0,361,427,0,0,0,1576,3558,1168,792,784,1576,0,0,0,0.4970212765957447,4.365650969529086,0.0,0.0,0.0,0.0,collision_intent:792;state:784,299,599,0.48545706371191133,completed,,,
17,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,RuntimeError,Debug safety cap reached in trial 17. This usually means the allocator is stuck or returning no reachable goals.,20000
18,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,573,573,0,361,216,0,0,0,1154,2576,885,581,573,1154,0,0,0,0.5151338766006985,3.1966759002770084,0.0,0.0,0.0,0.0,collision_intent:581;state:573,365,733,0.6862880886426592,completed,,,
19,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,775,775,0,361,418,0,0,0,1554,3622,1034,779,775,1554,0,0,0,0.4453057708871662,4.304709141274238,0.0,0.0,0.0,0.0,collision_intent:779;state:775,195,392,0.10041551246537406,completed,,,
