trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status,failure_type,failure_message
0,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(12,12);01:(4,10);02:(18,9);03:(15,9)",00:0;01:0;02:0;03:0,,completed,,
1,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(16,9);01:(6,5);02:(18,18);03:(5,8)",00:0;01:0;02:0;03:0,,completed,,
2,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(12,15);01:(13,13);02:(11,1);03:(18,1)",00:0;01:0;02:0;03:0,,completed,,
3,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(11,5);01:(18,1);02:(1,18);03:(0,1)",00:0;01:0;02:0;03:0,,completed,,
4,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(8,12);01:(0,0);02:(9,15);03:(7,17)",00:0;01:0;02:0;03:0,,completed,,
5,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(11,14);01:(18,17);02:(15,7);03:(17,17)",00:0;01:0;02:0;03:0,,completed,,
6,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(10,10);01:(0,16);02:(12,6);03:(13,17)",00:0;01:0;02:0;03:0,,completed,,
7,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,18);01:(8,3);02:(16,3);03:(2,13)",00:0;01:0;02:0;03:0,,completed,,
8,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,12);01:(18,13);02:(2,17);03:(3,1)",00:0;01:0;02:0;03:0,,completed,,
9,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,,failed,RuntimeError,Debug safety cap reached in trial 9. This usually means the allocator is stuck or returning no reachable goals.
10,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,13);01:(4,7);02:(10,14);03:(12,6)",00:0;01:0;02:0;03:0,,completed,,
11,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(16,14);01:(18,17);02:(14,0);03:(4,2)",00:0;01:0;02:0;03:0,,completed,,
12,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,8);01:(2,13);02:(1,13);03:(2,5)",00:0;01:0;02:0;03:0,,completed,,
13,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(9,8);01:(14,6);02:(13,8);03:(8,18)",00:0;01:0;02:0;03:0,,completed,,
14,DMCHBA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dmchba_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(4,0);01:(8,16);02:(18,17);03:(1,1)",00:0;01:0;02:0;03:0,,completed,,
