trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,failure_type,failure_message,debug_max_events
0,CBAA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,cbaa_gilbert_elliott_drop_0_20_rho_0_8,,coverage,597,597,0,361,240,0,0,0,3580,8790,1944,620,2960,1217,2363,0,0,0.21906693711967545,9.916897506925208,0.0,3.9581239530988275,0.0,6.545706371191136,cbaa_entry:2363;collision_intent:620;state:597,153,899,0.07686980609418281,completed,,,
1,CBAA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,cbaa_gilbert_elliott_drop_0_20_rho_0_8,,coverage,575,575,0,361,218,0,0,0,3427,8446,1829,586,2841,1161,2266,0,0,0.21474697663496536,9.493074792243767,0.0,3.9408695652173913,0.0,6.2770083102493075,cbaa_entry:2266;collision_intent:586;state:575,146,867,0.1738227146814404,completed,,,
2,CBAA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,cbaa_gilbert_elliott_drop_0_20_rho_0_8,,coverage,391,391,0,361,34,0,0,0,2697,6957,1130,399,2298,790,1907,0,0,0.16400580551523947,7.470914127423823,0.0,4.877237851662404,0.0,5.282548476454294,cbaa_entry:1907;collision_intent:399;state:391,188,953,0.45914127423822704,completed,,,
3,CBAA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,cbaa_gilbert_elliott_drop_0_20_rho_0_8,,coverage,501,501,0,361,144,0,0,0,3210,7955,1669,514,2696,1015,2195,0,0,0.206508290027221,8.89196675900277,0.0,4.3812375249501,0.0,6.080332409972299,cbaa_entry:2195;collision_intent:514;state:501,205,1045,0.24861495844875336,completed,,,
4,CBAA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,cbaa_gilbert_elliott_drop_0_20_rho_0_8,,coverage,573,573,0,361,216,0,0,0,3449,8672,1669,594,2855,1167,2282,0,0,0.1949994158196051,9.554016620498615,0.0,3.9825479930191974,0.0,6.321329639889196,cbaa_entry:2282;collision_intent:594;state:573,144,882,0.09487534626038774,completed,,,
5,CBAA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,cbaa_gilbert_elliott_drop_0_20_rho_0_8,,coverage,493,493,0,361,136,0,0,0,3168,7937,1561,511,2657,1004,2164,0,0,0.19598242310106717,8.77562326869806,0.0,4.389452332657201,0.0,5.9944598337950135,cbaa_entry:2164;collision_intent:511;state:493,192,1010,0.2860110803324101,completed,,,
6,CBAA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,cbaa_gilbert_elliott_drop_0_20_rho_0_8,,coverage,405,405,0,361,48,0,0,0,2718,6620,1530,415,2303,820,1898,0,0,0.22157856625633598,7.529085872576177,0.0,4.68641975308642,0.0,5.257617728531856,cbaa_entry:1898;collision_intent:415;state:405,334,1384,0.6101108033240996,completed,,,
7,CBAA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,cbaa_gilbert_elliott_drop_0_20_rho_0_8,,coverage,483,483,0,361,126,0,0,0,3122,7804,1558,496,2626,979,2143,0,0,0.19786639573279147,8.64819944598338,0.0,4.436853002070394,0.0,5.93628808864266,cbaa_entry:2143;collision_intent:496;state:483,211,1063,0.33310249307479234,completed,,,
8,CBAA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,cbaa_gilbert_elliott_drop_0_20_rho_0_8,,coverage,499,499,0,361,142,0,0,0,3097,7779,1506,508,2589,1007,2090,0,0,0.19404715887127946,8.578947368421053,0.0,4.188376753507014,0.0,5.7894736842105265,cbaa_entry:2090;collision_intent:508;state:499,205,1034,0.3358725761772854,completed,,,
9,CBAA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,cbaa_gilbert_elliott_drop_0_20_rho_0_8,,coverage,571,571,0,361,214,0,0,0,3470,8563,1833,592,2878,1163,2307,0,0,0.21264501160092808,9.612188365650969,0.0,4.0402802101576185,0.0,6.390581717451523,cbaa_entry:2307;collision_intent:592;state:571,148,884,0.04778393351800547,completed,,,
