trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,DGA,rayleigh_style,-49.17,19,361,4,10,dga_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,00,26,3,0,27,0,1,0,0,0,101,54,47,307,59,known_visit_core_500,10,4,8
0,known_visit,DGA,rayleigh_style,-49.17,19,361,4,10,dga_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,01,29,2,0,25,5,2,0,0,0,125,59,66,316,26,known_visit_core_500,10,4,8
0,known_visit,DGA,rayleigh_style,-49.17,19,361,4,10,dga_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,02,29,3,0,21,9,4,2,2,0,128,61,67,306,34,known_visit_core_500,10,4,8
0,known_visit,DGA,rayleigh_style,-49.17,19,361,4,10,dga_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,03,29,2,0,29,1,3,0,0,0,114,59,55,301,52,known_visit_core_500,10,4,8
1,known_visit,DGA,rayleigh_style,-49.17,19,361,4,10,dga_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,00,16,2,0,17,0,1,0,0,0,69,34,35,159,26,known_visit_core_500,10,4,8
1,known_visit,DGA,rayleigh_style,-49.17,19,361,4,10,dga_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,01,23,6,0,24,0,0,0,0,0,57,47,10,184,13,known_visit_core_500,10,4,8
1,known_visit,DGA,rayleigh_style,-49.17,19,361,4,10,dga_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,02,13,1,0,14,0,1,0,0,0,61,28,33,181,11,known_visit_core_500,10,4,8
1,known_visit,DGA,rayleigh_style,-49.17,19,361,4,10,dga_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,03,14,1,0,15,0,0,0,0,0,67,30,37,161,26,known_visit_core_500,10,4,8
2,known_visit,DGA,rayleigh_style,-49.17,19,361,4,10,dga_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,00,21,0,2,14,8,0,0,0,0,81,44,37,211,25,known_visit_core_500,10,4,8
2,known_visit,DGA,rayleigh_style,-49.17,19,361,4,10,dga_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,01,29,3,0,30,0,1,0,0,0,85,59,26,216,16,known_visit_core_500,10,4,8
2,known_visit,DGA,rayleigh_style,-49.17,19,361,4,10,dga_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,02,26,4,0,26,1,0,0,0,0,81,55,26,223,12,known_visit_core_500,10,4,8
2,known_visit,DGA,rayleigh_style,-49.17,19,361,4,10,dga_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,03,24,3,0,25,0,1,0,0,0,70,50,20,219,27,known_visit_core_500,10,4,8
3,known_visit,DGA,rayleigh_style,-49.17,19,361,4,10,dga_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,00,22,4,0,23,0,2,0,0,0,103,46,57,220,33,known_visit_core_500,10,4,8
3,known_visit,DGA,rayleigh_style,-49.17,19,361,4,10,dga_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,01,20,1,0,21,0,1,0,0,0,106,45,61,230,19,known_visit_core_500,10,4,8
3,known_visit,DGA,rayleigh_style,-49.17,19,361,4,10,dga_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,02,22,5,0,23,0,0,0,0,0,86,46,40,249,20,known_visit_core_500,10,4,8
3,known_visit,DGA,rayleigh_style,-49.17,19,361,4,10,dga_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,03,0,0,0,1,0,0,0,0,0,61,1,60,224,71,known_visit_core_500,10,4,8
4,known_visit,DGA,rayleigh_style,-49.17,19,361,4,10,dga_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,00,2,0,0,3,0,1,0,0,0,78,6,72,271,47,known_visit_core_500,10,4,8
