trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,failure_type,failure_message,debug_max_events
0,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,743,743,0,361,386,0,0,0,3300,7004,2895,756,2544,1499,1801,0,0,0.3793736076529944,9.141274238227147,0.0,2.423956931359354,0.0,4.988919667590028,collision_intent:756;hipc_clear_bundle:2;hipc_entry:1799;state:743,189,865,0.20429362880886437,completed,,,
1,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,698,698,0,361,341,0,0,0,3149,6579,2868,719,2430,1417,1732,0,0,0.3934156378600823,8.722991689750693,0.0,2.481375358166189,0.0,4.797783933518006,collision_intent:719;hipc_clear_bundle:2;hipc_entry:1730;state:698,178,802,0.05886426592797789,completed,,,
2,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,709,709,0,361,352,0,0,0,3475,6889,3534,726,2749,1435,2040,0,0,0.42862340812613703,9.626038781163436,0.0,2.8772919605077574,0.0,5.650969529085873,collision_intent:726;hipc_entry:2040;state:709,201,950,0.22091412742382266,completed,,,
3,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,667,667,0,361,310,0,0,0,2978,6047,2884,690,2288,1357,1621,0,0,0.4203468882087159,8.249307479224377,0.0,2.4302848575712144,0.0,4.490304709141275,collision_intent:690;hipc_clear_bundle:2;hipc_entry:1619;state:667,170,778,0.03808864265927969,completed,,,
4,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,730,730,0,361,373,0,0,0,3271,6844,2969,739,2532,1469,1802,0,0,0.3908636124275935,9.060941828254848,0.0,2.4684931506849317,0.0,4.991689750692521,collision_intent:739;hipc_entry:1802;state:730,185,850,0.1031855955678671,completed,,,
5,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,515,515,0,361,158,0,0,0,4302,8302,4601,519,3783,1034,3268,0,0,0.4055173629472942,11.916897506925208,0.0,6.345631067961165,0.0,9.052631578947368,collision_intent:519;hipc_clear_bundle:1;hipc_entry:3267;state:515,256,1194,0.5006925207756232,completed,,,
6,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,637,637,0,361,280,0,0,0,4071,7869,4343,648,3423,1285,2786,0,0,0.422964550058434,11.277008310249307,0.0,4.373626373626373,0.0,7.717451523545706,collision_intent:648;hipc_entry:2786;state:637,244,1122,0.2998614958448753,completed,,,
7,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,751,751,0,361,394,0,0,0,3282,6844,3001,763,2519,1514,1768,0,0,0.3971678136580201,9.091412742382271,0.0,2.3541944074567245,0.0,4.8975069252077565,collision_intent:763;hipc_clear_bundle:1;hipc_entry:1767;state:751,189,855,0.1627423822714682,completed,,,
8,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,744,744,0,361,387,0,0,0,3333,6907,3090,757,2576,1501,1832,0,0,0.39994822676676156,9.232686980609419,0.0,2.4623655913978495,0.0,5.074792243767313,collision_intent:757;hipc_entry:1832;state:744,187,869,0.16135734072022156,completed,,,
9,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,704,704,0,361,347,0,0,0,3144,6686,2744,717,2427,1421,1723,0,0,0.37697485918395385,8.709141274238227,0.0,2.4474431818181817,0.0,4.772853185595568,collision_intent:717;hipc_entry:1723;state:704,178,874,0.2278393351800554,completed,,,
