trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status,failure_type,failure_message
0,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,00,186,0,118,69,0,0,0,865,188,677,374,491,0,collision_intent:188;hipc_entry:491;state:186,1745,690,completed,,
0,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,01,184,0,78,107,0,0,0,799,187,612,371,428,0,collision_intent:187;hipc_entry:428;state:184,1721,779,completed,,
0,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,02,184,0,125,60,0,0,0,853,190,663,374,479,0,collision_intent:190;hipc_clear_bundle:1;hipc_entry:478;state:184,1837,610,completed,,
0,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,03,189,0,40,150,0,0,0,783,191,592,380,403,0,collision_intent:191;hipc_clear_bundle:1;hipc_entry:402;state:189,1701,816,completed,,
1,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,00,172,0,81,92,0,0,0,782,179,603,351,431,0,collision_intent:179;hipc_entry:431;state:172,1523,844,completed,,
1,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,01,176,0,97,80,0,0,0,783,182,601,358,425,0,collision_intent:182;hipc_clear_bundle:1;hipc_entry:424;state:176,1727,639,completed,,
1,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,02,178,0,103,76,0,0,0,802,183,619,361,441,0,collision_intent:183;hipc_entry:441;state:178,1710,637,completed,,
1,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,03,172,0,80,93,0,0,0,782,175,607,347,435,0,collision_intent:175;hipc_clear_bundle:1;hipc_entry:434;state:172,1619,748,completed,,
2,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,00,201,0,154,48,0,0,0,950,205,745,406,544,0,collision_intent:205;hipc_entry:544;state:201,1755,770,completed,,
2,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,01,154,0,55,100,0,0,0,823,158,665,312,511,0,collision_intent:158;hipc_entry:511;state:154,1753,898,completed,,
2,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,02,201,0,87,115,0,0,0,842,206,636,407,435,0,collision_intent:206;hipc_entry:435;state:201,1870,763,completed,,
2,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,03,153,0,65,89,0,0,0,860,157,703,310,550,0,collision_intent:157;hipc_entry:550;state:153,1511,1103,completed,,
3,HIPC,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,hipc_gilbert_elliott_drop_0_40_rho_0_8,,coverage,00,161,0,83,79,0,0,0,720,169,551,330,390,0,collision_intent:169;hipc_entry:390;state:161,1548,709,completed,,
