trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_index,target_x,target_y,first_completion_time_s,first_completion_sim_time_s,first_found_by_robot,first_finder_robot_id,total_visits,duplicate_visits,completed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,ACBBA,gilbert_elliot,0.3,19,361,4,10,acbba_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,1,18,9,45.24984728276213,45.24984728276213,00,00,4,3,True,known_visit_core_500,10,4,8
0,known_visit,ACBBA,gilbert_elliot,0.3,19,361,4,10,acbba_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,2,8,12,12.14758373147558,12.14758373147558,02,02,2,1,True,known_visit_core_500,10,4,8
0,known_visit,ACBBA,gilbert_elliot,0.3,19,361,4,10,acbba_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,3,16,10,44.274188901210465,44.274188901210465,03,03,3,2,True,known_visit_core_500,10,4,8
0,known_visit,ACBBA,gilbert_elliot,0.3,19,361,4,10,acbba_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,4,4,10,75.57425042449968,75.57425042449968,00,00,1,0,True,known_visit_core_500,10,4,8
0,known_visit,ACBBA,gilbert_elliot,0.3,19,361,4,10,acbba_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,5,6,1,10.729753704370838,10.729753704370838,00,00,2,1,True,known_visit_core_500,10,4,8
0,known_visit,ACBBA,gilbert_elliot,0.3,19,361,4,10,acbba_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,6,4,8,76.06544128518037,76.06544128518037,03,03,1,0,True,known_visit_core_500,10,4,8
0,known_visit,ACBBA,gilbert_elliot,0.3,19,361,4,10,acbba_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,7,17,1,29.497954382230365,29.497954382230365,00,00,2,1,True,known_visit_core_500,10,4,8
0,known_visit,ACBBA,gilbert_elliot,0.3,19,361,4,10,acbba_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,8,3,4,7.3090784796794575,7.3090784796794575,01,01,1,0,True,known_visit_core_500,10,4,8
0,known_visit,ACBBA,gilbert_elliot,0.3,19,361,4,10,acbba_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,9,12,1,21.175221534576075,21.175221534576075,00,00,2,1,True,known_visit_core_500,10,4,8
0,known_visit,ACBBA,gilbert_elliot,0.3,19,361,4,10,acbba_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,11,9,22.8284356079129,22.8284356079129,02,02,2,1,True,known_visit_core_500,10,4,8
