trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(18,2);(11,22);(9,9);(21,1);(14,2);(7,9);(21,24);(11,3);(3,18);(22,18)",10,True,57.86824960118886,57.86824960118886,00:4;01:3;02:3,"(0,0);(0,12);(0,24)","(21,1);(9,9);(22,18)",239,0,completed
1,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(2,0);(22,23);(6,15);(23,23);(7,4);(12,6);(14,19);(20,4);(3,15);(10,16)",10,True,60.61958328553299,60.61958328553299,00:4;01:4;02:2,"(0,0);(0,12);(0,24)","(20,4);(14,19);(23,23)",255,0,completed
2,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(17,10);(15,0);(16,1);(21,23);(11,7);(1,11);(6,14);(8,0);(15,22);(24,6)",10,True,64.21338816565758,64.21338816565758,00:5;01:3;02:2,"(0,0);(0,12);(0,24)","(24,6);(11,7);(21,23)",274,0,completed
3,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(14,2);(4,19);(6,15);(23,19);(22,10);(2,14);(17,16);(1,11);(9,14);(7,8)",10,True,58.345242627252,58.345242627252,00:2;01:5;02:3,"(0,0);(0,12);(0,24)","(14,2);(22,10);(23,19)",228,0,completed
4,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(2,13);(21,0);(16,9);(18,18);(20,1);(12,21);(8,20);(24,6);(20,12);(2,6)",10,True,84.0358601133563,84.0358601133563,00:3;01:4;02:3,"(0,0);(0,12);(0,24)","(24,6);(21,0);(21,12)",348,0,completed
5,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,1);(2,6);(5,21);(7,2);(1,8);(16,3);(21,4);(24,20);(13,23);(5,6)",10,True,59.5885104150547,59.5885104150547,00:6;01:1;02:3,"(0,0);(0,12);(0,24)","(21,4);(10,0);(24,20)",245,0,completed
6,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,9);(24,15);(3,8);(9,8);(8,0);(24,20);(10,3);(13,9);(12,24);(11,14)",10,True,55.91419318005274,55.91419318005274,00:4;01:3;02:3,"(0,0);(0,12);(0,24)","(11,14);(9,8);(24,15)",238,0,completed
7,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(4,17);(9,16);(9,18);(24,1);(21,18);(9,19);(2,19);(14,19);(14,22);(2,6)",10,True,98.32849405357163,98.32849405357163,00:1;01:4;02:5,"(0,0);(0,12);(0,24)","(21,8);(23,20);(24,1)",388,0,completed
8,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,11);(22,0);(10,0);(12,12);(22,15);(7,8);(12,17);(5,8);(20,13);(11,13)",10,True,59.41147173069246,59.41147173069246,00:2;01:5;02:3,"(0,0);(0,12);(0,24)","(22,0);(11,13);(22,15)",255,0,completed
9,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,13);(0,15);(8,21);(12,5);(6,20);(1,10);(15,19);(2,11);(24,1);(15,2)",10,True,71.58227477388458,71.58227477388458,00:2;01:5;02:3,"(0,0);(0,12);(0,24)","(0,15);(24,1);(15,15)",323,0,completed
10,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,19);(19,17);(5,6);(15,7);(18,8);(10,8);(22,4);(18,0);(16,19);(4,13)",10,True,72.09325704647311,72.09325704647311,00:5;01:3;02:2,"(0,0);(0,12);(0,24)","(18,0);(19,17);(10,8)",307,0,completed
11,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(20,11);(6,17);(9,3);(9,13);(12,20);(2,14);(16,16);(20,1);(20,16);(12,19)",10,True,55.402799992261095,55.402799992261095,00:2;01:3;02:5,"(0,0);(0,12);(0,24)","(20,1);(9,13);(20,11)",233,0,completed
12,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,15);(19,20);(4,24);(14,12);(9,13);(5,13);(14,13);(14,9);(13,3);(13,6)",10,True,38.04782002365154,38.04782002365154,00:3;01:5;02:2,"(0,0);(0,12);(0,24)","(14,9);(14,12);(19,20)",146,0,completed
13,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(22,9);(15,5);(2,20);(2,18);(23,0);(16,9);(13,16);(22,12);(2,3);(12,19)",10,True,69.9028826587725,69.9028826587725,00:5;01:2;02:3,"(0,0);(0,12);(0,24)","(23,0);(22,12);(19,16)",283,0,completed
14,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(15,19);(12,23);(23,21);(3,18);(1,5);(10,4);(12,2);(22,16);(22,11);(1,6)",10,True,75.08389389911426,75.08389389911426,00:3;01:3;02:4,"(0,0);(0,12);(0,24)","(17,2);(22,16);(23,21)",310,0,completed
15,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,0);(3,20);(11,15);(12,22);(12,12);(7,23);(15,0);(19,18);(23,16);(20,8)",10,True,56.660777687639104,56.660777687639104,00:3;01:4;02:3,"(0,0);(0,12);(0,24)","(20,8);(23,16);(12,22)",235,0,completed
16,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(19,8);(6,17);(5,12);(12,11);(18,17);(3,18);(16,16);(13,21);(11,3);(14,9)",10,True,56.384838839049976,56.384838839049976,00:3;01:4;02:3,"(0,0);(0,12);(0,24)","(12,11);(19,8);(13,21)",230,0,completed
17,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,11);(4,12);(1,15);(8,10);(1,13);(22,23);(10,12);(23,16);(17,15);(17,5)",10,True,79.74463007988287,79.74463007988287,00:3;01:5;02:2,"(0,0);(0,12);(0,24)","(22,23);(17,5);(21,14)",340,0,completed
18,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(10,17);(24,20);(14,15);(22,23);(3,21);(17,20);(20,6);(12,10);(2,20);(16,8)",10,True,62.10776896585311,62.10776896585311,00:3;01:4;02:3,"(0,0);(0,12);(0,24)","(20,6);(22,23);(16,15)",248,0,completed
19,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(18,6);(17,8);(17,17);(20,16);(21,13);(7,17);(2,5);(24,5);(20,4);(4,24)",10,True,57.38236567716709,57.38236567716709,00:4;01:3;02:3,"(0,0);(0,12);(0,24)","(24,5);(20,16);(17,17)",226,0,completed
20,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(24,7);(10,3);(21,19);(8,3);(12,12);(22,21);(22,4);(16,12);(19,12);(13,14)",10,True,54.249926230110276,54.249926230110276,00:4;01:5;02:1,"(0,0);(0,12);(0,24)","(24,7);(21,19);(22,21)",212,0,completed
21,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,6);(8,14);(14,12);(21,0);(2,0);(23,6);(6,20);(1,3);(6,1);(16,19)",10,True,61.392732676429326,61.392732676429326,00:4;01:4;02:2,"(0,0);(0,12);(0,24)","(23,6);(14,12);(16,18)",255,0,completed
22,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,24);(13,19);(22,5);(17,23);(18,16);(6,6);(23,8);(12,8);(11,11);(1,5)",10,True,60.77470904348911,60.77470904348911,00:3;01:3;02:4,"(0,0);(0,12);(0,24)","(22,5);(23,8);(13,19)",245,0,completed
23,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,9);(17,17);(21,11);(24,6);(7,15);(15,9);(18,0);(13,12);(12,23);(3,13)",10,True,63.450716730650996,63.450716730650996,00:3;01:5;02:2,"(0,0);(0,12);(0,24)","(21,11);(13,12);(17,17)",263,0,completed
24,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(19,14);(14,3);(19,23);(22,23);(6,15);(18,24);(20,16);(2,16);(9,4);(4,16)",10,True,59.75828458027079,59.75828458027079,00:2;01:5;02:3,"(0,0);(0,12);(0,24)","(19,6);(20,16);(22,23)",242,0,completed
25,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,11);(23,9);(9,19);(17,21);(21,8);(5,4);(21,11);(2,10);(18,22);(17,9)",10,True,51.138616286327995,51.138616286327995,00:2;01:5;02:3,"(0,0);(0,12);(0,24)","(17,9);(23,9);(18,22)",203,0,completed
26,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(22,7);(4,6);(1,13);(7,8);(20,21);(13,6);(17,3);(14,1);(14,5);(14,13)",10,True,66.81441422851402,66.81441422851402,00:5;01:4;02:1,"(0,0);(0,12);(0,24)","(22,7);(15,1);(20,20)",282,0,completed
27,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(3,4);(2,11);(21,7);(5,3);(3,19);(3,10);(20,8);(7,0);(4,19);(2,15)",10,True,64.67263238748643,64.67263238748643,00:3;01:3;02:4,"(0,0);(0,12);(0,24)","(7,0);(2,15);(21,7)",308,0,completed
28,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,21);(20,18);(20,23);(23,3);(12,14);(20,19);(0,9);(4,4);(5,3);(13,8)",10,True,65.40465679269485,65.40465679269485,00:4;01:3;02:3,"(0,0);(0,12);(0,24)","(23,3);(20,18);(20,23)",261,0,completed
29,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(20,20);(2,17);(23,18);(11,20);(1,21);(19,18);(10,19);(16,20);(8,16);(16,0)",10,True,61.48414301953244,61.48414301953244,00:2;01:2;02:6,"(0,0);(0,12);(0,24)","(19,18);(15,19);(23,18)",251,0,completed
30,known_visit,ACBBA,ideal,1.0,25,625,3,10,acbba_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,1);(19,11);(2,0);(23,14);(23,17);(19,13);(9,1);(13,4);(8,1);(24,11)",10,True,54.79691818305513,54.79691818305513,00:6;01:2;02:2,"(0,0);(0,12);(0,24)","(19,13);(24,11);(23,14)",207,0,completed
