trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
40,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,6,220.0,192.666667,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,32,4,"(15,3);(33,2);(32,2);(5,6)",00,32,2,"00:(0,0);01:(0,7);02:(0,13);03:(0,20);04:(0,26);05:(0,33)","00:(32,4);01:(32,7);02:(33,16);03:(29,23);04:(33,30);05:(32,31)",00:2;01:0;02:0;03:0;04:0;05:0,00,completed
41,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,6,220.0,192.666667,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,2,11,"(2,7);(15,7);(22,14);(7,33)",05,7,33,"00:(0,0);01:(0,7);02:(0,13);03:(0,20);04:(0,26);05:(0,33)","00:(8,10);01:(17,26);02:(2,11);03:(14,16);04:(6,16);05:(9,19)",00:0;01:0;02:1;03:0;04:0;05:1,02,completed
42,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,6,220.0,192.666667,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,6,15,"(7,28);(1,31);(15,26);(11,9)",04,15,26,"00:(0,0);01:(0,7);02:(0,13);03:(0,20);04:(0,26);05:(0,33)","00:(4,22);01:(7,19);02:(6,9);03:(6,15);04:(23,29);05:(4,32)",00:1;01:0;02:0;03:1;04:3;05:0,03,completed
43,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,6,220.0,192.666667,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,11,10,"(19,13);(14,10);(27,23);(23,7)",,,,"00:(0,0);01:(0,7);02:(0,13);03:(0,20);04:(0,26);05:(0,33)","00:(11,2);01:(11,10);02:(11,16);03:(12,22);04:(11,28);05:(9,30)",00:0;01:0;02:0;03:0;04:0;05:0,01,completed
44,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,6,220.0,192.666667,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,10,23,"(29,28);(25,11);(33,21);(4,16)",03,33,21,"00:(0,0);01:(0,7);02:(0,13);03:(0,20);04:(0,26);05:(0,33)","00:(30,30);01:(1,28);02:(21,28);03:(19,25);04:(24,33);05:(10,23)",00:0;01:2;02:1;03:2;04:0;05:0,05,completed
45,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,6,220.0,192.666667,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,3,20,"(1,26);(5,25);(14,27);(4,22)",04,1,26,"00:(0,0);01:(0,7);02:(0,13);03:(0,20);04:(0,26);05:(0,33)","00:(0,21);01:(0,29);02:(4,30);03:(5,26);04:(3,20);05:(3,18)",00:0;01:0;02:0;03:0;04:1;05:1,04,completed
46,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,6,220.0,192.666667,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,14,15,"(7,24);(13,24);(8,16);(11,15)",,,,"00:(0,0);01:(0,7);02:(0,13);03:(0,20);04:(0,26);05:(0,33)","00:(12,1);01:(14,9);02:(14,15);03:(13,21);04:(13,27);05:(16,29)",00:0;01:0;02:0;03:0;04:0;05:0,02,completed
47,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,6,220.0,192.666667,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,2,0,"(1,3);(12,0);(9,23);(4,27)",,,,"00:(0,0);01:(0,7);02:(0,13);03:(0,20);04:(0,26);05:(0,33)","00:(2,0);01:(0,8);02:(0,14);03:(1,20);04:(1,26);05:(1,33)",00:0;01:0;02:0;03:0;04:0;05:0,00,completed
48,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,6,220.0,192.666667,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,20,9,"(19,10);(3,14);(14,13);(7,14)",02,3,14,"00:(0,0);01:(0,7);02:(0,13);03:(0,20);04:(0,26);05:(0,33)","00:(1,16);01:(20,9);02:(10,22);03:(7,26);04:(17,20);05:(19,13)",00:0;01:1;02:2;03:1;04:0;05:3,01,completed
49,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,6,220.0,192.666667,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,19,25,"(3,27);(33,18);(20,1);(9,20)",03,9,20,"00:(0,0);01:(0,7);02:(0,13);03:(0,20);04:(0,26);05:(0,33)","00:(15,25);01:(11,11);02:(9,12);03:(19,25);04:(17,25);05:(9,9)",00:0;01:1;02:1;03:1;04:1;05:0,03,completed
