stage,environment,algorithm_key,algorithm,commitment_horizon,dga_iterations,comm_label,comm_model,comm_level,grid_size,target_cells_per_robot,robot_count,scenario_file,out_dir,run_id,expected_trials,command
grid_coverage,coverage,hipc,HIPC,3,,ideal,ideal,1.0,14,140,2,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density140/ideal/hipc,coverage_g14_d140_ideal_hipc,50,
grid_coverage,coverage,pi,PI,1,,ideal,ideal,1.0,14,140,2,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density140/ideal/pi,coverage_g14_d140_ideal_pi,50,
grid_coverage,coverage,dga,DGA,5,,ideal,ideal,1.0,14,140,2,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density140/ideal/dga,coverage_g14_d140_ideal_dga,50,
grid_coverage,coverage,cbaa,CBAA,,,bernoulli_025,bernoulli,0.25,14,140,2,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density140/bernoulli_025/cbaa,coverage_g14_d140_bernoulli_025_cbaa,50,
grid_coverage,coverage,acbba,ACBBA,5,,bernoulli_025,bernoulli,0.25,14,140,2,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density140/bernoulli_025/acbba,coverage_g14_d140_bernoulli_025_acbba,50,
grid_coverage,coverage,dmchba,DMCHBA,3,,bernoulli_025,bernoulli,0.25,14,140,2,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density140/bernoulli_025/dmchba,coverage_g14_d140_bernoulli_025_dmchba,50,
grid_coverage,coverage,hipc,HIPC,3,,bernoulli_025,bernoulli,0.25,14,140,2,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density140/bernoulli_025/hipc,coverage_g14_d140_bernoulli_025_hipc,50,
grid_coverage,coverage,pi,PI,1,,bernoulli_025,bernoulli,0.25,14,140,2,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density140/bernoulli_025/pi,coverage_g14_d140_bernoulli_025_pi,50,
grid_coverage,coverage,dga,DGA,5,,bernoulli_025,bernoulli,0.25,14,140,2,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density140/bernoulli_025/dga,coverage_g14_d140_bernoulli_025_dga,50,
grid_coverage,coverage,cbaa,CBAA,,,ideal,ideal,1.0,14,85,3,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density85/ideal/cbaa,coverage_g14_d85_ideal_cbaa,50,
grid_coverage,coverage,acbba,ACBBA,5,,ideal,ideal,1.0,14,85,3,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density85/ideal/acbba,coverage_g14_d85_ideal_acbba,50,
grid_coverage,coverage,dmchba,DMCHBA,3,,ideal,ideal,1.0,14,85,3,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density85/ideal/dmchba,coverage_g14_d85_ideal_dmchba,50,
grid_coverage,coverage,hipc,HIPC,3,,ideal,ideal,1.0,14,85,3,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density85/ideal/hipc,coverage_g14_d85_ideal_hipc,50,
grid_coverage,coverage,pi,PI,1,,ideal,ideal,1.0,14,85,3,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density85/ideal/pi,coverage_g14_d85_ideal_pi,50,
grid_coverage,coverage,dga,DGA,5,,ideal,ideal,1.0,14,85,3,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density85/ideal/dga,coverage_g14_d85_ideal_dga,50,
grid_coverage,coverage,cbaa,CBAA,,,bernoulli_025,bernoulli,0.25,14,85,3,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density85/bernoulli_025/cbaa,coverage_g14_d85_bernoulli_025_cbaa,50,
grid_coverage,coverage,acbba,ACBBA,5,,bernoulli_025,bernoulli,0.25,14,85,3,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density85/bernoulli_025/acbba,coverage_g14_d85_bernoulli_025_acbba,50,
grid_coverage,coverage,dmchba,DMCHBA,3,,bernoulli_025,bernoulli,0.25,14,85,3,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density85/bernoulli_025/dmchba,coverage_g14_d85_bernoulli_025_dmchba,50,
grid_coverage,coverage,hipc,HIPC,3,,bernoulli_025,bernoulli,0.25,14,85,3,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density85/bernoulli_025/hipc,coverage_g14_d85_bernoulli_025_hipc,50,
grid_coverage,coverage,pi,PI,1,,bernoulli_025,bernoulli,0.25,14,85,3,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density85/bernoulli_025/pi,coverage_g14_d85_bernoulli_025_pi,50,
grid_coverage,coverage,dga,DGA,5,,bernoulli_025,bernoulli,0.25,14,85,3,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density85/bernoulli_025/dga,coverage_g14_d85_bernoulli_025_dga,50,
grid_coverage,coverage,cbaa,CBAA,,,ideal,ideal,1.0,14,50,4,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density50/ideal/cbaa,coverage_g14_d50_ideal_cbaa,50,
grid_coverage,coverage,acbba,ACBBA,5,,ideal,ideal,1.0,14,50,4,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density50/ideal/acbba,coverage_g14_d50_ideal_acbba,50,
grid_coverage,coverage,dmchba,DMCHBA,3,,ideal,ideal,1.0,14,50,4,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density50/ideal/dmchba,coverage_g14_d50_ideal_dmchba,50,
grid_coverage,coverage,hipc,HIPC,3,,ideal,ideal,1.0,14,50,4,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density50/ideal/hipc,coverage_g14_d50_ideal_hipc,50,
grid_coverage,coverage,pi,PI,1,,ideal,ideal,1.0,14,50,4,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density50/ideal/pi,coverage_g14_d50_ideal_pi,50,
grid_coverage,coverage,dga,DGA,5,,ideal,ideal,1.0,14,50,4,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density50/ideal/dga,coverage_g14_d50_ideal_dga,50,
grid_coverage,coverage,cbaa,CBAA,,,bernoulli_025,bernoulli,0.25,14,50,4,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density50/bernoulli_025/cbaa,coverage_g14_d50_bernoulli_025_cbaa,50,
grid_coverage,coverage,acbba,ACBBA,5,,bernoulli_025,bernoulli,0.25,14,50,4,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density50/bernoulli_025/acbba,coverage_g14_d50_bernoulli_025_acbba,50,
grid_coverage,coverage,dmchba,DMCHBA,3,,bernoulli_025,bernoulli,0.25,14,50,4,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density50/bernoulli_025/dmchba,coverage_g14_d50_bernoulli_025_dmchba,50,
grid_coverage,coverage,hipc,HIPC,3,,bernoulli_025,bernoulli,0.25,14,50,4,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density50/bernoulli_025/hipc,coverage_g14_d50_bernoulli_025_hipc,50,
grid_coverage,coverage,pi,PI,1,,bernoulli_025,bernoulli,0.25,14,50,4,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density50/bernoulli_025/pi,coverage_g14_d50_bernoulli_025_pi,50,
grid_coverage,coverage,dga,DGA,5,,bernoulli_025,bernoulli,0.25,14,50,4,,runs/sensitivity_grid_density_coverage_50/raw/grid14/density50/bernoulli_025/dga,coverage_g14_d50_bernoulli_025_dga,50,
grid_coverage,coverage,cbaa,CBAA,,,ideal,ideal,1.0,19,220,2,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/ideal/cbaa,coverage_g19_d220_ideal_cbaa,50,
grid_coverage,coverage,acbba,ACBBA,5,,ideal,ideal,1.0,19,220,2,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/ideal/acbba,coverage_g19_d220_ideal_acbba,50,
grid_coverage,coverage,dmchba,DMCHBA,3,,ideal,ideal,1.0,19,220,2,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/ideal/dmchba,coverage_g19_d220_ideal_dmchba,50,
grid_coverage,coverage,hipc,HIPC,3,,ideal,ideal,1.0,19,220,2,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/ideal/hipc,coverage_g19_d220_ideal_hipc,50,
grid_coverage,coverage,pi,PI,1,,ideal,ideal,1.0,19,220,2,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/ideal/pi,coverage_g19_d220_ideal_pi,50,
grid_coverage,coverage,dga,DGA,5,,ideal,ideal,1.0,19,220,2,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/ideal/dga,coverage_g19_d220_ideal_dga,50,
grid_coverage,coverage,cbaa,CBAA,,,bernoulli_025,bernoulli,0.25,19,220,2,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/cbaa,coverage_g19_d220_bernoulli_025_cbaa,50,
grid_coverage,coverage,acbba,ACBBA,5,,bernoulli_025,bernoulli,0.25,19,220,2,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/acbba,coverage_g19_d220_bernoulli_025_acbba,50,
grid_coverage,coverage,dmchba,DMCHBA,3,,bernoulli_025,bernoulli,0.25,19,220,2,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/dmchba,coverage_g19_d220_bernoulli_025_dmchba,50,
grid_coverage,coverage,hipc,HIPC,3,,bernoulli_025,bernoulli,0.25,19,220,2,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,50,
grid_coverage,coverage,pi,PI,1,,bernoulli_025,bernoulli,0.25,19,220,2,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/pi,coverage_g19_d220_bernoulli_025_pi,50,
grid_coverage,coverage,dga,DGA,5,,bernoulli_025,bernoulli,0.25,19,220,2,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/dga,coverage_g19_d220_bernoulli_025_dga,50,
grid_coverage,coverage,cbaa,CBAA,,,ideal,ideal,1.0,19,140,3,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density140/ideal/cbaa,coverage_g19_d140_ideal_cbaa,50,
grid_coverage,coverage,acbba,ACBBA,5,,ideal,ideal,1.0,19,140,3,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density140/ideal/acbba,coverage_g19_d140_ideal_acbba,50,
grid_coverage,coverage,dmchba,DMCHBA,3,,ideal,ideal,1.0,19,140,3,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density140/ideal/dmchba,coverage_g19_d140_ideal_dmchba,50,
grid_coverage,coverage,hipc,HIPC,3,,ideal,ideal,1.0,19,140,3,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density140/ideal/hipc,coverage_g19_d140_ideal_hipc,50,
grid_coverage,coverage,pi,PI,1,,ideal,ideal,1.0,19,140,3,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density140/ideal/pi,coverage_g19_d140_ideal_pi,50,
grid_coverage,coverage,dga,DGA,5,,ideal,ideal,1.0,19,140,3,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density140/ideal/dga,coverage_g19_d140_ideal_dga,50,
grid_coverage,coverage,cbaa,CBAA,,,bernoulli_025,bernoulli,0.25,19,140,3,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density140/bernoulli_025/cbaa,coverage_g19_d140_bernoulli_025_cbaa,50,
grid_coverage,coverage,acbba,ACBBA,5,,bernoulli_025,bernoulli,0.25,19,140,3,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density140/bernoulli_025/acbba,coverage_g19_d140_bernoulli_025_acbba,50,
grid_coverage,coverage,dmchba,DMCHBA,3,,bernoulli_025,bernoulli,0.25,19,140,3,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density140/bernoulli_025/dmchba,coverage_g19_d140_bernoulli_025_dmchba,50,
grid_coverage,coverage,hipc,HIPC,3,,bernoulli_025,bernoulli,0.25,19,140,3,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density140/bernoulli_025/hipc,coverage_g19_d140_bernoulli_025_hipc,50,
grid_coverage,coverage,pi,PI,1,,bernoulli_025,bernoulli,0.25,19,140,3,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density140/bernoulli_025/pi,coverage_g19_d140_bernoulli_025_pi,50,
grid_coverage,coverage,dga,DGA,5,,bernoulli_025,bernoulli,0.25,19,140,3,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density140/bernoulli_025/dga,coverage_g19_d140_bernoulli_025_dga,50,
grid_coverage,coverage,cbaa,CBAA,,,ideal,ideal,1.0,19,85,5,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/cbaa,coverage_g19_d85_ideal_cbaa,50,
grid_coverage,coverage,acbba,ACBBA,5,,ideal,ideal,1.0,19,85,5,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/acbba,coverage_g19_d85_ideal_acbba,50,
grid_coverage,coverage,dmchba,DMCHBA,3,,ideal,ideal,1.0,19,85,5,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dmchba,coverage_g19_d85_ideal_dmchba,50,
grid_coverage,coverage,hipc,HIPC,3,,ideal,ideal,1.0,19,85,5,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/hipc,coverage_g19_d85_ideal_hipc,50,
grid_coverage,coverage,pi,PI,1,,ideal,ideal,1.0,19,85,5,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/pi,coverage_g19_d85_ideal_pi,50,
grid_coverage,coverage,dga,DGA,5,,ideal,ideal,1.0,19,85,5,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,50,
grid_coverage,coverage,cbaa,CBAA,,,bernoulli_025,bernoulli,0.25,19,85,5,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/bernoulli_025/cbaa,coverage_g19_d85_bernoulli_025_cbaa,50,
grid_coverage,coverage,acbba,ACBBA,5,,bernoulli_025,bernoulli,0.25,19,85,5,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/bernoulli_025/acbba,coverage_g19_d85_bernoulli_025_acbba,50,
grid_coverage,coverage,dmchba,DMCHBA,3,,bernoulli_025,bernoulli,0.25,19,85,5,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/bernoulli_025/dmchba,coverage_g19_d85_bernoulli_025_dmchba,50,
grid_coverage,coverage,hipc,HIPC,3,,bernoulli_025,bernoulli,0.25,19,85,5,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/bernoulli_025/hipc,coverage_g19_d85_bernoulli_025_hipc,50,
grid_coverage,coverage,pi,PI,1,,bernoulli_025,bernoulli,0.25,19,85,5,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/bernoulli_025/pi,coverage_g19_d85_bernoulli_025_pi,50,
grid_coverage,coverage,dga,DGA,5,,bernoulli_025,bernoulli,0.25,19,85,5,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/bernoulli_025/dga,coverage_g19_d85_bernoulli_025_dga,50,
grid_coverage,coverage,cbaa,CBAA,,,ideal,ideal,1.0,19,50,8,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/cbaa,coverage_g19_d50_ideal_cbaa,50,
grid_coverage,coverage,acbba,ACBBA,5,,ideal,ideal,1.0,19,50,8,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/acbba,coverage_g19_d50_ideal_acbba,50,
grid_coverage,coverage,dmchba,DMCHBA,3,,ideal,ideal,1.0,19,50,8,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/dmchba,coverage_g19_d50_ideal_dmchba,50,
grid_coverage,coverage,hipc,HIPC,3,,ideal,ideal,1.0,19,50,8,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,50,
grid_coverage,coverage,pi,PI,1,,ideal,ideal,1.0,19,50,8,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/pi,coverage_g19_d50_ideal_pi,50,
grid_coverage,coverage,dga,DGA,5,,ideal,ideal,1.0,19,50,8,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/dga,coverage_g19_d50_ideal_dga,50,
grid_coverage,coverage,cbaa,CBAA,,,bernoulli_025,bernoulli,0.25,19,50,8,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/bernoulli_025/cbaa,coverage_g19_d50_bernoulli_025_cbaa,50,
grid_coverage,coverage,acbba,ACBBA,5,,bernoulli_025,bernoulli,0.25,19,50,8,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/bernoulli_025/acbba,coverage_g19_d50_bernoulli_025_acbba,50,
grid_coverage,coverage,dmchba,DMCHBA,3,,bernoulli_025,bernoulli,0.25,19,50,8,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/bernoulli_025/dmchba,coverage_g19_d50_bernoulli_025_dmchba,50,
grid_coverage,coverage,hipc,HIPC,3,,bernoulli_025,bernoulli,0.25,19,50,8,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/bernoulli_025/hipc,coverage_g19_d50_bernoulli_025_hipc,50,
grid_coverage,coverage,pi,PI,1,,bernoulli_025,bernoulli,0.25,19,50,8,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/bernoulli_025/pi,coverage_g19_d50_bernoulli_025_pi,50,
grid_coverage,coverage,dga,DGA,5,,bernoulli_025,bernoulli,0.25,19,50,8,,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/bernoulli_025/dga,coverage_g19_d50_bernoulli_025_dga,50,
grid_coverage,coverage,cbaa,CBAA,,,ideal,ideal,1.0,25,220,3,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density220/ideal/cbaa,coverage_g25_d220_ideal_cbaa,50,
grid_coverage,coverage,acbba,ACBBA,5,,ideal,ideal,1.0,25,220,3,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density220/ideal/acbba,coverage_g25_d220_ideal_acbba,50,
grid_coverage,coverage,dmchba,DMCHBA,3,,ideal,ideal,1.0,25,220,3,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density220/ideal/dmchba,coverage_g25_d220_ideal_dmchba,50,
grid_coverage,coverage,hipc,HIPC,3,,ideal,ideal,1.0,25,220,3,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density220/ideal/hipc,coverage_g25_d220_ideal_hipc,50,
grid_coverage,coverage,pi,PI,1,,ideal,ideal,1.0,25,220,3,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density220/ideal/pi,coverage_g25_d220_ideal_pi,50,
grid_coverage,coverage,dga,DGA,5,,ideal,ideal,1.0,25,220,3,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density220/ideal/dga,coverage_g25_d220_ideal_dga,50,
grid_coverage,coverage,cbaa,CBAA,,,bernoulli_025,bernoulli,0.25,25,220,3,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density220/bernoulli_025/cbaa,coverage_g25_d220_bernoulli_025_cbaa,50,
grid_coverage,coverage,acbba,ACBBA,5,,bernoulli_025,bernoulli,0.25,25,220,3,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density220/bernoulli_025/acbba,coverage_g25_d220_bernoulli_025_acbba,50,
grid_coverage,coverage,dmchba,DMCHBA,3,,bernoulli_025,bernoulli,0.25,25,220,3,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density220/bernoulli_025/dmchba,coverage_g25_d220_bernoulli_025_dmchba,50,
grid_coverage,coverage,hipc,HIPC,3,,bernoulli_025,bernoulli,0.25,25,220,3,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density220/bernoulli_025/hipc,coverage_g25_d220_bernoulli_025_hipc,50,
grid_coverage,coverage,pi,PI,1,,bernoulli_025,bernoulli,0.25,25,220,3,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density220/bernoulli_025/pi,coverage_g25_d220_bernoulli_025_pi,50,
grid_coverage,coverage,dga,DGA,5,,bernoulli_025,bernoulli,0.25,25,220,3,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density220/bernoulli_025/dga,coverage_g25_d220_bernoulli_025_dga,50,
grid_coverage,coverage,cbaa,CBAA,,,ideal,ideal,1.0,25,140,5,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density140/ideal/cbaa,coverage_g25_d140_ideal_cbaa,50,
grid_coverage,coverage,acbba,ACBBA,5,,ideal,ideal,1.0,25,140,5,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density140/ideal/acbba,coverage_g25_d140_ideal_acbba,50,
grid_coverage,coverage,dmchba,DMCHBA,3,,ideal,ideal,1.0,25,140,5,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density140/ideal/dmchba,coverage_g25_d140_ideal_dmchba,50,
grid_coverage,coverage,hipc,HIPC,3,,ideal,ideal,1.0,25,140,5,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density140/ideal/hipc,coverage_g25_d140_ideal_hipc,50,
grid_coverage,coverage,pi,PI,1,,ideal,ideal,1.0,25,140,5,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density140/ideal/pi,coverage_g25_d140_ideal_pi,50,
grid_coverage,coverage,dga,DGA,5,,ideal,ideal,1.0,25,140,5,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density140/ideal/dga,coverage_g25_d140_ideal_dga,50,
grid_coverage,coverage,cbaa,CBAA,,,bernoulli_025,bernoulli,0.25,25,140,5,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density140/bernoulli_025/cbaa,coverage_g25_d140_bernoulli_025_cbaa,50,
grid_coverage,coverage,acbba,ACBBA,5,,bernoulli_025,bernoulli,0.25,25,140,5,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density140/bernoulli_025/acbba,coverage_g25_d140_bernoulli_025_acbba,50,
grid_coverage,coverage,dmchba,DMCHBA,3,,bernoulli_025,bernoulli,0.25,25,140,5,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density140/bernoulli_025/dmchba,coverage_g25_d140_bernoulli_025_dmchba,50,
grid_coverage,coverage,hipc,HIPC,3,,bernoulli_025,bernoulli,0.25,25,140,5,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density140/bernoulli_025/hipc,coverage_g25_d140_bernoulli_025_hipc,50,
grid_coverage,coverage,pi,PI,1,,bernoulli_025,bernoulli,0.25,25,140,5,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density140/bernoulli_025/pi,coverage_g25_d140_bernoulli_025_pi,50,
grid_coverage,coverage,dga,DGA,5,,bernoulli_025,bernoulli,0.25,25,140,5,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density140/bernoulli_025/dga,coverage_g25_d140_bernoulli_025_dga,50,
grid_coverage,coverage,cbaa,CBAA,,,ideal,ideal,1.0,25,85,8,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/ideal/cbaa,coverage_g25_d85_ideal_cbaa,50,
grid_coverage,coverage,acbba,ACBBA,5,,ideal,ideal,1.0,25,85,8,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/ideal/acbba,coverage_g25_d85_ideal_acbba,50,
grid_coverage,coverage,dmchba,DMCHBA,3,,ideal,ideal,1.0,25,85,8,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/ideal/dmchba,coverage_g25_d85_ideal_dmchba,50,
grid_coverage,coverage,hipc,HIPC,3,,ideal,ideal,1.0,25,85,8,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/ideal/hipc,coverage_g25_d85_ideal_hipc,50,
grid_coverage,coverage,pi,PI,1,,ideal,ideal,1.0,25,85,8,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/ideal/pi,coverage_g25_d85_ideal_pi,50,
grid_coverage,coverage,dga,DGA,5,,ideal,ideal,1.0,25,85,8,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/ideal/dga,coverage_g25_d85_ideal_dga,50,
grid_coverage,coverage,cbaa,CBAA,,,bernoulli_025,bernoulli,0.25,25,85,8,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,50,
grid_coverage,coverage,acbba,ACBBA,5,,bernoulli_025,bernoulli,0.25,25,85,8,,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/acbba,coverage_g25_d85_bernoulli_025_acbba,50,
