trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,stage,environment,algorithm_key,commitment_horizon,dga_iterations,comm_label,out_dir,run_id,failure_type,failure_message,debug_max_events
23,dcta_parity_v1,custom,,e2d18f2463f2206c259277f61e40aff095f8696dcffa98bb70597a1186a4af8c,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,1270,1270,0,625,653,0,0,0,11278,62479,16453,1952,9326,3222,8056,0,0,0.25208371636943067,18.0448,0.0,6.343307086614173,0.0,12.8896,cbaa_entry:8056;collision_intent:1952;state:1270,217,1553,0.2350000000000001,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,,,
24,dcta_parity_v1,custom,,e2d18f2463f2206c259277f61e40aff095f8696dcffa98bb70597a1186a4af8c,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,1141,1141,0,625,524,0,0,0,10423,57801,15150,1746,8677,2887,7536,0,0,0.24946895223040064,16.6768,0.0,6.604732690622261,0.0,12.0576,cbaa_entry:7536;collision_intent:1746;state:1141,191,1421,0.30299999999999994,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,,,
25,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,1403,1403,0,625,786,0,0,0,11349,62512,16921,1628,9721,3031,8318,0,0,0.2487029116510134,18.1584,0.0,5.928724162508909,0.0,13.3088,cbaa_entry:8318;collision_intent:1628;state:1403,182,1445,0.15500000000000003,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,,,
26,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,RuntimeError,Debug safety cap reached in trial 26. This usually means the allocator is stuck or returning no reachable goals.,5000
27,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,RuntimeError,Debug safety cap reached in trial 27. This usually means the allocator is stuck or returning no reachable goals.,5000
28,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,RuntimeError,Debug safety cap reached in trial 28. This usually means the allocator is stuck or returning no reachable goals.,5000
29,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,1412,1412,0,625,795,0,0,0,11669,65096,16577,2138,9531,3550,8119,0,0,0.24850465468391622,18.6704,0.0,5.75,0.0,12.9904,cbaa_entry:8119;collision_intent:2138;state:1412,240,1619,0.31620000000000004,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,,,
30,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,1468,1468,0,625,851,0,0,0,11755,64731,17528,1713,10042,3181,8574,0,0,0.24944498206865146,18.808,0.0,5.840599455040872,0.0,13.7184,cbaa_entry:8574;collision_intent:1713;state:1468,204,1556,0.22219999999999995,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,,,
31,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,1430,1430,0,625,813,0,0,0,11511,64207,16352,2154,9357,3584,7927,0,0,0.24969460053750306,18.4176,0.0,5.543356643356644,0.0,12.6832,cbaa_entry:7927;collision_intent:2154;state:1430,246,1579,0.32620000000000005,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,,,
32,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,1284,1284,0,625,667,0,0,0,10754,59378,15874,1665,9089,2949,7805,0,0,0.24960296869349183,17.2064,0.0,6.0786604361370715,0.0,12.488,cbaa_entry:7805;collision_intent:1665;state:1284,185,1425,0.2270000000000001,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,,,
33,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,1484,1484,0,625,867,0,0,0,11525,63620,17041,1839,9686,3323,8202,0,0,0.2513866761078657,18.44,0.0,5.526954177897574,0.0,13.1232,cbaa_entry:8202;collision_intent:1839;state:1484,213,1509,0.18419999999999992,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,,,
34,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,RuntimeError,Debug safety cap reached in trial 34. This usually means the allocator is stuck or returning no reachable goals.,5000
35,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,1247,1247,0,625,630,0,0,0,11197,62675,15688,2089,9108,3336,7861,0,0,0.24609785558536088,17.9152,0.0,6.30392943063352,0.0,12.5776,cbaa_entry:7861;collision_intent:2089;state:1247,230,1542,0.2902,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,,,
36,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,RuntimeError,Debug safety cap reached in trial 36. This usually means the allocator is stuck or returning no reachable goals.,5000
37,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,1103,1103,0,625,486,0,0,0,10502,58678,14823,2127,8375,3230,7272,0,0,0.25290042994608614,16.8032,0.0,6.5929283771532186,0.0,11.6352,cbaa_entry:7272;collision_intent:2127;state:1103,236,1539,0.385,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,,,
38,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,1508,1508,0,625,891,0,0,0,11582,63784,17266,1656,9926,3164,8418,0,0,0.2485818768176452,18.5312,0.0,5.582228116710875,0.0,13.4688,cbaa_entry:8418;collision_intent:1656;state:1508,193,1502,0.1714,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,,,
39,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,RuntimeError,Debug safety cap reached in trial 39. This usually means the allocator is stuck or returning no reachable goals.,5000
40,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,1171,1171,0,625,554,0,0,0,11028,62091,15096,2374,8654,3545,7483,0,0,0.24923640806353084,17.6448,0.0,6.390264730999146,0.0,11.9728,cbaa_entry:7483;collision_intent:2374;state:1171,259,1598,0.389,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,,,
41,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,1153,1153,0,625,536,0,0,0,10618,59300,15008,1990,8628,3143,7475,0,0,0.24853854434048192,16.9888,0.0,6.4830875975715525,0.0,11.96,cbaa_entry:7475;collision_intent:1990;state:1153,216,1469,0.2934000000000001,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,,,
42,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,RuntimeError,Debug safety cap reached in trial 42. This usually means the allocator is stuck or returning no reachable goals.,5000
43,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,RuntimeError,Debug safety cap reached in trial 43. This usually means the allocator is stuck or returning no reachable goals.,5000
44,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,RuntimeError,Debug safety cap reached in trial 44. This usually means the allocator is stuck or returning no reachable goals.,5000
45,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,1187,1187,0,625,570,0,0,0,10979,61222,15619,2022,8957,3209,7770,0,0,0.24915851771499672,17.5664,0.0,6.545914069081719,0.0,12.432,cbaa_entry:7770;collision_intent:2022;state:1187,216,1537,0.2869999999999999,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,,,
46,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,1274,1274,0,625,657,0,0,0,10949,60690,15927,1863,9086,3137,7812,0,0,0.2505190637976595,17.5184,0.0,6.131868131868132,0.0,12.4992,cbaa_entry:7812;collision_intent:1863;state:1274,204,1489,0.2902,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,,,
47,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,RuntimeError,Debug safety cap reached in trial 47. This usually means the allocator is stuck or returning no reachable goals.,5000
48,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,RuntimeError,Debug safety cap reached in trial 48. This usually means the allocator is stuck or returning no reachable goals.,5000
49,dcta_parity_v1,custom,,8ad3d62870b47129971bfca79e27a2e397049f63b3c5ba04672643cbb52f811a,CBAA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_cbaa,,coverage,1125,1125,0,625,508,0,0,0,10706,60121,14796,2100,8606,3225,7481,0,0,0.2457113439726323,17.1296,0.0,6.649777777777778,0.0,11.9696,cbaa_entry:7481;collision_intent:2100;state:1125,231,1520,0.3173999999999999,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/cbaa,coverage_g25_d85_bernoulli_025_cbaa,,,
0,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,ACBBA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_acbba,,coverage,1209,1209,0,625,592,0,0,0,20681,110942,33814,1249,19432,2458,18223,0,0,0.24860858888488602,33.0896,0.0,15.072787427626137,0.0,29.1568,acbba_entry:18223;collision_intent:1249;state:1209,153,2647,0.23859999999999992,completed,grid_coverage,coverage,acbba,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/acbba,coverage_g25_d85_bernoulli_025_acbba,,,
1,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,ACBBA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_acbba,,coverage,1339,1339,0,625,722,0,0,0,22735,121928,37197,1516,21219,2855,19880,0,0,0.2504629224377664,36.376,0.0,14.846900672143391,0.0,31.808,acbba_entry:19880;collision_intent:1516;state:1339,183,2942,0.24819999999999998,completed,grid_coverage,coverage,acbba,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/acbba,coverage_g25_d85_bernoulli_025_acbba,,,
2,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,ACBBA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_acbba,,coverage,1336,1336,0,625,719,0,0,0,21924,117605,35857,1349,20575,2685,19239,0,0,0.24897409369597068,35.0784,0.0,14.400449101796408,0.0,30.7824,acbba_entry:19239;collision_intent:1349;state:1336,170,2863,0.22140000000000004,completed,grid_coverage,coverage,acbba,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/acbba,coverage_g25_d85_bernoulli_025_acbba,,,
3,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,ACBBA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_acbba,,coverage,1422,1422,0,625,805,0,0,0,23465,125713,38528,1498,21967,2920,20545,0,0,0.25058046892783975,37.544,0.0,14.447960618846695,0.0,32.872,acbba_entry:20545;collision_intent:1498;state:1422,180,2953,0.24819999999999998,completed,grid_coverage,coverage,acbba,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/acbba,coverage_g25_d85_bernoulli_025_acbba,,,
4,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,ACBBA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_acbba,,coverage,1291,1291,0,625,674,0,0,0,21977,117537,36296,1335,20642,2626,19351,0,0,0.2512042522562427,35.1632,0.0,14.989155693261038,0.0,30.9616,acbba_entry:19351;collision_intent:1335;state:1291,165,2795,0.15379999999999994,completed,grid_coverage,coverage,acbba,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/acbba,coverage_g25_d85_bernoulli_025_acbba,,,
5,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,ACBBA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_acbba,,coverage,1422,1422,0,625,805,0,0,0,21924,117731,35716,1472,20452,2894,19030,0,0,0.2495005239259518,35.0784,0.0,13.382559774964838,0.0,30.448,acbba_entry:19030;collision_intent:1472;state:1422,181,2780,0.19379999999999997,completed,grid_coverage,coverage,acbba,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/acbba,coverage_g25_d85_bernoulli_025_acbba,,,
6,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,ACBBA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_acbba,,coverage,1255,1255,0,625,638,0,0,0,21197,113287,35076,1295,19902,2550,18647,0,0,0.25180548177288975,33.9152,0.0,14.858167330677292,0.0,29.8352,acbba_entry:18647;collision_intent:1295;state:1255,161,2683,0.1654,completed,grid_coverage,coverage,acbba,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/acbba,coverage_g25_d85_bernoulli_025_acbba,,,
7,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,ACBBA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_acbba,,coverage,1192,1192,0,625,575,0,0,0,20910,112022,34342,1229,19681,2421,18489,0,0,0.24928680831294778,33.456,0.0,15.510906040268456,0.0,29.5824,acbba_entry:18489;collision_intent:1229;state:1192,154,2672,0.27059999999999995,completed,grid_coverage,coverage,acbba,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/acbba,coverage_g25_d85_bernoulli_025_acbba,,,
8,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,ACBBA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_acbba,,coverage,1373,1373,0,625,756,0,0,0,22043,118062,36232,1420,20623,2793,19250,0,0,0.250994083987974,35.2688,0.0,14.020393299344502,0.0,30.8,acbba_entry:19250;collision_intent:1420;state:1373,174,2793,0.2005999999999999,completed,grid_coverage,coverage,acbba,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/acbba,coverage_g25_d85_bernoulli_025_acbba,,,
9,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,ACBBA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_acbba,,coverage,1210,1210,0,625,593,0,0,0,21030,112751,34453,1265,19765,2475,18555,0,0,0.24902962796984437,33.648,0.0,15.334710743801653,0.0,29.688,acbba_entry:18555;collision_intent:1265;state:1210,154,2678,0.15860000000000007,completed,grid_coverage,coverage,acbba,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/acbba,coverage_g25_d85_bernoulli_025_acbba,,,
10,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,ACBBA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_acbba,,coverage,1502,1502,0,625,885,0,0,0,22622,121591,36743,1562,21060,3064,19558,0,0,0.2492740841248304,36.1952,0.0,13.021304926764314,0.0,31.2928,acbba_entry:19558;collision_intent:1562;state:1502,190,2939,0.20300000000000007,completed,grid_coverage,coverage,acbba,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/acbba,coverage_g25_d85_bernoulli_025_acbba,,,
11,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,ACBBA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_acbba,,coverage,1599,1599,0,625,982,0,0,0,23328,125340,37949,1662,21666,3261,20067,0,0,0.2502324354620685,37.3248,0.0,12.549718574108818,0.0,32.1072,acbba_entry:20067;collision_intent:1662;state:1599,204,3002,0.16860000000000008,completed,grid_coverage,coverage,acbba,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/acbba,coverage_g25_d85_bernoulli_025_acbba,,,
12,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,ACBBA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_acbba,,coverage,1395,1395,0,625,778,0,0,0,21518,115582,35003,1457,20061,2852,18666,0,0,0.2493215473705954,34.4288,0.0,13.380645161290323,0.0,29.8656,acbba_entry:18666;collision_intent:1457;state:1395,178,2811,0.23540000000000005,completed,grid_coverage,coverage,acbba,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/acbba,coverage_g25_d85_bernoulli_025_acbba,,,
13,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,ACBBA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_acbba,,coverage,1192,1192,0,625,575,0,0,0,20959,112032,34674,1222,19737,2414,18545,0,0,0.250984422954427,33.5344,0.0,15.55788590604027,0.0,29.672,acbba_entry:18545;collision_intent:1222;state:1192,152,2693,0.27980000000000005,completed,grid_coverage,coverage,acbba,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/acbba,coverage_g25_d85_bernoulli_025_acbba,,,
14,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,ACBBA,bernoulli,drop_0.25,25,625,8,85.0,78.125,coverage_g25_d85_bernoulli_025_acbba,,coverage,1502,1502,0,625,885,0,0,0,22677,121660,37069,1540,21137,3042,19635,0,0,0.250552555272425,36.2832,0.0,13.072569906790946,0.0,31.416,acbba_entry:19635;collision_intent:1540;state:1502,190,2902,0.24259999999999993,completed,grid_coverage,coverage,acbba,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid25/density85/bernoulli_025/acbba,coverage_g25_d85_bernoulli_025_acbba,,,
