trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status,stage,environment,algorithm_key,commitment_horizon,dga_iterations,comm_label,out_dir,run_id,failure_type,failure_message
39,dcta_parity_v1,custom,,05fb4f4b5244a18b7831b4db9a64700a3e60e7ea37b58e1b2fade0ce1701d886,DMCHBA,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_dmchba,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(13,5);01:(13,6);02:(17,12);03:(13,7);04:(18,18);05:(12,18);06:(11,14);07:(8,17)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,dmchba,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/dmchba,coverage_g19_d50_ideal_dmchba,,
40,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DMCHBA,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_dmchba,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(4,2);01:(1,7);02:(7,11);03:(18,2);04:(2,13);05:(2,12);06:(0,18);07:(3,12)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,dmchba,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/dmchba,coverage_g19_d50_ideal_dmchba,,
41,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DMCHBA,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_dmchba,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(8,2);01:(14,8);02:(13,8);03:(8,3);04:(6,13);05:(7,13);06:(11,14);07:(15,13)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,dmchba,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/dmchba,coverage_g19_d50_ideal_dmchba,,
42,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DMCHBA,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_dmchba,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(2,6);01:(10,5);02:(3,5);03:(15,12);04:(17,16);05:(4,10);06:(18,18);07:(3,11)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,dmchba,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/dmchba,coverage_g19_d50_ideal_dmchba,,
43,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DMCHBA,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_dmchba,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(18,4);01:(13,2);02:(9,4);03:(0,9);04:(13,7);05:(13,14);06:(13,15);07:(18,14)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,dmchba,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/dmchba,coverage_g19_d50_ideal_dmchba,,
44,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DMCHBA,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_dmchba,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(6,0);01:(6,2);02:(14,7);03:(7,2);04:(16,7);05:(6,4);06:(7,13);07:(15,10)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,dmchba,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/dmchba,coverage_g19_d50_ideal_dmchba,,
45,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DMCHBA,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_dmchba,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(18,6);01:(14,4);02:(13,10);03:(17,5);04:(14,13);05:(18,9);06:(12,14);07:(14,18)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,dmchba,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/dmchba,coverage_g19_d50_ideal_dmchba,,
46,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DMCHBA,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_dmchba,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(9,5);01:(9,6);02:(12,8);03:(6,6);04:(12,7);05:(17,14);06:(10,18);07:(16,17)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,dmchba,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/dmchba,coverage_g19_d50_ideal_dmchba,,
47,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DMCHBA,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_dmchba,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(18,8);01:(11,3);02:(18,9);03:(7,6);04:(4,1);05:(16,13);06:(11,18);07:(16,17)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,dmchba,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/dmchba,coverage_g19_d50_ideal_dmchba,,
48,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DMCHBA,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_dmchba,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(13,5);01:(8,5);02:(18,9);03:(16,9);04:(17,14);05:(11,10);06:(4,18);07:(10,17)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,dmchba,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/dmchba,coverage_g19_d50_ideal_dmchba,,
49,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DMCHBA,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_dmchba,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(3,10);01:(13,9);02:(1,11);03:(10,10);04:(3,14);05:(1,12);06:(3,18);07:(8,15)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,dmchba,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/dmchba,coverage_g19_d50_ideal_dmchba,,
0,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)",,,,failed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.
1,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(15,1);01:(11,16);02:(17,0);03:(18,0);04:(15,10);05:(17,6);06:(17,11);07:(18,8)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
2,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)",,,,failed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,RuntimeError,Debug safety cap reached in trial 2. This usually means the allocator is stuck or returning no reachable goals.
3,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(18,18);01:(11,14);02:(12,11);03:(17,13);04:(15,13);05:(16,15);06:(10,15);07:(18,17)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
4,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(17,7);01:(11,9);02:(18,16);03:(17,12);04:(18,15);05:(15,8);06:(18,17);07:(18,18)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
5,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(17,2);01:(18,4);02:(6,0);03:(17,1);04:(18,17);05:(0,4);06:(18,18);07:(18,12)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
6,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(18,13);01:(18,15);02:(12,18);03:(18,14);04:(17,13);05:(18,16);06:(17,12);07:(18,17)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
7,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(18,4);01:(18,10);02:(18,9);03:(16,5);04:(15,12);05:(15,11);06:(17,15);07:(17,18)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
8,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(17,3);01:(15,0);02:(2,1);03:(18,2);04:(17,11);05:(18,18);06:(8,16);07:(18,17)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
9,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(18,13);01:(18,2);02:(17,6);03:(18,17);04:(17,8);05:(18,12);06:(18,18);07:(18,14)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
10,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(18,16);01:(18,0);02:(18,3);03:(18,7);04:(18,1);05:(12,17);06:(16,12);07:(18,11)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
11,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(17,10);01:(15,13);02:(16,12);03:(16,17);04:(17,16);05:(16,18);06:(14,16);07:(16,16)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
12,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(1,2);01:(1,3);02:(18,6);03:(17,0);04:(17,9);05:(1,11);06:(0,16);07:(18,0)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
13,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(17,15);01:(18,2);02:(16,7);03:(18,16);04:(0,10);05:(18,15);06:(18,17);07:(16,17)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
14,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(18,0);01:(14,1);02:(18,9);03:(9,5);04:(10,6);05:(7,14);06:(16,7);07:(18,13)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
15,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(18,17);01:(17,6);02:(18,7);03:(17,7);04:(17,12);05:(6,15);06:(18,18);07:(18,16)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
16,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(18,18);01:(18,16);02:(18,4);03:(1,12);04:(18,9);05:(0,1);06:(17,13);07:(18,11)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
17,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(18,18);01:(17,12);02:(17,18);03:(1,18);04:(18,16);05:(0,4);06:(15,17);07:(2,13)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
18,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(13,7);01:(18,18);02:(16,3);03:(17,5);04:(17,3);05:(18,8);06:(17,10);07:(12,16)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
19,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)",,,,failed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,RuntimeError,Debug safety cap reached in trial 19. This usually means the allocator is stuck or returning no reachable goals.
20,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(12,1);01:(15,5);02:(18,0);03:(17,12);04:(16,10);05:(18,10);06:(17,18);07:(13,15)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
21,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(17,3);01:(18,7);02:(7,12);03:(17,10);04:(18,8);05:(10,15);06:(18,16);07:(18,12)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
22,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(12,2);01:(11,7);02:(11,8);03:(12,3);04:(17,15);05:(18,9);06:(18,8);07:(12,16)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
23,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(16,3);01:(14,5);02:(16,11);03:(13,10);04:(18,17);05:(18,4);06:(16,18);07:(17,17)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
24,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(18,9);01:(18,8);02:(10,6);03:(18,18);04:(18,13);05:(18,16);06:(16,8);07:(17,15)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
25,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(18,1);01:(18,4);02:(18,16);03:(18,13);04:(18,17);05:(0,6);06:(18,12);07:(18,0)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
26,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(18,1);01:(0,5);02:(16,5);03:(18,4);04:(0,18);05:(8,0);06:(18,18);07:(18,2)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
27,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,HIPC,ideal,1.0,19,361,8,50.0,45.125,coverage_g19_d50_ideal_hipc,,coverage,,,,,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18)","00:(18,14);01:(18,15);02:(16,12);03:(16,11);04:(18,17);05:(5,16);06:(16,15);07:(4,18)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,,completed,grid_coverage,coverage,hipc,3,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density50/ideal/hipc,coverage_g19_d50_ideal_hipc,,
