trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status
0,known_visit,PI,ideal,1.0,19,361,2,10,pi_g19_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,60.67503371046076,60.67503371046076,0,0,0,65,35,67,0,0,0,0,0,0.0,0,163,0,155,154,0,66,89,133,22,0.0,15.5,2.2,collision_intent:66;pi_clear_path:1;pi_entry:21;state:67,0.10000000000000009,0.03731343283582089,35,20.9688,1.6929,15.5687,1.2478,30,5.4001,0.2337,completed
1,known_visit,PI,ideal,1.0,19,361,2,10,pi_g19_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,54.037541908393614,54.037541908393614,0,0,0,51,32,53,0,0,0,0,0,0.0,0,152,0,126,125,0,52,74,105,21,0.0,12.6,2.1,collision_intent:52;pi_clear_path:1;pi_entry:20;state:53,0.10000000000000009,0.12264150943396235,61,32.7535,1.6018,22.8996,1.1713,56,9.8539,0.2229,completed
2,known_visit,PI,ideal,1.0,19,361,2,10,pi_g19_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,54.45399348510758,54.45399348510758,0,0,0,56,32,58,0,0,0,0,0,0.0,0,149,0,136,135,0,57,79,115,21,0.0,13.6,2.1,collision_intent:57;pi_clear_path:1;pi_entry:20;state:58,0.0,0.06896551724137923,42,19.8344,1.681,14.748,1.2021,37,5.0864,0.2744,completed
3,known_visit,PI,ideal,1.0,19,361,2,10,pi_g19_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,54.74419469930596,54.74419469930596,0,0,0,63,32,65,0,0,0,0,0,0.0,0,139,0,146,145,0,63,83,128,18,0.0,14.6,1.8,collision_intent:63;pi_entry:18;state:65,0.0,0.007692307692307665,19,10.2509,1.436,8.1378,1.0536,14,2.1131,0.2227,completed
4,known_visit,PI,ideal,1.0,19,361,2,10,pi_g19_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,53.28660154592617,53.28660154592617,0,0,0,51,31,53,0,0,0,0,0,0.0,0,149,0,126,125,0,52,74,105,21,0.0,12.6,2.1,collision_intent:52;pi_clear_path:1;pi_entry:20;state:53,0.10000000000000009,0.10377358490566047,53,25.3265,1.6601,18.4327,1.2446,48,6.8938,0.2233,completed
5,known_visit,PI,ideal,1.0,19,361,2,10,pi_g19_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,56.41124572493644,56.41124572493644,0,0,0,59,33,61,0,0,0,0,0,0.0,0,151,0,140,139,0,60,80,121,19,0.0,14.0,1.9,collision_intent:60;pi_clear_path:1;pi_entry:18;state:61,0.10000000000000009,0.05737704918032782,40,16.2382,1.2607,11.7272,0.9106,36,4.511,0.1814,completed
6,known_visit,PI,ideal,1.0,19,361,2,10,pi_g19_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,62.882379375780715,62.882379375780715,0,0,0,62,37,64,0,0,0,0,0,0.0,0,174,0,148,147,0,63,85,127,21,0.0,14.8,2.1,collision_intent:63;pi_clear_path:1;pi_entry:20;state:64,0.10000000000000009,0.09375,54,28.2418,1.5967,20.0025,1.1626,49,8.2393,0.2887,completed
7,known_visit,PI,ideal,1.0,19,361,2,10,pi_g19_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,55.03337937076695,55.03337937076695,0,0,0,59,32,61,0,0,0,0,0,0.0,0,147,0,142,141,0,60,82,121,21,0.0,14.2,2.1,collision_intent:60;pi_clear_path:1;pi_entry:20;state:61,0.0,0.040983606557376984,32,14.0807,1.3699,10.3238,0.9573,29,3.7569,0.2625,completed
8,known_visit,PI,ideal,1.0,19,361,2,10,pi_g19_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,98.44963651977166,98.44963651977166,0,0,0,90,57,89,3,0,0,0,0,0.0,0,278,0,204,203,0,91,113,183,21,0.0,20.4,2.1,collision_intent:91;pi_clear_path:1;pi_entry:20;state:92,0.19999999999999996,0.1292134831460674,100,38.4258,1.1054,25.6531,0.7864,95,12.7727,0.2109,completed
9,known_visit,PI,ideal,1.0,19,361,2,10,pi_g19_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,10,True,51.25934270472644,51.25934270472644,0,0,0,60,30,62,0,0,0,0,0,0.0,0,132,0,145,144,0,60,85,122,23,0.0,14.5,2.3,collision_intent:60;pi_entry:23;state:62,0.10000000000000009,0.0,18,13.3348,1.6417,10.4024,1.2006,15,2.9324,0.3255,completed
