trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status
0,PI,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,pi_gilbert_elliott_drop_0_05_rho_0_8,,coverage,405,405,0,361,48,0,0,0,1199,3489,106,415,784,820,379,0,0,0.0451063829787234,3.3213296398891967,0.0,0.9358024691358025,0.0,1.0498614958448753,collision_intent:415;pi_clear_path:1;pi_entry:378;state:405,104,307,0.05886426592797789,completed
1,PI,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,pi_gilbert_elliott_drop_0_05_rho_0_8,,coverage,428,428,0,361,71,0,0,0,1273,3687,129,442,831,870,403,0,0,0.051807228915662654,3.526315789473684,0.0,0.9415887850467289,0.0,1.1163434903047091,collision_intent:442;pi_clear_path:1;pi_entry:402;state:428,111,329,0.09072022160664828,completed
2,PI,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,pi_gilbert_elliott_drop_0_05_rho_0_8,,coverage,427,427,0,361,70,0,0,0,1252,3626,127,432,820,859,393,0,0,0.05168905168905169,3.46814404432133,0.0,0.9203747072599532,0.0,1.0886426592797784,collision_intent:432;pi_clear_path:2;pi_entry:391;state:427,109,318,0.06301939058171735,completed
3,PI,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,pi_gilbert_elliott_drop_0_05_rho_0_8,,coverage,447,447,0,361,90,0,0,0,1302,3802,101,471,831,918,384,0,0,0.040562248995983936,3.6066481994459836,0.0,0.8590604026845637,0.0,1.0637119113573408,collision_intent:471;pi_clear_path:4;pi_entry:380;state:447,113,337,0.05747922437673125,completed
4,PI,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,pi_gilbert_elliott_drop_0_05_rho_0_8,,coverage,460,460,0,361,103,0,0,0,1328,3893,89,476,852,936,392,0,0,0.03484729835552075,3.6786703601108033,0.0,0.8521739130434782,0.0,1.0858725761772854,collision_intent:476;pi_clear_path:1;pi_entry:391;state:460,116,340,0.06855955678670367,completed
5,PI,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,pi_gilbert_elliott_drop_0_05_rho_0_8,,coverage,402,402,0,361,45,0,0,0,1186,3451,104,408,778,810,376,0,0,0.04461604461604462,3.285318559556787,0.0,0.9353233830845771,0.0,1.0415512465373962,collision_intent:408;pi_clear_path:1;pi_entry:375;state:402,102,305,0.0602493074792243,completed
6,PI,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,pi_gilbert_elliott_drop_0_05_rho_0_8,,coverage,393,393,0,361,36,0,0,0,1172,3368,145,399,773,792,380,0,0,0.06260794473229707,3.2465373961218837,0.0,0.9669211195928753,0.0,1.0526315789473684,collision_intent:399;pi_entry:380;state:393,99,300,0.03808864265927969,completed
7,PI,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,pi_gilbert_elliott_drop_0_05_rho_0_8,,coverage,419,419,0,361,62,0,0,0,1238,3590,122,433,805,852,386,0,0,0.050559469539991714,3.4293628808864267,0.0,0.9212410501193318,0.0,1.0692520775623269,collision_intent:433;pi_entry:386;state:419,107,315,0.029778393351800547,completed
8,PI,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,pi_gilbert_elliott_drop_0_05_rho_0_8,,coverage,429,429,0,361,72,0,0,0,1265,3655,137,444,821,873,392,0,0,0.05569105691056911,3.5041551246537397,0.0,0.9137529137529138,0.0,1.0858725761772854,collision_intent:444;pi_entry:392;state:429,110,325,0.05886426592797789,completed
9,PI,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,pi_gilbert_elliott_drop_0_05_rho_0_8,,coverage,383,383,0,361,26,0,0,0,1136,3315,90,384,752,767,369,0,0,0.03994673768308921,3.146814404432133,0.0,0.9634464751958225,0.0,1.0221606648199446,collision_intent:384;pi_entry:369;state:383,97,285,0.020083102493074767,completed
