trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_index,target_x,target_y,first_completion_time_s,first_completion_sim_time_s,first_found_by_robot,first_finder_robot_id,total_visits,duplicate_visits,completed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,1,18,9,39.19102934312607,39.19102934312607,02,02,1,0,True,known_visit_core_500,10,4,8
0,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,2,8,12,12.142668602981546,12.142668602981546,02,02,1,0,True,known_visit_core_500,10,4,8
0,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,3,16,10,33.44032258722619,33.44032258722619,02,02,1,0,True,known_visit_core_500,10,4,8
0,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,4,4,10,20.303246184728188,20.303246184728188,01,01,1,0,True,known_visit_core_500,10,4,8
0,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,5,6,1,10.744126233444664,10.744126233444664,00,00,1,0,True,known_visit_core_500,10,4,8
0,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,6,4,8,16.881541251536365,16.881541251536365,01,01,1,0,True,known_visit_core_500,10,4,8
0,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,7,17,1,31.274803330584724,31.274803330584724,00,00,1,0,True,known_visit_core_500,10,4,8
0,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,8,3,4,7.2961976576002066,7.2961976576002066,01,01,1,0,True,known_visit_core_500,10,4,8
0,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,9,12,1,22.899424744203188,22.899424744203188,00,00,1,0,True,known_visit_core_500,10,4,8
0,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,10,11,9,22.701951605163256,22.701951605163256,02,02,1,0,True,known_visit_core_500,10,4,8
1,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,1,9,9,19.437116687386126,19.437116687386126,02,02,2,1,True,known_visit_core_500,10,4,8
1,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,2,9,6,24.81731284034519,24.81731284034519,02,02,2,1,True,known_visit_core_500,10,4,8
1,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,3,3,18,3.375985145379338,3.375985145379338,03,03,2,1,True,known_visit_core_500,10,4,8
1,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,4,9,5,26.447064140139375,26.447064140139375,02,02,2,1,True,known_visit_core_500,10,4,8
1,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,5,14,0,26.748635221285273,26.748635221285273,00,00,2,1,True,known_visit_core_500,10,4,8
1,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,6,8,5,28.46218494274021,28.46218494274021,02,02,2,1,True,known_visit_core_500,10,4,8
1,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,7,8,9,17.815839600610197,17.815839600610197,02,02,2,1,True,known_visit_core_500,10,4,8
1,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,8,11,12,182.96725401978807,182.96725401978807,00,00,1,0,True,known_visit_core_500,10,4,8
1,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,9,11,1,19.481013255363273,19.481013255363273,00,00,2,1,True,known_visit_core_500,10,4,8
1,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,10,0,9,3.8515568007021352,3.8515568007021352,02,02,3,2,True,known_visit_core_500,10,4,8
2,known_visit,HIPC,bernoulli,0.6,19,361,4,10,hipc_bernoulli_drop_0_6,known_visit_g19_t10_n500.csv,1,4,17,7.363770260176486,7.363770260176486,03,03,1,0,True,known_visit_core_500,10,4,8
