trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,PI,ideal,1.0,19,361,8,10,pi_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,13);(13,1);(5,17);(8,3);(1,6);(12,13);(15,15);(10,3);(14,4);(17,0)",10,True,37.15773990423597,37.15773990423597,00:0;01:2;02:3;03:1;04:0;05:3;06:0;07:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(2,0);(14,4);(17,0);(1,6);(10,7);(15,15);(5,16);(5,17)",487,0,completed
1,known_visit,PI,ideal,1.0,19,361,8,10,pi_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(11,9);(17,15);(15,3);(11,10);(11,14);(7,15);(0,17);(7,1);(5,0);(14,3)",10,True,31.27494907742701,31.27494907742701,00:4;01:0;02:0;03:2;04:0;05:2;06:1;07:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(15,3);(7,2);(1,5);(11,10);(2,10);(17,15);(7,15);(1,17)",414,0,completed
2,known_visit,PI,ideal,1.0,19,361,8,10,pi_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(12,16);(18,6);(17,7);(6,13);(2,15);(12,0);(15,2);(4,14);(9,11);(5,3)",10,True,34.88065987660075,34.88065987660075,00:0;01:3;02:2;03:0;04:2;05:1;06:2;07:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(6,0);(15,2);(18,6);(2,8);(12,16);(7,13);(4,14);(2,18)",454,0,completed
3,known_visit,PI,ideal,1.0,19,361,8,10,pi_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,13);(13,13);(12,3);(17,18);(16,3);(14,6);(7,15);(10,1);(13,15);(10,10)",10,True,40.59638842718971,40.59638842718971,00:4;01:0;02:1;03:0;04:0;05:2;06:3;07:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(14,6);(2,3);(11,10);(1,8);(8,10);(14,13);(17,18);(2,18)",538,0,completed
4,known_visit,PI,ideal,1.0,19,361,8,10,pi_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(8,9);(4,2);(12,9);(14,3);(2,12);(12,1);(5,17);(6,1);(2,15);(8,16)",10,True,42.49564399511756,42.49564399511756,00:0;01:0;02:2;03:0;04:4;05:1;06:1;07:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(1,0);(8,8);(6,1);(2,8);(14,3);(2,12);(2,15);(8,16)",602,0,completed
5,known_visit,PI,ideal,1.0,19,361,8,10,pi_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(11,3);(11,15);(17,18);(6,10);(11,6);(14,0);(14,2);(2,17);(3,13);(10,13)",10,True,31.496852689676874,31.496852689676874,00:0;01:2;02:2;03:2;04:3;05:0;06:0;07:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(1,0);(11,6);(14,0);(2,17);(11,15);(1,13);(8,15);(17,18)",390,0,completed
6,known_visit,PI,ideal,1.0,19,361,8,10,pi_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,3);(9,7);(10,17);(18,9);(11,7);(17,18);(12,8);(4,16);(16,1);(13,15)",10,True,40.89167861049749,40.89167861049749,00:0;01:4;02:1;03:2;04:1;05:2;06:0;07:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(3,0);(18,9);(16,1);(10,17);(9,7);(17,18);(1,15);(1,18)",523,0,completed
7,known_visit,PI,ideal,1.0,19,361,8,10,pi_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(4,0);(9,6);(12,13);(13,18);(0,1);(2,12);(14,3);(4,2);(9,13);(8,16)",10,True,30.073739028474357,30.073739028474357,00:1;01:2;02:2;03:0;04:1;05:3;06:1;07:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(3,1);(4,0);(14,3);(2,9);(2,12);(13,18);(8,16);(4,18)",397,0,completed
8,known_visit,PI,ideal,1.0,19,361,8,10,pi_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(6,14);(17,0);(15,18);(5,4);(6,9);(8,0);(5,7);(2,4);(10,8);(7,0)",10,True,27.67053508425218,27.67053508425218,00:3;01:2;02:1;03:0;04:2;05:1;06:0;07:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(17,0);(5,4);(5,9);(3,8);(10,8);(6,14);(6,15);(15,18)",350,0,completed
9,known_visit,PI,ideal,1.0,19,361,8,10,pi_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,15);(12,3);(3,11);(13,3);(17,3);(3,0);(11,15);(7,4);(12,0);(15,11)",10,True,33.84599604593947,33.84599604593947,00:4;01:1;02:1;03:0;04:3;05:1;06:0;07:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(17,3);(12,3);(7,4);(2,8);(15,15);(11,15);(3,14);(2,18)",438,0,completed
