trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status
0,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,63.97271471309622,63.97271471309622,4,4,4,104,37,100,8,1,0,0,0,0.0,0,383,0,364,902,187,108,256,216,148,0.24444444444444444,18.2,7.4,collision_intent:108;hipc_clear_bundle:4;hipc_entry:144;state:108,0.3500000000000001,0.27,200,414.7614,11.5664,361.8018,11.0816,200,52.9596,0.5396,completed
1,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,64.12658571363912,64.12658571363912,2,2,2,85,37,84,5,2,0,0,0,0.0,0,417,0,308,752,167,89,219,178,130,0.2561349693251534,15.4,6.5,collision_intent:89;hipc_clear_bundle:4;hipc_entry:126;state:89,0.25,0.2738095238095237,266,334.8917,11.1386,267.0153,10.7046,266,67.8764,0.4664,completed
2,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,60.98910206518737,60.98910206518737,1,1,1,97,35,99,2,2,0,0,0,0.0,0,369,0,322,799,166,102,220,203,119,0.251896813353566,16.1,5.95,collision_intent:102;hipc_clear_bundle:4;hipc_entry:115;state:101,0.3999999999999999,0.1994949494949494,191,391.6727,10.2778,334.8782,9.7274,191,56.7945,0.5504,completed
3,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,66.1436861040156,66.1436861040156,4,4,4,109,35,103,10,2,0,0,0,0.0,0,398,0,402,977,224,115,287,228,174,0.2616822429906542,20.1,8.7,collision_intent:115;hipc_clear_bundle:6;hipc_entry:168;state:113,0.2250000000000001,0.1480582524271845,196,561.2303,9.4057,500.5555,8.9762,196,60.6748,0.5922,completed
4,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,92.58065581511207,92.58065581511207,2,2,2,94,53,94,4,3,0,0,0,0.0,0,629,0,345,843,189,98,247,196,149,0.25609756097560976,17.25,7.45,collision_intent:98;hipc_clear_bundle:5;hipc_entry:144;state:98,0.3999999999999999,0.3936170212765957,448,774.3379,11.3977,650.854,10.9333,448,123.4839,0.4972,completed
5,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,71.13254028452458,71.13254028452458,3,3,3,101,40,96,9,2,0,0,0,0.0,0,444,0,422,1007,257,107,315,212,210,0.2725344644750795,21.1,10.5,collision_intent:107;hipc_clear_bundle:6;hipc_entry:204;state:105,0.42500000000000004,0.27604166666666674,257,633.8072,10.9098,539.7359,10.4576,257,94.0713,0.9237,completed
6,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,67.23587653463734,67.23587653463734,5,5,5,119,39,113,10,5,0,0,0,0.0,0,394,0,459,1122,252,124,335,247,212,0.25149700598802394,22.95,10.6,collision_intent:124;hipc_clear_bundle:9;hipc_entry:203;state:123,0.3500000000000001,0.18805309734513265,179,511.1757,12.1214,445.9708,11.5774,179,65.2049,0.6643,completed
7,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,70.10581055672364,70.10581055672364,5,5,5,133,40,119,18,6,0,0,0,0.0,0,398,0,446,1130,207,137,309,274,172,0.22354211663066956,22.3,8.6,collision_intent:137;hipc_clear_bundle:5;hipc_entry:167;state:137,0.375,0.15756302521008414,147,436.4964,11.2086,384.0817,10.7468,147,52.4147,0.768,completed
8,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,68.57604924136115,68.57604924136115,0,0,0,81,40,85,0,1,0,0,0,0.0,0,453,0,277,667,158,84,193,169,108,0.2757417102966841,13.85,5.4,collision_intent:84;hipc_clear_bundle:3;hipc_entry:105;state:85,0.42500000000000004,0.4088235294117648,304,737.5587,11.4974,632.7916,11.0412,304,104.7671,0.6149,completed
9,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,78.0161485535034,78.0161485535034,5,5,5,102,45,98,8,4,0,0,0,0.0,0,498,0,363,901,186,108,255,214,149,0.2437745740498034,18.15,7.45,collision_intent:108;hipc_clear_bundle:6;hipc_entry:143;state:106,0.375,0.30102040816326525,314,559.2323,12.9983,463.1076,12.4218,314,96.1247,0.622,completed
