trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status
0,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,36.04560386128343,36.04560386128343,2,2,2,57,21,57,4,3,10,3,3,25.0,2,224,0,169,417,89,63,106,124,45,0.2807570977917981,16.9,4.5,collision_intent:63;pi_clear_path:6;pi_entry:39;state:61,0.3999999999999999,0.17105263157894735,116,36.7885,1.5121,27.512,1.2186,118,9.2765,0.1612,completed
1,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,31.532933039866307,31.532933039866307,2,2,2,70,19,66,8,4,0,0,0,0.0,0,172,0,195,490,93,72,123,146,49,0.25340599455040874,19.5,4.9,collision_intent:72;pi_clear_path:3;pi_entry:46;state:74,0.6000000000000001,0.06818181818181812,49,17.0237,0.8126,13.3966,0.628,47,3.6271,0.0994,completed
2,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,31.635897289263294,31.635897289263294,4,4,4,71,19,62,13,1,1,1,0,0.0,0,171,0,200,489,107,76,124,151,49,0.2907608695652174,20.0,4.9,collision_intent:76;pi_clear_path:4;pi_entry:45;state:75,0.30000000000000004,0.12096774193548376,42,15.2753,0.8181,11.8657,0.637,44,3.4096,0.1011,completed
3,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,34.94885603242412,34.94885603242412,0,0,0,76,20,70,10,1,3,3,0,0.0,0,191,0,192,508,66,82,110,162,30,0.20121951219512196,19.2,3.0,collision_intent:82;pi_clear_path:2;pi_entry:28;state:80,0.25,0.10000000000000009,35,12.049,0.8243,9.6662,0.6221,31,2.3828,0.1055,completed
4,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,39.336774322421505,39.336774322421505,2,2,2,86,23,79,11,0,1,1,0,0.0,0,212,0,214,553,87,87,127,177,37,0.22955145118733508,21.4,3.7,collision_intent:87;pi_clear_path:1;pi_entry:36;state:90,0.10000000000000009,0.04113924050632911,47,17.056,0.8374,13.1427,0.6759,41,3.9133,0.1913,completed
5,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,38.88660585183829,38.88660585183829,1,1,1,75,22,69,10,2,2,1,1,5.0,1,222,0,201,498,102,79,122,158,43,0.2809917355371901,20.1,4.3,collision_intent:79;pi_clear_path:2;pi_entry:41;state:79,0.25,0.12681159420289845,78,34.3941,1.4665,26.0372,1.0775,75,8.3569,0.2348,completed
6,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,21.530823552620753,21.530823552620753,3,3,3,42,13,39,7,2,0,0,0,0.0,0,127,0,128,312,70,45,83,91,37,0.2834008097165992,12.8,3.7,collision_intent:45;pi_clear_path:3;pi_entry:34;state:46,0.1499999999999999,0.17307692307692313,57,24.4824,1.2785,18.6272,1.0073,60,5.8552,0.1684,completed
7,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,25.188478565219523,25.188478565219523,1,1,1,53,15,53,4,0,0,0,0,0.0,0,142,0,139,349,65,54,85,111,28,0.25793650793650796,13.9,2.8,collision_intent:54;pi_clear_path:1;pi_entry:27;state:57,0.3500000000000001,0.10849056603773577,47,16.2715,0.9703,12.3928,0.7114,46,3.8787,0.157,completed
8,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,30.70763341737579,30.70763341737579,1,1,1,69,18,69,4,2,2,2,0,0.0,0,164,0,184,475,74,70,114,143,41,0.2182890855457227,18.4,4.1,collision_intent:70;pi_clear_path:3;pi_entry:38;state:73,0.10000000000000009,0.07608695652173902,39,22.3066,1.4562,17.5826,1.0636,39,4.724,0.2695,completed
9,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,34.636582730898816,34.636582730898816,2,2,2,79,21,80,3,2,0,0,0,0.0,0,181,0,199,502,93,80,119,163,36,0.2619718309859155,19.9,3.6,collision_intent:80;pi_clear_path:2;pi_entry:34;state:83,0.1499999999999999,0.03125,33,14.5102,1.2255,11.849,0.9701,29,2.6612,0.1329,completed
