trial_id,trial_mode,algorithm,comm_model,comm_level,scenario_file,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,_source_run_id,_source_comm_folder,_source_out_dir,coverage_success_index,coverage_source_seed,coverage_source_attempt
0,coverage,ACBBA,bernoulli,drop_0.05,,,,,,,,"00:(0,0);01:(0,5);02:(0,10);03:(0,15)","00:(11,5);01:(9,8);02:(18,18);03:(11,14)",00:0;01:0;02:0;03:0,,acbba_bernoulli_005,bernoulli,runs/coverage_100_all/raw/bernoulli/acbba_bernoulli_005,,,
1,coverage,ACBBA,bernoulli,drop_0.05,,,,,,,,"00:(0,0);01:(0,5);02:(0,10);03:(0,15)","00:(11,8);01:(18,17);02:(3,0);03:(8,1)",00:0;01:0;02:0;03:0,,acbba_bernoulli_005,bernoulli,runs/coverage_100_all/raw/bernoulli/acbba_bernoulli_005,,,
2,coverage,ACBBA,bernoulli,drop_0.05,,,,,,,,"00:(0,0);01:(0,5);02:(0,10);03:(0,15)","00:(17,3);01:(14,14);02:(2,18);03:(7,9)",00:0;01:0;02:0;03:0,,acbba_bernoulli_005,bernoulli,runs/coverage_100_all/raw/bernoulli/acbba_bernoulli_005,,,
3,coverage,ACBBA,bernoulli,drop_0.05,,,,,,,,"00:(0,0);01:(0,5);02:(0,10);03:(0,15)","00:(10,7);01:(18,18);02:(9,2);03:(5,6)",00:0;01:0;02:0;03:0,,acbba_bernoulli_005,bernoulli,runs/coverage_100_all/raw/bernoulli/acbba_bernoulli_005,,,
4,coverage,ACBBA,bernoulli,drop_0.05,,,,,,,,"00:(0,0);01:(0,5);02:(0,10);03:(0,15)","00:(3,13);01:(6,14);02:(2,18);03:(5,8)",00:0;01:0;02:0;03:0,,acbba_bernoulli_005,bernoulli,runs/coverage_100_all/raw/bernoulli/acbba_bernoulli_005,,,
5,coverage,ACBBA,bernoulli,drop_0.05,,,,,,,,"00:(0,0);01:(0,5);02:(0,10);03:(0,15)","00:(18,8);01:(16,8);02:(16,11);03:(15,11)",00:0;01:0;02:0;03:0,,acbba_bernoulli_005,bernoulli,runs/coverage_100_all/raw/bernoulli/acbba_bernoulli_005,,,
6,coverage,ACBBA,bernoulli,drop_0.05,,,,,,,,"00:(0,0);01:(0,5);02:(0,10);03:(0,15)","00:(18,3);01:(16,0);02:(17,2);03:(17,4)",00:0;01:0;02:0;03:0,,acbba_bernoulli_005,bernoulli,runs/coverage_100_all/raw/bernoulli/acbba_bernoulli_005,,,
7,coverage,ACBBA,bernoulli,drop_0.05,,,,,,,,"00:(0,0);01:(0,5);02:(0,10);03:(0,15)","00:(17,2);01:(16,5);02:(18,9);03:(17,3)",00:0;01:0;02:0;03:0,,acbba_bernoulli_005,bernoulli,runs/coverage_100_all/raw/bernoulli/acbba_bernoulli_005,,,
8,coverage,ACBBA,bernoulli,drop_0.05,,,,,,,,"00:(0,0);01:(0,5);02:(0,10);03:(0,15)","00:(17,8);01:(18,18);02:(9,0);03:(12,9)",00:0;01:0;02:0;03:0,,acbba_bernoulli_005,bernoulli,runs/coverage_100_all/raw/bernoulli/acbba_bernoulli_005,,,
9,coverage,ACBBA,bernoulli,drop_0.05,,,,,,,,"00:(0,0);01:(0,5);02:(0,10);03:(0,15)","00:(12,8);01:(13,7);02:(18,17);03:(12,11)",00:0;01:0;02:0;03:0,,acbba_bernoulli_005,bernoulli,runs/coverage_100_all/raw/bernoulli/acbba_bernoulli_005,,,
10,coverage,ACBBA,bernoulli,drop_0.05,,,,,,,,"00:(0,0);01:(0,5);02:(0,10);03:(0,15)","00:(17,1);01:(18,17);02:(18,0);03:(16,6)",00:0;01:0;02:0;03:0,,acbba_bernoulli_005,bernoulli,runs/coverage_100_all/raw/bernoulli/acbba_bernoulli_005,,,
11,coverage,ACBBA,bernoulli,drop_0.05,,,,,,,,"00:(0,0);01:(0,5);02:(0,10);03:(0,15)","00:(2,18);01:(1,15);02:(1,8);03:(8,0)",00:0;01:0;02:0;03:0,,acbba_bernoulli_005,bernoulli,runs/coverage_100_all/raw/bernoulli/acbba_bernoulli_005,,,
12,coverage,ACBBA,bernoulli,drop_0.05,,,,,,,,"00:(0,0);01:(0,5);02:(0,10);03:(0,15)","00:(12,9);01:(11,7);02:(18,18);03:(13,17)",00:0;01:0;02:0;03:0,,acbba_bernoulli_005,bernoulli,runs/coverage_100_all/raw/bernoulli/acbba_bernoulli_005,,,
13,coverage,ACBBA,bernoulli,drop_0.05,,,,,,,,"00:(0,0);01:(0,5);02:(0,10);03:(0,15)","00:(18,4);01:(18,0);02:(18,5);03:(16,5)",00:0;01:0;02:0;03:0,,acbba_bernoulli_005,bernoulli,runs/coverage_100_all/raw/bernoulli/acbba_bernoulli_005,,,
14,coverage,ACBBA,bernoulli,drop_0.05,,,,,,,,"00:(0,0);01:(0,5);02:(0,10);03:(0,15)","00:(9,6);01:(14,17);02:(13,13);03:(17,3)",00:0;01:0;02:0;03:0,,acbba_bernoulli_005,bernoulli,runs/coverage_100_all/raw/bernoulli/acbba_bernoulli_005,,,
15,coverage,ACBBA,bernoulli,drop_0.05,,,,,,,,"00:(0,0);01:(0,5);02:(0,10);03:(0,15)","00:(3,13);01:(1,1);02:(0,14);03:(5,6)",00:0;01:0;02:0;03:0,,acbba_bernoulli_005,bernoulli,runs/coverage_100_all/raw/bernoulli/acbba_bernoulli_005,,,
16,coverage,ACBBA,bernoulli,drop_0.05,,,,,,,,"00:(0,0);01:(0,5);02:(0,10);03:(0,15)","00:(15,8);01:(18,12);02:(18,11);03:(10,18)",00:0;01:0;02:0;03:0,,acbba_bernoulli_005,bernoulli,runs/coverage_100_all/raw/bernoulli/acbba_bernoulli_005,,,
17,coverage,ACBBA,bernoulli,drop_0.05,,,,,,,,"00:(0,0);01:(0,5);02:(0,10);03:(0,15)","00:(1,5);01:(17,13);02:(0,4);03:(16,18)",00:0;01:0;02:0;03:0,,acbba_bernoulli_005,bernoulli,runs/coverage_100_all/raw/bernoulli/acbba_bernoulli_005,,,
18,coverage,ACBBA,bernoulli,drop_0.05,,,,,,,,"00:(0,0);01:(0,5);02:(0,10);03:(0,15)","00:(16,9);01:(18,12);02:(11,10);03:(5,11)",00:0;01:0;02:0;03:0,,acbba_bernoulli_005,bernoulli,runs/coverage_100_all/raw/bernoulli/acbba_bernoulli_005,,,
