trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,ACBBA,ideal,1.0,25,625,13,10,acbba_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(18,2);(11,22);(9,9);(21,1);(14,2);(7,9);(21,24);(11,3);(3,18);(22,18)",10,True,50.91790232788488,50.91790232788488,00:0;01:3;02:1;03:0;04:0;05:1;06:1;07:0;08:0;09:1;10:0;11:3;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(14,0);(21,1);(11,3);(3,6);(3,8);(7,9);(9,9);(4,14);(4,16);(11,18);(2,20);(22,18);(8,24)",1150,0,completed
1,known_visit,ACBBA,ideal,1.0,25,625,13,10,acbba_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(2,0);(22,23);(6,15);(23,23);(7,4);(12,6);(14,19);(20,4);(3,15);(10,16)",10,True,40.47915611169766,40.47915611169766,00:1;01:0;02:1;03:2;04:0;05:1;06:0;07:1;08:2;09:0;10:0;11:2;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(2,5);(8,2);(8,4);(20,4);(3,8);(6,15);(3,13);(3,15);(14,19);(6,18);(4,20);(23,23);(5,24)",895,0,completed
2,known_visit,ACBBA,ideal,1.0,25,625,13,10,acbba_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(17,10);(15,0);(16,1);(21,23);(11,7);(1,11);(6,14);(8,0);(15,22);(24,6)",10,True,47.09822156421837,47.09822156421837,00:1;01:2;02:0;03:1;04:0;05:2;06:1;07:1;08:0;09:0;10:1;11:0;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(8,0);(16,1);(6,4);(11,7);(5,8);(24,6);(1,9);(6,14);(5,16);(6,18);(15,22);(6,22);(21,23)",1035,0,completed
3,known_visit,ACBBA,ideal,1.0,25,625,13,10,acbba_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(14,2);(4,19);(6,15);(23,19);(22,10);(2,14);(17,16);(1,11);(9,14);(7,8)",10,True,62.311532229871574,62.311532229871574,00:0;01:1;02:1;03:0;04:1;05:0;06:1;07:2;08:1;09:0;10:1;11:0;12:2,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(7,3);(14,2);(1,11);(5,7);(7,8);(5,10);(22,10);(9,14);(7,15);(10,18);(6,19);(7,22);(23,19)",1427,0,completed
4,known_visit,ACBBA,ideal,1.0,25,625,13,10,acbba_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(2,13);(21,0);(16,9);(18,18);(20,1);(12,21);(8,20);(24,6);(20,12);(2,6)",10,True,51.09361462533287,51.09361462533287,00:2;01:0;02:0;03:2;04:1;05:0;06:1;07:1;08:1;09:0;10:1;11:1;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(21,0);(5,2);(4,4);(24,6);(17,9);(4,10);(20,12);(8,20);(14,13);(8,18);(18,18);(12,19);(5,24)",1098,0,completed
5,known_visit,ACBBA,ideal,1.0,25,625,13,10,acbba_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,1);(2,6);(5,21);(7,2);(1,8);(16,3);(21,4);(24,20);(13,23);(5,6)",10,True,62.07504920908681,62.07504920908681,00:3;01:0;02:1;03:2;04:1;05:0;06:0;07:0;08:0;09:2;10:0;11:0;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(21,4);(6,2);(16,3);(6,6);(8,8);(6,10);(5,12);(4,14);(5,16);(24,20);(6,20);(5,22);(13,20)",1438,0,completed
6,known_visit,ACBBA,ideal,1.0,25,625,13,10,acbba_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,9);(24,15);(3,8);(9,8);(8,0);(24,20);(10,3);(13,9);(12,24);(11,14)",10,True,55.733596703733824,55.733596703733824,00:1;01:0;02:1;03:2;04:2;05:0;06:0;07:1;08:0;09:0;10:0;11:1;12:2,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(8,0);(7,7);(10,3);(13,10);(5,10);(9,10);(9,12);(11,14);(5,15);(7,18);(4,18);(12,24);(24,15)",1255,0,completed
7,known_visit,ACBBA,ideal,1.0,25,625,13,10,acbba_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(4,17);(9,16);(9,18);(24,1);(21,18);(9,19);(2,19);(14,19);(14,22);(2,6)",10,True,45.916828575521,45.916828575521,00:1;01:1;02:0;03:1;04:0;05:0;06:0;07:0;08:1;09:4;10:1;11:1;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(24,1);(9,16);(11,4);(9,7);(8,12);(1,13);(6,12);(6,16);(6,17);(21,18);(6,18);(14,21);(6,24)",995,0,completed
8,known_visit,ACBBA,ideal,1.0,25,625,13,10,acbba_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,11);(22,0);(10,0);(12,12);(22,15);(7,8);(12,17);(5,8);(20,13);(11,13)",10,True,42.648302884558134,42.648302884558134,00:2;01:0;02:0;03:0;04:2;05:1;06:1;07:3;08:0;09:1;10:0;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(22,0);(12,2);(18,4);(12,7);(8,8);(11,11);(16,12);(22,15);(12,16);(12,17);(8,20);(5,22);(5,21)",877,0,completed
9,known_visit,ACBBA,ideal,1.0,25,625,13,10,acbba_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,13);(0,15);(8,21);(12,5);(6,20);(1,10);(15,19);(2,11);(24,1);(15,2)",10,True,49.53831374343923,49.53831374343923,00:2;01:0;02:2;03:1;04:0;05:1;06:1;07:1;08:0;09:1;10:0;11:1;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(24,1);(12,2);(12,13);(2,11);(6,8);(0,12);(6,20);(0,15);(7,16);(15,19);(3,17);(8,21);(2,22)",1113,0,completed
10,known_visit,ACBBA,ideal,1.0,25,625,13,10,acbba_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,19);(19,17);(5,6);(15,7);(18,8);(10,8);(22,4);(18,0);(16,19);(4,13)",10,True,46.90851933379898,46.90851933379898,00:0;01:2;02:0;03:1;04:2;05:0;06:1;07:1;08:0;09:1;10:0;11:2;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(6,0);(22,4);(9,4);(6,6);(15,7);(5,10);(18,8);(4,13);(8,18);(19,17);(6,20);(16,19);(6,24)",1015,0,completed
11,known_visit,ACBBA,ideal,1.0,25,625,13,10,acbba_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(20,11);(6,17);(9,3);(9,13);(12,20);(2,14);(16,16);(20,1);(20,16);(12,19)",10,True,75.49131540477428,75.49131540477428,00:1;01:0;02:0;03:0;04:0;05:3;06:0;07:3;08:0;09:1;10:1;11:1;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(10,3);(8,6);(9,4);(6,6);(7,8);(16,16);(7,12);(20,1);(5,16);(6,16);(12,20);(12,19);(5,24)",1734,0,completed
12,known_visit,ACBBA,ideal,1.0,25,625,13,10,acbba_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,15);(19,20);(4,24);(14,12);(9,13);(5,13);(14,13);(14,9);(13,3);(13,6)",10,True,51.83473969769231,51.83473969769231,00:0;01:2;02:1;03:1;04:2;05:0;06:0;07:0;08:2;09:0;10:1;11:0;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(14,1);(14,9);(13,8);(14,12);(10,13);(5,10);(5,12);(5,14);(14,13);(7,18);(19,20);(5,22);(5,24)",1142,0,completed
13,known_visit,ACBBA,ideal,1.0,25,625,13,10,acbba_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(22,9);(15,5);(2,20);(2,18);(23,0);(16,9);(13,16);(22,12);(2,3);(12,19)",10,True,48.56204335886274,48.56204335886274,00:0;01:1;02:0;03:2;04:1;05:0;06:2;07:0;08:1;09:1;10:2;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(8,0);(4,3);(5,4);(23,0);(17,9);(16,10);(22,9);(13,14);(14,16);(6,18);(12,19);(12,22);(4,24)",1053,0,completed
14,known_visit,ACBBA,ideal,1.0,25,625,13,10,acbba_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(15,19);(12,23);(23,21);(3,18);(1,5);(10,4);(12,2);(22,16);(22,11);(1,6)",10,True,63.505565818608105,63.505565818608105,00:0;01:1;02:2;03:4;04:1;05:0;06:0;07:0;08:0;09:1;10:0;11:0;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(4,3);(1,7);(12,2);(23,21);(15,19);(4,10);(5,12);(5,14);(4,17);(4,18);(10,20);(6,22);(12,23)",1467,0,completed
15,known_visit,ACBBA,ideal,1.0,25,625,13,10,acbba_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,0);(3,20);(11,15);(12,22);(12,12);(7,23);(15,0);(19,18);(23,16);(20,8)",10,True,47.64897091323984,47.64897091323984,00:2;01:0;02:0;03:0;04:1;05:0;06:1;07:2;08:0;09:1;10:1;11:1;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(15,0);(10,2);(8,4);(2,9);(20,8);(3,15);(12,12);(23,16);(8,16);(19,18);(4,20);(12,22);(7,23)",1031,0,completed
16,known_visit,ACBBA,ideal,1.0,25,625,13,10,acbba_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(19,8);(6,17);(5,12);(12,11);(18,17);(3,18);(16,16);(13,21);(11,3);(14,9)",10,True,35.25299265251652,35.25299265251652,00:1;01:0;02:0;03:1;04:2;05:1;06:1;07:0;08:2;09:1;10:0;11:1;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(11,3);(4,2);(4,4);(12,11);(19,8);(6,17);(6,12);(5,14);(18,17);(5,18);(6,19);(13,21);(4,24)",749,0,completed
