trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
10,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,14);(12,11);(1,18);(18,7);(10,9);(5,13);(7,14);(16,1);(7,16);(17,2)",10,True,34.853143465519075,34.853143465519075,00:2;01:1;02:2;03:3;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(17,2);(18,7);(12,11);(8,16);(5,12)",253,0,completed
11,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(18,12);(18,5);(15,11);(9,10);(6,13);(6,5);(12,4);(7,9);(15,4);(9,17)",10,True,40.83267784220789,40.83267784220789,00:1;01:3;02:2;03:3;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(6,5);(18,5);(9,10);(18,12);(9,15)",310,0,completed
12,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(5,17);(17,17);(17,1);(12,7);(14,2);(13,7);(13,15);(9,0);(14,11);(6,12)",10,True,36.609000010128554,36.609000010128554,00:3;01:2;02:1;03:1;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(17,1);(13,7);(14,11);(13,12);(17,17)",253,0,completed
13,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,8);(13,1);(7,12);(7,16);(2,13);(11,9);(5,14);(1,10);(11,2);(1,12)",10,True,35.335662831314714,35.335662831314714,00:2;01:2;02:3;03:3;04:0,"(0,0);(0,4);(0,9);(0,14);(0,18)","(13,1);(15,8);(8,12);(7,16);(5,15)",271,0,completed
14,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(13,9);(11,15);(4,1);(14,14);(18,7);(9,0);(15,17);(12,12);(5,15);(4,10)",10,True,50.74959999532094,50.74959999532094,00:2;01:1;02:3;03:3;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(11,0);(5,10);(18,7);(12,12);(15,16)",396,0,completed
15,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(7,5);(5,4);(8,4);(18,17);(2,16);(5,8);(7,14);(2,3);(15,0);(15,8)",10,True,41.73176269882636,41.73176269882636,00:2;01:2;02:3;03:3;04:0,"(0,0);(0,4);(0,9);(0,14);(0,18)","(8,4);(7,5);(15,0);(18,17);(4,17)",326,0,completed
16,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(9,7);(1,5);(15,1);(0,17);(9,0);(10,11);(5,16);(1,9);(1,14);(18,18)",10,True,36.77624687240142,36.77624687240142,00:2;01:1;02:3;03:3;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(15,1);(1,5);(10,11);(18,18);(1,16)",292,0,completed
17,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(3,4);(5,2);(4,8);(6,0);(14,5);(17,18);(8,8);(13,1);(3,15);(10,3)",10,True,35.412691900303216,35.412691900303216,00:2;01:2;02:3;03:2;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(13,1);(10,3);(14,5);(5,2);(17,18)",250,0,completed
18,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,16);(18,10);(12,4);(15,17);(7,15);(4,14);(4,18);(15,8);(8,18);(15,3)",10,True,39.75304241495472,39.75304241495472,00:1;01:3;02:1;03:2;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(15,3);(18,10);(2,16);(8,15);(15,16)",299,0,completed
19,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,5);(11,12);(17,13);(12,2);(2,8);(18,9);(5,0);(10,9);(2,15);(14,4)",10,True,37.86284731683875,37.86284731683875,00:2;01:2;02:2;03:2;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(15,5);(14,4);(12,9);(18,9);(11,12)",262,0,completed
20,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(3,9);(17,15);(11,16);(16,5);(18,18);(18,1);(8,5);(10,0);(5,5);(11,15)",10,True,38.288875740419776,38.288875740419776,00:1;01:4;02:1;03:2;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(10,0);(18,1);(5,7);(11,16);(17,15)",289,0,completed
21,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(3,15);(4,17);(6,8);(12,16);(18,6);(2,3);(1,1);(16,0);(13,1);(9,3)",10,True,62.436440934149374,62.436440934149374,00:2;01:1;02:2;03:3;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(10,3);(7,3);(18,6);(16,0);(12,16)",508,0,completed
22,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,0);(13,10);(4,16);(2,18);(0,17);(12,0);(13,1);(12,18);(9,14);(15,10)",10,True,33.6816460770744,33.6816460770744,00:2;01:1;02:2;03:3;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(15,0);(13,1);(15,10);(12,18);(4,18)",246,0,completed
23,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(9,18);(10,16);(10,3);(2,14);(14,16);(12,2);(13,8);(2,0);(16,6);(9,0)",10,True,31.373335931540584,31.373335931540584,00:3;01:1;02:2;03:1;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(12,2);(10,2);(16,6);(14,15);(14,16)",221,0,completed
24,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(5,6);(13,13);(11,3);(6,1);(2,10);(17,0);(16,15);(13,8);(6,8);(2,8)",10,True,42.592557377903724,42.592557377903724,00:1;01:3;02:2;03:2;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(8,2);(17,0);(6,8);(13,8);(16,15)",314,0,completed
25,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(6,0);(6,17);(16,15);(5,15);(2,15);(1,2);(2,8);(15,10);(9,4);(13,16)",10,True,32.58179064037361,32.58179064037361,00:1;01:2;02:2;03:4;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(6,0);(9,5);(15,10);(16,15);(6,16)",246,0,completed
26,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,7);(10,14);(10,1);(7,13);(18,10);(12,12);(8,7);(16,10);(13,10);(17,5)",10,True,38.907846400702155,38.907846400702155,00:2;01:0;02:5;03:2;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(17,5);(17,7);(18,10);(12,11);(10,11)",266,0,completed
27,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,15);(9,6);(13,15);(15,5);(14,8);(12,0);(10,14);(17,9);(13,2);(6,11)",10,True,41.24387044050795,41.24387044050795,00:2;01:3;02:1;03:2;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(13,2);(14,8);(17,9);(13,15);(6,11)",307,0,completed
28,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(4,16);(5,7);(9,10);(6,0);(15,15);(1,5);(14,4);(4,7);(13,7);(7,7)",10,True,31.59033555336633,31.59033555336633,00:2;01:2;02:3;03:1;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(14,4);(13,7);(9,7);(15,15);(9,10)",215,0,completed
29,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,14);(18,9);(9,9);(15,18);(10,1);(11,5);(18,2);(12,11);(5,18);(7,15)",10,True,41.31323266669767,41.31323266669767,00:1;01:1;02:3;03:2;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(10,1);(11,5);(18,2);(12,11);(15,14)",302,0,completed
30,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,8);(7,18);(3,15);(8,15);(16,13);(3,4);(13,17);(2,5);(11,0);(17,3)",10,True,47.43580991958393,47.43580991958393,00:2;01:3;02:0;03:3;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(17,6);(15,8);(17,12);(16,12);(13,16)",349,0,completed
31,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(10,3);(14,5);(8,4);(10,8);(4,13);(10,4);(0,2);(6,18);(8,15);(12,2)",10,True,42.19318699973891,42.19318699973891,00:2;01:3;02:1;03:2;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(8,4);(14,5);(11,8);(10,4);(8,14)",330,0,completed
32,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(16,8);(5,1);(14,15);(3,5);(11,17);(14,18);(14,0);(8,16);(1,16);(7,0)",10,True,38.76888646314062,38.76888646314062,00:2;01:1;02:2;03:2;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(16,7);(7,1);(16,8);(14,18);(11,17)",277,0,completed
33,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(14,10);(6,5);(13,0);(15,6);(2,2);(1,14);(17,17);(4,5);(3,18);(3,2)",10,True,38.02939680737248,38.02939680737248,00:3;01:2;02:0;03:3;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(13,0);(6,5);(5,9);(15,6);(17,17)",295,0,completed
34,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(5,13);(18,17);(3,1);(2,13);(6,2);(12,2);(14,9);(6,0);(11,3);(12,7)",10,True,37.03142443430697,37.03142443430697,00:3;01:1;02:2;03:3;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(12,2);(7,2);(14,9);(11,3);(18,17)",266,0,completed
35,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(6,13);(15,4);(6,0);(16,10);(10,0);(12,3);(8,9);(10,15);(2,8);(18,6)",10,True,48.79657364312143,48.79657364312143,00:3;01:2;02:2;03:1;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(12,5);(18,6);(13,10);(11,15);(16,10)",371,0,completed
36,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(12,13);(7,8);(3,16);(12,17);(14,15);(14,16);(9,16);(7,2);(2,9);(15,14)",10,True,47.888079220879796,47.888079220879796,00:1;01:2;02:2;03:3;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(13,10);(15,14);(10,8);(14,15);(11,18)",361,0,completed
37,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(0,17);(10,3);(3,8);(6,3);(17,6);(12,10);(6,1);(7,10);(3,5);(7,8)",10,True,48.8568077158483,48.8568077158483,00:1;01:3;02:2;03:1;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(6,1);(10,3);(7,8);(7,10);(17,6)",402,0,completed
38,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,3);(14,8);(15,9);(16,2);(14,15);(5,12);(12,17);(7,6);(9,3);(5,10)",10,True,37.74113619736007,37.74113619736007,00:3;01:2;02:1;03:2;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(16,2);(15,9);(14,10);(7,6);(14,15)",268,0,completed
39,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(9,8);(15,6);(12,8);(3,5);(4,2);(12,3);(16,17);(18,4);(5,3);(4,6)",10,True,36.215357903539385,36.215357903539385,00:3;01:4;02:2;03:0;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(12,3);(18,4);(13,8);(4,8);(16,17)",263,0,completed
40,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,4);(2,18);(1,7);(1,15);(6,5);(13,9);(17,17);(3,5);(8,18);(1,2)",10,True,30.112282633144698,30.112282633144698,00:1;01:4;02:1;03:1;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(1,2);(13,9);(2,7);(1,16);(17,17)",251,0,completed
41,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(4,18);(5,18);(11,12);(2,6);(8,10);(9,13);(3,1);(12,13);(13,16);(7,6)",10,True,25.695588374556856,25.695588374556856,00:1;01:2;02:1;03:3;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(7,5);(10,6);(11,13);(12,13);(13,16)",175,0,completed
42,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,3);(12,8);(17,10);(18,4);(11,8);(17,3);(10,16);(16,18);(15,8);(17,18)",10,True,36.35422425875463,36.35422425875463,00:3;01:0;02:4;03:0;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(18,4);(17,5);(17,10);(17,17);(17,18)",236,0,completed
43,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,17);(13,14);(15,3);(12,17);(12,4);(6,6);(3,4);(16,13);(5,9);(4,6)",10,True,33.16576159940902,33.16576159940902,00:2;01:3;02:1;03:2;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(15,3);(6,6);(8,9);(16,13);(12,17)",250,0,completed
44,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(4,14);(8,14);(17,17);(5,7);(8,15);(2,14);(12,5);(18,11);(3,12);(4,18)",10,True,45.13144103953273,45.13144103953273,00:2;01:1;02:0;03:6;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(12,5);(3,12);(3,11);(18,11);(9,18)",360,0,completed
45,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(18,10);(5,16);(11,17);(18,8);(5,18);(9,15);(18,7);(17,16);(1,9);(9,3)",10,True,43.550646565280154,43.550646565280154,00:3;01:1;02:2;03:2;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(18,8);(9,15);(18,9);(17,15);(13,17)",305,0,completed
46,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(9,16);(15,7);(13,0);(7,0);(4,9);(2,16);(18,14);(18,15);(18,13);(15,4)",10,True,61.956679040638676,61.956679040638676,00:4;01:2;02:1;03:3;04:0,"(0,0);(0,4);(0,9);(0,14);(0,18)","(18,14);(15,10);(18,11);(18,15);(7,17)",489,0,completed
47,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(12,10);(3,9);(12,4);(15,12);(4,10);(5,1);(9,7);(3,18);(14,15);(5,5)",10,True,34.808503712049195,34.808503712049195,00:1;01:3;02:2;03:1;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(5,1);(12,4);(5,10);(12,10);(15,12)",262,0,completed
48,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(10,5);(10,14);(9,2);(5,4);(4,4);(2,18);(8,18);(9,10);(13,3);(16,16)",10,True,29.25684346436305,29.25684346436305,00:2;01:3;02:0;03:2;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(13,3);(10,5);(9,9);(16,16);(9,10)",203,0,completed
49,known_visit,ACBBA,ideal,1.0,19,361,5,10,acbba_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(3,18);(17,6);(7,11);(9,15);(6,14);(10,9);(3,0);(12,1);(7,2);(1,12)",10,True,43.08065293037899,43.08065293037899,00:4;01:0;02:1;03:2;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(17,6);(1,9);(10,10);(8,11);(9,15)",349,0,completed
