trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
10,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,3,10,"(8,11);(2,1);(7,12);(4,10)",,,,"00:(0,0);01:(0,6);02:(0,13)","00:(6,0);01:(4,7);02:(3,10)",00:0;01:0;02:0,02,completed
11,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,11,1,"(12,0);(11,10);(3,12);(7,2)",00,12,0,"00:(0,0);01:(0,6);02:(0,13)","00:(11,2);01:(11,1);02:(11,7)",00:1;01:0;02:0,01,completed
12,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,10,3,"(11,4);(2,8);(10,11);(6,5)",02,10,11,"00:(0,0);01:(0,6);02:(0,13)","00:(10,3);01:(4,1);02:(3,2)",00:0;01:1;02:1,00,completed
13,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,11,9,"(11,5);(8,12);(4,9);(4,5)",01,4,9,"00:(0,0);01:(0,6);02:(0,13)","00:(3,6);01:(11,9);02:(1,13)",00:1;01:1;02:0,01,completed
14,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,7,9,"(11,13);(2,11);(3,11);(9,5)",02,3,11,"00:(0,0);01:(0,6);02:(0,13)","00:(7,9);01:(0,8);02:(8,13)",00:0;01:1;02:1,00,completed
15,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,2,9,"(6,8);(4,8);(11,12);(7,4)",01,6,8,"00:(0,0);01:(0,6);02:(0,13)","00:(3,6);01:(2,9);02:(3,11)",00:0;01:2;02:0,01,completed
16,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,6,5,"(0,10);(9,13);(13,2);(5,8)",02,0,10,"00:(0,0);01:(0,6);02:(0,13)","00:(6,5);01:(8,13);02:(5,12)",00:0;01:0;02:2,00,completed
17,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,12,11,"(11,12);(11,11);(10,10);(12,12)",02,10,10,"00:(0,0);01:(0,6);02:(0,13)","00:(10,8);01:(12,11);02:(10,12)",00:0;01:0;02:2,01,completed
18,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,6,13,"(11,12);(12,13);(12,10);(2,10)",02,2,10,"00:(0,0);01:(0,6);02:(0,13)","00:(5,11);01:(6,13);02:(6,12)",00:0;01:1;02:1,01,completed
19,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,7,13,"(8,13);(3,5);(5,4);(11,11)",02,11,11,"00:(0,0);01:(0,6);02:(0,13)","00:(10,9);01:(7,13);02:(12,12)",00:0;01:1;02:1,01,completed
20,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,9,5,"(10,9);(9,6);(6,5);(0,11)",02,0,11,"00:(0,0);01:(0,6);02:(0,13)","00:(8,7);01:(9,5);02:(7,9)",00:1;01:1;02:1,01,completed
21,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,3,1,"(12,8);(3,4);(3,3);(7,1)",01,12,8,"00:(0,0);01:(0,6);02:(0,13)","00:(5,2);01:(1,1);02:(3,1)",00:1;01:1;02:2,02,completed
22,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,4,13,"(1,12);(6,7);(4,8);(13,10)",01,6,7,"00:(0,0);01:(0,6);02:(0,13)","00:(6,3);01:(4,13);02:(2,4)",00:0;01:2;02:1,01,completed
23,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,8,3,"(7,8);(8,5);(6,9);(8,2)",01,7,8,"00:(0,0);01:(0,6);02:(0,13)","00:(8,3);01:(1,6);02:(8,12)",00:1;01:2;02:0,00,completed
24,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,3,5,"(1,2);(3,4);(5,12);(6,2)",00,1,2,"00:(0,0);01:(0,6);02:(0,13)","00:(1,4);01:(1,5);02:(3,5)",00:1;01:0;02:1,02,completed
25,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,5,6,"(1,6);(8,5);(8,2);(3,10)",02,3,10,"00:(0,0);01:(0,6);02:(0,13)","00:(0,3);01:(5,6);02:(5,13)",00:1;01:1;02:1,01,completed
26,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,12,7,"(4,4);(2,2);(0,5);(1,2)",,,,"00:(0,0);01:(0,6);02:(0,13)","00:(13,0);01:(12,7);02:(9,10)",00:0;01:0;02:0,01,completed
27,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,4,5,"(5,12);(13,7);(5,3);(4,6)",01,13,7,"00:(0,0);01:(0,6);02:(0,13)","00:(4,5);01:(9,9);02:(7,11)",00:1;01:1;02:0,00,completed
28,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,11,3,"(4,9);(9,6);(6,4);(3,3)",01,4,9,"00:(0,0);01:(0,6);02:(0,13)","00:(8,2);01:(11,3);02:(12,5)",00:2;01:3;02:0,01,completed
29,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,1,12,"(2,13);(3,11);(1,0);(13,13)",00,1,0,"00:(0,0);01:(0,6);02:(0,13)","00:(2,1);01:(2,3);02:(1,12)",00:1;01:0;02:0,02,completed
30,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,2,7,"(12,8);(0,8);(8,11);(5,2)",,,,"00:(0,0);01:(0,6);02:(0,13)","00:(3,0);01:(2,7);02:(0,10)",00:0;01:0;02:0,01,completed
31,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,3,5,"(12,4);(4,10);(5,8);(2,8)",02,4,10,"00:(0,0);01:(0,6);02:(0,13)","00:(8,12);01:(3,5);02:(1,11)",00:1;01:2;02:2,01,completed
32,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,0,2,"(6,10);(12,0);(1,10);(2,5)",02,1,10,"00:(0,0);01:(0,6);02:(0,13)","00:(0,6);01:(0,7);02:(0,2)",00:0;01:0;02:3,02,completed
33,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,9,11,"(9,10);(10,12);(4,1);(9,12)",02,9,10,"00:(0,0);01:(0,6);02:(0,13)","00:(12,1);01:(11,8);02:(9,11)",00:0;01:0;02:1,02,completed
34,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,4,4,"(3,4);(8,4);(3,10);(9,9)",02,3,10,"00:(0,0);01:(0,6);02:(0,13)","00:(4,4);01:(1,11);02:(0,8)",00:1;01:0;02:1,00,completed
35,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,6,2,"(9,8);(11,0);(12,3);(10,11)",00,11,0,"00:(0,0);01:(0,6);02:(0,13)","00:(4,6);01:(6,3);02:(6,2)",00:2;01:1;02:1,02,completed
36,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,12,1,"(10,9);(7,12);(8,4);(12,3)",,,,"00:(0,0);01:(0,6);02:(0,13)","00:(12,1);01:(13,7);02:(12,10)",00:0;01:0;02:0,00,completed
37,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,7,5,"(2,6);(5,7);(7,3);(4,7)",01,4,7,"00:(0,0);01:(0,6);02:(0,13)","00:(7,5);01:(7,13);02:(5,0)",00:2;01:2;02:1,00,completed
38,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,8,12,"(8,11);(11,11);(9,7);(13,12)",01,9,7,"00:(0,0);01:(0,6);02:(0,13)","00:(12,8);01:(8,12);02:(7,10)",00:0;01:2;02:0,01,completed
39,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,11,0,"(11,3);(1,8);(7,7);(5,6)",01,7,7,"00:(0,0);01:(0,6);02:(0,13)","00:(12,3);01:(13,9);02:(11,0)",00:0;01:1;02:3,02,completed
40,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,9,9,"(6,4);(0,3);(7,5);(11,9)",,,,"00:(0,0);01:(0,6);02:(0,13)","00:(9,2);01:(9,9);02:(8,12)",00:0;01:0;02:0,01,completed
41,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,11,0,"(10,3);(13,4);(10,2);(7,10)",02,7,10,"00:(0,0);01:(0,6);02:(0,13)","00:(11,0);01:(0,1);02:(13,1)",00:3;01:0;02:1,00,completed
42,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,7,12,"(6,3);(9,6);(13,1);(8,5)",00,13,1,"00:(0,0);01:(0,6);02:(0,13)","00:(6,5);01:(7,5);02:(7,12)",00:1;01:1;02:0,02,completed
43,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,2,11,"(9,13);(12,5);(11,8);(2,12)",01,11,8,"00:(0,0);01:(0,6);02:(0,13)","00:(13,4);01:(1,11);02:(2,11)",00:1;01:1;02:0,02,completed
44,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,0,1,"(13,7);(2,8);(3,9);(10,2)",01,13,7,"00:(0,0);01:(0,6);02:(0,13)","00:(3,2);01:(0,1);02:(5,2)",00:1;01:1;02:3,01,completed
45,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,9,0,"(13,0);(4,5);(8,0);(11,10)",00,8,0,"00:(0,0);01:(0,6);02:(0,13)","00:(9,0);01:(6,6);02:(4,9)",00:1;01:0;02:0,00,completed
46,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,3,0,"(1,4);(2,4);(7,5);(2,5)",,,,"00:(0,0);01:(0,6);02:(0,13)","00:(3,0);01:(1,7);02:(0,11)",00:0;01:0;02:0,00,completed
47,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,9,2,"(7,12);(0,2);(7,8);(6,9)",01,7,8,"00:(0,0);01:(0,6);02:(0,13)","00:(9,2);01:(1,11);02:(0,5)",00:0;01:2;02:0,00,completed
48,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,12,4,"(11,4);(9,12);(1,7);(7,13)",01,1,7,"00:(0,0);01:(0,6);02:(0,13)","00:(10,5);01:(13,11);02:(12,4)",00:2;01:2;02:0,02,completed
49,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,3,85.0,65.333333,pi_g14_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,7,10,"(7,12);(4,11);(5,2);(8,10)",,,,"00:(0,0);01:(0,6);02:(0,13)","00:(10,0);01:(8,7);02:(7,10)",00:0;01:0;02:0,02,completed
