trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,PI,ideal,1.0,25,625,8,10,pi_g25_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(18,2);(11,22);(9,9);(21,1);(14,2);(7,9);(21,24);(11,3);(3,18);(22,18)",10,True,52.66079208090728,52.66079208090728,00:2;01:0;02:0;03:4;04:0;05:1;06:3;07:0,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(14,2);(2,3);(9,8);(21,1);(3,15);(3,18);(22,18);(11,24)",701,0,completed
1,known_visit,PI,ideal,1.0,25,625,8,10,pi_g25_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(2,0);(22,23);(6,15);(23,23);(7,4);(12,6);(14,19);(20,4);(3,15);(10,16)",10,True,49.02414786791945,49.02414786791945,00:1;01:1;02:2;03:3;04:0;05:2;06:1;07:0,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(2,0);(7,4);(20,4);(10,16);(1,14);(23,23);(14,19);(1,24)",667,0,completed
2,known_visit,PI,ideal,1.0,25,625,8,10,pi_g25_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(17,10);(15,0);(16,1);(21,23);(11,7);(1,11);(6,14);(8,0);(15,22);(24,6)",10,True,58.9373856565436,58.9373856565436,00:3;01:0;02:1;03:1;04:3;05:0;06:0;07:2,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(16,1);(1,4);(11,7);(1,11);(24,6);(10,17);(1,21);(21,23)",816,0,completed
3,known_visit,PI,ideal,1.0,25,625,8,10,pi_g25_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(14,2);(4,19);(6,15);(23,19);(22,10);(2,14);(17,16);(1,11);(9,14);(7,8)",10,True,66.37459822039796,66.37459822039796,00:1;01:0;02:1;03:1;04:3;05:3;06:1;07:0,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(14,5);(1,3);(7,8);(1,11);(9,14);(22,10);(4,19);(1,24)",947,0,completed
4,known_visit,PI,ideal,1.0,25,625,8,10,pi_g25_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(2,13);(21,0);(16,9);(18,18);(20,1);(12,21);(8,20);(24,6);(20,12);(2,6)",10,True,54.15018122217304,54.15018122217304,00:3;01:0;02:1;03:0;04:1;05:1;06:3;07:1,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(24,6);(1,3);(2,6);(3,10);(2,13);(16,9);(20,12);(12,21)",723,0,completed
5,known_visit,PI,ideal,1.0,25,625,8,10,pi_g25_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,1);(2,6);(5,21);(7,2);(1,8);(16,3);(21,4);(24,20);(13,23);(5,6)",10,True,65.20189963859343,65.20189963859343,00:0;01:2;02:2;03:3;04:2;05:0;06:1;07:0,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(2,1);(21,4);(5,6);(12,1);(24,20);(3,17);(5,21);(3,24)",916,0,completed
6,known_visit,PI,ideal,1.0,25,625,8,10,pi_g25_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,9);(24,15);(3,8);(9,8);(8,0);(24,20);(10,3);(13,9);(12,24);(11,14)",10,True,55.76958402903276,55.76958402903276,00:0;01:2;02:2;03:3;04:0;05:2;06:0;07:1,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(2,0);(8,0);(9,8);(11,14);(5,12);(24,20);(4,21);(12,24)",756,0,completed
7,known_visit,PI,ideal,1.0,25,625,8,10,pi_g25_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(4,17);(9,16);(9,18);(24,1);(21,18);(9,19);(2,19);(14,19);(14,22);(2,6)",10,True,49.61988255698293,49.61988255698293,00:1;01:0;02:1;03:0;04:3;05:2;06:1;07:2,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(24,1);(2,4);(2,6);(4,10);(9,16);(9,19);(14,22);(21,18)",660,0,completed
8,known_visit,PI,ideal,1.0,25,625,8,10,pi_g25_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,11);(22,0);(10,0);(12,12);(22,15);(7,8);(12,17);(5,8);(20,13);(11,13)",10,True,59.17254027166767,59.17254027166767,00:2;01:0;02:2;03:3;04:0;05:0;06:1;07:2,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(22,0);(1,3);(7,8);(12,12);(1,14);(1,17);(12,17);(20,13)",817,0,completed
9,known_visit,PI,ideal,1.0,25,625,8,10,pi_g25_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,13);(0,15);(8,21);(12,5);(6,20);(1,10);(15,19);(2,11);(24,1);(15,2)",10,True,45.543590259682034,45.543590259682034,00:2;01:2;02:1;03:1;04:3;05:1;06:0;07:0,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(24,1);(12,13);(2,11);(2,10);(8,21);(15,19);(0,20);(0,23)",611,0,completed
