trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status,failure_type,failure_message
0,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,00,185,0,87,99,0,0,0,2086,195,1891,380,1706,0,acbba_entry:1706;collision_intent:195;state:185,2864,3550,completed,,
0,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,01,192,0,78,115,0,0,0,2108,199,1909,391,1717,0,acbba_entry:1717;collision_intent:199;state:192,3108,3284,completed,,
0,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,02,195,0,78,118,0,0,0,2189,203,1986,398,1791,0,acbba_entry:1791;collision_intent:203;state:195,2871,3440,completed,,
0,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,03,192,0,118,75,0,0,0,2117,200,1917,392,1725,0,acbba_entry:1725;collision_intent:200;state:192,3265,3117,completed,,
1,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,00,219,0,89,131,0,0,0,2231,223,2008,442,1789,0,acbba_entry:1789;collision_intent:223;state:219,3103,3603,completed,,
1,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,01,212,0,46,167,0,0,0,2271,216,2055,428,1843,0,acbba_entry:1843;collision_intent:216;state:212,2899,3766,completed,,
1,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,02,220,0,135,86,0,0,0,2197,223,1974,443,1754,0,acbba_entry:1754;collision_intent:223;state:220,3137,3602,completed,,
1,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,03,215,0,91,125,0,0,0,2238,220,2018,435,1803,0,acbba_entry:1803;collision_intent:220;state:215,2915,3784,completed,,
2,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,00,313,0,170,144,0,0,0,2671,318,2353,631,2040,0,acbba_entry:2040;collision_intent:318;state:313,3567,4564,completed,,
2,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,01,313,0,173,141,0,0,0,2562,314,2248,627,1935,0,acbba_entry:1935;collision_intent:314;state:313,3398,4843,completed,,
