trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status,failure_type,failure_message
0,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(13,10);01:(16,18);02:(17,18);03:(17,1)",00:0;01:0;02:0;03:0,,completed,,
1,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(14,17);01:(15,13);02:(17,1);03:(18,15)",00:0;01:0;02:0;03:0,,completed,,
2,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(8,17);01:(18,9);02:(1,9);03:(1,10)",00:0;01:0;02:0;03:0,,completed,,
3,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(12,8);01:(13,2);02:(18,14);03:(13,18)",00:0;01:0;02:0;03:0,,completed,,
4,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,13);01:(11,17);02:(8,18);03:(17,0)",00:0;01:0;02:0;03:0,,completed,,
5,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,13);01:(2,8);02:(18,18);03:(11,12)",00:0;01:0;02:0;03:0,,completed,,
6,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(15,6);01:(7,18);02:(18,0);03:(16,8)",00:0;01:0;02:0;03:0,,completed,,
7,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,7);01:(18,14);02:(17,15);03:(13,15)",00:0;01:0;02:0;03:0,,completed,,
8,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(15,5);01:(18,18);02:(14,13);03:(11,13)",00:0;01:0;02:0;03:0,,completed,,
9,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,13);01:(18,12);02:(18,16);03:(15,18)",00:0;01:0;02:0;03:0,,completed,,
10,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(7,17);01:(15,7);02:(1,3);03:(18,18)",00:0;01:0;02:0;03:0,,completed,,
11,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(2,13);01:(7,0);02:(11,0);03:(15,18)",00:0;01:0;02:0;03:0,,completed,,
12,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(15,17);01:(0,4);02:(17,9);03:(13,10)",00:0;01:0;02:0;03:0,,completed,,
13,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(15,0);01:(9,1);02:(6,1);03:(8,0)",00:0;01:0;02:0;03:0,,completed,,
14,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(12,5);01:(15,11);02:(18,0);03:(18,15)",00:0;01:0;02:0;03:0,,completed,,
15,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(6,1);01:(5,9);02:(3,9);03:(4,9)",00:0;01:0;02:0;03:0,,completed,,
16,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(14,0);01:(8,0);02:(10,17);03:(18,7)",00:0;01:0;02:0;03:0,,completed,,
17,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(9,15);01:(15,5);02:(9,0);03:(17,6)",00:0;01:0;02:0;03:0,,completed,,
18,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,2);01:(18,4);02:(17,17);03:(15,12)",00:0;01:0;02:0;03:0,,completed,,
19,ACBBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,acbba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,9);01:(17,11);02:(16,18);03:(17,8)",00:0;01:0;02:0;03:0,,completed,,
