run_id,comm_model_folder,system_rows,trial_rows,robot_rows,complete_marker,out_dir
auctiongreedy_ge_080,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/auctiongreedy_ge_080
auctiongreedy_ge_090,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/auctiongreedy_ge_090
auctiongreedy_ge_095,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/auctiongreedy_ge_095
auctiongreedy_ideal,ideal,500,500,2000,True,runs/final_500_all/raw/ideal/auctiongreedy_ideal
auctiongreedy_rayleigh_m32_58,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/auctiongreedy_rayleigh_m32_58
auctiongreedy_rayleigh_m37_79,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/auctiongreedy_rayleigh_m37_79
auctiongreedy_rayleigh_m42_16,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/auctiongreedy_rayleigh_m42_16
auctiongreedy_rayleigh_m46_04,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/auctiongreedy_rayleigh_m46_04
auctiongreedy_rayleigh_m49_17,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/auctiongreedy_rayleigh_m49_17
auctiongreedy_rayleigh_m52_15,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/auctiongreedy_rayleigh_m52_15
auctiongreedy_rayleigh_m56_04,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/auctiongreedy_rayleigh_m56_04
auctiongreedy_rayleigh_m59_40,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/auctiongreedy_rayleigh_m59_40
cbaa_bernoulli_005,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/cbaa_bernoulli_005
cbaa_bernoulli_010,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/cbaa_bernoulli_010
cbaa_bernoulli_020,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/cbaa_bernoulli_020
cbaa_bernoulli_030,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/cbaa_bernoulli_030
cbaa_bernoulli_040,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/cbaa_bernoulli_040
cbaa_bernoulli_050,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/cbaa_bernoulli_050
cbaa_bernoulli_060,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/cbaa_bernoulli_060
cbaa_bernoulli_070,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/cbaa_bernoulli_070
cbaa_ge_030,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/cbaa_ge_030
cbaa_ge_040,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/cbaa_ge_040
cbaa_ge_050,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/cbaa_ge_050
cbaa_ge_060,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/cbaa_ge_060
cbaa_ge_070,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/cbaa_ge_070
cbaa_ge_080,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/cbaa_ge_080
cbaa_ge_090,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/cbaa_ge_090
cbaa_ge_095,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/cbaa_ge_095
cbaa_ideal,ideal,500,500,2000,True,runs/final_500_all/raw/ideal/cbaa_ideal
cbaa_rayleigh_m32_58,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/cbaa_rayleigh_m32_58
cbaa_rayleigh_m37_79,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/cbaa_rayleigh_m37_79
cbaa_rayleigh_m42_16,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/cbaa_rayleigh_m42_16
cbaa_rayleigh_m46_04,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/cbaa_rayleigh_m46_04
cbaa_rayleigh_m49_17,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/cbaa_rayleigh_m49_17
cbaa_rayleigh_m52_15,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/cbaa_rayleigh_m52_15
cbaa_rayleigh_m56_04,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/cbaa_rayleigh_m56_04
cbaa_rayleigh_m59_40,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/cbaa_rayleigh_m59_40
dmchba_bernoulli_005,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/dmchba_bernoulli_005
dmchba_bernoulli_010,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/dmchba_bernoulli_010
dmchba_bernoulli_020,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/dmchba_bernoulli_020
dmchba_bernoulli_030,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/dmchba_bernoulli_030
dmchba_bernoulli_040,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/dmchba_bernoulli_040
dmchba_bernoulli_050,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/dmchba_bernoulli_050
dmchba_bernoulli_060,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/dmchba_bernoulli_060
dmchba_bernoulli_070,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/dmchba_bernoulli_070
dmchba_ge_030,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/dmchba_ge_030
dmchba_ge_040,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/dmchba_ge_040
dmchba_ge_050,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/dmchba_ge_050
dmchba_ge_060,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/dmchba_ge_060
dmchba_ge_070,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/dmchba_ge_070
dmchba_ge_080,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/dmchba_ge_080
dmchba_ge_090,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/dmchba_ge_090
dmchba_ge_095,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/dmchba_ge_095
dmchba_ideal,ideal,500,500,2000,True,runs/final_500_all/raw/ideal/dmchba_ideal
dmchba_rayleigh_m32_58,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/dmchba_rayleigh_m32_58
dmchba_rayleigh_m37_79,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/dmchba_rayleigh_m37_79
dmchba_rayleigh_m42_16,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/dmchba_rayleigh_m42_16
dmchba_rayleigh_m46_04,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/dmchba_rayleigh_m46_04
dmchba_rayleigh_m49_17,rayleigh_style,500,500,2000,False,runs/final_500_all/raw/rayleigh_style/dmchba_rayleigh_m49_17
dmchba_rayleigh_m52_15,rayleigh_style,500,500,2000,False,runs/final_500_all/raw/rayleigh_style/dmchba_rayleigh_m52_15
dmchba_rayleigh_m56_04,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/dmchba_rayleigh_m56_04
dmchba_rayleigh_m59_40,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/dmchba_rayleigh_m59_40
hipc_bernoulli_005,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/hipc_bernoulli_005
hipc_bernoulli_010,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/hipc_bernoulli_010
hipc_bernoulli_020,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/hipc_bernoulli_020
hipc_bernoulli_030,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/hipc_bernoulli_030
hipc_bernoulli_040,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/hipc_bernoulli_040
hipc_bernoulli_050,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/hipc_bernoulli_050
hipc_bernoulli_060,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/hipc_bernoulli_060
hipc_bernoulli_070,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/hipc_bernoulli_070
hipc_ge_030,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/hipc_ge_030
hipc_ge_040,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/hipc_ge_040
hipc_ge_050,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/hipc_ge_050
hipc_ge_060,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/hipc_ge_060
hipc_ge_070,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/hipc_ge_070
hipc_ge_080,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/hipc_ge_080
hipc_ge_090,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/hipc_ge_090
hipc_ge_095,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/hipc_ge_095
hipc_ideal,ideal,500,500,2000,True,runs/final_500_all/raw/ideal/hipc_ideal
hipc_rayleigh_m32_58,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/hipc_rayleigh_m32_58
hipc_rayleigh_m37_79,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/hipc_rayleigh_m37_79
hipc_rayleigh_m42_16,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/hipc_rayleigh_m42_16
hipc_rayleigh_m46_04,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/hipc_rayleigh_m46_04
hipc_rayleigh_m49_17,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/hipc_rayleigh_m49_17
hipc_rayleigh_m52_15,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/hipc_rayleigh_m52_15
hipc_rayleigh_m56_04,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/hipc_rayleigh_m56_04
hipc_rayleigh_m59_40,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/hipc_rayleigh_m59_40
pi_bernoulli_005,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/pi_bernoulli_005
pi_bernoulli_010,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/pi_bernoulli_010
pi_bernoulli_020,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/pi_bernoulli_020
pi_bernoulli_030,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/pi_bernoulli_030
pi_bernoulli_040,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/pi_bernoulli_040
pi_bernoulli_050,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/pi_bernoulli_050
pi_bernoulli_060,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/pi_bernoulli_060
pi_bernoulli_070,bernoulli,500,500,2000,True,runs/final_500_all/raw/bernoulli/pi_bernoulli_070
pi_ge_030,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/pi_ge_030
pi_ge_040,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/pi_ge_040
pi_ge_050,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/pi_ge_050
pi_ge_060,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/pi_ge_060
pi_ge_070,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/pi_ge_070
pi_ge_080,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/pi_ge_080
pi_ge_090,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/pi_ge_090
pi_ge_095,gilbert_elliot,500,500,2000,True,runs/final_500_all/raw/gilbert_elliot/pi_ge_095
pi_ideal,ideal,500,500,2000,True,runs/final_500_all/raw/ideal/pi_ideal
pi_rayleigh_m32_58,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/pi_rayleigh_m32_58
pi_rayleigh_m37_79,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/pi_rayleigh_m37_79
pi_rayleigh_m42_16,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/pi_rayleigh_m42_16
pi_rayleigh_m46_04,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/pi_rayleigh_m46_04
pi_rayleigh_m49_17,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/pi_rayleigh_m49_17
pi_rayleigh_m52_15,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/pi_rayleigh_m52_15
pi_rayleigh_m56_04,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/pi_rayleigh_m56_04
pi_rayleigh_m59_40,rayleigh_style,500,500,2000,True,runs/final_500_all/raw/rayleigh_style/pi_rayleigh_m59_40
