part_file,data_rows,bytes,sha256
robot_performance_part_001.csv,150000,50197359,31790952a689a5bc73aafd24346d6d1b35db5127e69a0a900de17aa2d8250506
robot_performance_part_002.csv,150000,56384718,971a59352c281bfac8ba94db56932866a3ebfae324f003dff487de57b3e307c2
