trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(11,7);(17,15);(14,5);(8,0);(14,15);(7,5);(2,6);(3,8);(12,12);(16,5);(10,14);(3,18);(10,12);(5,18);(13,14);(4,11);(12,18);(1,14);(15,10);(11,10)",20,True,93.06999581912845,93.06999581912845,00:10;01:1;02:8;03:1,"(0,0);(0,6);(0,12);(0,18)","(11,7);(4,6);(14,5);(3,18)",621,0,completed
1,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(10,3);(7,11);(0,1);(9,4);(0,3);(3,5);(1,17);(3,17);(12,8);(15,13);(5,5);(18,7);(2,12);(1,3);(8,10);(4,1);(4,10);(16,15);(2,7);(10,2)",20,True,71.06072178046507,71.06072178046507,00:9;01:2;02:4;03:5,"(0,0);(0,6);(0,12);(0,18)","(16,15);(5,5);(0,3);(8,10)",474,0,completed
2,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(8,17);(9,7);(13,2);(17,3);(16,16);(10,9);(9,6);(17,15);(6,12);(17,0);(1,17);(7,10);(13,18);(11,15);(0,1);(3,17);(3,0);(13,13);(15,18);(0,2)",20,True,84.5082998215739,84.5082998215739,00:11;01:0;02:8;03:1,"(0,0);(0,6);(0,12);(0,18)","(6,12);(0,4);(17,15);(1,17)",568,0,completed
3,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(12,12);(17,11);(2,6);(9,13);(2,17);(6,11);(17,3);(5,8);(14,10);(16,4);(8,15);(18,8);(9,8);(6,10);(10,16);(10,8);(12,0);(6,6);(1,18);(3,12)",20,True,76.5070419433583,76.5070419433583,00:8;01:1;02:7;03:4,"(0,0);(0,6);(0,12);(0,18)","(9,13);(2,6);(6,6);(10,16)",509,0,completed
4,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(10,14);(3,1);(12,5);(12,17);(17,8);(8,7);(17,13);(4,6);(5,18);(10,10);(2,2);(8,1);(2,13);(7,8);(4,17);(2,12);(5,4);(11,12);(11,2);(13,9)",20,True,96.21928401082441,96.21928401082441,00:12;01:4;02:4;03:0,"(0,0);(0,6);(0,12);(0,18)","(12,17);(8,7);(5,18);(3,18)",668,0,completed
5,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(11,10);(3,13);(17,2);(10,12);(7,0);(1,9);(9,9);(5,1);(12,13);(16,10);(17,5);(18,6);(11,11);(8,9);(12,2);(8,3);(13,16);(1,12);(8,12);(4,5)",20,True,69.83862832855567,69.83862832855567,00:10;01:4;02:1;03:5,"(0,0);(0,6);(0,12);(0,18)","(11,11);(9,9);(1,12);(13,16)",458,0,completed
6,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(2,9);(9,11);(17,12);(16,3);(18,4);(12,18);(11,8);(14,6);(13,10);(4,8);(10,16);(10,18);(12,3);(6,11);(5,0);(2,6);(15,1);(13,3);(13,7);(11,6)",20,True,56.59397389662797,56.59397389662797,00:6;01:10;02:1;03:3,"(0,0);(0,6);(0,12);(0,18)","(12,3);(14,6);(17,12);(12,18)",334,0,completed
7,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(4,7);(11,12);(14,18);(4,5);(9,6);(16,18);(4,17);(5,1);(17,17);(17,3);(11,9);(6,2);(3,12);(13,18);(9,16);(14,3);(0,15);(8,14);(18,5);(13,11)",20,True,77.47329359836691,77.47329359836691,00:9;01:2;02:8;03:1,"(0,0);(0,6);(0,12);(0,18)","(13,18);(4,7);(9,6);(4,15)",494,0,completed
8,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(16,2);(8,3);(18,12);(6,1);(17,14);(4,18);(10,17);(4,6);(7,18);(15,9);(4,1);(5,18);(12,13);(0,9);(2,7);(0,4);(4,5);(15,3);(6,6);(9,5)",20,True,75.7815985737056,75.7815985737056,00:10;01:8;02:1;03:1,"(0,0);(0,6);(0,12);(0,18)","(4,1);(15,9);(2,7);(4,18)",488,0,completed
9,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(0,3);(12,1);(6,13);(4,16);(5,4);(10,1);(2,0);(14,17);(12,14);(17,2);(9,15);(8,10);(2,16);(12,12);(7,10);(16,12);(14,2);(4,9);(9,12);(14,7)",20,True,71.6079318368808,71.6079318368808,00:8;01:3;02:7;03:2,"(0,0);(0,6);(0,12);(0,18)","(14,17);(4,9);(12,12);(4,16)",463,0,completed
10,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(4,8);(2,6);(12,8);(14,13);(16,9);(18,9);(10,0);(8,13);(2,7);(18,4);(1,9);(10,13);(1,6);(12,12);(6,17);(5,6);(13,11);(18,5);(5,0);(10,14)",20,True,92.56213137969017,92.56213137969017,00:13;01:5;02:1;03:1,"(0,0);(0,6);(0,12);(0,18)","(8,13);(5,6);(1,9);(6,17)",650,0,completed
11,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(16,16);(4,17);(8,8);(13,1);(7,6);(13,5);(12,18);(10,6);(15,7);(11,12);(6,7);(18,18);(6,11);(15,8);(15,14);(3,10);(1,12);(3,12);(3,8);(7,16)",20,True,84.52679417274564,84.52679417274564,00:10;01:2;02:8;03:0,"(0,0);(0,6);(0,12);(0,18)","(11,12);(10,6);(15,14);(3,18)",558,0,completed
12,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(16,8);(15,17);(10,10);(18,13);(4,16);(5,7);(13,3);(9,3);(3,6);(4,9);(16,15);(1,8);(9,13);(11,3);(1,12);(5,18);(15,2);(17,4);(14,18);(8,1)",20,True,76.18762183488016,76.18762183488016,00:1;01:9;02:1;03:9,"(0,0);(0,6);(0,12);(0,18)","(8,1);(17,4);(3,7);(14,18)",494,0,completed
13,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(3,18);(3,5);(9,11);(1,0);(12,14);(9,18);(16,9);(0,13);(11,14);(13,0);(15,0);(12,6);(10,1);(17,1);(14,17);(11,16);(18,14);(10,11);(6,2);(7,10)",20,True,91.35629884367745,91.35629884367745,00:9;01:9;02:1;03:1,"(0,0);(0,6);(0,12);(0,18)","(9,18);(7,10);(0,13);(3,18)",608,0,completed
14,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(11,12);(18,14);(14,10);(11,4);(5,3);(11,5);(5,9);(11,18);(12,10);(2,9);(18,6);(18,0);(13,6);(7,8);(12,6);(0,13);(10,9);(14,17);(16,15);(3,4)",20,True,103.26380028038221,103.26380028038221,00:12;01:6;02:1;03:1,"(0,0);(0,6);(0,12);(0,18)","(11,18);(11,12);(2,9);(0,13)",706,0,completed
15,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(16,11);(7,16);(7,0);(17,18);(14,14);(16,15);(6,7);(10,3);(6,3);(6,11);(15,1);(17,1);(11,0);(1,14);(17,16);(10,16);(18,2);(10,8);(11,14);(18,11)",20,True,81.66682391305498,81.66682391305498,00:10;01:8;02:1;03:1,"(0,0);(0,6);(0,12);(0,18)","(17,18);(14,14);(6,11);(1,14)",528,0,completed
16,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(1,10);(4,18);(13,14);(8,2);(3,4);(15,3);(14,8);(6,0);(7,7);(14,3);(14,14);(14,13);(3,9);(5,15);(17,1);(9,11);(12,1);(14,2);(2,5);(2,4)",20,True,92.1022121665071,92.1022121665071,00:13;01:1;02:1;03:5,"(0,0);(0,6);(0,12);(0,18)","(12,1);(3,9);(1,10);(3,4)",630,0,completed
17,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(17,8);(3,17);(13,4);(15,14);(2,14);(13,3);(17,6);(13,14);(7,10);(18,0);(14,6);(6,1);(5,0);(9,16);(6,17);(1,5);(16,13);(13,18);(2,1);(12,1)",20,True,84.87521565126934,84.87521565126934,00:3;01:1;02:9;03:7,"(0,0);(0,6);(0,12);(0,18)","(5,0);(1,5);(18,0);(14,6)",563,0,completed
18,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(12,13);(4,12);(3,14);(18,2);(3,12);(3,0);(9,15);(10,18);(4,7);(12,5);(16,16);(0,5);(13,10);(7,5);(15,13);(16,6);(9,9);(11,13);(5,9);(2,7)",20,True,76.41301669162193,76.41301669162193,00:6;01:5;02:9;03:0,"(0,0);(0,6);(0,12);(0,18)","(11,13);(9,9);(18,2);(3,18)",501,0,completed
19,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(6,15);(9,9);(16,2);(9,4);(4,13);(8,13);(4,17);(10,1);(4,16);(5,7);(0,9);(1,11);(0,13);(17,13);(5,16);(12,13);(12,8);(9,1);(10,2);(16,3)",20,True,91.33984019012273,91.33984019012273,00:4;01:1;02:2;03:13,"(0,0);(0,6);(0,12);(0,18)","(5,16);(0,9);(1,11);(12,8)",619,0,completed
20,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(1,18);(13,1);(6,8);(14,3);(3,15);(1,7);(1,4);(15,13);(7,5);(17,2);(13,9);(12,8);(4,17);(11,16);(4,15);(1,5);(13,12);(9,16);(3,4);(14,14)",20,True,48.350444720386825,48.350444720386825,00:3;01:4;02:7;03:6,"(0,0);(0,6);(0,12);(0,18)","(17,2);(7,5);(14,14);(11,16)",292,0,completed
21,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(0,1);(0,11);(2,4);(18,8);(11,3);(5,9);(0,10);(10,8);(0,17);(14,4);(5,8);(0,7);(0,3);(17,7);(1,0);(12,0);(12,18);(6,11);(18,7);(1,6)",20,True,66.7710533696706,66.7710533696706,00:5;01:10;02:4;03:1,"(0,0);(0,6);(0,12);(0,18)","(0,7);(12,0);(12,18);(0,15)",443,0,completed
22,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(13,4);(7,6);(5,18);(15,7);(11,4);(5,9);(12,7);(2,12);(14,13);(2,2);(2,16);(8,10);(16,12);(4,12);(5,1);(8,6);(9,2);(9,0);(0,9);(14,12)",20,True,53.235385533803516,53.235385533803516,00:8;01:4;02:3;03:5,"(0,0);(0,6);(0,12);(0,18)","(14,13);(9,0);(4,12);(13,4)",315,0,completed
23,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(14,4);(4,17);(17,5);(8,9);(7,11);(14,12);(1,1);(5,12);(14,2);(14,16);(9,4);(10,9);(0,5);(18,16);(6,5);(2,7);(16,0);(1,14);(17,6);(13,8)",20,True,89.93794170918022,89.93794170918022,00:12;01:2;02:5;03:1,"(0,0);(0,6);(0,12);(0,18)","(18,16);(2,7);(10,9);(4,17)",623,0,completed
24,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(18,2);(8,7);(4,9);(5,16);(4,12);(7,7);(7,18);(16,17);(1,17);(3,8);(10,14);(14,10);(13,9);(5,4);(18,7);(13,0);(14,1);(2,1);(12,3);(8,15)",20,True,61.62934156735855,61.62934156735855,00:6;01:1;02:7;03:6,"(0,0);(0,6);(0,12);(0,18)","(18,2);(3,8);(13,0);(16,17)",370,0,completed
