trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,PI,ideal,1.0,34,1156,24,10,pi_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,5);(28,1);(11,25);(20,24);(25,8);(3,5);(1,16);(23,30);(33,13);(24,22)",10,True,75.2699873623673,75.2699873623673,00:0;01:2;02:0;03:1;04:2;05:0;06:0;07:0;08:0;09:2;10:0;11:1;12:0;13:0;14:0;15:0;16:0;17:0;18:2;19:0;20:0;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(2,0);(33,13);(3,3);(3,5);(28,1);(2,7);(2,9);(1,10);(1,11);(23,30);(1,14);(1,16);(1,17);(1,19);(1,20);(1,22);(1,23);(1,24);(20,24);(1,27);(1,29);(1,30);(1,32);(1,33)",3391,0,completed
1,known_visit,PI,ideal,1.0,34,1156,24,10,pi_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(19,17);(14,6);(17,16);(16,15);(5,33);(11,30);(26,23);(24,33);(27,21);(19,32)",10,True,75.41940227098742,75.41940227098742,00:0;01:0;02:1;03:0;04:0;05:2;06:3;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:2;19:0;20:0;21:1;22:0;23:1,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(1,0);(1,1);(14,11);(1,4);(2,6);(26,23);(19,17);(1,10);(1,11);(1,13);(1,14);(1,16);(2,17);(2,19);(2,20);(2,22);(2,23);(1,24);(24,33);(2,27);(11,29);(11,30);(2,32);(5,33)",3395,0,completed
2,known_visit,PI,ideal,1.0,34,1156,24,10,pi_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(3,32);(26,0);(14,7);(19,20);(29,15);(24,23);(11,8);(21,32);(22,8);(10,12)",10,True,79.57171628382366,79.57171628382366,00:0;01:0;02:0;03:0;04:3;05:0;06:0;07:0;08:1;09:1;10:0;11:0;12:0;13:1;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:1;23:3,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(2,0);(3,1);(3,3);(2,4);(26,0);(4,7);(2,9);(4,10);(11,8);(11,12);(3,14);(3,16);(3,17);(19,21);(2,20);(3,22);(3,23);(2,24);(3,26);(11,23);(3,29);(2,30);(3,32);(29,15)",3568,0,completed
3,known_visit,PI,ideal,1.0,34,1156,24,10,pi_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,8);(19,29);(2,31);(11,10);(20,22);(32,21);(14,23);(9,2);(6,3);(3,22)",10,True,75.90338981707846,75.90338981707846,00:0;01:0;02:2;03:0;04:0;05:0;06:0;07:3;08:0;09:0;10:1;11:0;12:0;13:0;14:0;15:1;16:2;17:0;18:0;19:0;20:0;21:1;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(2,0);(2,1);(9,2);(1,4);(2,6);(2,7);(1,9);(32,21);(1,11);(2,13);(18,8);(1,16);(1,17);(1,19);(2,20);(3,22);(19,29);(2,24);(1,26);(1,27);(2,29);(2,31);(2,32);(2,33)",3463,0,completed
4,known_visit,PI,ideal,1.0,34,1156,24,10,pi_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(17,0);(33,1);(26,29);(15,17);(9,10);(17,18);(23,29);(13,30);(6,0);(29,29)",10,True,64.98963042698365,64.98963042698365,00:1;01:2;02:0;03:0;04:0;05:0;06:0;07:3;08:0;09:0;10:0;11:0;12:0;13:0;14:2;15:0;16:2;17:0;18:0;19:0;20:0;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(6,0);(33,1);(6,3);(1,4);(1,6);(1,7);(9,9);(17,18);(9,11);(1,13);(2,14);(1,16);(2,17);(1,19);(29,29);(2,22);(23,29);(2,24);(2,26);(1,27);(2,29);(2,30);(1,32);(2,33)",2883,0,completed
5,known_visit,PI,ideal,1.0,34,1156,24,10,pi_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(21,6);(4,2);(16,26);(9,17);(5,0);(19,7);(31,31);(15,20);(30,27);(22,11)",10,True,100.72003383225609,100.72003383225609,00:1;01:1;02:2;03:2;04:0;05:0;06:0;07:0;08:1;09:0;10:0;11:0;12:1;13:0;14:0;15:0;16:0;17:0;18:2;19:0;20:0;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(13,0);(4,2);(31,31);(22,11);(2,6);(1,7);(1,9);(2,10);(19,7);(3,13);(1,14);(5,16);(9,17);(3,19);(1,20);(1,22);(2,23);(2,24);(15,20);(2,27);(1,29);(1,30);(1,32);(1,33)",4588,0,completed
6,known_visit,PI,ideal,1.0,34,1156,24,10,pi_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(21,15);(1,18);(14,25);(6,19);(4,11);(20,18);(16,2);(23,22);(33,20);(23,9)",10,True,65.38262870229221,65.38262870229221,00:0;01:2;02:0;03:0;04:0;05:2;06:0;07:1;08:0;09:0;10:0;11:0;12:1;13:1;14:0;15:0;16:0;17:1;18:2;19:0;20:0;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(1,0);(23,9);(2,3);(1,4);(2,6);(20,18);(1,9);(4,11);(2,11);(1,13);(1,14);(1,16);(2,18);(9,19);(2,20);(1,22);(1,23);(14,25);(33,20);(2,27);(2,29);(1,30);(1,32);(1,33)",2936,0,completed
7,known_visit,PI,ideal,1.0,34,1156,24,10,pi_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,6);(22,28);(9,12);(33,20);(16,10);(15,3);(24,5);(9,8);(18,10);(4,26)",10,True,75.30888740848037,75.30888740848037,00:2;01:2;02:0;03:0;04:1;05:2;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:1;19:0;20:2;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(16,10);(24,5);(2,3);(2,4);(11,7);(9,12);(2,9);(2,10);(2,11);(1,13);(2,14);(1,16);(2,17);(1,19);(1,20);(1,22);(1,23);(2,24);(4,26);(1,27);(33,20);(1,30);(1,32);(1,33)",3389,0,completed
8,known_visit,PI,ideal,1.0,34,1156,24,10,pi_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,22);(29,12);(29,17);(17,15);(11,32);(24,29);(25,3);(5,8);(6,23);(18,30)",10,True,87.30237373972423,87.30237373972423,00:0;01:0;02:0;03:0;04:0;05:0;06:1;07:1;08:0;09:0;10:0;11:2;12:0;13:0;14:0;15:4;16:1;17:0;18:0;19:0;20:0;21:0;22:1;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(1,0);(1,1);(1,3);(1,4);(1,6);(5,7);(5,8);(26,17);(2,11);(2,13);(1,14);(24,29);(2,17);(2,19);(2,20);(25,3);(6,23);(2,24);(2,26);(2,27);(2,29);(2,30);(11,32);(2,33)",3954,0,completed
9,known_visit,PI,ideal,1.0,34,1156,24,10,pi_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,24);(6,0);(2,8);(22,15);(23,3);(22,26);(14,7);(29,27);(31,19);(17,25)",10,True,75.91519603175936,75.91519603175936,00:3;01:0;02:0;03:0;04:0;05:0;06:1;07:0;08:0;09:0;10:1;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:3;23:2,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(23,3);(6,1);(2,3);(2,4);(2,7);(2,7);(2,8);(2,10);(2,11);(2,13);(22,15);(2,16);(2,17);(2,19);(2,20);(2,22);(2,23);(2,24);(2,26);(2,27);(2,29);(2,30);(22,26);(31,19)",3397,0,completed
