trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,ACBBA,gilbert_elliot,0.4,19,361,4,10,acbba_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,00,28,3,1,25,4,1,2,2,0,159,59,100,242,235,known_visit_core_500,10,4,8
0,known_visit,ACBBA,gilbert_elliot,0.4,19,361,4,10,acbba_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,01,28,3,2,19,10,2,1,1,0,166,58,108,244,226,known_visit_core_500,10,4,8
0,known_visit,ACBBA,gilbert_elliot,0.4,19,361,4,10,acbba_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,02,25,1,1,25,1,1,1,1,0,145,54,91,263,228,known_visit_core_500,10,4,8
0,known_visit,ACBBA,gilbert_elliot,0.4,19,361,4,10,acbba_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,03,29,3,0,28,2,2,0,0,0,166,60,106,249,221,known_visit_core_500,10,4,8
1,known_visit,ACBBA,gilbert_elliot,0.4,19,361,4,10,acbba_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,00,45,0,6,27,19,2,115,2,0,285,93,192,363,344,known_visit_core_500,10,4,8
1,known_visit,ACBBA,gilbert_elliot,0.4,19,361,4,10,acbba_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,01,39,4,3,22,18,1,5,1,0,206,82,124,390,396,known_visit_core_500,10,4,8
1,known_visit,ACBBA,gilbert_elliot,0.4,19,361,4,10,acbba_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,02,43,1,6,32,12,1,107,2,0,311,90,221,360,320,known_visit_core_500,10,4,8
1,known_visit,ACBBA,gilbert_elliot,0.4,19,361,4,10,acbba_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,03,38,5,2,37,2,6,0,0,1,190,78,112,421,381,known_visit_core_500,10,4,8
2,known_visit,ACBBA,gilbert_elliot,0.4,19,361,4,10,acbba_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,00,30,2,1,26,5,2,0,0,0,151,61,90,231,259,known_visit_core_500,10,4,8
2,known_visit,ACBBA,gilbert_elliot,0.4,19,361,4,10,acbba_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,01,28,2,2,23,6,0,2,1,0,146,59,87,250,246,known_visit_core_500,10,4,8
2,known_visit,ACBBA,gilbert_elliot,0.4,19,361,4,10,acbba_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,02,30,0,2,28,3,6,0,0,0,168,61,107,248,226,known_visit_core_500,10,4,8
2,known_visit,ACBBA,gilbert_elliot,0.4,19,361,4,10,acbba_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,03,28,6,0,29,0,5,0,0,0,177,58,119,254,211,known_visit_core_500,10,4,8
3,known_visit,ACBBA,gilbert_elliot,0.4,19,361,4,10,acbba_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,00,44,1,5,26,19,2,4,4,0,218,92,126,293,254,known_visit_core_500,10,4,8
3,known_visit,ACBBA,gilbert_elliot,0.4,19,361,4,10,acbba_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,01,35,3,2,31,5,6,0,0,0,181,72,109,308,275,known_visit_core_500,10,4,8
