trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status
0,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,365,319,46,331,58,8,8,4,858,17091,2626,396,462,785,73,200,73,0.24731587869655303,2.59214501510574,4.3478260869565215,0.2,1.5869565217391304,0.22054380664652568,clue:24;collision_intent:395;pi_clear_path:1;pi_entry:72;state:365;target:1,16,40,0.12978348439073506,completed
1,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,188,188,0,191,21,0,0,0,383,7763,1026,195,188,383,0,0,0,0.23772011121408712,2.005235602094241,0.0,0.0,0.0,0.0,collision_intent:194;state:188;target:1,8,17,0.09184118673647457,completed
2,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,270,144,126,262,32,18,39,13,857,16678,3006,334,523,676,181,553,181,0.25014562702837645,3.2709923664122136,4.388888888888889,0.6703703703703704,1.4365079365079365,0.6908396946564885,clue:72;collision_intent:333;pi_entry:181;state:270;target:1,13,42,0.10718829516539441,completed
3,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,966,347,619,571,419,14,69,41,2665,52015,9259,1051,1614,2041,624,1965,624,0.2494947589663442,4.667250437828371,3.1744749596122777,0.6459627329192547,1.0080775444264944,1.0928196147110332,clue:24;collision_intent:1050;pi_clear_path:3;pi_entry:621;state:966;target:1,42,126,0.1963660245183887,completed
4,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,2118,207,1911,772,1370,16,212,135,6173,120189,21770,2367,3806,4581,1592,5746,1592,0.24871472637952702,7.996113989637306,3.006802721088435,0.7516525023607177,0.8330716902145474,2.062176165803109,clue:96;collision_intent:2366;pi_clear_path:7;pi_entry:1585;state:2118;target:1,92,290,0.2580958549222798,completed
5,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,1519,532,987,850,693,10,77,48,4184,81493,14716,1625,2559,3192,992,3099,992,0.25006797172376294,4.92235294117647,3.139817629179331,0.6530612244897959,1.005065856129686,1.1670588235294117,clue:48;collision_intent:1624;pi_clear_path:3;pi_entry:989;state:1519;target:1,67,193,0.2005882352941175,completed
6,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,2,2,0,26,0,0,0,0,18,375,13,16,2,18,0,0,0,0.3939393939393939,0.6923076923076923,0.0,0.0,0.0,0.0,collision_intent:15;state:2;target:1,1,3,0.07051282051282048,completed
7,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,2811,428,2383,975,1860,12,144,90,7693,149946,26968,2992,4701,5899,1794,6812,1794,0.24945194202147833,7.89025641025641,2.858581619806966,0.6382070437566703,0.7528325639949643,1.84,clue:96;collision_intent:2991;pi_clear_path:2;pi_entry:1792;state:2811;target:1,122,353,0.24064102564102563,completed
8,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,75,75,0,98,1,0,0,0,157,3135,443,82,75,157,0,0,0,0.2592159157401989,1.6020408163265305,0.0,0.0,0.0,0.0,collision_intent:81;state:75;target:1,4,9,0.03656462585034004,completed
9,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,2040,340,1700,844,1220,12,119,73,5773,112052,20704,2195,3578,4307,1466,5067,1466,0.2516255271569378,6.840047393364929,2.9805882352941175,0.7186274509803922,0.8623529411764705,1.7369668246445498,clue:72;collision_intent:2194;pi_clear_path:3;pi_entry:1463;state:2040;target:1,87,281,0.29601105845181674,completed
