trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
20,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,26,1,"(15,4);(19,5);(14,1);(27,7)",02,15,4,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(26,1);01:(24,3);02:(15,3);03:(25,5);04:(13,3);05:(20,9);06:(21,11);07:(16,13);08:(14,17);09:(12,15);10:(15,18);11:(18,21);12:(16,21);13:(11,24);14:(20,23);15:(25,22);16:(23,27);17:(18,30);18:(20,26);19:(25,28);20:(29,26);21:(31,27);22:(31,30);23:(29,32)",00:0;01:0;02:1;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,00,completed
21,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,14,8,"(2,7);(21,7);(14,20);(23,25)",05,2,7,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(5,14);01:(14,4);02:(0,14);03:(12,4);04:(2,17);05:(4,19);06:(15,3);07:(11,5);08:(14,8);09:(11,0);10:(13,10);11:(14,11);12:(2,28);13:(9,1);14:(10,21);15:(12,9);16:(3,23);17:(8,13);18:(13,17);19:(12,23);20:(14,14);21:(2,4);22:(12,16);23:(11,20)",00:0;01:0;02:0;03:1;04:0;05:1;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:1;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:1;22:0;23:0,08,completed
22,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,26,18,"(30,21);(19,32);(27,25);(27,16)",22,19,32,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(20,9);01:(21,18);02:(23,32);03:(24,26);04:(16,13);05:(0,0);06:(18,21);07:(17,22);08:(18,18);09:(23,19);10:(27,30);11:(11,24);12:(22,29);13:(16,29);14:(21,29);15:(28,32);16:(27,29);17:(29,31);18:(6,22);19:(26,18);20:(25,18);21:(11,19);22:(26,32);23:(7,25)",00:0;01:0;02:1;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:1;13:0;14:0;15:0;16:0;17:1;18:0;19:1;20:0;21:0;22:1;23:0,19,completed
23,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,2,11,"(23,18);(23,22);(18,29);(1,16)",11,1,16,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(2,0);01:(1,1);02:(1,3);03:(1,4);04:(2,6);05:(1,7);06:(2,9);07:(2,10);08:(2,11);09:(2,13);10:(1,14);11:(2,16);12:(1,17);13:(1,19);14:(1,20);15:(1,22);16:(2,23);17:(1,24);18:(1,26);19:(1,27);20:(1,29);21:(1,30);22:(1,32);23:(1,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:1;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,08,completed
24,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,1,9,"(22,2);(26,22);(14,20);(29,19)",,,,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(1,0);01:(1,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(1,9);07:(1,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(1,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,06,completed
25,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,15,13,"(17,19);(13,19);(15,22);(21,5)",12,15,22,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(22,3);01:(19,4);02:(21,6);03:(16,6);04:(16,9);05:(14,7);06:(15,13);07:(5,12);08:(0,17);09:(1,18);10:(17,21);11:(13,21);12:(14,21);13:(8,24);14:(9,21);15:(1,23);16:(16,23);17:(13,23);18:(14,26);19:(19,25);20:(20,26);21:(23,32);22:(21,28);23:(23,29)",00:0;01:0;02:1;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:1;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,06,completed
26,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,32,32,"(28,32);(32,3);(32,9);(20,27)",17,20,27,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(26,23);01:(27,31);02:(32,32);03:(23,17);04:(17,20);05:(28,27);06:(30,32);07:(26,27);08:(14,32);09:(16,19);10:(6,27);11:(14,18);12:(30,30);13:(22,33);14:(22,31);15:(19,31);16:(30,28);17:(19,30);18:(17,33);19:(28,20);20:(18,24);21:(17,25);22:(26,19);23:(24,27)",00:0;01:0;02:0;03:0;04:0;05:0;06:1;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:1;18:1;19:0;20:0;21:1;22:1;23:0,02,completed
27,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,14,28,"(15,27);(3,16);(14,31);(17,12)",11,3,16,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(13,9);01:(14,4);02:(2,6);03:(14,31);04:(3,30);05:(19,16);06:(0,12);07:(8,1);08:(11,23);09:(11,0);10:(15,24);11:(15,22);12:(13,5);13:(4,0);14:(2,30);15:(18,15);16:(5,3);17:(7,7);18:(13,29);19:(13,28);20:(4,9);21:(15,9);22:(14,28);23:(12,29)",00:0;01:0;02:0;03:1;04:0;05:1;06:0;07:1;08:1;09:0;10:1;11:1;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,22,completed
28,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,13,28,"(22,28);(29,33);(15,28);(19,6)",,,,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(21,0);01:(20,2);02:(19,4);03:(13,6);04:(6,8);05:(15,10);06:(3,12);07:(17,14);08:(16,16);09:(1,18);10:(8,20);11:(15,21);12:(11,22);13:(7,25);14:(10,24);15:(17,25);16:(15,26);17:(15,27);18:(13,28);19:(18,29);20:(20,30);21:(20,31);22:(21,32);23:(21,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,18,completed
29,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,4,29,"(24,27);(10,23);(21,15);(10,30)",,,,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(6,0);01:(5,2);02:(4,4);03:(6,4);04:(6,6);05:(5,8);06:(5,9);07:(5,10);08:(6,11);09:(6,13);10:(6,14);11:(6,16);12:(2,21);13:(5,19);14:(6,20);15:(1,24);16:(5,24);17:(3,27);18:(4,27);19:(4,29);20:(5,30);21:(5,31);22:(6,32);23:(6,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,19,completed
30,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,5,18,"(20,18);(14,19);(10,18);(22,27)",,,,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(16,0);01:(15,2);02:(15,4);03:(13,6);04:(1,8);05:(9,11);06:(6,12);07:(12,14);08:(5,18);09:(9,17);10:(8,19);11:(10,21);12:(3,23);13:(1,22);14:(12,24);15:(0,25);16:(10,26);17:(11,27);18:(11,28);19:(13,29);20:(14,30);21:(15,31);22:(16,32);23:(16,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,08,completed
31,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,20,16,"(30,8);(16,1);(14,6);(22,15)",03,14,6,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(20,14);01:(26,0);02:(0,4);03:(15,0);04:(10,4);05:(20,16);06:(16,30);07:(0,0);08:(24,2);09:(25,4);10:(4,25);11:(21,9);12:(24,0);13:(19,32);14:(26,8);15:(10,24);16:(19,18);17:(22,6);18:(8,9);19:(22,12);20:(5,28);21:(2,19);22:(15,23);23:(6,12)",00:2;01:1;02:1;03:2;04:0;05:0;06:0;07:0;08:1;09:0;10:0;11:1;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,05,completed
32,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,11,33,"(22,23);(1,24);(20,20);(15,10)",17,1,24,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(11,12);01:(9,3);02:(8,3);03:(12,15);04:(4,19);05:(6,12);06:(9,23);07:(7,22);08:(13,21);09:(12,13);10:(5,30);11:(12,27);12:(14,22);13:(10,21);14:(10,27);15:(12,22);16:(10,22);17:(4,31);18:(14,24);19:(7,23);20:(10,29);21:(4,24);22:(15,23);23:(11,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:1;16:1;17:1;18:0;19:1;20:0;21:0;22:0;23:0,23,completed
33,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,17,11,"(12,11);(6,8);(20,13);(31,6)",04,6,8,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(0,5);01:(9,0);02:(16,7);03:(17,11);04:(15,13);05:(7,4);06:(10,20);07:(6,4);08:(16,13);09:(4,5);10:(4,6);11:(10,5);12:(9,9);13:(14,30);14:(11,15);15:(15,8);16:(16,6);17:(14,33);18:(13,20);19:(14,14);20:(13,11);21:(17,15);22:(10,9);23:(13,28)",00:1;01:0;02:0;03:0;04:1;05:1;06:1;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,03,completed
34,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,27,6,"(17,17);(25,9);(20,10);(10,2)",01,10,2,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(19,13);01:(10,12);02:(20,4);03:(24,6);04:(27,14);05:(26,13);06:(3,28);07:(8,19);08:(2,20);09:(27,6);10:(12,11);11:(16,27);12:(28,8);13:(25,3);14:(26,4);15:(26,9);16:(27,11);17:(3,16);18:(21,5);19:(19,21);20:(22,9);21:(24,20);22:(24,16);23:(20,25)",00:0;01:1;02:1;03:0;04:1;05:1;06:0;07:0;08:0;09:1;10:0;11:0;12:1;13:1;14:0;15:1;16:0;17:0;18:1;19:0;20:0;21:0;22:0;23:0,09,completed
35,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,29,2,"(28,5);(16,23);(18,17);(18,9)",13,16,23,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(26,1);01:(6,3);02:(27,10);03:(25,25);04:(16,32);05:(1,4);06:(24,23);07:(29,2);08:(29,17);09:(31,8);10:(28,29);11:(28,18);12:(7,19);13:(20,0);14:(30,13);15:(2,16);16:(10,27);17:(29,11);18:(1,20);19:(3,2);20:(23,0);21:(27,16);22:(28,0);23:(9,5)",00:1;01:0;02:0;03:1;04:0;05:1;06:0;07:1;08:0;09:0;10:0;11:0;12:0;13:2;14:1;15:2;16:1;17:0;18:0;19:0;20:0;21:1;22:1;23:0,07,completed
36,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,17,13,"(12,14);(14,7);(18,10);(23,18)",05,14,7,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(22,7);01:(16,1);02:(22,8);03:(14,7);04:(18,9);05:(8,17);06:(9,10);07:(16,12);08:(9,3);09:(11,6);10:(9,19);11:(8,9);12:(3,33);13:(11,12);14:(13,17);15:(2,14);16:(11,15);17:(16,15);18:(15,16);19:(3,19);20:(14,14);21:(13,21);22:(17,13);23:(8,22)",00:0;01:0;02:0;03:1;04:1;05:1;06:0;07:1;08:0;09:0;10:0;11:0;12:0;13:0;14:1;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,22,completed
37,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,15,4,"(33,3);(12,12);(3,18);(15,3)",,,,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(16,0);01:(14,2);02:(15,4);03:(10,6);04:(6,8);05:(7,10);06:(10,13);07:(5,11);08:(5,12);09:(7,15);10:(7,18);11:(10,21);12:(3,21);13:(7,23);14:(5,24);15:(1,26);16:(12,26);17:(10,27);18:(5,28);19:(14,29);20:(14,30);21:(14,31);22:(16,32);23:(16,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,02,completed
38,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,31,30,"(11,20);(9,23);(13,4);(32,29)",13,9,23,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(31,30);01:(31,33);02:(25,23);03:(17,32);04:(13,4);05:(17,29);06:(26,0);07:(29,11);08:(30,29);09:(26,9);10:(7,33);11:(29,20);12:(1,19);13:(26,33);14:(32,1);15:(6,17);16:(27,10);17:(29,17);18:(31,24);19:(32,2);20:(23,3);21:(12,0);22:(9,10);23:(24,16)",00:2;01:0;02:0;03:1;04:1;05:1;06:1;07:0;08:0;09:0;10:0;11:1;12:0;13:1;14:0;15:0;16:2;17:1;18:0;19:1;20:0;21:0;22:1;23:1,00,completed
39,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,14,2,"(13,16);(17,31);(14,3);(30,8)",,,,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(15,0);01:(14,2);02:(14,4);03:(12,6);04:(6,8);05:(11,10);06:(2,13);07:(4,14);08:(2,19);09:(4,18);10:(4,20);11:(5,20);12:(7,22);13:(8,23);14:(4,24);15:(3,25);16:(9,26);17:(9,27);18:(6,28);19:(12,29);20:(13,30);21:(13,31);22:(15,32);23:(15,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,01,completed
