trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,sensitivity_suite,sensitivity_parameter,sensitivity_value,sensitivity_label,num_targets,num_robots
65,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,38.94823646901232,38.94823646901232,0,0,0,90,23,92,2,2,0,0,198,0,227,567,113,92,135,186,41,0.27970297029702973,22.7,4.1,collision_intent:92;pi_clear_path:1;pi_entry:40;state:94,0.30000000000000004,0.016304347826086918,known_visit_horizon,commitment_horizon,2,h2,10,4
66,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,50.17075055200434,50.17075055200434,0,0,0,99,29,99,4,2,4,3,278,0,245,628,104,104,141,207,38,0.24761904761904763,24.5,3.8,collision_intent:104;pi_clear_path:3;pi_entry:35;state:103,0.25,0.0984848484848484,known_visit_horizon,commitment_horizon,2,h2,10,4
67,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,45.787129609610375,45.787129609610375,1,1,1,103,27,104,3,2,0,0,236,0,254,650,110,104,150,211,43,0.24553571428571427,25.4,4.3,collision_intent:104;pi_clear_path:1;pi_entry:42;state:107,0.25,0.033653846153846256,known_visit_horizon,commitment_horizon,2,h2,10,4
68,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,49.43941704475444,49.43941704475444,3,3,3,102,29,97,9,1,0,0,267,0,244,624,107,104,140,210,34,0.2553699284009546,24.4,3.4,collision_intent:104;pi_clear_path:4;pi_entry:30;state:106,0.25,0.13144329896907214,known_visit_horizon,commitment_horizon,2,h2,10,4
69,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,57.987908411849496,57.987908411849496,4,4,4,125,34,116,13,3,3,3,310,0,311,789,138,130,181,259,52,0.2569832402234637,31.1,5.2,collision_intent:130;pi_clear_path:5;pi_entry:47;state:129,0.25,0.02155172413793105,known_visit_horizon,commitment_horizon,2,h2,10,4
70,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,64.33691139614146,64.33691139614146,2,2,2,127,37,121,10,1,6,6,357,0,297,751,137,132,165,263,34,0.2784552845528455,29.7,3.4,collision_intent:132;pi_clear_path:2;pi_entry:32;state:131,0.10000000000000009,0.12190082644628109,known_visit_horizon,commitment_horizon,2,h2,10,4
71,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,50.75006025157928,50.75006025157928,3,3,3,81,30,76,9,0,1,1,306,0,211,545,87,84,127,169,42,0.22894736842105262,21.1,4.2,collision_intent:84;pi_clear_path:3;pi_entry:39;state:85,0.3500000000000001,0.18421052631578938,known_visit_horizon,commitment_horizon,2,h2,10,4
72,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,42.25145961105573,42.25145961105573,1,1,1,98,25,93,9,2,2,2,222,0,246,633,102,101,145,203,43,0.2361111111111111,24.6,4.3,collision_intent:101;pi_entry:43;state:102,0.10000000000000009,0.051075268817204256,known_visit_horizon,commitment_horizon,2,h2,10,4
73,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,48.27144271970168,48.27144271970168,3,3,3,86,28,83,7,3,9,2,272,0,231,582,109,91,140,181,50,0.2607655502392344,23.1,5.0,collision_intent:91;pi_clear_path:3;pi_entry:47;state:90,0.30000000000000004,0.1837349397590362,known_visit_horizon,commitment_horizon,2,h2,10,4
74,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,46.59408432648522,46.59408432648522,2,2,2,100,27,93,11,0,9,9,254,0,245,636,96,106,139,210,35,0.2318840579710145,24.5,3.5,collision_intent:106;pi_clear_path:1;pi_entry:34;state:104,0.30000000000000004,0.08870967741935476,known_visit_horizon,commitment_horizon,2,h2,10,4
75,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,37.27166246137814,37.27166246137814,2,2,2,85,22,82,7,1,3,3,188,0,215,533,110,85,130,174,41,0.28350515463917525,21.5,4.1,collision_intent:85;pi_entry:41;state:89,0.3999999999999999,0.04878048780487809,known_visit_horizon,commitment_horizon,2,h2,10,4
76,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,40.03946790282887,40.03946790282887,0,0,0,92,24,96,0,3,3,3,208,0,234,584,115,97,137,193,41,0.2818627450980392,23.4,4.1,collision_intent:97;pi_clear_path:2;pi_entry:39;state:96,0.1499999999999999,0.015625,known_visit_horizon,commitment_horizon,2,h2,10,4
77,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,33.51435509305952,33.51435509305952,1,1,1,68,20,68,4,0,0,0,185,0,176,460,65,70,106,142,34,0.20634920634920634,17.6,3.4,collision_intent:70;pi_clear_path:2;pi_entry:32;state:72,0.30000000000000004,0.11764705882352944,known_visit_horizon,commitment_horizon,2,h2,10,4
78,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,52.31042717776582,52.31042717776582,3,3,3,114,31,101,17,0,0,0,276,0,266,680,113,116,150,234,32,0.25223214285714285,26.6,3.2,collision_intent:116;pi_clear_path:1;pi_entry:31;state:118,0.25,0.09653465346534662,known_visit_horizon,commitment_horizon,2,h2,10,4
79,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,70.759517550515,70.759517550515,5,5,5,136,40,116,24,3,3,3,390,0,324,830,139,141,183,281,43,0.25457875457875456,32.4,4.3,collision_intent:141;pi_clear_path:3;pi_entry:40;state:140,0.1499999999999999,0.10344827586206895,known_visit_horizon,commitment_horizon,2,h2,10,4
80,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,42.398515510134,42.398515510134,3,3,3,95,25,89,10,3,0,0,223,0,239,596,118,97,142,196,43,0.2789598108747045,23.9,4.3,collision_intent:97;pi_clear_path:1;pi_entry:42;state:99,0.30000000000000004,0.05337078651685401,known_visit_horizon,commitment_horizon,2,h2,10,4
81,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,45.84545402976167,45.84545402976167,2,2,2,94,27,81,17,0,0,0,250,0,226,577,99,95,131,193,33,0.2531969309462916,22.6,3.3,collision_intent:95;pi_clear_path:1;pi_entry:32;state:98,0.25,0.13271604938271597,known_visit_horizon,commitment_horizon,2,h2,10,4
82,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,37.993644607713804,37.993644607713804,0,0,0,85,23,89,0,1,0,0,202,0,222,562,102,86,136,175,47,0.2512315270935961,22.2,4.7,collision_intent:86;pi_clear_path:1;pi_entry:46;state:89,0.10000000000000009,0.042134831460674205,known_visit_horizon,commitment_horizon,2,h2,10,4
83,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,69.62626522644992,69.62626522644992,6,6,6,136,40,112,28,1,16,8,376,0,333,864,133,145,188,285,48,0.23665480427046262,33.3,4.8,collision_intent:145;pi_clear_path:2;pi_entry:46;state:140,0.10000000000000009,0.0803571428571428,known_visit_horizon,commitment_horizon,2,h2,10,4
84,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,55.86708819750857,55.86708819750857,3,3,3,117,32,111,10,1,7,3,302,0,285,725,129,121,164,242,43,0.26272912423625255,28.5,4.3,collision_intent:121;pi_clear_path:1;pi_entry:42;state:121,0.1499999999999999,0.07432432432432434,known_visit_horizon,commitment_horizon,2,h2,10,4
85,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,53.65626740201176,53.65626740201176,2,2,2,113,32,106,11,2,0,0,288,0,271,701,109,115,156,232,39,0.23440860215053763,27.1,3.9,collision_intent:115;pi_clear_path:2;pi_entry:37;state:117,0.1499999999999999,0.0660377358490567,known_visit_horizon,commitment_horizon,2,h2,10,4
86,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,64.94328802998243,64.94328802998243,7,7,7,122,38,108,18,0,1,1,366,0,296,736,149,126,170,252,44,0.2938856015779093,29.6,4.4,collision_intent:126;pi_clear_path:3;pi_entry:41;state:126,0.30000000000000004,0.16203703703703698,known_visit_horizon,commitment_horizon,2,h2,10,4
87,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,57.468368370219466,57.468368370219466,4,4,4,128,33,118,14,2,2,2,300,0,315,805,137,132,183,264,51,0.2509157509157509,31.5,5.1,collision_intent:132;pi_clear_path:2;pi_entry:49;state:132,0.3500000000000001,0.06355932203389836,known_visit_horizon,commitment_horizon,2,h2,10,4
88,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,151.73578584326603,151.73578584326603,2,2,2,109,39,104,9,1,133,6,918,1,365,936,156,119,246,232,133,0.21224489795918366,36.5,13.3,collision_intent:119;pi_clear_path:4;pi_entry:129;state:113,0.25,0.14423076923076916,known_visit_horizon,commitment_horizon,2,h2,10,4
89,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,38.154644978244335,38.154644978244335,1,1,1,88,23,89,3,1,0,0,196,0,217,553,97,89,128,181,36,0.25326370757180156,21.7,3.6,collision_intent:89;pi_clear_path:1;pi_entry:35;state:92,0.1499999999999999,0.03651685393258419,known_visit_horizon,commitment_horizon,2,h2,10,4
90,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,43.41449620159437,43.41449620159437,2,2,2,98,26,95,7,0,0,0,224,0,233,598,98,99,134,201,32,0.24561403508771928,23.3,3.2,collision_intent:99;pi_clear_path:1;pi_entry:31;state:102,0.25,0.07105263157894748,known_visit_horizon,commitment_horizon,2,h2,10,4
91,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,41.45992388974821,41.45992388974821,2,2,2,91,25,87,8,1,0,0,216,0,226,581,94,93,133,188,38,0.23737373737373738,22.6,3.8,collision_intent:93;pi_clear_path:3;pi_entry:35;state:95,0.3500000000000001,0.06034482758620685,known_visit_horizon,commitment_horizon,2,h2,10,4
92,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,55.11126721183108,55.11126721183108,3,3,3,99,32,94,9,2,1,1,318,0,241,624,98,102,139,205,36,0.23557692307692307,24.1,3.6,collision_intent:102;pi_clear_path:4;pi_entry:32;state:103,0.25,0.11702127659574457,known_visit_horizon,commitment_horizon,2,h2,10,4
93,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,53.20991964684812,53.20991964684812,5,5,5,118,31,110,12,2,0,0,270,0,285,738,114,119,166,241,44,0.23030303030303031,28.5,4.4,collision_intent:119;pi_clear_path:2;pi_entry:42;state:122,0.1499999999999999,0.08636363636363642,known_visit_horizon,commitment_horizon,2,h2,10,4
94,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,77.33707559546274,77.33707559546274,5,5,5,142,45,128,18,1,2,2,440,0,339,884,131,146,193,292,47,0.2270363951473137,33.9,4.7,collision_intent:146;pi_clear_path:3;pi_entry:44;state:146,0.1499999999999999,0.16015625,known_visit_horizon,commitment_horizon,2,h2,10,4
95,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,47.254324521421516,47.254324521421516,1,1,1,90,28,90,4,0,4,4,271,0,232,598,96,95,137,189,43,0.23471882640586797,23.2,4.3,collision_intent:95;pi_clear_path:2;pi_entry:41;state:94,0.30000000000000004,0.1499999999999999,known_visit_horizon,commitment_horizon,2,h2,10,4
96,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,42.77761317901061,42.77761317901061,0,0,0,97,25,99,2,2,2,2,222,0,236,605,101,99,137,200,36,0.2469437652811736,23.6,3.6,collision_intent:99;pi_clear_path:2;pi_entry:34;state:101,0.25,0.007575757575757569,known_visit_horizon,commitment_horizon,2,h2,10,4
97,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,52.381262390547256,52.381262390547256,6,6,6,109,31,85,28,2,2,1,278,0,273,688,129,114,159,227,46,0.27157894736842103,27.3,4.6,collision_intent:114;pi_clear_path:4;pi_entry:42;state:113,0.3500000000000001,0.17941176470588238,known_visit_horizon,commitment_horizon,2,h2,10,4
98,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,74.86831007737784,74.86831007737784,4,4,4,119,44,112,11,0,4,2,440,0,285,744,108,125,160,248,37,0.22641509433962265,28.5,3.7,collision_intent:125;pi_clear_path:2;pi_entry:35;state:123,0.1499999999999999,0.2142857142857142,known_visit_horizon,commitment_horizon,2,h2,10,4
99,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,40.052084195164035,40.052084195164035,1,1,1,93,24,92,5,0,2,2,204,0,228,567,117,96,132,193,35,0.29545454545454547,22.8,3.5,collision_intent:96;pi_entry:35;state:97,0.30000000000000004,0.04347826086956519,known_visit_horizon,commitment_horizon,2,h2,10,4
100,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,41.70298479426945,41.70298479426945,1,1,1,86,25,88,2,1,0,0,226,0,213,547,89,88,125,178,35,0.239247311827957,21.3,3.5,collision_intent:88;pi_clear_path:2;pi_entry:33;state:90,0.10000000000000009,0.09090909090909083,known_visit_horizon,commitment_horizon,2,h2,10,4
101,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,44.55273659341721,44.55273659341721,3,3,3,104,26,99,9,0,0,0,230,0,244,613,116,104,140,212,32,0.27817745803357313,24.4,3.2,collision_intent:104;pi_entry:32;state:108,0.10000000000000009,0.05303030303030298,known_visit_horizon,commitment_horizon,2,h2,10,4
102,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,47.96053408237713,47.96053408237713,2,2,2,93,28,89,8,1,0,0,263,0,226,565,111,95,131,192,34,0.28388746803069054,22.6,3.4,collision_intent:95;pi_clear_path:2;pi_entry:32;state:97,0.25,0.1376404494382022,known_visit_horizon,commitment_horizon,2,h2,10,4
103,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,40.72872227161297,40.72872227161297,6,6,6,85,24,72,17,2,0,0,220,0,226,558,114,88,138,177,49,0.2773722627737226,22.6,4.9,collision_intent:88;pi_clear_path:2;pi_entry:47;state:89,0.3500000000000001,0.11111111111111116,known_visit_horizon,commitment_horizon,2,h2,10,4
104,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,42.6964412911546,42.6964412911546,1,1,1,85,25,85,4,0,5,4,242,0,217,556,92,91,126,180,37,0.24533333333333332,21.7,3.7,collision_intent:91;pi_clear_path:1;pi_entry:36;state:89,0.25,0.13235294117647056,known_visit_horizon,commitment_horizon,2,h2,10,4
105,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,67.96067713245944,67.96067713245944,4,4,4,129,40,104,29,1,4,3,378,0,307,801,118,136,171,269,38,0.2309197651663405,30.7,3.8,collision_intent:136;pi_clear_path:3;pi_entry:35;state:133,0.25,0.14423076923076916,known_visit_horizon,commitment_horizon,2,h2,10,4
106,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,41.82148638226656,41.82148638226656,1,1,1,92,25,92,4,2,7,7,223,0,230,584,104,94,136,190,40,0.2561576354679803,23.0,4.0,collision_intent:94;pi_clear_path:1;pi_entry:39;state:96,0.30000000000000004,0.0652173913043479,known_visit_horizon,commitment_horizon,2,h2,10,4
107,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,57.27888842393919,57.27888842393919,3,3,3,119,33,112,11,1,2,2,306,0,299,755,137,124,175,247,52,0.26195028680688337,29.9,5.2,collision_intent:124;pi_clear_path:4;pi_entry:48;state:123,0.25,0.049107142857142794,known_visit_horizon,commitment_horizon,2,h2,10,4
108,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,44.82523881039912,44.82523881039912,4,4,4,93,27,84,13,0,0,0,244,0,233,593,104,96,137,193,40,0.254278728606357,23.3,4.0,collision_intent:96;pi_clear_path:2;pi_entry:38;state:97,0.30000000000000004,0.08333333333333326,known_visit_horizon,commitment_horizon,2,h2,10,4
109,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,43.265914988099105,43.265914988099105,2,2,2,95,26,94,5,1,3,3,231,0,243,618,109,99,144,198,45,0.2534883720930233,24.3,4.5,collision_intent:99;pi_clear_path:1;pi_entry:44;state:99,0.3999999999999999,0.07978723404255317,known_visit_horizon,commitment_horizon,2,h2,10,4
110,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,52.140943539898785,52.140943539898785,0,0,0,109,29,109,4,2,14,14,289,0,276,710,113,120,156,233,43,0.24248927038626608,27.6,4.3,collision_intent:120;pi_clear_path:3;pi_entry:40;state:113,0.3500000000000001,0.05275229357798161,known_visit_horizon,commitment_horizon,2,h2,10,4
111,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,43.90290694913317,43.90290694913317,2,2,2,104,26,94,14,0,0,0,219,0,253,646,111,104,149,212,41,0.24943820224719102,25.3,4.1,collision_intent:104;pi_entry:41;state:108,0.44999999999999996,0.1063829787234043,known_visit_horizon,commitment_horizon,2,h2,10,4
112,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,41.63884316862524,41.63884316862524,1,1,1,96,25,98,2,2,0,0,209,0,237,600,107,97,140,197,40,0.25721153846153844,23.7,4.0,collision_intent:97;pi_clear_path:2;pi_entry:38;state:100,0.25,0.025510204081632626,known_visit_horizon,commitment_horizon,2,h2,10,4
113,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,56.812948851720535,56.812948851720535,1,1,1,115,33,115,4,1,7,5,302,0,282,712,131,122,160,241,41,0.2746331236897275,28.2,4.1,collision_intent:122;pi_clear_path:2;pi_entry:39;state:119,0.3500000000000001,0.07173913043478253,known_visit_horizon,commitment_horizon,2,h2,10,4
114,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,86.82881941064093,86.82881941064093,5,5,5,155,50,144,15,1,8,8,495,0,359,927,147,159,200,318,41,0.24623115577889448,35.9,4.1,collision_intent:159;pi_clear_path:3;pi_entry:38;state:159,0.1499999999999999,0.11805555555555558,known_visit_horizon,commitment_horizon,2,h2,10,4
115,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,33.74639718977462,33.74639718977462,3,3,3,79,20,80,3,2,1,1,174,0,201,510,90,81,120,164,37,0.25210084033613445,20.1,3.7,collision_intent:81;pi_entry:37;state:83,0.30000000000000004,0.03125,known_visit_horizon,commitment_horizon,2,h2,10,4
116,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,39.90289020832631,39.90289020832631,3,3,3,78,24,76,6,0,0,0,225,0,191,492,79,80,111,162,29,0.23867069486404835,19.1,2.9,collision_intent:80;pi_clear_path:2;pi_entry:27;state:82,0.10000000000000009,0.14473684210526305,known_visit_horizon,commitment_horizon,2,h2,10,4
117,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,50.248780535670896,50.248780535670896,2,2,2,105,29,99,10,2,0,0,271,0,263,654,133,109,154,218,45,0.2891304347826087,26.3,4.5,collision_intent:109;pi_clear_path:4;pi_entry:41;state:109,0.3500000000000001,0.09343434343434343,known_visit_horizon,commitment_horizon,2,h2,10,4
118,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,49.15572219843483,49.15572219843483,3,3,3,106,29,96,14,3,0,0,260,0,260,659,119,108,152,218,42,0.2621145374449339,26.0,4.2,collision_intent:108;pi_clear_path:1;pi_entry:41;state:110,0.25,0.09375,known_visit_horizon,commitment_horizon,2,h2,10,4
119,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,41.911630680575065,41.911630680575065,1,1,1,86,25,86,4,0,0,0,228,0,216,547,99,88,128,178,38,0.2591623036649215,21.6,3.8,collision_intent:88;pi_clear_path:2;pi_entry:36;state:90,0.25,0.11046511627906974,known_visit_horizon,commitment_horizon,2,h2,10,4
120,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,41.13903926893042,41.13903926893042,3,3,3,91,24,85,10,4,0,0,217,0,230,573,114,93,137,188,42,0.27941176470588236,23.0,4.2,collision_intent:93;pi_clear_path:3;pi_entry:39;state:95,0.3999999999999999,0.08529411764705874,known_visit_horizon,commitment_horizon,2,h2,10,4
121,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,52.535958388602474,52.535958388602474,3,3,3,99,30,92,11,1,3,2,292,0,254,638,121,104,150,207,47,0.27069351230425054,25.4,4.7,collision_intent:104;pi_clear_path:2;pi_entry:45;state:103,0.30000000000000004,0.1467391304347827,known_visit_horizon,commitment_horizon,2,h2,10,4
122,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,46.11714290119446,46.11714290119446,0,0,0,98,27,98,4,0,1,1,245,0,247,634,104,100,147,202,45,0.2374429223744292,24.7,4.5,collision_intent:100;pi_clear_path:2;pi_entry:43;state:102,0.1499999999999999,0.08163265306122458,known_visit_horizon,commitment_horizon,2,h2,10,4
123,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,60.59298857303328,60.59298857303328,2,2,2,131,35,123,12,3,9,9,325,0,316,819,127,138,178,273,43,0.2387218045112782,31.6,4.3,collision_intent:138;pi_clear_path:2;pi_entry:41;state:135,0.25,0.08739837398373984,known_visit_horizon,commitment_horizon,2,h2,10,4
124,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,31.812351423571403,31.812351423571403,2,2,2,65,19,67,2,2,0,0,176,0,174,426,94,67,107,136,38,0.2946708463949843,17.4,3.8,collision_intent:67;pi_clear_path:4;pi_entry:34;state:69,0.10000000000000009,0.09328358208955234,known_visit_horizon,commitment_horizon,2,h2,10,4
125,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,58.76053042618477,58.76053042618477,3,3,3,105,35,100,9,2,0,0,334,0,261,668,113,108,153,217,44,0.24726477024070023,26.1,4.4,collision_intent:108;pi_clear_path:4;pi_entry:40;state:109,0.25,0.16999999999999993,known_visit_horizon,commitment_horizon,2,h2,10,4
126,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,51.699212774879015,51.699212774879015,4,4,4,102,30,96,10,1,0,0,283,0,242,634,89,104,138,210,32,0.21654501216545013,24.2,3.2,collision_intent:104;pi_clear_path:3;pi_entry:29;state:106,0.25,0.08333333333333326,known_visit_horizon,commitment_horizon,2,h2,10,4
127,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,54.17489436378854,54.17489436378854,2,2,2,107,32,107,4,1,4,4,300,0,257,651,118,112,145,223,34,0.27251732101616627,25.7,3.4,collision_intent:112;pi_clear_path:4;pi_entry:30;state:111,0.3999999999999999,0.10981308411214963,known_visit_horizon,commitment_horizon,2,h2,10,4
128,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,53.868494772524045,53.868494772524045,2,2,2,121,32,113,12,2,2,2,286,0,291,743,127,124,167,249,42,0.25502008032128515,29.1,4.2,collision_intent:124;pi_clear_path:1;pi_entry:41;state:125,0.10000000000000009,0.04646017699115035,known_visit_horizon,commitment_horizon,2,h2,10,4
129,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,36.69479094151076,36.69479094151076,1,1,1,76,22,74,6,1,0,0,200,0,190,494,74,78,112,158,32,0.2215568862275449,19.0,3.2,collision_intent:78;pi_clear_path:2;pi_entry:30;state:80,0.1499999999999999,0.11486486486486491,known_visit_horizon,commitment_horizon,2,h2,10,4
130,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,40.65545537502189,40.65545537502189,2,2,2,94,24,93,5,1,0,0,206,0,231,586,104,96,135,194,37,0.25870646766169153,23.1,3.7,collision_intent:96;pi_clear_path:2;pi_entry:35;state:98,0.25,0.051075268817204256,known_visit_horizon,commitment_horizon,2,h2,10,4
131,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h2_bernoulli_025,known_visit_10target_300.csv,10,True,47.00210048135899,47.00210048135899,4,4,4,109,28,100,13,2,0,0,240,0,268,673,128,109,159,222,46,0.270042194092827,26.8,4.6,collision_intent:109;pi_clear_path:1;pi_entry:45;state:113,0.25,0.05499999999999994,known_visit_horizon,commitment_horizon,2,h2,10,4
