trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,ACBBA,ideal,1.0,25,625,5,10,acbba_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(18,2);(11,22);(9,9);(21,1);(14,2);(7,9);(21,24);(11,3);(3,18);(22,18)",10,True,49.07865998825295,49.07865998825295,00:3;01:1;02:2;03:3;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(21,1);(11,3);(10,8);(21,24);(11,21)",363,0,completed
1,known_visit,ACBBA,ideal,1.0,25,625,5,10,acbba_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(2,0);(22,23);(6,15);(23,23);(7,4);(12,6);(14,19);(20,4);(3,15);(10,16)",10,True,58.95287320343935,58.95287320343935,00:2;01:2;02:1;03:5;04:0,"(0,0);(0,6);(0,12);(0,18);(0,24)","(7,4);(20,4);(12,20);(23,23);(20,23)",457,0,completed
2,known_visit,ACBBA,ideal,1.0,25,625,5,10,acbba_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(17,10);(15,0);(16,1);(21,23);(11,7);(1,11);(6,14);(8,0);(15,22);(24,6)",10,True,49.82400134647503,49.82400134647503,00:3;01:1;02:3;03:1;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(16,1);(11,7);(24,6);(6,14);(21,23)",382,0,completed
3,known_visit,ACBBA,ideal,1.0,25,625,5,10,acbba_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(14,2);(4,19);(6,15);(23,19);(22,10);(2,14);(17,16);(1,11);(9,14);(7,8)",10,True,72.31234014188306,72.31234014188306,00:1;01:1;02:3;03:4;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(17,2);(7,9);(10,14);(22,10);(6,15)",592,0,completed
4,known_visit,ACBBA,ideal,1.0,25,625,5,10,acbba_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(2,13);(21,0);(16,9);(18,18);(20,1);(12,21);(8,20);(24,6);(20,12);(2,6)",10,True,47.51516620622789,47.51516620622789,00:2;01:2;02:3;03:2;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(21,0);(24,6);(20,12);(18,18);(12,20)",330,0,completed
5,known_visit,ACBBA,ideal,1.0,25,625,5,10,acbba_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,1);(2,6);(5,21);(7,2);(1,8);(16,3);(21,4);(24,20);(13,23);(5,6)",10,True,43.61333077127041,43.61333077127041,00:3;01:3;02:1;03:1;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(21,4);(12,1);(1,1);(24,20);(13,23)",312,0,completed
6,known_visit,ACBBA,ideal,1.0,25,625,5,10,acbba_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,9);(24,15);(3,8);(9,8);(8,0);(24,20);(10,3);(13,9);(12,24);(11,14)",10,True,56.30149687766582,56.30149687766582,00:2;01:2;02:3;03:2;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(10,3);(9,8);(11,14);(24,15);(12,24)",444,0,completed
7,known_visit,ACBBA,ideal,1.0,25,625,5,10,acbba_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(4,17);(9,16);(9,18);(24,1);(21,18);(9,19);(2,19);(14,19);(14,22);(2,6)",10,True,46.433521515257034,46.433521515257034,00:1;01:2;02:3;03:3;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(24,1);(9,16);(21,18);(15,19);(15,22)",330,0,completed
8,known_visit,ACBBA,ideal,1.0,25,625,5,10,acbba_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,11);(22,0);(10,0);(12,12);(22,15);(7,8);(12,17);(5,8);(20,13);(11,13)",10,True,59.26708331845433,59.26708331845433,00:2;01:2;02:3;03:1;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(22,0);(11,9);(11,13);(12,16);(22,15)",463,0,completed
9,known_visit,ACBBA,ideal,1.0,25,625,5,10,acbba_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,13);(0,15);(8,21);(12,5);(6,20);(1,10);(15,19);(2,11);(24,1);(15,2)",10,True,52.56159879506027,52.56159879506027,00:1;01:3;02:2;03:2;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(5,10);(24,1);(12,13);(6,20);(15,18)",397,0,completed
